dn_id,dn_name,in_id,in_name,mn_id,mn_name,muscle,dn_in_synapses,in_mn_synapses,pathway_strength
720575941568870770,DNa10,720575941623108298,IN13A013,720575941472734048,DVM1a-c,DVM1A,26,39,1014
720575941568870770,DNa10,720575941623108298,IN13A013,720575941603635190,DVM1a-c,DVM1A,26,32,832
720575941568870770,DNa10,720575941623108298,IN13A013,720575941643100754,ps1,ps1,26,96,2496
720575941568870770,DNa10,720575941623108298,IN13A013,720575941643100754,ps1,ps1,26,182,4732
720575941568870770,DNa10,720575941623108298,IN13A013,720575941645041313,ps1,ps1,26,26,676
720575941568870770,DNa10,720575941623108298,IN13A013,720575941645041313,ps1,ps1,26,52,1352
720575941568870770,DNa10,720575941623108298,IN13A013,720575941645041313,ps1,ps1,26,47,1222
720575941573616891,DNp59,720575941615272601,IN06B028,720575941547394081,i2,i2,72,26,1872
720575941574675869,DNb07,720575941623108298,IN13A013,720575941472734048,DVM1a-c,DVM1A,27,39,1053
720575941574675869,DNb07,720575941623108298,IN13A013,720575941603635190,DVM1a-c,DVM1A,27,32,864
720575941574675869,DNb07,720575941623108298,IN13A013,720575941643100754,ps1,ps1,27,96,2592
720575941574675869,DNb07,720575941623108298,IN13A013,720575941643100754,ps1,ps1,27,182,4914
720575941574675869,DNb07,720575941623108298,IN13A013,720575941645041313,ps1,ps1,27,26,702
720575941574675869,DNb07,720575941623108298,IN13A013,720575941645041313,ps1,ps1,27,52,1404
720575941574675869,DNb07,720575941623108298,IN13A013,720575941645041313,ps1,ps1,27,47,1269
720575941591050494,DNg32,720575941631436524,IN19A142,720575941475745898,i2,i2,31,41,1271
720575941592644054,DNge091,720575941583601886,IN12A012,720575941468897856,i1,i1,31,48,1488
720575941592644054,DNge091,720575941583601886,IN12A012,720575941468897856,i1,i1,31,34,1054
720575941592644054,DNge091,720575941583601886,IN12A012,720575941474574132,b3,b3,31,25,775
720575941592644054,DNge091,720575941583601886,IN12A012,720575941474574132,b3,b3,31,62,1922
720575941592644054,DNge091,720575941583601886,IN12A012,720575941475745898,i2,i2,31,31,961
720575941592644054,DNge091,720575941583601886,IN12A012,720575941475745898,i2,i2,31,51,1581
720575941593505387,DNnt017,720575941477297716,IN06B040,720575941630940642,hg4,hg4,30,32,960
720575941593505387,DNnt017,720575941525725954,IN06B040,720575941630940642,hg4,hg4,45,27,1215
720575941593505387,DNnt017,720575941579868917,IN03B022,720575941630940642,hg4,hg4,46,46,2116
720575941593505387,DNnt017,720575941579868917,IN03B022,720575941630940642,hg4,hg4,46,33,1518
720575941594823537,DNp05,720575941457802480,IN12B015,720575941516770670,iii4,iii4,35,26,910
720575941595189029,DNp18,720575941465484566,w-cHIN,720575941655597785,b2,b2,28,37,1036
720575941595189029,DNp18,720575941465484566,w-cHIN,720575941655597785,b2,b2,49,37,1813
720575941595189029,DNp18,720575941572251144,w-cHIN,720575941549822781,b1,b1,28,25,700
720575941595189029,DNp18,720575941572251144,w-cHIN,720575941549822781,b1,b1,51,25,1275
720575941595542823,DNp05,720575941457802480,IN12B015,720575941516770670,iii4,iii4,32,26,832
720575941595542823,DNp05,720575941457802480,IN12B015,720575941516770670,iii4,iii4,52,26,1352
720575941596602048,DNxn118,720575941608991050,w-cHIN,720575941521196211,b1,b1,29,31,899
720575941596602048,DNxn118,720575941608991050,w-cHIN,720575941624155644,b2,b2,29,29,841
720575941598950556,DNg27,720575941470536715,IN11B013,720575941565105206,DVM1a-c,DVM1A,29,39,1131
720575941598950556,DNg27,720575941470536715,IN11B013,720575941566847847,DVM1a-c,DVM1A,29,30,870
720575941600878377,DNa05,720575941678358973,w-cHIN,720575941458961604,iii3,iii3,30,32,960
720575941602114494,DNnt015,720575941400818723,IN14B007,720575941513173763,hg4,hg4,33,36,1188
720575941602114494,DNnt015,720575941400818723,IN14B007,720575941580669817,hg1,hg1,33,26,858
720575941602323897,DNa04,720575941496830370,w-cHIN,720575941565378919,iii3,iii3,28,58,1624
720575941602323897,DNa04,720575941501721138,w-cHIN,720575941565378919,iii3,iii3,38,51,1938
720575941612044518,DNa04,720575941465484566,w-cHIN,720575941655597785,b2,b2,33,37,1221
720575941612044518,DNa04,720575941550878087,w-cHIN,720575941458961604,iii3,iii3,32,55,1760
720575941612044518,DNa04,720575941572251144,w-cHIN,720575941549822781,b1,b1,25,25,625
720575941612044518,DNa04,720575941601088441,IN06A019,720575941474574132,b3,b3,35,27,945
720575941612044518,DNa04,720575941611080010,IN06A002,720575941565378919,iii3,iii3,38,231,8778
720575941612044518,DNa04,720575941611080010,IN06A002,720575941565378919,iii3,iii3,38,46,1748
720575941612044518,DNa04,720575941630748859,w-cHIN,720575941655597785,b2,b2,31,58,1798
720575941612044518,DNa04,720575941678358973,w-cHIN,720575941458961604,iii3,iii3,47,32,1504
720575941618366079,DNp31,720575941543397737,IN06B066,720575941507955269,DLM1-4,DLM1,27,42,1134
720575941618366079,DNp31,720575941543397737,IN06B066,720575941519783640,DLM1-4,DLM1,27,37,999
720575941618366079,DNp31,720575941543397737,IN06B066,720575941534583786,DLM5,DLM5,27,76,2052
720575941618366079,DNp31,720575941543397737,IN06B066,720575941640465439,DLM1-4,DLM1,27,49,1323
720575941618366079,DNp31,720575941543397737,IN06B066,720575941645403000,DLM1-4,DLM1,27,49,1323
720575941618366079,DNp31,720575941630748859,w-cHIN,720575941655597785,b2,b2,29,58,1682
720575941618895231,DNb01,720575941601088441,IN06A019,720575941474574132,b3,b3,30,27,810
720575941628867042,DNg04,720575941528944568,IN06A002,720575941458961604,iii3,iii3,27,154,4158
720575941628867042,DNg04,720575941528944568,IN06A002,720575941458961604,iii3,iii3,27,53,1431
720575941628867042,DNg04,720575941528944568,IN06A002,720575941565378919,iii3,iii3,27,41,1107
720575941631642860,DNut037,720575941465484566,w-cHIN,720575941655597785,b2,b2,27,37,999
720575941631642860,DNut037,720575941572251144,w-cHIN,720575941549822781,b1,b1,26,25,650
720575941632167611,DNg73,720575941477297716,IN06B040,720575941630940642,hg4,hg4,41,32,1312
720575941633206944,DNp103,720575941615272601,IN06B028,720575941547394081,i2,i2,41,26,1066
720575941634269371,DNg59,720575941630622624,IN13B008,720575941483845954,hg3,hg3,31,27,837
720575941634269371,DNg59,720575941630622624,IN13B008,720575941630940642,hg4,hg4,31,28,868
720575941638407199,DNa15,720575941465484566,w-cHIN,720575941655597785,b2,b2,32,37,1184
720575941638407199,DNa15,720575941572251144,w-cHIN,720575941549822781,b1,b1,70,25,1750
720575941638407199,DNa15,720575941572251144,w-cHIN,720575941549822781,b1,b1,32,25,800
720575941638407199,DNa15,720575941678358973,w-cHIN,720575941458961604,iii3,iii3,31,32,992
720575941639588127,DNp33,720575941503499755,IN11B017,720575941630940642,hg4,hg4,28,27,756
720575941639588127,DNp33,720575941575681718,IN19B008,720575941456201887,hg1,hg1,32,79,2528
720575941639588127,DNp33,720575941575681718,IN19B008,720575941456201887,hg1,hg1,32,35,1120
720575941639588127,DNp33,720575941575681718,IN19B008,720575941456201887,hg1,hg1,32,123,3936
720575941639588127,DNp33,720575941575681718,IN19B008,720575941459347411,iii4,iii4,32,95,3040
720575941639588127,DNp33,720575941575681718,IN19B008,720575941459347411,iii4,iii4,32,26,832
720575941639588127,DNp33,720575941575681718,IN19B008,720575941459347411,iii4,iii4,32,157,5024
720575941639588127,DNp33,720575941575681718,IN19B008,720575941483845954,hg3,hg3,32,34,1088
720575941639588127,DNp33,720575941575681718,IN19B008,720575941483845954,hg3,hg3,32,52,1664
720575941639588127,DNp33,720575941575681718,IN19B008,720575941580669817,hg1,hg1,32,25,800
720575941639588127,DNp33,720575941575681718,IN19B008,720575941580669817,hg1,hg1,32,28,896
720575941639588127,DNp33,720575941575681718,IN19B008,720575941624155644,b2,b2,32,99,3168
720575941639588127,DNp33,720575941575681718,IN19B008,720575941630940642,hg4,hg4,32,52,1664
720575941639588127,DNp33,720575941575681718,IN19B008,720575941630940642,hg4,hg4,32,75,2400
720575941639588127,DNp33,720575941621630716,IN03B069,720575941565378919,iii3,iii3,26,31,806
720575941645444808,DNp22,720575941456348575,IN18B020,720575941456201887,hg1,hg1,48,39,1872
720575941645444808,DNp22,720575941456348575,IN18B020,720575941459347411,iii4,iii4,48,48,2304
720575941645444808,DNp22,720575941456348575,IN18B020,720575941630940642,hg4,hg4,48,61,2928
720575941645444808,DNp22,720575941608991050,w-cHIN,720575941521196211,b1,b1,39,31,1209
720575941645444808,DNp22,720575941608991050,w-cHIN,720575941624155644,b2,b2,39,29,1131
720575941645444808,DNp22,720575941608991050,w-cHIN,720575941521196211,b1,b1,31,31,961
720575941645444808,DNp22,720575941608991050,w-cHIN,720575941624155644,b2,b2,31,29,899
720575941651815445,DNge084,720575941457147206,IN18B020,720575941513173763,hg4,hg4,66,66,4356
720575941651815445,DNge084,720575941457147206,IN18B020,720575941516770670,iii4,iii4,66,32,2112
720575941651815445,DNge084,720575941457147206,IN18B020,720575941549822781,b1,b1,66,25,1650
720575941651815445,DNge084,720575941457147206,IN18B020,720575941580669817,hg1,hg1,66,40,2640
720575941651815445,DNge084,720575941612053094,IN18B020,720575941580669817,hg1,hg1,33,57,1881
720575941651815445,DNge084,720575941723242042,IN14B007,720575941459347411,iii4,iii4,29,42,1218
720575941652614129,DNae002,720575941611080010,IN06A002,720575941565378919,iii3,iii3,41,231,9471
720575941652614129,DNae002,720575941611080010,IN06A002,720575941565378919,iii3,iii3,41,46,1886
720575941652614129,DNae002,720575941678358973,w-cHIN,720575941458961604,iii3,iii3,41,32,1312
720575941652633585,DNae002,720575941528944568,IN06A002,720575941458961604,iii3,iii3,49,154,7546
720575941652633585,DNae002,720575941528944568,IN06A002,720575941458961604,iii3,iii3,49,53,2597
720575941652633585,DNae002,720575941528944568,IN06A002,720575941565378919,iii3,iii3,49,41,2009
720575941652633585,DNae002,720575941608991050,w-cHIN,720575941521196211,b1,b1,29,31,899
720575941652633585,DNae002,720575941608991050,w-cHIN,720575941624155644,b2,b2,29,29,841
720575941656710736,DNge091,720575941572251144,w-cHIN,720575941549822781,b1,b1,28,25,700
720575941681678525,DNge093,720575941572251144,w-cHIN,720575941549822781,b1,b1,37,25,925
720575941691021720,DNg89,720575941579868917,IN03B022,720575941630940642,hg4,hg4,39,46,1794
720575941691021720,DNg89,720575941579868917,IN03B022,720575941630940642,hg4,hg4,39,33,1287
720575941701235930,DNxn142,720575941465484566,w-cHIN,720575941655597785,b2,b2,47,37,1739
720575941701235930,DNxn142,720575941572251144,w-cHIN,720575941549822781,b1,b1,77,25,1925
