dn_group,muscle,numerator_synapses,denominator_input,denominator_output,input_fraction,output_fraction,geometric_mean_fraction
DNnt007,ps1,8,15287,87.0,0.0005233204683718192,0.09195402298850575,0.00693696060094173
DNg05,hg1,33,11512,2096.0,0.0028665740097289782,0.015744274809160304,0.006718045025896268
DNg82,hg1,28,11512,1511.0,0.002432244614315497,0.018530774321641297,0.00671352188072013
DNp03,i1,24,10448,1243.0,0.002297090352220521,0.019308125502815767,0.006659767924783948
DNge071,hg4,13,11215,341.0,0.0011591618368256798,0.03812316715542522,0.006647625174864715
DNg99,i1,35,10448,2686.0,0.0033499234303215925,0.013030528667163067,0.006606911024950067
DNg05,hg4,32,11215,2096.0,0.0028533214444939814,0.015267175572519083,0.006600163593269744
DNxn125,hg3,31,7292,3063.0,0.0042512342292923755,0.010120796604635978,0.006559411326737676
DNp26,hg1,28,11512,1702.0,0.002432244614315497,0.01645123384253819,0.0063256165638108635
DNxn118,hg1,19,11512,797.0,0.00165045170257123,0.02383939774153074,0.00627262103038133
DNg02,DLM5,50,10854,5907.0,0.004606596646397641,0.008464533604198408,0.006244412871873586
DNg51,b3,15,8553,701.0,0.00175377060680463,0.021398002853067047,0.00612594388221363
DNg76,hg4,19,11215,878.0,0.0016941596076683013,0.02164009111617312,0.006054896223328865
DNpe010,hg1,5,11512,60.0,0.0004343293954134816,0.08333333333333333,0.0060161546094209374
DNg04,iii4,24,12155,1323.0,0.001974496092143151,0.018140589569160998,0.005984857827340696
DNg50,DLM1,23,35422,419.0,0.0006493139856586302,0.05489260143198091,0.005970136834191504
DNg110,DVM3A,10,3075,925.0,0.0032520325203252032,0.010810810810810811,0.005929342992932693
DNge175,b2,15,12969,503.0,0.0011566042100393246,0.02982107355864811,0.005872919140072063
DNut054,iii3,10,3518,828.0,0.0028425241614553724,0.012077294685990338,0.005859180996516843
DNxn102,DLM1,53,35422,2345.0,0.0014962452713003218,0.022601279317697228,0.00581524352924641
DNg05,DLM1,50,35422,2096.0,0.0014115521427361527,0.02385496183206107,0.0058028029855350894
DNg110,DVM1A,18,10428,925.0,0.0017261219792865361,0.01945945945945946,0.005795636347978388
DNb01,hg1,29,11512,2226.0,0.002519110493398193,0.01302785265049416,0.0057287520733843335
DNge154,b2,8,12969,152.0,0.0006168555786876397,0.05263157894736842,0.0056979016390968995
DNa05,b3,28,8553,2830.0,0.0032737051327019757,0.009893992932862191,0.005691222667162833
DNg91,i2,26,14380,1459.0,0.0018080667593880389,0.01782042494859493,0.005676312005847088
DNa05,hg1,32,11512,2830.0,0.002779708130646282,0.011307420494699646,0.005606365015386798
DNae002,hg1,30,11512,2574.0,0.0026059763724808893,0.011655011655011656,0.00551114189564647
DNp33,i1,26,10448,2152.0,0.0024885145482388973,0.012081784386617101,0.005483219511818054
DNp51,hg1,20,11512,1172.0,0.0017373175816539264,0.017064846416382253,0.005444911175345736
DNb06,hg4,28,11215,2449.0,0.0024966562639322336,0.011433238056349531,0.005342739504263094
DNge038,DVM3A,7,3075,565.0,0.0022764227642276423,0.012389380530973451,0.005310693728260624
DNxn177,DVM1A,21,10428,1511.0,0.0020138089758342925,0.013898080741230973,0.005290376143863558
DNa16,hg1,33,11512,3448.0,0.0028665740097289782,0.0095707656612529,0.005237872478187507
DNut054,b2,17,12969,828.0,0.0013108181047112345,0.020531400966183576,0.0051877675450581985
DNa07,i1,9,10448,293.0,0.0008614088820826952,0.030716723549488054,0.005143895264681009
DNge038,DLM1,23,35422,565.0,0.0006493139856586302,0.04070796460176991,0.005141230469802502
DNge090,b2,13,12969,498.0,0.0010023903153674146,0.02610441767068273,0.00511535096170325
DNg04,b2,21,12969,1323.0,0.0016192458940550544,0.015873015873015872,0.005069745139417923
DNg74,ps1,89,15287,20161.0,0.0058219402106364886,0.004414463568275383,0.0050695900185845685
untyped_720575941434874912,DVM2A,3,2270,157.0,0.0013215859030837004,0.01910828025477707,0.005025259577065248
DNb07,hg1,41,11512,5845.0,0.003561501042390549,0.0070145423438836615,0.0049982296735578595
DNge175,b1,9,6460,503.0,0.0013931888544891642,0.017892644135188866,0.004992778022953358
DNbe005,hg3,13,7292,966.0,0.0017827756445419638,0.013457556935817806,0.004898142988951299
DNxn118,i1,14,10448,797.0,0.001339969372128637,0.01756587202007528,0.004851569900726183
DNg110,DVM2A,7,2270,925.0,0.0030837004405286344,0.0075675675675675675,0.004830746468387501
DNg32,b2,23,12969,1757.0,0.0017734597887269644,0.01309049516220831,0.0048182431222076475
DNa08,hg3,11,7292,744.0,0.0015085024684585847,0.01478494623655914,0.00472261875381413
DNxn118,hg2,8,3603,797.0,0.0022203719122953097,0.010037641154328732,0.004720942330167886
DNb01,hg3,19,7292,2226.0,0.002605595172792101,0.008535489667565139,0.004715933701317755
untyped_720575941434874912,DLM1,11,35422,157.0,0.0003105414714019536,0.07006369426751592,0.004664513126757285
DNa02,hg1,33,11512,4456.0,0.0028665740097289782,0.007405745062836625,0.0046075065186938335
DNge038,DVM1A,11,10428,565.0,0.0010548523206751054,0.019469026548672566,0.004531770938182169
DNg82,i1,18,10448,1511.0,0.0017228177641653904,0.011912640635340834,0.004530265875716752
DNp16,b3,14,8553,1118.0,0.0016368525663509879,0.012522361359570662,0.00452738990238169
DNp19,i2,27,14380,2495.0,0.0018776077885952712,0.010821643286573146,0.0045076381532094464
DNxl130,DVM1A,27,10428,3492.0,0.002589182968929804,0.007731958762886598,0.004474310667056272
DNp03,DVM1A,16,10428,1243.0,0.0015343306482546988,0.012872083668543845,0.00444410086289067
DNp51,hg2,9,3603,1172.0,0.002497918401332223,0.007679180887372013,0.00437972227952016
DNge110,i2,9,14380,306.0,0.0006258692628650904,0.029411764705882353,0.004290445139613379
DNxn007,hg3,12,7292,1089.0,0.0016456390565002743,0.011019283746556474,0.004258375712403968
DNg09,b3,8,8553,415.0,0.0009353443236291359,0.01927710843373494,0.00424626117301766
DNg06,ps1,18,15287,1248.0,0.0011774710538365932,0.014423076923076924,0.004121013902449449
DNa09,b3,17,8553,2043.0,0.001987606687711914,0.008321096426823299,0.004066825163078652
DNut058,hg1,11,11512,636.0,0.0009555246699096595,0.01729559748427673,0.004065263838553884
DNp73,i1,24,10448,3348.0,0.002297090352220521,0.007168458781362007,0.004057905556682799
DNge148,DVM2A,8,2270,1715.0,0.003524229074889868,0.004664723032069971,0.004054571806729955
DNge095,b2,10,12969,472.0,0.0007710694733595497,0.0211864406779661,0.004041808710951405
DNge175,DLM1,17,35422,503.0,0.0004799277285302919,0.033797216699801194,0.004027433604838401
DNg99,i2,25,14380,2686.0,0.0017385257301808068,0.009307520476545048,0.004022606596804899
DNpe053,DVM3A,7,3075,997.0,0.0022764227642276423,0.007021063189568706,0.0039978629383478044
DNpe053,DVM2A,6,2270,997.0,0.0026431718061674008,0.006018054162487462,0.0039883268534907255
DNa08,DVM3A,6,3075,744.0,0.001951219512195122,0.008064516129032258,0.003966817518790096
DNp13,iii4,28,12155,4191.0,0.0023035787741670093,0.006680983058935815,0.00392303081368652
DNut040,DLM5,23,10854,3173.0,0.002119034457342915,0.007248660573589662,0.003919204195371753
DNp18,hg1,31,11512,5628.0,0.002692842251563586,0.00550817341862118,0.0038513169319860643
DNb05,b1,22,6460,5058.0,0.003405572755417957,0.004349545274812179,0.0038487261381341836
DNp22,i2,29,14380,3983.0,0.0020166898470097357,0.007280944012051218,0.003831893248219478
DNa04,iii4,24,12155,3294.0,0.001974496092143151,0.007285974499089253,0.0037929049784968753
DNp18,b2,32,12969,5628.0,0.002467422314750559,0.005685856432125089,0.0037455852732374735
DNp33,hg4,18,11215,2152.0,0.0016049933125278646,0.008364312267657992,0.00366396851153034
DNxl130,DVM3A,12,3075,3492.0,0.003902439024390244,0.003436426116838488,0.0036620272231080346
DNbe007,hg2,5,3603,563.0,0.0013877324451845685,0.008880994671403197,0.003510618813117921
DNge118,b2,8,12969,411.0,0.0006168555786876397,0.019464720194647202,0.0034651004660272242
DNut058,b1,7,6460,636.0,0.00108359133126935,0.0110062893081761,0.0034534504026816648
DNut037,hg1,13,11512,1248.0,0.001129256428075052,0.010416666666666666,0.003429735819629328
DNge049,DVM3A,13,3075,4699.0,0.004227642276422764,0.002766546073632688,0.0034199367158707717
DNge154,i2,5,14380,152.0,0.0003477051460361613,0.03289473684210526,0.0033819623412310947
DNp48,DVM1A,16,10428,2311.0,0.0015343306482546988,0.006923409779316313,0.003259263692129147
DNut062,iii3,3,3518,241.0,0.0008527572484366117,0.012448132780082987,0.0032581030459021944
DNxn125,hg1,19,11512,3063.0,0.00165045170257123,0.006203068886712374,0.0031996664834387134
DNge015,DLM5,3,10854,81.0,0.0002763957987838585,0.037037037037037035,0.0031995126873383705
DNb06,b2,18,12969,2449.0,0.0013879250520471894,0.007349938750510413,0.0031939261298354754
DNxn163,iii1,17,7890,3647.0,0.0021546261089987325,0.004661365505895256,0.0031691481225382956
DNpe005,hg3,13,7292,2309.0,0.0017827756445419638,0.00563014291901256,0.0031681669260482455
DNp19,i1,16,10448,2495.0,0.0015313935681470138,0.006412825651302605,0.003133777266503316
DNae002,i1,16,10448,2574.0,0.0015313935681470138,0.006216006216006216,0.0030853122919331484
DNp72,b3,9,8553,1008.0,0.001052262364082778,0.008928571428571428,0.003065158997394836
DNnt012,b3,7,8553,617.0,0.0008184262831754939,0.011345218800648298,0.00304716675861813
DNg10,b3,14,8553,2498.0,0.0016368525663509879,0.005604483586869495,0.0030288138507077855
DNge145,b3,5,8553,320.0,0.00058459020226821,0.015625,0.0030222875294122465
DNb01,b3,13,8553,2226.0,0.001519934525897346,0.005840071877807727,0.0029793500769131026
DNge150,ps1,3,15287,67.0,0.0001962451756394322,0.04477611940298507,0.0029643038671315386
DNa16,iii4,19,12155,3448.0,0.0015631427396133278,0.005510440835266821,0.002934894475737779
DNg71,b3,12,8553,1962.0,0.0014030164854437039,0.0061162079510703364,0.0029293583911419135
DNpe055,DVM1A,10,10428,1163.0,0.0009589566551591868,0.008598452278589854,0.0028715053607162944
DNxn151,i2,17,14380,2661.0,0.0011821974965229485,0.006388575723412251,0.0027481918103664537
DNg17,DVM2A,6,2270,2121.0,0.0026431718061674008,0.002828854314002829,0.0027344374131669756
DNge049,DVM1A,19,10428,4699.0,0.001822017644802455,0.0040434134922323894,0.0027142532542266075
DNg17,DLM1,23,35422,2121.0,0.0006493139856586302,0.010843941537010843,0.0026535114282108686
DNge016,b2,7,12969,537.0,0.0005397486313516847,0.01303538175046555,0.0026525137999566578
DNp26,b3,10,8553,1702.0,0.00116918040453642,0.005875440658049354,0.0026209635795653233
DNpe005,DVM2A,6,2270,2309.0,0.0026431718061674008,0.00259852750108272,0.0026207545914130295
DNge090,i2,7,14380,498.0,0.0004867872044506259,0.014056224899598393,0.0026157963269346452
DNge001,hg4,6,11215,473.0,0.0005349977708426215,0.012684989429175475,0.002605079858232967
DNut047,hg1,7,11512,634.0,0.0006080611535788742,0.011041009463722398,0.0025910632858319595
DNge175,DLM5,6,10854,503.0,0.000552791597567717,0.011928429423459244,0.0025678659539523857
DNp07,i2,16,14380,2707.0,0.0011126564673157164,0.005910602142593277,0.0025644628481782572
DNp31,b2,20,12969,4725.0,0.0015421389467190994,0.004232804232804233,0.0025549113998815823
DNg91,ps1,12,15287,1459.0,0.0007849807025577288,0.00822481151473612,0.0025409286336381936
DNge118,iii3,3,3518,411.0,0.0008527572484366117,0.0072992700729927005,0.0024948958822044983
DNa03,i1,6,10448,554.0,0.0005742725880551302,0.010830324909747292,0.0024939043115962812
DNxn142,b2,16,12969,3206.0,0.0012337111573752794,0.004990642545227698,0.0024813325836169514
DNp31,hg4,18,11215,4725.0,0.0016049933125278646,0.0038095238095238095,0.002472703022645742
DNa08,hg2,4,3603,744.0,0.0011101859561476548,0.005376344086021506,0.002443100836993548
DNg06,hg4,9,11215,1248.0,0.0008024966562639323,0.007211538461538462,0.0024056673714176195
DNp19,b3,11,8553,2495.0,0.001286098444990062,0.004408817635270541,0.0023812126122978194
DNp18,i1,18,10448,5628.0,0.0017228177641653904,0.0031982942430703624,0.002347355562540435
DNge014,DLM1,8,35422,331.0,0.00022584834283778443,0.02416918429003021,0.0023363583243253454
DNut058,DLM1,11,35422,636.0,0.0003105414714019536,0.01729559748427673,0.0023175418640324972
DNp18,b3,16,8553,5628.0,0.0018706886472582718,0.0028429282160625444,0.00230612955810345
DNp73,i2,16,14380,3348.0,0.0011126564673157164,0.0047789725209080045,0.0023059390023399107
DNxn142,hg1,14,11512,3206.0,0.0012161223071577485,0.004366812227074236,0.0023044690843042753
DNge154,hg1,3,11512,152.0,0.00026059763724808893,0.019736842105263157,0.0022679008839387527
DNut058,hg4,6,11215,636.0,0.0005349977708426215,0.009433962264150943,0.0022465860280732994
DNp31,iii4,17,12155,4725.0,0.0013986013986013986,0.0035978835978835977,0.0022432131044564253
DNp02,i1,14,10448,3755.0,0.001339969372128637,0.0037283621837549932,0.0022351490183954922
DNb05,hg1,17,11512,5058.0,0.0014767199444058374,0.003361012257809411,0.002227840621431356
DNge154,iii4,3,12155,152.0,0.00024681201151789385,0.019736842105263157,0.0022070998393844948
DNg01,DLM5,8,10854,1238.0,0.0007370554634236226,0.006462035541195477,0.002182402025401313
DNpe055,DLM1,14,35422,1163.0,0.00039523459996612274,0.012037833190025795,0.0021812308876684194
DNge110,hg1,4,11512,306.0,0.00034746351633078526,0.013071895424836602,0.0021311984303255364
DNge014,DLM5,4,10854,331.0,0.0003685277317118113,0.012084592145015106,0.00211033346461283
DNb05,ps1,18,15287,5058.0,0.0011774710538365932,0.0035587188612099642,0.002047019405823271
DNp03,DVM3A,4,3075,1243.0,0.0013008130081300813,0.003218020917135961,0.002045982274958694
DNa16,b3,11,8553,3448.0,0.001286098444990062,0.0031902552204176333,0.0020255819603512827
DNge071,hg1,4,11512,341.0,0.00034746351633078526,0.011730205278592375,0.002018865615483518
DNg27,DVM3A,5,3075,2049.0,0.0016260162601626016,0.002440214738897023,0.001991940973958565
aSP22,i1,6,10448,893.0,0.0005742725880551302,0.006718924972004479,0.001964305076260115
DNg17,DVM3A,5,3075,2121.0,0.0016260162601626016,0.0023573785950023575,0.001957839607024309
DNge048,iii1,8,7890,2169.0,0.0010139416983523447,0.0036883356385431073,0.0019338452113439374
DNp57,i1,7,10448,1267.0,0.0006699846860643185,0.0055248618784530384,0.0019239472059243412
DNg110,DLM5,6,10854,925.0,0.000552791597567717,0.006486486486486486,0.0018935879244086533
DNg07,i2,10,14380,1940.0,0.0006954102920723226,0.005154639175257732,0.001893301120897945
DNxn151,b2,11,12969,2661.0,0.0008481764206955047,0.004133784291619692,0.00187247920265975
DNg92,hg3,4,7292,630.0,0.0005485463521667581,0.006349206349206349,0.001866235242945316
DNxn113,DVM1A,3,10428,249.0,0.00028768699654775604,0.012048192771084338,0.0018617487457070138
DNp03,hg1,7,11512,1243.0,0.0006080611535788742,0.0056315366049879325,0.001850491460247958
DNa02,hg4,13,11215,4456.0,0.0011591618368256798,0.0029174147217235187,0.0018389550858069683
DNpe013,hg4,6,11215,966.0,0.0005349977708426215,0.006211180124223602,0.0018229008532450754
DNut050,b2,4,12969,379.0,0.00030842778934381986,0.010554089709762533,0.0018042102310203252
DNg91,i1,7,10448,1459.0,0.0006699846860643185,0.004797806716929404,0.0017928906902093126
DNp60,iii1,4,7890,645.0,0.0005069708491761723,0.006201550387596899,0.001773134305744723
DNg71,i1,8,10448,1962.0,0.0007656967840735069,0.004077471967380225,0.001766948548366056
DNut048,b2,3,12969,223.0,0.0002313208420078649,0.013452914798206279,0.0017640690401968804
DNpe001,hg2,3,3603,805.0,0.0008326394671107411,0.0037267080745341614,0.0017615346222136596
DNa09,i1,8,10448,2043.0,0.0007656967840735069,0.003915810083210965,0.001731566685911128
DNg07,hg4,8,11215,1940.0,0.0007133303611234953,0.004123711340206186,0.0017151001426967264
DNg03,DVM3A,3,3075,1034.0,0.000975609756097561,0.0029013539651837525,0.0016824355067358784
DNg93,DVM3A,9,3075,9520.0,0.002926829268292683,0.0009453781512605042,0.00166341830058277
DNa07,hg4,3,11215,293.0,0.0002674988854213107,0.010238907849829351,0.001654961158988591
