dn_id,dn_name,in_id,mn_id,muscle,muscle_type,dn_in_synapses,in_mn_synapses,pathway_strength
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,18,7,126
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,18,9,162
720575941638407199,DNa15,720575941400818723,720575941456201887,hg1,steering,24,4,96
720575941638407199,DNa15,720575941400818723,720575941468288375,hg3,steering,24,8,192
720575941638407199,DNa15,720575941400818723,720575941479658831,hg2,steering,24,4,96
720575941638407199,DNa15,720575941400818723,720575941483845954,hg3,steering,24,5,120
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,36,864
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,4,96
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,10,240
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,11,264
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,3,72
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,24,26,624
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,24,7,168
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,24,9,216
720575941638407199,DNa15,720575941411791764,720575941542412805,b3,steering,3,11,33
720575941638407199,DNa15,720575941411791764,720575941542412805,b3,steering,3,6,18
720575941638407199,DNa15,720575941411791764,720575941542412805,b3,steering,3,14,42
720575941638407199,DNa15,720575941411791764,720575941547315060,i1,steering,3,5,15
720575941638407199,DNa15,720575941411791764,720575941547315060,i1,steering,3,9,27
720575941638407199,DNa15,720575941411791764,720575941547315060,i1,steering,3,13,39
720575941638407199,DNa15,720575941414326161,720575941456201887,hg1,steering,5,6,30
720575941638407199,DNa15,720575941414326161,720575941456201887,hg1,steering,5,8,40
720575941638407199,DNa15,720575941414326161,720575941542412805,b3,steering,5,4,20
720575941638407199,DNa15,720575941414326161,720575941542412805,b3,steering,5,3,15
720575941638407199,DNa15,720575941414326161,720575941547315060,i1,steering,5,16,80
720575941638407199,DNa15,720575941414326161,720575941547315060,i1,steering,5,23,115
720575941638407199,DNa15,720575941414326161,720575941547315060,i1,steering,5,4,20
720575941638407199,DNa15,720575941414326161,720575941547394081,i2,steering,5,5,25
720575941638407199,DNa15,720575941414326161,720575941547394081,i2,steering,5,3,15
720575941638407199,DNa15,720575941414326161,720575941630940642,hg4,steering,5,5,25
720575941638407199,DNa15,720575941414326161,720575941456201887,hg1,steering,3,6,18
720575941638407199,DNa15,720575941414326161,720575941456201887,hg1,steering,3,8,24
720575941638407199,DNa15,720575941414326161,720575941542412805,b3,steering,3,4,12
720575941638407199,DNa15,720575941414326161,720575941542412805,b3,steering,3,3,9
720575941638407199,DNa15,720575941414326161,720575941547315060,i1,steering,3,16,48
720575941638407199,DNa15,720575941414326161,720575941547315060,i1,steering,3,23,69
720575941638407199,DNa15,720575941414326161,720575941547315060,i1,steering,3,4,12
720575941638407199,DNa15,720575941414326161,720575941547394081,i2,steering,3,5,15
720575941638407199,DNa15,720575941414326161,720575941547394081,i2,steering,3,3,9
720575941638407199,DNa15,720575941414326161,720575941630940642,hg4,steering,3,5,15
720575941638407199,DNa15,720575941429210721,720575941468897856,i1,steering,7,10,70
720575941638407199,DNa15,720575941429210721,720575941468897856,i1,steering,7,15,105
720575941638407199,DNa15,720575941429210721,720575941474574132,b3,steering,7,10,70
720575941638407199,DNa15,720575941429210721,720575941474574132,b3,steering,7,14,98
720575941638407199,DNa15,720575941429210721,720575941468897856,i1,steering,4,10,40
720575941638407199,DNa15,720575941429210721,720575941468897856,i1,steering,4,15,60
720575941638407199,DNa15,720575941429210721,720575941474574132,b3,steering,4,10,40
720575941638407199,DNa15,720575941429210721,720575941474574132,b3,steering,4,14,56
720575941638407199,DNa15,720575941429361249,720575941547315060,i1,steering,6,3,18
720575941638407199,DNa15,720575941429361249,720575941547315060,i1,steering,6,7,42
720575941638407199,DNa15,720575941429361249,720575941547315060,i1,steering,6,3,18
720575941638407199,DNa15,720575941429361249,720575941547315060,i1,steering,5,3,15
