in_group,muscle,numerator_synapses,denominator_input,input_fraction
IN08B104,iii3,4,3518,0.0011370096645821489
IN01A020,hg1,13,11512,0.001129256428075052
IN02A043,hg1,13,11512,0.001129256428075052
IN01A017,i2,16,14380,0.0011126564673157164
IN18B017,hg2,4,3603,0.0011101859561476548
IN12A008,hg2,4,3603,0.0011101859561476548
IN03A011,hg2,4,3603,0.0011101859561476548
IN17A035,hg2,4,3603,0.0011101859561476548
IN06A057,hg2,4,3603,0.0011101859561476548
IN13B005,hg2,4,3603,0.0011101859561476548
IN06B003,hg2,4,3603,0.0011101859561476548
IN12A051,hg2,4,3603,0.0011101859561476548
IN04B092,hg2,4,3603,0.0011101859561476548
IN06B087,hg2,4,3603,0.0011101859561476548
dMS5,hg2,4,3603,0.0011101859561476548
IN11A018,DLM5,12,10854,0.001105583195135434
IN13A057,hg3,8,7292,0.0010970927043335162
IN12A054,hg3,8,7292,0.0010970927043335162
IN16B022,hg3,8,7292,0.0010970927043335162
IN21A001,hg3,8,7292,0.0010970927043335162
IN12A060,hg3,8,7292,0.0010970927043335162
IN03B062,hg3,8,7292,0.0010970927043335162
dMS10,hg3,8,7292,0.0010970927043335162
IN06B038,hg3,8,7292,0.0010970927043335162
IN03B005,b2,14,12969,0.0010794972627033695
IN18B043,hg4,12,11215,0.001069995541685243
IN12A053,hg4,12,11215,0.001069995541685243
IN19B085,hg4,12,11215,0.001069995541685243
IN19B067,hg4,12,11215,0.001069995541685243
IN11A031,hg4,12,11215,0.001069995541685243
IN27X014,hg4,12,11215,0.001069995541685243
IN06B042,iii4,13,12155,0.0010695187165775401
IN08B051,DVM1A,11,10428,0.0010548523206751054
IN19B084,DVM1A,11,10428,0.0010548523206751054
IN06A096,i1,11,10448,0.001052833078101072
IN06A094,b3,9,8553,0.001052262364082778
IN07B076,b3,9,8553,0.001052262364082778
IN17A091,b3,9,8553,0.001052262364082778
IN03B053,ps1,16,15287,0.0010466409367436383
IN02A004,ps1,16,15287,0.0010466409367436383
IN16B062,i2,15,14380,0.001043115438108484
IN07B084,i2,15,14380,0.001043115438108484
IN08A016,i2,15,14380,0.001043115438108484
IN11A028,i2,15,14380,0.001043115438108484
INFST117,i2,15,14380,0.001043115438108484
IN17A035,hg1,12,11512,0.0010423905489923557
INFST153,hg1,12,11512,0.0010423905489923557
IN11A034,hg1,12,11512,0.0010423905489923557
IN04B087,iii1,8,7890,0.0010139416983523447
IN06A002,iii1,8,7890,0.0010139416983523447
IN17A099,iii1,8,7890,0.0010139416983523447
IN03B008,b2,13,12969,0.0010023903153674146
IN19B072,iii4,12,12155,0.0009872480460715754
IN08B091,iii4,12,12155,0.0009872480460715754
IN07B047,ps1,15,15287,0.0009812258781971609
IN07B030,hg4,11,11215,0.000980829246544806
IN17A119,hg4,11,11215,0.000980829246544806
IN04B046,hg4,11,11215,0.000980829246544806
IN11B015,hg4,11,11215,0.000980829246544806
AN07B076,hg4,11,11215,0.000980829246544806
IN18B034,DVM3A,3,3075,0.000975609756097561
IN06B013,DVM3A,3,3075,0.000975609756097561
IN19B058,DVM3A,3,3075,0.000975609756097561
IN19B037,DVM3A,3,3075,0.000975609756097561
IN19B066,DVM3A,3,3075,0.000975609756097561
IN07B077,DVM3A,3,3075,0.000975609756097561
IN12A058,DVM3A,3,3075,0.000975609756097561
IN03B043,DVM3A,3,3075,0.000975609756097561
IN17A082,DVM3A,3,3075,0.000975609756097561
IN08B051,DVM3A,3,3075,0.000975609756097561
IN07B067,DVM3A,3,3075,0.000975609756097561
IN03B071,DVM3A,3,3075,0.000975609756097561
IN11B004,DVM3A,3,3075,0.000975609756097561
IN06A058,DVM3A,3,3075,0.000975609756097561
IN17A077,DVM3A,3,3075,0.000975609756097561
IN10B006,DVM3A,3,3075,0.000975609756097561
IN06A048,DVM3A,3,3075,0.000975609756097561
IN19B007,i2,14,14380,0.0009735744089012518
IN08B036,i2,14,14380,0.0009735744089012518
IN08B091,i2,14,14380,0.0009735744089012518
IN12A018,DLM1,34,35422,0.0009598554570605838
IN03B024,DVM1A,10,10428,0.0009589566551591868
IN06B013,DVM1A,10,10428,0.0009589566551591868
IN17A035,DVM1A,10,10428,0.0009589566551591868
IN03B056,DVM1A,10,10428,0.0009589566551591868
IN17A111,DVM1A,10,10428,0.0009589566551591868
IN18B031,DVM1A,10,10428,0.0009589566551591868
IN17A083,DVM1A,10,10428,0.0009589566551591868
IN18B020,DVM1A,10,10428,0.0009589566551591868
INXXX355,DVM1A,10,10428,0.0009589566551591868
GFC2,DVM1A,10,10428,0.0009589566551591868
IN06A054,DVM1A,10,10428,0.0009589566551591868
IN19A142,i1,10,10448,0.0009571209800918836
IN16B051,i1,10,10448,0.0009571209800918836
INXXX173,hg1,11,11512,0.0009555246699096595
IN12A010,hg1,11,11512,0.0009555246699096595
IN03B057,hg1,11,11512,0.0009555246699096595
IN11B001,b3,8,8553,0.0009353443236291359
IN03B075,b3,8,8553,0.0009353443236291359
IN03B052,b3,8,8553,0.0009353443236291359
IN19B080,b3,8,8553,0.0009353443236291359
IN11A030,b3,8,8553,0.0009353443236291359
IN17A108,b3,8,8553,0.0009353443236291359
IN17A083,DLM1,33,35422,0.0009316244142058607
IN03B077,b1,6,6460,0.0009287925696594427
IN03B005,b1,6,6460,0.0009287925696594427
IN13A013,b2,12,12969,0.0009252833680314596
IN06B036,DLM5,10,10854,0.0009213193292795283
INXXX198,DLM5,10,10854,0.0009213193292795283
IN08A040,ps1,14,15287,0.0009158108196506836
IN06B012,iii4,11,12155,0.0009049773755656109
IN19A006,i2,13,14380,0.0009040333796940194
IN06A116,i2,13,14380,0.0009040333796940194
IN07B063,i2,13,14380,0.0009040333796940194
IN17A035,hg4,10,11215,0.0008916629514043691
IN06B054,hg4,10,11215,0.0008916629514043691
IN16B104,hg4,10,11215,0.0008916629514043691
IN11A041,iii1,7,7890,0.0008871989860583017
IN19A008,iii1,7,7890,0.0008871989860583017
IN07B047,DLM1,31,35422,0.0008751623284964146
IN12A035,hg1,10,11512,0.0008686587908269632
IN06B054,hg1,10,11512,0.0008686587908269632
IN11A026,hg1,10,11512,0.0008686587908269632
IN11B014,hg1,10,11512,0.0008686587908269632
INXXX138,hg1,10,11512,0.0008686587908269632
IN17A063,hg1,10,11512,0.0008686587908269632
IN06A086,hg1,10,11512,0.0008686587908269632
IN03B001,DVM1A,9,10428,0.0008630609896432681
IN06B069,DVM1A,9,10428,0.0008630609896432681
IN07B031,iii3,3,3518,0.0008527572484366117
IN19A020,iii3,3,3518,0.0008527572484366117
IN08B039,iii3,3,3518,0.0008527572484366117
IN16B059,iii3,3,3518,0.0008527572484366117
IN18B052,iii3,3,3518,0.0008527572484366117
IN07B079,iii3,3,3518,0.0008527572484366117
IN00A022,iii3,3,3518,0.0008527572484366117
IN07B081,iii3,3,3518,0.0008527572484366117
IN18B038,iii3,3,3518,0.0008527572484366117
IN07B030,ps1,13,15287,0.0008503957611042062
IN12A043,b2,11,12969,0.0008481764206955047
IN06A011,b2,11,12969,0.0008481764206955047
IN00A046,b2,11,12969,0.0008481764206955047
IN16B069,i2,12,14380,0.0008344923504867872
IN06B047,i2,12,14380,0.0008344923504867872
IN17A085,i2,12,14380,0.0008344923504867872
IN27X014,i2,12,14380,0.0008344923504867872
IN06B055,hg2,3,3603,0.0008326394671107411
IN06A116,hg2,3,3603,0.0008326394671107411
IN03B035,hg2,3,3603,0.0008326394671107411
IN06A081,hg2,3,3603,0.0008326394671107411
INXXX173,hg2,3,3603,0.0008326394671107411
IN02A043,hg2,3,3603,0.0008326394671107411
IN03B022,hg2,3,3603,0.0008326394671107411
IN17A039,hg2,3,3603,0.0008326394671107411
IN06A042,hg2,3,3603,0.0008326394671107411
IN04B103,hg2,3,3603,0.0008326394671107411
IN07B086,hg2,3,3603,0.0008326394671107411
IN12B014,hg2,3,3603,0.0008326394671107411
IN00A043,hg2,3,3603,0.0008326394671107411
IN17A027,hg2,3,3603,0.0008326394671107411
IN12A054,hg2,3,3603,0.0008326394671107411
IN16B069,hg2,3,3603,0.0008326394671107411
IN13B006,hg2,3,3603,0.0008326394671107411
IN08B035,hg2,3,3603,0.0008326394671107411
IN19B095,hg3,6,7292,0.0008228195282501371
IN06A042,hg3,6,7292,0.0008228195282501371
IN06A004,hg3,6,7292,0.0008228195282501371
IN13A013,hg3,6,7292,0.0008228195282501371
IN13B005,hg3,6,7292,0.0008228195282501371
IN03B060,hg3,6,7292,0.0008228195282501371
IN06A103,iii4,10,12155,0.0008227067050596463
IN19B064,iii4,10,12155,0.0008227067050596463
IN12A058,iii4,10,12155,0.0008227067050596463
IN08B083,iii4,10,12155,0.0008227067050596463
INFST003,b3,7,8553,0.0008184262831754939
IN17A115,b3,7,8553,0.0008184262831754939
IN07B096,b3,7,8553,0.0008184262831754939
IN17B004,hg4,9,11215,0.0008024966562639323
IN12A012,hg4,9,11215,0.0008024966562639323
IN03B058,hg4,9,11215,0.0008024966562639323
IN11A021,hg4,9,11215,0.0008024966562639323
IN19B062,hg4,9,11215,0.0008024966562639323
IN06A047,DLM1,28,35422,0.0007904691999322455
IN06A127,b1,5,6460,0.0007739938080495357
IN07B033,b1,5,6460,0.0007739938080495357
IN06B042,b2,10,12969,0.0007710694733595497
IN07B019,b2,10,12969,0.0007710694733595497
IN17A059,b2,10,12969,0.0007710694733595497
IN03B053,b2,10,12969,0.0007710694733595497
IN17A029,DVM1A,8,10428,0.0007671653241273494
IN18B038,DVM1A,8,10428,0.0007671653241273494
IN17A081,DVM1A,8,10428,0.0007671653241273494
dMS5,DVM1A,8,10428,0.0007671653241273494
IN08B006,DVM1A,8,10428,0.0007671653241273494
IN09A002,DVM1A,8,10428,0.0007671653241273494
IN19A142,DVM1A,8,10428,0.0007671653241273494
IN19B069,i1,8,10448,0.0007656967840735069
IN11A021,i1,8,10448,0.0007656967840735069
INFST001,i1,8,10448,0.0007656967840735069
IN17A023,i1,8,10448,0.0007656967840735069
IN18B020,i1,8,10448,0.0007656967840735069
IN19B055,i1,8,10448,0.0007656967840735069
IN02A026,i1,8,10448,0.0007656967840735069
IN06A037,i2,11,14380,0.000764951321279555
IN08B075,i2,11,14380,0.000764951321279555
IN19B037,i2,11,14380,0.000764951321279555
IN18B038,DLM1,27,35422,0.0007622381570775225
IN07B084,DLM1,27,35422,0.0007622381570775225
IN08B075,iii4,9,12155,0.0007404360345536817
IN07B103,iii4,9,12155,0.0007404360345536817
untyped_720575941524748621,DLM5,8,10854,0.0007370554634236226
IN11B004,DLM5,8,10854,0.0007370554634236226
IN12A052,DLM5,8,10854,0.0007370554634236226
IN07B098,DLM5,8,10854,0.0007370554634236226
IN11B017,DLM5,8,10854,0.0007370554634236226
IN11A011,DLM1,26,35422,0.0007340071142227994
IN17A116,DLM1,26,35422,0.0007340071142227994
IN11A021,ps1,11,15287,0.0007195656440112514
IN06B077,hg4,8,11215,0.0007133303611234953
IN19B087,hg4,8,11215,0.0007133303611234953
IN18B039,hg4,8,11215,0.0007133303611234953
IN06A083,hg4,8,11215,0.0007133303611234953
IN06A110,hg4,8,11215,0.0007133303611234953
IN11A037,hg4,8,11215,0.0007133303611234953
IN17A034,hg4,8,11215,0.0007133303611234953
IN17A039,hg4,8,11215,0.0007133303611234953
IN19B037,DLM1,25,35422,0.0007057760713680764
INFST001,b3,6,8553,0.0007015082427218519
IN06B028,b3,6,8553,0.0007015082427218519
IN02A026,i2,10,14380,0.0006954102920723226
IN00A046,i2,10,14380,0.0006954102920723226
IN19B096,i2,10,14380,0.0006954102920723226
IN08B035,i2,10,14380,0.0006954102920723226
IN17A055,i2,10,14380,0.0006954102920723226
IN02A004,i2,10,14380,0.0006954102920723226
AN07B076,hg1,8,11512,0.0006949270326615705
IN06B036,hg1,8,11512,0.0006949270326615705
IN06A077,hg1,8,11512,0.0006949270326615705
IN03B071,b2,9,12969,0.0006939625260235947
IN02A043,b2,9,12969,0.0006939625260235947
INFST117,b2,9,12969,0.0006939625260235947
INXXX198,hg3,5,7292,0.0006856829402084476
IN11B012,hg3,5,7292,0.0006856829402084476
IN12B014,hg3,5,7292,0.0006856829402084476
IN10B006,hg3,5,7292,0.0006856829402084476
IN06A023,hg3,5,7292,0.0006856829402084476
IN18B035,DLM1,24,35422,0.0006775450285133532
vMS11,DLM1,24,35422,0.0006775450285133532
IN10B023,DVM1A,7,10428,0.0006712696586114307
IN06B077,DVM1A,7,10428,0.0006712696586114307
INXXX146,i1,7,10448,0.0006699846860643185
IN19A017,i1,7,10448,0.0006699846860643185
IN07B026,i1,7,10448,0.0006699846860643185
IN06A085,i1,7,10448,0.0006699846860643185
IN06A082,i1,7,10448,0.0006699846860643185
IN12A035,iii4,8,12155,0.0006581653640477169
IN17A032,iii4,8,12155,0.0006581653640477169
IN06A019,iii4,8,12155,0.0006581653640477169
IN03B057,iii4,8,12155,0.0006581653640477169
IN17A082,iii4,8,12155,0.0006581653640477169
IN03B049,ps1,10,15287,0.000654150585464774
IN03B081,ps1,10,15287,0.000654150585464774
IN11B016,ps1,10,15287,0.000654150585464774
IN12A015,ps1,10,15287,0.000654150585464774
IN11B018,ps1,10,15287,0.000654150585464774
IN03B076,DLM1,23,35422,0.0006493139856586302
IN06B058,DLM5,7,10854,0.0006449235304956698
IN19B095,DLM5,7,10854,0.0006449235304956698
IN18B026,DLM5,7,10854,0.0006449235304956698
IN18B038,DLM5,7,10854,0.0006449235304956698
IN12A061,DLM5,7,10854,0.0006449235304956698
IN11B013,DLM5,7,10854,0.0006449235304956698
IN12A012,iii1,5,7890,0.0006337135614702154
IN19B094,iii1,5,7890,0.0006337135614702154
INFST172,iii1,5,7890,0.0006337135614702154
IN17A084,i2,9,14380,0.0006258692628650904
IN17A095,i2,9,14380,0.0006258692628650904
IN04B006,hg4,7,11215,0.0006241640659830584
IN19B020,hg4,7,11215,0.0006241640659830584
IN03B075,hg4,7,11215,0.0006241640659830584
IN02A004,hg4,7,11215,0.0006241640659830584
IN03B062,hg4,7,11215,0.0006241640659830584
IN12A051,hg4,7,11215,0.0006241640659830584
IN03B057,hg4,7,11215,0.0006241640659830584
IN14B001,hg4,7,11215,0.0006241640659830584
IN12A058,hg4,7,11215,0.0006241640659830584
IN12A052,DLM1,22,35422,0.0006210829428039072
IN12A015,b1,4,6460,0.0006191950464396285
IN16B063,b1,4,6460,0.0006191950464396285
IN06A045,b1,4,6460,0.0006191950464396285
IN03B049,b2,8,12969,0.0006168555786876397
IN03B037,b2,8,12969,0.0006168555786876397
IN03A011,b2,8,12969,0.0006168555786876397
INXXX044,b2,8,12969,0.0006168555786876397
IN19B023,hg1,7,11512,0.0006080611535788742
IN12A058,hg1,7,11512,0.0006080611535788742
IN17A094,hg1,7,11512,0.0006080611535788742
IN06A039,DLM1,21,35422,0.0005928518999491841
IN07B033,ps1,9,15287,0.0005887355269182966
IN02A049,ps1,9,15287,0.0005887355269182966
IN19B088,b3,5,8553,0.00058459020226821
IN02A007,b3,5,8553,0.00058459020226821
IN06A116,b3,5,8553,0.00058459020226821
IN19A142,b3,5,8553,0.00058459020226821
IN16B099,b3,5,8553,0.00058459020226821
IN03B053,b3,5,8553,0.00058459020226821
INFST063,b3,5,8553,0.00058459020226821
IN18B035,iii4,7,12155,0.0005758946935417523
IN11A034,iii4,7,12155,0.0005758946935417523
IN11A026,iii4,7,12155,0.0005758946935417523
IN03B076,iii4,7,12155,0.0005758946935417523
AN07B076,iii4,7,12155,0.0005758946935417523
IN06A126,iii4,7,12155,0.0005758946935417523
IN03B053,iii4,7,12155,0.0005758946935417523
IN07B073,iii4,7,12155,0.0005758946935417523
IN03A001,iii4,7,12155,0.0005758946935417523
IN19B094,iii4,7,12155,0.0005758946935417523
IN11B020,iii4,7,12155,0.0005758946935417523
IN03B069,iii4,7,12155,0.0005758946935417523
IN03B063,DVM1A,6,10428,0.0005753739930955121
IN11B016,DVM1A,6,10428,0.0005753739930955121
IN06A024,DVM1A,6,10428,0.0005753739930955121
vMS12,DVM1A,6,10428,0.0005753739930955121
IN03A032,DVM1A,6,10428,0.0005753739930955121
IN11B020,i1,6,10448,0.0005742725880551302
IN00A022,i1,6,10448,0.0005742725880551302
IN12A034,i1,6,10448,0.0005742725880551302
IN19B048,i1,6,10448,0.0005742725880551302
INXXX101,i1,6,10448,0.0005742725880551302
untyped_720575941524748621,DLM1,20,35422,0.0005646208570944611
IN17A119,i2,8,14380,0.0005563282336578582
IN18B042,i2,8,14380,0.0005563282336578582
IN11B009,DLM5,6,10854,0.000552791597567717
IN12A059,DLM5,6,10854,0.000552791597567717
IN17B004,hg3,4,7292,0.0005485463521667581
INFST117,hg3,4,7292,0.0005485463521667581
IN17A064,hg3,4,7292,0.0005485463521667581
IN11B014,hg3,4,7292,0.0005485463521667581
IN12A006,hg3,4,7292,0.0005485463521667581
IN06A077,hg3,4,7292,0.0005485463521667581
IN08A012,hg3,4,7292,0.0005485463521667581
IN06A127,hg3,4,7292,0.0005485463521667581
IN03A030,hg3,4,7292,0.0005485463521667581
IN11B021,hg3,4,7292,0.0005485463521667581
IN07B087,b2,7,12969,0.0005397486313516847
IN19B055,b2,7,12969,0.0005397486313516847
IN06B050,b2,7,12969,0.0005397486313516847
IN21A063,DLM1,19,35422,0.000536389814239738
IN17A116,hg4,6,11215,0.0005349977708426215
IN10B023,hg4,6,11215,0.0005349977708426215
IN16B106,hg4,6,11215,0.0005349977708426215
INXXX023,hg4,6,11215,0.0005349977708426215
IN16B111,hg4,6,11215,0.0005349977708426215
IN01A038,hg4,6,11215,0.0005349977708426215
IN08B091,hg4,6,11215,0.0005349977708426215
IN12B014,ps1,8,15287,0.0005233204683718192
IN06A039,ps1,8,15287,0.0005233204683718192
w-cHIN,ps1,8,15287,0.0005233204683718192
IN17A034,ps1,8,15287,0.0005233204683718192
IN19B037,hg1,6,11512,0.0005211952744961779
IN16B062,hg1,6,11512,0.0005211952744961779
IN17A069,hg1,6,11512,0.0005211952744961779
IN02A061,hg1,6,11512,0.0005211952744961779
IN19B095,DLM1,18,35422,0.000508158771385015
IN06B058,DLM1,18,35422,0.000508158771385015
IN11A021,DLM1,18,35422,0.000508158771385015
IN06B077,iii1,4,7890,0.0005069708491761723
IN18B035,iii1,4,7890,0.0005069708491761723
IN19B008,iii1,4,7890,0.0005069708491761723
IN11A001,iii1,4,7890,0.0005069708491761723
IN11B020,iii1,4,7890,0.0005069708491761723
IN20A.22A001,iii4,6,12155,0.0004936240230357877
IN03A045,iii4,6,12155,0.0004936240230357877
IN17A059,iii4,6,12155,0.0004936240230357877
IN12A012,iii4,6,12155,0.0004936240230357877
IN17A095,iii4,6,12155,0.0004936240230357877
IN27X014,iii4,6,12155,0.0004936240230357877
IN03B001,iii4,6,12155,0.0004936240230357877
IN02A035,iii4,6,12155,0.0004936240230357877
vMS12,iii4,6,12155,0.0004936240230357877
IN12B014,iii4,6,12155,0.0004936240230357877
IN03B073,i2,7,14380,0.0004867872044506259
IN17A064,i2,7,14380,0.0004867872044506259
IN17A033,i2,7,14380,0.0004867872044506259
IN03B074,i2,7,14380,0.0004867872044506259
IN18B035,DVM1A,5,10428,0.0004794783275795934
INXXX142,DVM1A,5,10428,0.0004794783275795934
IN16B016,DVM1A,5,10428,0.0004794783275795934
IN19B069,DVM1A,5,10428,0.0004794783275795934
IN17A112,DVM1A,5,10428,0.0004794783275795934
IN08A011,DVM1A,5,10428,0.0004794783275795934
INFST063,DVM1A,5,10428,0.0004794783275795934
IN21A017,DVM1A,5,10428,0.0004794783275795934
IN27X014,i1,5,10448,0.0004785604900459418
IN08B108,i1,5,10448,0.0004785604900459418
IN06A076,i1,5,10448,0.0004785604900459418
IN06A127,b3,4,8553,0.00046767216181456796
IN17A104,b3,4,8553,0.00046767216181456796
IN19B083,b3,4,8553,0.00046767216181456796
IN06A090,b3,4,8553,0.00046767216181456796
IN19B096,b3,4,8553,0.00046767216181456796
AN18B020,b3,4,8553,0.00046767216181456796
IN17A102,b3,4,8553,0.00046767216181456796
IN06A124,b1,3,6460,0.00046439628482972134
IN11A015,b1,3,6460,0.00046439628482972134
IN06A086,b1,3,6460,0.00046439628482972134
INXXX173,b1,3,6460,0.00046439628482972134
IN03B022,b1,3,6460,0.00046439628482972134
IN03B037,b1,3,6460,0.00046439628482972134
IN07B092,b1,3,6460,0.00046439628482972134
IN06A124,b2,6,12969,0.0004626416840157298
IN08B070,b2,6,12969,0.0004626416840157298
IN02A061,b2,6,12969,0.0004626416840157298
IN12A061,b2,6,12969,0.0004626416840157298
IN06A016,b2,6,12969,0.0004626416840157298
IN11A027,b2,6,12969,0.0004626416840157298
IN04B058,b2,6,12969,0.0004626416840157298
IN03B084,b2,6,12969,0.0004626416840157298
IN18B035,DLM5,5,10854,0.00046065966463976416
IN12A015,DLM5,5,10854,0.00046065966463976416
dMS2,DLM5,5,10854,0.00046065966463976416
IN04B084,ps1,7,15287,0.0004579054098253418
IN19B023,ps1,7,15287,0.0004579054098253418
IN07B048,ps1,7,15287,0.0004579054098253418
IN17A049,ps1,7,15287,0.0004579054098253418
IN17A033,ps1,7,15287,0.0004579054098253418
IN03A071,ps1,7,15287,0.0004579054098253418
IN10B023,DLM1,16,35422,0.00045169668567556886
IN06A136,hg4,5,11215,0.00044583147570218456
IN11B018,hg4,5,11215,0.00044583147570218456
IN17A117,hg4,5,11215,0.00044583147570218456
INXXX276,hg4,5,11215,0.00044583147570218456
IN16B089,hg1,5,11512,0.0004343293954134816
IN02A063,hg1,5,11512,0.0004343293954134816
IN17A057,hg1,5,11512,0.0004343293954134816
IN06A078,hg1,5,11512,0.0004343293954134816
IN17A059,hg1,5,11512,0.0004343293954134816
IN11A018,DLM1,15,35422,0.0004234656428208458
IN19B069,i2,6,14380,0.0004172461752433936
IN06A045,i2,6,14380,0.0004172461752433936
IN08B078,i2,6,14380,0.0004172461752433936
dMS2,i2,6,14380,0.0004172461752433936
IN17A074,i2,6,14380,0.0004172461752433936
INXXX146,i2,6,14380,0.0004172461752433936
IN12A009,i2,6,14380,0.0004172461752433936
IN06B063,i2,6,14380,0.0004172461752433936
IN06B024,i2,6,14380,0.0004172461752433936
IN03B052,i2,6,14380,0.0004172461752433936
IN11A001,hg3,3,7292,0.00041140976412506856
IN04B006,hg3,3,7292,0.00041140976412506856
IN17A060,hg3,3,7292,0.00041140976412506856
IN11A015,hg3,3,7292,0.00041140976412506856
IN02A029,hg3,3,7292,0.00041140976412506856
IN04B071,hg3,3,7292,0.00041140976412506856
IN08A029,hg3,3,7292,0.00041140976412506856
IN08A006,hg3,3,7292,0.00041140976412506856
IN17A035,hg3,3,7292,0.00041140976412506856
IN06A032,hg3,3,7292,0.00041140976412506856
IN06B087,hg3,3,7292,0.00041140976412506856
IN02A049,hg3,3,7292,0.00041140976412506856
IN06B071,hg3,3,7292,0.00041140976412506856
IN17A032,hg3,3,7292,0.00041140976412506856
IN17A034,hg3,3,7292,0.00041140976412506856
IN17A093,hg3,3,7292,0.00041140976412506856
IN13A017,hg3,3,7292,0.00041140976412506856
IN12A010,hg3,3,7292,0.00041140976412506856
IN12A035,hg3,3,7292,0.00041140976412506856
IN13B006,hg3,3,7292,0.00041140976412506856
IN18B043,hg3,3,7292,0.00041140976412506856
IN13A038,hg3,3,7292,0.00041140976412506856
IN11A036,hg3,3,7292,0.00041140976412506856
IN07B030,iii4,5,12155,0.00041135335252982314
IN06B069,iii4,5,12155,0.00041135335252982314
IN06B064,iii4,5,12155,0.00041135335252982314
IN19A012,iii4,5,12155,0.00041135335252982314
IN07B098,iii4,5,12155,0.00041135335252982314
IN10B007,iii4,5,12155,0.00041135335252982314
IN06B083,iii4,5,12155,0.00041135335252982314
IN07B098,DLM1,14,35422,0.00039523459996612274
IN03B086,ps1,6,15287,0.0003924903512788644
IN21A022,ps1,6,15287,0.0003924903512788644
IN06A002,ps1,6,15287,0.0003924903512788644
IN19B067,ps1,6,15287,0.0003924903512788644
IN16B016,ps1,6,15287,0.0003924903512788644
INXXX173,b2,5,12969,0.00038553473667977484
IN03B046,b2,5,12969,0.00038553473667977484
IN19B056,b2,5,12969,0.00038553473667977484
IN19B094,DVM1A,4,10428,0.0003835826620636747
IN03B057,DVM1A,4,10428,0.0003835826620636747
IN07B066,DVM1A,4,10428,0.0003835826620636747
IN06A022,DVM1A,4,10428,0.0003835826620636747
IN19B095,DVM1A,4,10428,0.0003835826620636747
IN08A026,DVM1A,4,10428,0.0003835826620636747
INXXX029,DVM1A,4,10428,0.0003835826620636747
IN11B011,i1,4,10448,0.00038284839203675346
IN07B030,i1,4,10448,0.00038284839203675346
IN19B077,i1,4,10448,0.00038284839203675346
IN17B001,i1,4,10448,0.00038284839203675346
IN19B013,i1,4,10448,0.00038284839203675346
IN16B062,i1,4,10448,0.00038284839203675346
INFST063,i1,4,10448,0.00038284839203675346
IN17A033,iii1,3,7890,0.00038022813688212925
IN03B069,iii1,3,7890,0.00038022813688212925
IN11A030,iii1,3,7890,0.00038022813688212925
IN17A104,iii1,3,7890,0.00038022813688212925
IN03B019,iii1,3,7890,0.00038022813688212925
IN23B043,iii1,3,7890,0.00038022813688212925
IN19B095,iii1,3,7890,0.00038022813688212925
INXXX063,iii1,3,7890,0.00038022813688212925
IN04B022,iii1,3,7890,0.00038022813688212925
IN03B075,DLM5,4,10854,0.0003685277317118113
IN07B066,DLM5,4,10854,0.0003685277317118113
IN17A080,DLM5,4,10854,0.0003685277317118113
IN16B069,DLM5,4,10854,0.0003685277317118113
IN00A022,DLM5,4,10854,0.0003685277317118113
IN03B080,DLM5,4,10854,0.0003685277317118113
IN12A018,DLM5,4,10854,0.0003685277317118113
IN03B052,DLM5,4,10854,0.0003685277317118113
IN11A030,DLM5,4,10854,0.0003685277317118113
dMS10,DLM1,13,35422,0.0003670035571113997
IN04B092,hg4,4,11215,0.00035666518056174767
IN19B071,hg4,4,11215,0.00035666518056174767
IN16B046,hg4,4,11215,0.00035666518056174767
IN12A043,hg4,4,11215,0.00035666518056174767
IN03B024,hg4,4,11215,0.00035666518056174767
IN12A035,hg4,4,11215,0.00035666518056174767
IN02A021,hg4,4,11215,0.00035666518056174767
IN16B072,hg4,4,11215,0.00035666518056174767
IN02A047,hg4,4,11215,0.00035666518056174767
IN06A021,hg4,4,11215,0.00035666518056174767
IN02A035,hg4,4,11215,0.00035666518056174767
IN06A057,b3,3,8553,0.00035075412136092597
IN19B085,b3,3,8553,0.00035075412136092597
IN06A004,b3,3,8553,0.00035075412136092597
IN06A099,b3,3,8553,0.00035075412136092597
IN06B035,b3,3,8553,0.00035075412136092597
IN17A106,b3,3,8553,0.00035075412136092597
IN04B006,b3,3,8553,0.00035075412136092597
IN17A103,b3,3,8553,0.00035075412136092597
IN08B085,b3,3,8553,0.00035075412136092597
IN16B107,b3,3,8553,0.00035075412136092597
IN17A048,i2,5,14380,0.0003477051460361613
IN03B072,i2,5,14380,0.0003477051460361613
IN11B011,i2,5,14380,0.0003477051460361613
IN03B053,i2,5,14380,0.0003477051460361613
IN12A053,hg1,4,11512,0.00034746351633078526
IN03B069,hg1,4,11512,0.00034746351633078526
IN19B095,hg1,4,11512,0.00034746351633078526
IN03B076,hg1,4,11512,0.00034746351633078526
IN06A136,hg1,4,11512,0.00034746351633078526
IN17A074,hg1,4,11512,0.00034746351633078526
IN07B094,hg1,4,11512,0.00034746351633078526
IN19B031,DLM1,12,35422,0.0003387725142566766
IN06B070,DLM1,12,35422,0.0003387725142566766
IN06B061,iii4,4,12155,0.00032908268202385847
IN18B049,iii4,4,12155,0.00032908268202385847
IN17A113,iii4,4,12155,0.00032908268202385847
IN06B014,iii4,4,12155,0.00032908268202385847
IN02A010,iii4,4,12155,0.00032908268202385847
IN19B103,iii4,4,12155,0.00032908268202385847
IN11B021,iii4,4,12155,0.00032908268202385847
