in_group,muscle,numerator_synapses,denominator_input,input_fraction
IN11B013,DVM3A,739,3075,0.24032520325203252
IN11B013,DVM2A,499,2270,0.2198237885462555
IN06A002,iii3,628,3518,0.17851051733939738
IN19B043,DVM2A,380,2270,0.16740088105726872
IN11B013,DVM1A,1671,10428,0.1602416570771001
IN19B043,DLM1,5564,35422,0.15707752244367906
IN19B043,DVM3A,444,3075,0.144390243902439
IN06B066,DLM5,1488,10854,0.1370923161967938
IN19B043,DVM1A,1417,10428,0.13588415803605677
IN06B042,hg2,457,3603,0.12683874548986956
IN19B043,DLM5,1265,10854,0.11654689515386032
IN02A010,iii1,784,7890,0.09936628643852978
IN08B051,i1,1020,10448,0.09762633996937213
IN03B066,b1,629,6460,0.09736842105263158
IN06B047,hg3,702,7292,0.09626988480526605
IN06B066,DLM1,3321,35422,0.09375529332053525
IN19B067,DLM1,3195,35422,0.09019818192084016
IN17A064,iii1,697,7890,0.08833967046894804
IN12A063,hg3,637,7292,0.08735600658255623
IN03B069,iii3,303,3518,0.08612848209209778
IN03B058,ps1,1285,15287,0.08405835023222345
IN19B067,DLM5,882,10854,0.0812603648424544
IN06B047,hg4,906,11215,0.08078466339723585
IN03B086,DLM5,834,10854,0.07683803206191266
IN19B040,DVM2A,174,2270,0.07665198237885462
IN06B013,ps1,1157,15287,0.07568522273827435
w-cHIN,iii3,256,3518,0.07276861853325753
IN06A003,b3,616,8553,0.07202151291944348
IN12A052,DVM2A,163,2270,0.07180616740088105
IN03B089,DLM5,764,10854,0.07038879675695596
IN03B072,b1,443,6460,0.06857585139318885
IN10B023,iii3,239,3518,0.0679363274587834
IN08B051,i2,924,14380,0.06425591098748261
IN13A013,ps1,971,15287,0.06351802184862955
IN03B086,DLM1,2225,35422,0.06281407035175879
IN03B089,DLM1,2209,35422,0.06236237366608322
IN03B070,iii3,217,3518,0.06168277430358158
IN03B063,b1,390,6460,0.06037151702786378
IN06A022,b1,376,6460,0.05820433436532508
IN12A052,DVM3A,175,3075,0.056910569105691054
IN12A059,i2,817,14380,0.05681502086230876
IN03A011,hg3,390,7292,0.053483269336258916
IN11B016,hg3,390,7292,0.053483269336258916
IN06A019,b3,454,8553,0.053080790365953465
IN08B051,b3,447,8553,0.05226236408277797
IN06A022,b2,675,12969,0.0520471894517696
IN19B008,hg1,598,11512,0.0519457956914524
IN06A033,hg3,376,7292,0.05156335710367526
IN07B083,iii3,181,3518,0.05144968732234224
IN06B047,iii4,601,12155,0.04944467297408474
IN03B074,iii3,173,3518,0.04917566799317794
IN19B067,DVM2A,111,2270,0.04889867841409692
dMS2,hg1,560,11512,0.048644892286309936
IN19A026,b3,411,8553,0.04805331462644686
IN07B031,hg3,347,7292,0.047586396050466266
IN06A044,b3,405,8553,0.047351806383725006
IN11B014,i2,680,14380,0.04728789986091794
IN19B075,DLM5,513,10854,0.0472636815920398
IN06A033,iii4,561,12155,0.046153846153846156
IN06B061,iii1,360,7890,0.045627376425855515
IN06B047,hg1,520,11512,0.045170257123002086
IN19B075,DLM1,1567,35422,0.044238044153351024
IN19B067,DVM1A,448,10428,0.04296125815113157
IN19B008,iii4,516,12155,0.042451665981077746
IN03B060,b1,274,6460,0.04241486068111455
IN12A063,hg2,151,3603,0.041909519844573966
IN06A020,iii3,147,3518,0.041785105173393976
IN12A050,b1,267,6460,0.0413312693498452
IN19B040,DVM1A,428,10428,0.04104334484081319
IN16B068,iii4,495,12155,0.04072398190045249
IN11B017,hg4,456,11215,0.040659830584039235
IN19B089,hg3,295,7292,0.04045529347229841
IN07B031,hg2,144,3603,0.03996669442131557
IN06B038,b1,254,6460,0.03931888544891641
IN06A033,hg4,439,11215,0.039144003566651805
IN03A011,hg4,434,11215,0.03869817209094962
IN12A059,b3,329,8553,0.03846603530924822
IN07B039,hg4,426,11215,0.03798484172982613
IN11B017,hg1,430,11512,0.03735232800555942
IN01A017,iii1,294,7890,0.037262357414448666
IN06B043,iii1,293,7890,0.03713561470215462
IN06A003,i1,385,10448,0.036849157733537516
IN06B077,ps1,563,15287,0.03682867796166678
IN00A056,i2,529,14380,0.03678720445062587
IN06A040,hg4,412,11215,0.03673651359786001
IN19B040,DVM3A,112,3075,0.036422764227642276
IN12A018,b1,233,6460,0.03606811145510836
IN08A011,ps1,551,15287,0.036043697259109046
IN11A001,i2,515,14380,0.035813630041724616
IN03B066,b2,463,12969,0.03570051661654715
IN12A052,DVM1A,368,10428,0.03528960490985807
IN18B042,iii1,277,7890,0.03510773130544994
IN06A019,i1,365,10448,0.03493491577335375
IN03A011,iii4,418,12155,0.034389140271493215
IN11B020,hg4,385,11215,0.034329023629068214
IN03B060,b2,443,12969,0.03415837766982805
IN03B069,ps1,520,15287,0.03401583044416825
IN12A061,i1,350,10448,0.03349923430321593
dMS2,iii4,404,12155,0.03323735088440971
IN11A027,iii1,259,7890,0.032826362484157164
IN03A003,iii1,248,7890,0.031432192648922684
IN17A039,b1,202,6460,0.03126934984520124
IN19B008,hg3,225,7292,0.030855732309380143
IN11A028,b2,394,12969,0.030380137250366257
INXXX095,ps1,462,15287,0.030221757048472558
IN17A071,DLM5,328,10854,0.03021927400036853
IN06B019,iii1,234,7890,0.029657794676806085
IN08B078,iii1,231,7890,0.029277566539923954
IN12A044,i2,408,14380,0.028372739916550763
IN06A033,hg2,101,3603,0.028032195392728283
IN19B070,ps1,427,15287,0.02793222999934585
IN12A054,i1,285,10448,0.027277947932618684
IN06B013,b1,176,6460,0.027244582043343655
IN03B061,b1,174,6460,0.02693498452012384
IN06A016,hg2,97,3603,0.026922009436580626
IN08B068,i2,385,14380,0.026773296244784424
IN19B037,i1,278,10448,0.026607963246554366
IN01A020,DLM1,939,35422,0.026508949240584948
IN12A059,iii3,92,3518,0.026151222285389426
IN19B008,hg4,293,11215,0.026125724476148016
IN17A049,b1,167,6460,0.025851393188854488
IN03B063,b2,334,12969,0.02575372041020896
IN00A022,iii1,203,7890,0.025728770595690748
IN17A071,DLM1,906,35422,0.025577324826379085
IN19B008,b2,331,12969,0.025522399568201095
IN17A048,iii1,201,7890,0.02547528517110266
IN00A057,i2,366,14380,0.02545201668984701
IN12A015,hg2,91,3603,0.025256730502359145
IN06B013,b2,327,12969,0.025213971778857276
IN19B075,DVM3A,77,3075,0.025040650406504064
IN07B039,hg3,177,7292,0.024273176083379047
IN11B016,iii4,295,12155,0.024269847799259565
IN11B004,i2,348,14380,0.02420027816411683
IN07B031,i2,348,14380,0.02420027816411683
IN19B067,DVM3A,74,3075,0.024065040650406506
IN06B066,DVM3A,74,3075,0.024065040650406506
IN19A026,i1,249,10448,0.023832312404287903
IN03B065,DVM3A,73,3075,0.023739837398373983
IN11A019,hg1,272,11512,0.0236275191104934
IN06A042,b1,152,6460,0.023529411764705882
IN13A013,DVM1A,242,10428,0.023206751054852322
dMS2,hg3,168,7292,0.02303894679100384
IN12A012,b3,196,8553,0.022915935928913833
IN17A039,b2,297,12969,0.022900763358778626
IN08B083,i2,329,14380,0.022878998609179416
w-cHIN,b2,296,12969,0.02282365641144267
IN06A044,i1,238,10448,0.02277947932618683
IN11B004,i1,238,10448,0.02277947932618683
IN08B068,i1,237,10448,0.02268376722817764
IN16B099,b2,293,12969,0.022592335569434806
dMS2,hg4,253,11215,0.02255907267053054
IN06B066,DVM2A,51,2270,0.022466960352422908
IN06B013,iii4,273,12155,0.022459893048128343
IN11A028,b1,145,6460,0.02244582043343653
IN03A011,hg1,254,11512,0.022063933287004865
IN16B069,hg3,160,7292,0.021941854086670324
IN19B056,ps1,334,15287,0.021848629554523453
IN11B016,hg4,244,11215,0.02175657601426661
IN01A020,DLM5,235,10854,0.021651004238068913
IN11B004,hg2,78,3603,0.02164862614487927
IN14B007,hg1,249,11512,0.02162960389159138
IN07B039,iii4,261,12155,0.021472645002056766
IN06B038,b2,278,12969,0.02143573135939548
IN12A054,hg1,246,11512,0.021369006254343292
IN19B037,b3,180,8553,0.02104524728165556
IN12A061,hg1,239,11512,0.02076094510076442
dMS5,hg1,237,11512,0.020587213342599026
IN18B020,hg1,236,11512,0.02050034746351633
IN19B075,DVM1A,211,10428,0.02023398542385884
IN11B014,i1,210,10448,0.020099540581929556
IN17A049,b2,259,12969,0.019970699360012337
IN11B004,hg3,145,7292,0.01988480526604498
vMS11,ps1,303,15287,0.01982076273958265
IN06A022,hg1,228,11512,0.01980542043085476
IN12A050,b2,256,12969,0.01973937851800447
IN16B069,iii4,239,12155,0.019662690250925544
IN03B065,DVM1A,205,10428,0.01965861143076333
IN06A042,b2,254,12969,0.01958516462333256
IN11A037,b1,126,6460,0.019504643962848296
IN12A012,i1,201,10448,0.01923813169984686
IN14B007,hg4,215,11215,0.019170753455193937
INXXX146,hg1,219,11512,0.019023627519110492
vMS12,i2,272,14380,0.018915159944367176
IN18B020,hg4,209,11215,0.018635755684351316
IN06B079,DLM1,659,35422,0.01860425724126249
IN06A005,iii1,146,7890,0.01850443599493029
IN18B034,DVM2A,42,2270,0.018502202643171806
IN13A013,DVM2A,42,2270,0.018502202643171806
IN03B046,ps1,281,15287,0.01838163145156015
IN17A033,b2,238,12969,0.018351453465957283
IN12A063,hg1,210,11512,0.018241834607366225
IN06A075,b2,235,12969,0.018120132623949417
w-cHIN,b1,117,6460,0.018111455108359133
IN03B078,DVM2A,41,2270,0.018061674008810574
IN07B076,hg4,202,11215,0.018011591618368256
IN12A057,i1,187,10448,0.017898162327718223
IN19B040,DLM1,633,35422,0.017870250127039692
IN06B066,DVM1A,186,10428,0.017836593785960874
IN06B047,b2,229,12969,0.017657490939933688
IN06B053,DVM3A,54,3075,0.0175609756097561
IN12A006,ps1,268,15287,0.01753123569045594
dMS5,iii4,213,12155,0.017523652817770463
IN18B042,DLM5,190,10854,0.017505067256311038
IN11B022,i1,180,10448,0.017228177641653904
IN18B043,iii1,135,7890,0.017110266159695818
IN06A070,i1,177,10448,0.01694104134762634
IN03B089,DVM3A,52,3075,0.016910569105691057
IN08B006,ps1,257,15287,0.016811670046444693
IN11A031,hg1,193,11512,0.01676511466296039
IN12A059,i1,175,10448,0.016749617151607964
IN19B075,DVM2A,38,2270,0.016740088105726872
IN19B033,hg2,60,3603,0.01665278934221482
IN06B042,iii1,131,7890,0.016603295310519645
IN11B016,hg1,191,11512,0.016591382904794998
IN12A063,hg4,185,11215,0.01649576460098083
IN18B035,b2,213,12969,0.01642377978255841
IN17A027,b2,213,12969,0.01642377978255841
IN06A042,iii4,198,12155,0.016289592760180997
IN17A027,b1,105,6460,0.016253869969040248
IN11A035,iii3,57,3518,0.016202387720295624
IN06A040,iii4,196,12155,0.016125051419169065
IN03B081,DLM1,571,35422,0.016119925470046863
IN11B002,hg2,58,3603,0.016097696364140993
IN06B079,DLM5,173,10854,0.01593882439653584
IN11B015,DVM3A,49,3075,0.015934959349593495
IN00A054,iii1,124,7890,0.015716096324461342
IN07B081,i1,163,10448,0.015601071975497703
IN14B007,hg2,56,3603,0.015542603386067166
IN01A024,hg3,113,7292,0.015496434448710916
IN07B086,b1,100,6460,0.015479876160990712
IN06B069,DLM5,167,10854,0.015386032798968122
IN18B034,DLM1,543,35422,0.015329456270114618
IN06A011,i1,159,10448,0.01521822358346095
IN17A069,iii1,120,7890,0.015209125475285171
IN12A036,iii4,183,12155,0.015055532702591527
IN19B094,ps1,230,15287,0.015045463465689801
IN19B023,i1,157,10448,0.015026799387442573
IN17A105,i1,157,10448,0.015026799387442573
IN17A032,iii1,118,7890,0.014955640050697085
IN18B020,iii3,52,3518,0.014781125639567936
IN17A078,iii1,116,7890,0.014702154626108998
IN11A019,iii4,178,12155,0.014644179350061704
IN07B048,DVM2A,33,2270,0.014537444933920705
IN12A060,hg1,167,11512,0.014506601806810284
IN07B086,b2,188,12969,0.014496106099159535
IN04B006,hg2,52,3603,0.014432417429919511
IN06B058,hg2,52,3603,0.014432417429919511
IN19B091,iii1,113,7890,0.01432192648922687
IN06A094,hg1,163,11512,0.0141591382904795
IN06A019,hg1,163,11512,0.0141591382904795
IN11B021,iii1,111,7890,0.014068441064638783
IN19B077,ps1,215,15287,0.014064237587492642
IN18B039,hg1,161,11512,0.013985406532314107
IN07B081,i2,199,14380,0.01383866481223922
IN03B089,DVM2A,31,2270,0.013656387665198238
INXXX142,b2,177,12969,0.01364792967846403
IN27X014,hg2,49,3603,0.01359977796280877
IN11A031,iii4,165,12155,0.013574660633484163
IN18B034,DLM5,147,10854,0.013543394140409067
IN17A081,DLM5,147,10854,0.013543394140409067
IN12A063,iii4,163,12155,0.013410119292472234
IN06B077,DLM1,474,35422,0.013381514313138727
IN07B076,hg1,154,11512,0.013377345378735233
IN13A013,DVM3A,41,3075,0.013333333333333334
IN11A019,b1,86,6460,0.013312693498452013
IN17A030,iii1,105,7890,0.013307984790874524
IN18B032,DVM2A,30,2270,0.013215859030837005
IN11B020,hg3,96,7292,0.013165112452002194
IN18B020,iii4,160,12155,0.01316330728095434
IN14B007,iii4,160,12155,0.01316330728095434
IN19B031,DVM3A,40,3075,0.013008130081300813
IN17A033,b1,84,6460,0.013003095975232198
IN19B089,i2,186,14380,0.012934631432545201
IN03B089,DVM1A,134,10428,0.012850019179133103
IN06B040,hg4,144,11215,0.012839946500222917
IN07B077,iii3,45,3518,0.012791358726549176
IN16B046,b3,109,8553,0.012744066409446978
INXXX142,b1,82,6460,0.012693498452012383
IN11A019,b2,164,12969,0.012645539363096614
IN06A070,b3,107,8553,0.012510230328539694
IN19B048,b3,107,8553,0.012510230328539694
IN08B087,iii3,44,3518,0.012507106310403639
IN01A017,iii3,44,3518,0.012507106310403639
IN07B086,iii4,150,12155,0.012340600575894693
IN11A028,iii4,148,12155,0.012176059234882764
IN03B022,hg4,136,11215,0.012126616139099421
IN18B032,b2,157,12969,0.01210579073174493
IN06A081,ps1,185,15287,0.012101785831098319
IN11B021,hg4,135,11215,0.012037449843958983
IN17A105,i2,173,14380,0.012030598052851182
IN07B047,DLM5,130,10854,0.011977151280633867
IN16B068,hg3,87,7292,0.011930883159626988
IN06B055,hg1,134,11512,0.011640027797081306
IN06B042,hg1,134,11512,0.011640027797081306
IN17A029,ps1,176,15287,0.011513050304180022
IN19B031,DVM1A,120,10428,0.011507479861910242
IN19B071,b3,98,8553,0.011457967964456917
IN19B031,DVM2A,26,2270,0.01145374449339207
IN19B040,DLM5,124,10854,0.01142435968306615
IN19B095,ps1,174,15287,0.011382220187087068
IN12B015,hg2,41,3603,0.011379406050513461
IN06A122,b3,97,8553,0.011341049924003274
IN17A081,DLM1,401,35422,0.011320648184743945
IN03B075,DVM1A,118,10428,0.011315688530878405
IN06B053,DVM1A,118,10428,0.011315688530878405
IN08B036,i1,118,10448,0.011294027565084226
IN11A019,hg3,82,7292,0.011245200219418541
IN06A011,hg1,128,11512,0.011118832522585128
IN18B041,iii3,39,3518,0.011085844229675953
IN12A050,hg4,124,11215,0.011056620597414177
IN03B061,b2,143,12969,0.01102629346904156
IN03B065,DVM2A,25,2270,0.011013215859030838
IN19B045,b3,94,8553,0.010990295802642347
IN11A037,b2,141,12969,0.01087207957436965
IN03B068,iii3,38,3518,0.010801591813530414
IN11B021,iii3,38,3518,0.010801591813530414
IN17A029,iii1,85,7890,0.010773130544993664
IN11A043,DVM3A,33,3075,0.010731707317073172
IN07B048,DLM5,115,10854,0.010595172286714576
IN06B053,DVM2A,24,2270,0.010572687224669603
IN08B068,b3,90,8553,0.01052262364082778
IN19B023,iii3,37,3518,0.010517339397384877
IN03B078,DVM1A,109,10428,0.010452627541235136
IN04B006,iii4,127,12155,0.010448375154257507
IN01A024,hg4,117,11215,0.01043245653143112
IN12A015,hg3,76,7292,0.010422380691168404
IN19B020,DVM3A,32,3075,0.01040650406504065
IN07B081,b3,89,8553,0.010405705600374137
IN06B069,ps1,159,15287,0.010400994308889907
IN19B089,iii4,126,12155,0.010366104483751543
IN17A035,ps1,158,15287,0.01033557925034343
IN06B028,i2,148,14380,0.010292072322670376
IN12A012,hg2,37,3603,0.010269220094365806
IN12A061,DVM1A,107,10428,0.010260836210203298
IN11A031,b2,133,12969,0.010255223995682012
IN11B023,hg4,115,11215,0.010254123941150245
IN13B008,hg3,74,7292,0.010148107515085025
IN06A023,i2,145,14380,0.010083449235048678
IN19B058,DVM1A,105,10428,0.010069044879171462
IN19B062,b3,86,8553,0.010054951479013212
IN03B058,iii4,121,12155,0.009954751131221719
IN12A057,b3,85,8553,0.00993803343855957
IN11A021,iii1,78,7890,0.00988593155893536
IN08B070,i2,142,14380,0.009874826147426982
IN19B058,hg3,72,7292,0.009873834339001646
IN12A061,iii4,120,12155,0.009872480460715755
IN19B057,DLM5,107,10854,0.009858116823290953
IN11A028,hg1,112,11512,0.009728978457261988
IN06A079,hg4,109,11215,0.009719126170307624
IN11A019,hg2,35,3603,0.009714127116291979
IN19B041,DVM1A,101,10428,0.009685462217107787
IN12A006,iii1,76,7890,0.009632446134347276
IN11B004,hg4,108,11215,0.009629959875167187
IN12A060,iii4,117,12155,0.009625668449197862
IN11B014,b3,82,8553,0.009587279317198643
IN06A022,iii4,115,12155,0.009461127108185932
IN03B065,hg2,34,3603,0.009436580627255066
IN19B041,DVM3A,29,3075,0.00943089430894309
IN16B063,b2,121,12969,0.009329940627650551
IN06A022,i2,134,14380,0.009318497913769123
IN17A030,ps1,142,15287,0.00928893831359979
IN03B072,b2,120,12969,0.009252833680314597
IN12A012,i2,133,14380,0.009248956884561892
IN06A008,b3,79,8553,0.009236525195837718
IN12A054,b3,79,8553,0.009236525195837718
IN11B002,b3,79,8553,0.009236525195837718
IN06B074,DLM5,100,10854,0.009213193292795283
IN07B038,DVM1A,96,10428,0.009205983889528193
IN06B069,DLM1,326,35422,0.009203319970639716
IN03B078,DVM3A,28,3075,0.009105691056910569
IN17A035,b2,118,12969,0.009098619785642687
IN19B090,ps1,139,15287,0.009092693137960359
IN06A042,i1,95,10448,0.009092649310872895
IN07B098,ps1,138,15287,0.009027278079413881
IN00A022,b2,117,12969,0.009021512838306732
IN08B036,b3,77,8553,0.009002689114930434
IN11B004,b3,77,8553,0.009002689114930434
IN08B068,iii1,71,7890,0.008998732572877059
IN12A015,hg1,103,11512,0.008947185545517721
IN12A050,hg1,103,11512,0.008947185545517721
IN17A110,i1,93,10448,0.008901225114854517
IN11A011,iii1,70,7890,0.008871989860583017
IN07B048,DVM1A,92,10428,0.008822401227464518
IN08B080,iii3,31,3518,0.008811824900511654
IN18B042,iii3,31,3518,0.008811824900511654
IN11B004,iii4,107,12155,0.008802961744138214
IN01A020,DVM3A,27,3075,0.00878048780487805
IN12A057,i2,126,14380,0.008762169680111266
IN19A142,i2,126,14380,0.008762169680111266
IN08B083,iii1,69,7890,0.008745247148288974
IN06B071,iii4,106,12155,0.00872069107363225
IN18B032,iii4,106,12155,0.00872069107363225
IN03B067,b1,56,6460,0.0086687306501548
IN06B054,hg3,63,7292,0.00863960504662644
IN01A020,DVM1A,90,10428,0.00863060989643268
IN19B066,DVM1A,90,10428,0.00863060989643268
IN08B035,iii1,68,7890,0.00861850443599493
IN17A108,i1,90,10448,0.008614088820826952
IN11A018,hg2,31,3603,0.008603941160144324
IN07B048,DLM1,303,35422,0.008554005984981084
IN19B033,hg1,98,11512,0.008512856150104239
IN17A020,b2,110,12969,0.008481764206955046
IN17A035,iii4,103,12155,0.008473879062114355
IN03B063,hg4,95,11215,0.008470798038341507
IN17A103,i1,88,10448,0.008422664624808576
IN06A042,i2,121,14380,0.008414464534075104
IN11B017,iii4,102,12155,0.008391608391608392
INXXX355,hg3,61,7292,0.008365331870543061
IN10B006,iii1,66,7890,0.008365019011406844
IN06B013,DLM1,295,35422,0.008328157642143301
IN06A090,hg1,95,11512,0.00825225851285615
IN18B039,iii4,100,12155,0.008227067050596462
IN17A032,ps1,125,15287,0.008176882318309675
IN03B090,DVM3A,25,3075,0.008130081300813009
IN12A054,hg4,91,11215,0.00811413285777976
INXXX138,b2,105,12969,0.008096229470275272
IN06A047,hg3,59,7292,0.008091058694459682
IN06A004,hg4,90,11215,0.008024966562639322
IN11B012,hg4,90,11215,0.008024966562639322
IN06B087,b2,104,12969,0.008019122522939317
IN11A037,hg1,92,11512,0.007991660875608061
IN17A072,DVM1A,83,10428,0.007959340237821251
IN11B015,DVM1A,83,10428,0.007959340237821251
IN06A004,hg1,91,11512,0.007904794996525365
IN18B041,b1,51,6460,0.007894736842105263
INXXX095,DLM5,85,10854,0.007831214298875991
IN07B086,hg1,90,11512,0.007817929117442668
IN06A075,hg1,90,11512,0.007817929117442668
IN19B045,hg1,90,11512,0.007817929117442668
IN14B007,hg3,57,7292,0.007816785518376303
IN06A090,iii4,95,12155,0.00781571369806664
IN08B006,iii4,95,12155,0.00781571369806664
IN17A119,DVM1A,81,10428,0.0077675489067894135
IN19B095,hg4,87,11215,0.007757467677218011
IN19B086,DLM5,84,10854,0.007739082365948038
IN07B075,iii3,27,3518,0.007674815235929506
IN11A019,hg4,86,11215,0.007668301382077575
IN02A004,iii4,93,12155,0.00765117235705471
IN02A019,b3,65,8553,0.00759967262948673
IN03B065,ps1,116,15287,0.007588146791391378
IN03B071,i2,109,14380,0.007579972183588317
INFST022,i2,109,14380,0.007579972183588317
IN18B026,DVM1A,79,10428,0.007575757575757576
IN06A061,hg1,86,11512,0.007470465601111883
IN03B064,b1,48,6460,0.007430340557275541
IN17A007,hg3,54,7292,0.007405375754251234
IN06A086,b2,96,12969,0.007402266944251677
IN06B052,DLM5,80,10854,0.0073705546342362266
IN17A045,DLM5,80,10854,0.0073705546342362266
IN17A104,i1,77,10448,0.007369831546707504
IN12A058,DLM1,259,35422,0.007311840099373271
IN19B089,hg4,82,11215,0.007311636201515827
IN06A067,hg4,82,11215,0.007311636201515827
IN17A113,DVM1A,76,10428,0.00728807057920982
IN19B020,DVM1A,76,10428,0.00728807057920982
IN11B017,hg3,53,7292,0.0072682391662095445
IN12A008,b3,62,8553,0.007248918508125804
IN06B047,hg2,26,3603,0.0072162087149597555
IN18B034,hg2,26,3603,0.0072162087149597555
IN17A116,DVM3A,22,3075,0.007154471544715447
IN06A076,b3,61,8553,0.007132000467672162
IN11A021,b3,61,8553,0.007132000467672162
IN12A058,DLM5,77,10854,0.007094158835452368
INXXX173,iii4,86,12155,0.007075277663512958
IN11B015,ps1,108,15287,0.007064826323019559
IN11A001,DVM1A,73,10428,0.007000383582662063
IN17A063,hg3,51,7292,0.0069939659901261655
IN11B015,hg3,51,7292,0.0069939659901261655
IN03B052,hg3,51,7292,0.0069939659901261655
IN19B007,hg3,51,7292,0.0069939659901261655
IN17A102,i1,73,10448,0.006986983154670751
IN06B087,b1,45,6460,0.00696594427244582
dMS2,b1,45,6460,0.00696594427244582
IN12A015,hg4,78,11215,0.0069549710209540795
IN06A061,hg4,78,11215,0.0069549710209540795
IN06A086,hg2,25,3603,0.006938662225922842
IN19B095,iii4,84,12155,0.006910736322501028
IN00A022,i2,99,14380,0.006884561891515995
IN18B020,b2,89,12969,0.006862518312899992
IN19B064,hg3,50,7292,0.006856829402084476
IN19B070,hg3,50,7292,0.006856829402084476
IN11A001,DVM3A,21,3075,0.006829268292682927
IN06B035,iii4,83,12155,0.0068284656519950635
IN03B060,iii3,24,3518,0.006822057987492893
IN19B023,i2,98,14380,0.006815020862308762
IN12A001,DVM1A,71,10428,0.006808592251630227
IN11A043,DVM1A,71,10428,0.006808592251630227
IN07B081,DLM1,241,35422,0.006803681327988256
IN11B014,DVM1A,70,10428,0.006712696586114308
IN03B080,b2,87,12969,0.006708304418228082
IN06B035,i1,70,10448,0.006699846860643185
IN12A050,iii4,81,12155,0.006663924310983134
IN12A035,b1,43,6460,0.006656346749226006
vMS12,i1,69,10448,0.006604134762633997
IN03B080,hg4,74,11215,0.006598305840392332
IN18B049,iii1,52,7890,0.006590621039290241
IN06B042,hg3,48,7292,0.006582556226001097
IN17A057,hg3,48,7292,0.006582556226001097
IN19B020,DLM5,71,10854,0.0065413672378846505
IN08B078,iii3,23,3518,0.006537805571347356
dMS10,DVM3A,20,3075,0.0065040650406504065
IN06B077,DLM5,70,10854,0.006449235304956698
IN19B043,hg3,47,7292,0.0064454196379594075
IN11B004,hg1,74,11512,0.0064280750521195276
IN06B077,iii4,78,12155,0.006417112299465241
IN19B075,ps1,98,15287,0.006410675737554785
IN03B062,b2,83,12969,0.006399876628884263
IN11A026,hg2,23,3603,0.006383569247849014
IN11A037,iii4,77,12155,0.006334841628959276
IN06A100,b3,54,8553,0.006313574184496668
IN12A062,DLM1,223,35422,0.0062955225566032405
GFC2,DLM5,68,10854,0.0062649714391007924
IN17A108,i2,90,14380,0.006258692628650904
IN17A039,iii4,76,12155,0.006252570958453311
IN16B072,iii4,76,12155,0.006252570958453311
IN06A077,hg4,70,11215,0.006241640659830584
IN06B053,DLM1,221,35422,0.006239060470893795
IN18B034,DVM1A,65,10428,0.006233218258534714
IN06A069,b3,53,8553,0.006196656144043026
IN17A110,i2,89,14380,0.006189151599443672
INXXX076,DLM1,219,35422,0.006182598385184349
IN11B023,hg3,45,7292,0.0061711464618760285
IN16B099,hg3,45,7292,0.0061711464618760285
INFST117,iii4,75,12155,0.006170300287947347
IN11A018,b2,80,12969,0.006168555786876397
IN06B087,hg1,71,11512,0.006167477414871439
IN07B083,ps1,94,15287,0.006149015503368875
IN17A115,i1,64,10448,0.006125574272588055
IN00A040,i1,64,10448,0.006125574272588055
IN17A034,b2,79,12969,0.0060914488395404425
IN02A049,iii4,74,12155,0.006088029617441382
IN07B038,ps1,93,15287,0.006083600444822398
IN06A042,hg1,70,11512,0.006080611535788742
IN16B068,b2,78,12969,0.006014341892204488
IN12A015,b2,78,12969,0.006014341892204488
IN16B062,b2,78,12969,0.006014341892204488
IN12A053,iii4,73,12155,0.006005758946935417
IN11A018,hg1,69,11512,0.005993745656706046
IN17A069,DLM5,65,10854,0.0059885756403169335
IN07B077,i2,86,14380,0.005980528511821975
IN16B068,hg4,67,11215,0.005974141774409273
IN08B073,i1,62,10448,0.0059341500765696786
IN18B042,DLM1,210,35422,0.0059285189994918415
IN18B043,i2,85,14380,0.005910987482614743
IN06A016,hg1,68,11512,0.00590687977762335
IN06A081,DLM1,209,35422,0.005900287956637118
IN06A037,hg3,43,7292,0.0058968732857926495
IN12B015,b2,76,12969,0.005860127997532578
IN17A117,DVM3A,18,3075,0.005853658536585366
IN08B083,b3,50,8553,0.0058459020226821
IN06A022,i1,61,10448,0.00583843797856049
IN17A106,iii1,46,7890,0.0058301647655259825
IN07B019,hg2,21,3603,0.005828476269775187
IN04B006,hg1,67,11512,0.005820013898540653
IN19B070,DLM5,63,10854,0.005804311774461028
IN06B013,hg4,65,11215,0.0057958091841284
IN06A016,hg3,42,7292,0.00575973669775096
IN03B090,DLM1,204,35422,0.005759132742363503
IN11B013,DLM1,204,35422,0.005759132742363503
IN08B091,i1,60,10448,0.005742725880551302
IN18B020,b1,37,6460,0.005727554179566563
IN07B031,hg4,64,11215,0.005706642888987963
IN06B052,DLM1,202,35422,0.005702670656654057
IN00A022,ps1,87,15287,0.005691110093543534
INXXX095,DLM1,201,35422,0.005674439613799334
IN17A082,ps1,86,15287,0.0056256950349970565
IN07B084,DLM5,61,10854,0.005620047908605122
INXXX173,b3,48,8553,0.0056120659417748155
IN08B075,iii1,44,7890,0.005576679340937896
IN03B062,b1,36,6460,0.005572755417956657
IN06B084,i2,80,14380,0.005563282336578581
IN13A013,hg2,20,3603,0.005550929780738274
IN12A001,DVM3A,17,3075,0.0055284552845528455
IN06A097,b3,47,8553,0.005495147901321174
INFST003,i2,79,14380,0.005493741307371349
IN18B039,b2,71,12969,0.005474593260852803
INFST022,i1,57,10448,0.005455589586523737
IN07B081,DLM5,59,10854,0.005435784042749217
IN06A058,ps1,83,15287,0.005429449859357624
