dn_group,in_group,numerator_synapses,denominator_input,input_fraction
DNxl113,IN00A046,3,458.0,0.006550218340611353
DNg32,IN11B023,3,459.0,0.006535947712418301
DNxn114,IN11B023,3,459.0,0.006535947712418301
DNg99,INXXX023,16,2449.0,0.006533278889342589
DNp55,IN18B017,10,1531.0,0.006531678641410843
DNge053,IN18B017,10,1531.0,0.006531678641410843
DNg106,IN06B043,25,3831.0,0.006525711302531976
DNxl113,IN19A008,92,14103.0,0.006523434730199248
DNxn142,IN06A116,15,2303.0,0.006513243595310464
DNnt012,IN06A116,15,2303.0,0.006513243595310464
DNxn176,IN06A065,16,2458.0,0.006509357200976403
DNge014,IN07B019,12,1845.0,0.0065040650406504065
DNae002,IN07B019,12,1845.0,0.0065040650406504065
DNxn144,IN03B022,15,2308.0,0.006499133448873483
DNg16,IN21A012,18,2775.0,0.006486486486486486
DNxl049,IN01A038,3,463.0,0.0064794816414686825
DNg43,IN13A006,12,1852.0,0.0064794816414686825
DNg100,IN01A038,3,463.0,0.0064794816414686825
DNg88,IN01A038,3,463.0,0.0064794816414686825
DNp03,IN06A019,39,6028.0,0.006469807564698076
DNg38,IN17A061,5,774.0,0.006459948320413436
DNge035,IN21A004,12,1858.0,0.006458557588805167
DNxl107,IN20A.22A003,12,1859.0,0.006455083378160301
DNxn142,IN20A.22A003,12,1859.0,0.006455083378160301
DNg08,IN12A018,7,1086.0,0.006445672191528545
DNa15,IN12A063,18,2793.0,0.00644468313641246
DNp31,IN16B069,5,776.0,0.006443298969072165
DNg32,IN06A082,6,932.0,0.006437768240343348
DNp57,IN06A082,6,932.0,0.006437768240343348
DNp17,IN07B033,14,2175.0,0.006436781609195402
DNp57,IN14B004,21,3263.0,0.006435795280416794
DNg96,IN14B004,21,3263.0,0.006435795280416794
DNbe002,IN16B018,23,3576.0,0.006431767337807606
DNg15,IN08B080,5,779.0,0.006418485237483954
DNpe004,IN06A096,12,1871.0,0.006413682522715126
DNge175,IN06A096,12,1871.0,0.006413682522715126
DNut048,IN06A096,12,1871.0,0.006413682522715126
DNp73,w-cHIN,177,27612.0,0.00641025641025641
DNpe039,IN11A014,3,469.0,0.006396588486140725
DNxl121,IN11A014,3,469.0,0.006396588486140725
DNp08,IN11A014,3,469.0,0.006396588486140725
DNg74,IN11A014,3,469.0,0.006396588486140725
DNg68,IN11A014,3,469.0,0.006396588486140725
DNpe025,IN11A014,3,469.0,0.006396588486140725
DNxn183,IN11A014,3,469.0,0.006396588486140725
DNp48,IN11B013,15,2346.0,0.00639386189258312
DNge049,IN17A034,9,1408.0,0.006392045454545455
DNb05,IN17A034,9,1408.0,0.006392045454545455
DNxn179,IN17A034,9,1408.0,0.006392045454545455
DNpe031,IN06B077,22,3442.0,0.006391632771644393
DNxl080,IN04B006,15,2348.0,0.006388415672913117
DNg82,AN18B020,9,1411.0,0.0063784549964564135
DNg12,AN18B020,9,1411.0,0.0063784549964564135
DNxn119,AN18B020,9,1411.0,0.0063784549964564135
DNg22,IN18B049,4,628.0,0.006369426751592357
DNpe022,IN23B001,56,8819.0,0.0063499262954983555
DNg07,IN08B083,21,3312.0,0.006340579710144928
DNg106,IN06B024,11,1736.0,0.006336405529953917
DNxn124,IN11A028,15,2369.0,0.006331785563528915
DNxn178,IN06B059,24,3791.0,0.006330783434450013
DNg71,IN02A026,7,1106.0,0.006329113924050633
DNxn109,IN02A026,7,1106.0,0.006329113924050633
DNg51,IN11B022,19,3006.0,0.006320691949434464
DNg06,IN11B012,12,1899.0,0.00631911532385466
DNp53,IN11B012,12,1899.0,0.00631911532385466
DNxl100,IN16B016,29,4590.0,0.006318082788671024
DNp10,IN18B020,30,4749.0,0.006317119393556538
DNb02,IN06A126,6,950.0,0.00631578947368421
DNg100,IN21A017,6,950.0,0.00631578947368421
DNp10,IN21A017,6,950.0,0.00631578947368421
DNxl075,IN21A017,6,950.0,0.00631578947368421
DNp59,IN11A027,11,1742.0,0.006314580941446613
DNbe002,IN00A041,4,634.0,0.006309148264984227
DNd03,INXXX044,17,2697.0,0.006303299962921765
DNp31,IN27X014,14,2222.0,0.0063006300630063005
DNg08,IN27X014,14,2222.0,0.0063006300630063005
DNge083,IN18B035,5,794.0,0.006297229219143577
DNg27,IN19B037,5,795.0,0.006289308176100629
DNxn155,IN05B032,10,1591.0,0.006285355122564425
DNa04,IN12A059,17,2705.0,0.006284658040665434
DNxn187,IN03A030,13,2069.0,0.006283228612856452
DNp20,IN06B040,14,2230.0,0.006278026905829596
DNpe022,IN03B019,10,1593.0,0.006277463904582548
DNp19,w-cHIN,173,27612.0,0.006265391858612197
DNxn132,IN07B030,7,1118.0,0.006261180679785331
DNpe055,IN07B030,7,1118.0,0.006261180679785331
DNp08,IN19B090,12,1919.0,0.006253256904637832
DNxn122,IN06A070,8,1280.0,0.00625
DNxn136,IN12A008,18,2881.0,0.006247830614370011
DNg56,IN06B084,8,1283.0,0.006235385814497272
DNge049,IN19A015,47,7538.0,0.0062350756168745025
DNxn105,IN12A043,6,963.0,0.006230529595015576
DNb05,IN08B087,7,1125.0,0.006222222222222222
DNxn124,IN19B071,5,804.0,0.006218905472636816
DNa16,IN11B002,15,2421.0,0.006195786864931847
DNg39,IN04B081,11,1776.0,0.006193693693693694
DNfl027,IN17A007,11,1778.0,0.006186726659167604
DNge049,IN17A007,11,1778.0,0.006186726659167604
DNg07,IN12A015,15,2426.0,0.006183017312448475
DNxn142,IN06B050,4,647.0,0.0061823802163833074
DNge144,IN19A012,21,3405.0,0.006167400881057269
DNge140,IN17A035,13,2110.0,0.006161137440758294
DNp26,IN00A040,7,1138.0,0.006151142355008787
DNge084,INXXX138,3,488.0,0.006147540983606557
DNut054,INXXX138,3,488.0,0.006147540983606557
DNp19,IN06A019,37,6028.0,0.006138022561380225
DNxl130,IN21A012,17,2775.0,0.006126126126126126
DNp10,INXXX023,15,2449.0,0.006124948958758677
DNp28,INXXX023,15,2449.0,0.006124948958758677
DNge006,IN03B005,40,6539.0,0.006117143294081664
DNg17,IN06A039,4,656.0,0.006097560975609756
DNpe045,IN06A039,4,656.0,0.006097560975609756
DNd03,IN06A039,4,656.0,0.006097560975609756
DNg110,IN06A039,4,656.0,0.006097560975609756
DNg46,IN06A090,6,985.0,0.006091370558375634
DNxl108,IN17A042,5,821.0,0.0060901339829476245
DNut037,IN12A057,6,986.0,0.006085192697768763
DNa05,IN12A057,6,986.0,0.006085192697768763
DNa04,IN03B069,20,3287.0,0.0060845756008518406
DNg82,IN06A116,14,2303.0,0.0060790273556231
DNp69,IN06B053,8,1316.0,0.0060790273556231
DNxn124,IN06A116,14,2303.0,0.0060790273556231
DNa10,IN06A116,14,2303.0,0.0060790273556231
DNp35,IN08B068,18,2965.0,0.0060708263069139965
DNpe004,IN19B105,6,989.0,0.006066734074823054
DNxn176,IN19B105,6,989.0,0.006066734074823054
DNg04,IN06A076,4,660.0,0.006060606060606061
DNg03,IN19B080,4,660.0,0.006060606060606061
DNge016,IN06A076,4,660.0,0.006060606060606061
DNa07,IN06A076,4,660.0,0.006060606060606061
DNge175,IN06A076,4,660.0,0.006060606060606061
DNxn007,IN12A001,34,5614.0,0.006056287851799074
DNp73,IN02A049,4,661.0,0.006051437216338881
DNae002,IN02A049,4,661.0,0.006051437216338881
DNa09,IN06B014,13,2150.0,0.0060465116279069765
DNb03,IN06B014,13,2150.0,0.0060465116279069765
DNp08,INXXX038,11,1820.0,0.006043956043956044
DNpe053,IN18B042,4,662.0,0.006042296072507553
DNut040,IN18B042,4,662.0,0.006042296072507553
DNp41,IN08B083,20,3312.0,0.006038647342995169
DNxn176,IN03B061,21,3479.0,0.006036217303822937
DNp08,IN17A063,3,497.0,0.006036217303822937
DNg105,IN09A002,43,7124.0,0.006035934868051656
DNxl100,IN20A.22A001,45,7461.0,0.006031363088057901
DNa15,IN07B084,3,498.0,0.006024096385542169
DNpe005,IN07B084,3,498.0,0.006024096385542169
DNb02,IN07B084,3,498.0,0.006024096385542169
DNxn114,IN07B084,3,498.0,0.006024096385542169
DNxn125,IN07B084,3,498.0,0.006024096385542169
DNa08,IN06B066,24,3985.0,0.00602258469259724
DNpe045,IN06B066,24,3985.0,0.00602258469259724
DNpe001,IN06B058,7,1163.0,0.0060189165950128975
DNpe055,IN06A005,17,2828.0,0.006011315417256012
DNg07,IN02A019,10,1664.0,0.006009615384615385
DNbe005,IN03B043,4,666.0,0.006006006006006006
DNg92,IN03B043,4,666.0,0.006006006006006006
DNg42,IN06A061,7,1166.0,0.006003430531732418
DNxn168,IN12A053,8,1333.0,0.006001500375093774
DNxl049,IN12A053,8,1333.0,0.006001500375093774
DNp41,IN12A053,8,1333.0,0.006001500375093774
DNg29,IN12A053,8,1333.0,0.006001500375093774
DNg02,IN00A047,6,1000.0,0.006
DNxn168,IN12A002,4,667.0,0.005997001499250375
DNp37,IN12A002,4,667.0,0.005997001499250375
DNxl113,IN12A002,4,667.0,0.005997001499250375
DNp16,IN11B016,8,1336.0,0.005988023952095809
DNg08,IN11B022,18,3006.0,0.005988023952095809
DNa09,IN11B022,18,3006.0,0.005988023952095809
DNae002,IN03B066,45,7517.0,0.005986430756950911
DNxn151,IN17A023,12,2005.0,0.0059850374064837905
DNa05,IN12A058,4,669.0,0.005979073243647235
DNxn179,IN12A058,4,669.0,0.005979073243647235
DNg01,IN12A058,4,669.0,0.005979073243647235
DNg18,IN07B033,13,2175.0,0.005977011494252874
DNp22,IN14B007,27,4522.0,0.005970809376382132
DNxn148,IN06A067,5,838.0,0.0059665871121718375
DNb02,IN06A067,5,838.0,0.0059665871121718375
DNut054,IN06A067,5,838.0,0.0059665871121718375
DNxn163,IN11A008,5,840.0,0.005952380952380952
DNg62,IN03A009,3,504.0,0.005952380952380952
DNxl100,INXXX095,9,1517.0,0.005932762030323006
DNut042,IN12A046,3,506.0,0.005928853754940711
DNut046,IN12A046,3,506.0,0.005928853754940711
DNg44,IN04B008,4,675.0,0.005925925925925926
DNp07,IN13A013,34,5743.0,0.005920250740031343
DNge006,IN20A.22A003,11,1859.0,0.005917159763313609
DNp57,IN20A.22A003,11,1859.0,0.005917159763313609
DNxl021,IN20A.22A003,11,1859.0,0.005917159763313609
DNp05,IN12A059,16,2705.0,0.005914972273567467
DNg74,IN03B035,13,2199.0,0.005911778080945885
DNnt011,IN12A008,17,2881.0,0.005900728913571677
DNg15,IN19B033,18,3065.0,0.005872756933115824
DNp18,IN11B011,7,1193.0,0.00586756077116513
DNge175,IN11B011,7,1193.0,0.00586756077116513
DNxn152,IN04B102,16,2730.0,0.005860805860805861
DNb02,IN06A051,3,512.0,0.005859375
DNxn157,IN19A017,6,1024.0,0.005859375
MDN,IN19A017,6,1024.0,0.005859375
DNpe054,IN06A051,3,512.0,0.005859375
DNxl105,IN19A017,6,1024.0,0.005859375
DNut042,IN06A051,3,512.0,0.005859375
DNg92,IN11A018,7,1195.0,0.005857740585774059
DNp22,IN11A018,7,1195.0,0.005857740585774059
DNge148,IN06B040,13,2230.0,0.005829596412556054
DNp09,IN06B030,5,859.0,0.005820721769499418
DNxn118,IN06A019,35,6028.0,0.0058062375580623755
DNxn113,IN11B009,6,1034.0,0.005802707930367505
DNae003,IN06A002,26,4481.0,0.005802276277616604
DNa05,IN06A002,26,4481.0,0.005802276277616604
DNxl130,IN19B067,11,1896.0,0.0058016877637130804
DNxl113,IN03A030,12,2069.0,0.005799903334944417
DNp33,IN07B026,7,1208.0,0.005794701986754967
DNb07,IN02A043,6,1036.0,0.005791505791505791
DNp18,IN02A043,6,1036.0,0.005791505791505791
DNg42,IN03B081,4,691.0,0.005788712011577424
DNa10,IN03B081,4,691.0,0.005788712011577424
DNg32,IN17A011,9,1555.0,0.005787781350482315
DNg08,IN17A011,9,1555.0,0.005787781350482315
DNfl035,IN23B001,51,8819.0,0.005782968590543145
DNut053,IN11B002,14,2421.0,0.0057827344072697235
DNg91,IN03B069,19,3287.0,0.005780346820809248
DNut040,IN12A015,14,2426.0,0.005770816158285243
DNut046,IN06A071,3,520.0,0.0057692307692307696
DNg41,IN06A071,3,520.0,0.0057692307692307696
DNge109,IN06A071,3,520.0,0.0057692307692307696
DNxl068,IN12A009,4,694.0,0.005763688760806916
DNg37,IN06B024,10,1736.0,0.00576036866359447
DNut040,w-cHIN,159,27612.0,0.005758365927857453
DNg08,IN06A022,12,2085.0,0.0057553956834532375
DNbe007,IN04B092,4,695.0,0.0057553956834532375
DNg38,IN04B092,4,695.0,0.0057553956834532375
DNge094,IN03B061,20,3479.0,0.005748778384593274
DNut048,IN07B039,3,523.0,0.0057361376673040155
DNut047,IN07B039,3,523.0,0.0057361376673040155
DNpe054,IN07B039,3,523.0,0.0057361376673040155
DNge088,IN07B039,3,523.0,0.0057361376673040155
DNge090,IN07B039,3,523.0,0.0057361376673040155
DNge073,IN07B039,3,523.0,0.0057361376673040155
DNut050,IN07B039,3,523.0,0.0057361376673040155
DNg98,IN11B015,7,1221.0,0.005733005733005733
DNp68,IN19B090,11,1919.0,0.005732152162584679
DNg07,IN11A031,9,1572.0,0.0057251908396946565
DNd03,IN10B006,13,2272.0,0.005721830985915493
DNg30,IN10B006,13,2272.0,0.005721830985915493
DNg71,INXXX023,14,2449.0,0.0057166190281747655
DNge093,INXXX023,14,2449.0,0.0057166190281747655
DNxn167,INXXX023,14,2449.0,0.0057166190281747655
DNg36,IN11A034,3,525.0,0.005714285714285714
DNge145,IN11A034,3,525.0,0.005714285714285714
DNg27,IN17B001,6,1050.0,0.005714285714285714
DNg42,IN11A034,3,525.0,0.005714285714285714
DNge116,IN11A034,3,525.0,0.005714285714285714
DNb01,IN11A034,3,525.0,0.005714285714285714
DNg09,IN11A034,3,525.0,0.005714285714285714
DNxl123,IN07B012,7,1226.0,0.005709624796084829
DNp22,IN06B052,10,1753.0,0.005704506560182544
DNut054,IN12A061,16,2805.0,0.00570409982174688
DNp11,IN06B012,9,1580.0,0.00569620253164557
DNg15,IN06B061,20,3514.0,0.005691519635742743
DNge092,IN06A004,9,1583.0,0.005685407454200884
DNp73,IN06A004,9,1583.0,0.005685407454200884
DNa09,IN18B020,27,4749.0,0.005685407454200884
DNge091,IN18B020,27,4749.0,0.005685407454200884
DNg08,IN02A007,9,1584.0,0.005681818181818182
DNpe053,IN06A081,3,528.0,0.005681818181818182
DNxl112,IN17A034,8,1408.0,0.005681818181818182
DNxn112,AN18B020,8,1411.0,0.005669737774627924
DNg32,AN18B020,8,1411.0,0.005669737774627924
DNut053,AN18B020,8,1411.0,0.005669737774627924
DNg37,IN08A011,5,884.0,0.005656108597285068
DNxn124,IN08A011,5,884.0,0.005656108597285068
DNg27,IN08A011,5,884.0,0.005656108597285068
DNp73,IN11B022,17,3006.0,0.005655355954757153
DNxn151,IN06A116,13,2303.0,0.005644811115935736
DNg79,IN06B027,5,887.0,0.005636978579481398
DNnt012,IN03B022,13,2308.0,0.005632582322357019
DNp26,IN03B022,13,2308.0,0.005632582322357019
DNut053,IN03B052,4,711.0,0.005625879043600563
DNxl096,IN17A007,10,1778.0,0.00562429696287964
DNg97,IN09A002,40,7124.0,0.005614823133071308
DNxn117,IN12A012,30,5345.0,0.005612722170252572
DNpe004,IN06A011,7,1248.0,0.005608974358974359
DNp22,IN06A011,7,1248.0,0.005608974358974359
DNp38,IN06B016,36,6427.0,0.0056013692235879885
DNa10,IN03B074,7,1251.0,0.005595523581135092
DNbe005,IN00A057,14,2502.0,0.005595523581135092
DNp49,IN06B013,53,9496.0,0.005581297388374052
DNge006,IN06A002,25,4481.0,0.00557911180540058
DNp18,IN13A013,32,5743.0,0.005572000696500087
DNg11,IN06B055,11,1982.0,0.005549949545913219
DNa05,w-cHIN,153,27612.0,0.005541069100391135
DNp42,IN06B059,21,3791.0,0.0055394355051437616
DNb05,IN06B059,21,3791.0,0.0055394355051437616
DNge035,IN04B006,13,2348.0,0.005536626916524702
DNxl130,IN06B008,3,542.0,0.005535055350553505
DNxn134,IN06B008,3,542.0,0.005535055350553505
DNa10,IN06B008,3,542.0,0.005535055350553505
DNpe045,IN06B008,3,542.0,0.005535055350553505
DNg95,IN06B008,3,542.0,0.005535055350553505
DNxn126,IN06B008,3,542.0,0.005535055350553505
DNxl082,IN03A045,7,1265.0,0.005533596837944664
DNa16,IN06A097,4,723.0,0.005532503457814661
DNxn176,IN06A097,4,723.0,0.005532503457814661
DNb07,IN12A001,31,5614.0,0.00552190951193445
DNxn007,IN03B005,36,6539.0,0.005505428964673497
DNpe032,IN04B102,15,2730.0,0.005494505494505495
DNp51,IN03B086,5,911.0,0.005488474204171241
DNg99,IN11A028,13,2369.0,0.005487547488391726
DNpe005,IN06A008,7,1281.0,0.00546448087431694
DNg106,IN06B084,7,1283.0,0.005455962587685113
DNp43,IN06B084,7,1283.0,0.005455962587685113
DNg03,IN19B023,7,1288.0,0.005434782608695652
DNge049,IN08B083,18,3312.0,0.005434782608695652
DNg07,IN06A094,17,3130.0,0.005431309904153354
DNd03,IN03B071,4,737.0,0.005427408412483039
DNg07,IN06A045,3,553.0,0.0054249547920434
DNp28,IN06A045,3,553.0,0.0054249547920434
DNut042,IN02A026,6,1106.0,0.0054249547920434
DNg05,IN06A045,3,553.0,0.0054249547920434
DNp73,IN06A045,3,553.0,0.0054249547920434
DNp42,IN01A017,11,2030.0,0.00541871921182266
DNxl130,IN19B043,27,4987.0,0.0054140765991578105
DNb06,IN19A003,24,4442.0,0.005402971634398919
DNge062,IN19A020,17,3147.0,0.005401970130282809
DNxn114,IN27X014,12,2222.0,0.0054005400540054005
DNb07,IN27X014,12,2222.0,0.0054005400540054005
DNxl092,IN10B007,5,926.0,0.005399568034557235
DNp02,IN00A054,13,2411.0,0.005391953546246371
DNg74,dMS2,23,4271.0,0.005385155701240927
DNge007,IN06B040,12,2230.0,0.0053811659192825115
DNge139,IN06B040,12,2230.0,0.0053811659192825115
DNg38,IN20A.22A003,10,1859.0,0.0053792361484669175
DNut040,IN06A020,6,1117.0,0.005371530886302597
DNxn142,IN06A020,6,1117.0,0.005371530886302597
DNxn124,IN06A020,6,1117.0,0.005371530886302597
DNa10,IN06A020,6,1117.0,0.005371530886302597
DNg04,IN12A063,15,2793.0,0.0053705692803437165
DNut058,IN12A063,15,2793.0,0.0053705692803437165
DNp73,IN12A054,20,3726.0,0.005367686527106817
DNg04,IN12A054,20,3726.0,0.005367686527106817
untyped_720575941436586784,IN07B030,6,1118.0,0.005366726296958855
DNge048,IN07B030,6,1118.0,0.005366726296958855
DNxn007,IN06A082,5,932.0,0.00536480686695279
DNut040,IN06A082,5,932.0,0.00536480686695279
DNg17,IN06A003,22,4101.0,0.0053645452328700315
DNp32,IN12A015,13,2426.0,0.0053586150041220115
DNge091,IN12A015,13,2426.0,0.0053586150041220115
DNge059,IN20A.22A009,4,748.0,0.0053475935828877
DNg43,IN20A.22A009,4,748.0,0.0053475935828877
DNg01,IN06A024,3,561.0,0.0053475935828877
DNp10,IN06A024,3,561.0,0.0053475935828877
DNa13,IN20A.22A009,4,748.0,0.0053475935828877
DNxl129,IN20A.22A009,4,748.0,0.0053475935828877
DNb09,IN06A024,3,561.0,0.0053475935828877
DNg10,IN06A024,3,561.0,0.0053475935828877
DNxl086,IN20A.22A009,4,748.0,0.0053475935828877
DNp16,IN06A024,3,561.0,0.0053475935828877
DNge144,IN20A.22A009,4,748.0,0.0053475935828877
DNp26,IN06A096,10,1871.0,0.005344735435595938
DNbe005,IN12A001,30,5614.0,0.005343783398646241
DNge110,IN07B081,13,2435.0,0.0053388090349075976
DNa04,IN07B081,13,2435.0,0.0053388090349075976
DNxn136,IN12A062,3,562.0,0.005338078291814947
DNxn176,IN12A062,3,562.0,0.005338078291814947
DNg01,IN12A062,3,562.0,0.005338078291814947
DNp10,IN00A043,3,562.0,0.005338078291814947
DNg110,IN00A043,3,562.0,0.005338078291814947
DNxn155,IN00A043,3,562.0,0.005338078291814947
DNxn134,IN00A043,3,562.0,0.005338078291814947
DNg17,IN12A062,3,562.0,0.005338078291814947
DNit003,IN11A035,7,1312.0,0.005335365853658537
DNp26,IN11A035,7,1312.0,0.005335365853658537
DNa16,IN03B008,33,6186.0,0.00533462657613967
DNxn007,IN03B008,33,6186.0,0.00533462657613967
DNp03,w-cHIN,147,27612.0,0.005323772272924816
DNp03,IN11B022,16,3006.0,0.0053226879574184965
DNg74,IN03A030,11,2069.0,0.005316578057032383
DNpe004,IN14B007,24,4522.0,0.005307386112339673
DNxl130,IN19A015,40,7538.0,0.005306447333510215
DNge129,IN06A005,15,2828.0,0.005304101838755304
DNpe005,IN11B014,13,2454.0,0.005297473512632437
DNp22,IN12A060,4,756.0,0.005291005291005291
DNxn007,IN06A013,5,945.0,0.005291005291005291
DNpe011,IN12A060,4,756.0,0.005291005291005291
DNge092,IN06A013,5,945.0,0.005291005291005291
DNxn007,IN12A060,4,756.0,0.005291005291005291
DNae002,IN06A065,13,2458.0,0.0052888527257933275
DNp10,IN06A065,13,2458.0,0.0052888527257933275
DNg74,IN12A003,6,1135.0,0.0052863436123348016
DNa01,IN12A003,6,1135.0,0.0052863436123348016
DNge080,IN12A003,6,1135.0,0.0052863436123348016
DNb07,IN06B059,20,3791.0,0.005275652862041678
DNa10,IN00A040,6,1138.0,0.005272407732864675
DNxn124,IN00A040,6,1138.0,0.005272407732864675
DNge091,IN00A040,6,1138.0,0.005272407732864675
DNb03,IN11B012,10,1899.0,0.0052659294365455505
DNd03,IN06B003,14,2662.0,0.005259203606311044
DNpe020,IN17A078,6,1141.0,0.0052585451358457495
DNxn153,IN12A053,7,1333.0,0.005251312828207052
DNg71,IN11B016,7,1336.0,0.005239520958083832
DNge093,IN07B077,4,764.0,0.005235602094240838
DNge050,IN19A006,33,6308.0,0.00523145212428662
DNge050,IN16B016,24,4590.0,0.00522875816993464
DNp31,w-cHIN,144,27612.0,0.005215123859191656
DNp31,IN06A116,12,2303.0,0.005210594876248371
DNg92,IN06B042,19,3652.0,0.0052026286966046
DNa06,IN03B022,12,2308.0,0.005199306759098787
DNut058,IN00A057,13,2502.0,0.005195843325339729
DNxn007,IN00A057,13,2502.0,0.005195843325339729
DNxn153,IN06B019,20,3852.0,0.005192107995846314
DNg46,IN12A043,5,963.0,0.005192107995846314
DNge088,IN12A034,3,578.0,0.005190311418685121
DNxn122,IN12A034,3,578.0,0.005190311418685121
DNb09,IN12A034,3,578.0,0.005190311418685121
DNge084,IN12A034,3,578.0,0.005190311418685121
DNpe012,IN12A034,3,578.0,0.005190311418685121
DNp33,IN07B098,8,1542.0,0.005188067444876783
DNg07,IN07B098,8,1542.0,0.005188067444876783
DNp28,IN03B061,18,3479.0,0.005173900546133947
DNp26,IN03B069,17,3287.0,0.0051718892607240646
DNa12,IN17A061,4,774.0,0.00516795865633075
DNg90,IN17A061,4,774.0,0.00516795865633075
DNxl082,IN17A061,4,774.0,0.00516795865633075
DNa13,IN17A061,4,774.0,0.00516795865633075
DNp66,IN11A027,9,1742.0,0.005166475315729047
DNxn114,IN06B058,6,1163.0,0.005159071367153913
DNg98,IN17A069,4,776.0,0.005154639175257732
DNg02,IN12A044,6,1165.0,0.005150214592274678
DNa09,IN07B076,3,583.0,0.005145797598627788
DNg08,IN06A061,6,1166.0,0.005145797598627788
DNb03,IN07B076,3,583.0,0.005145797598627788
DNxn136,IN07B076,3,583.0,0.005145797598627788
DNut053,IN07B076,3,583.0,0.005145797598627788
DNp68,IN17A011,8,1555.0,0.005144694533762058
DNg03,IN19B070,8,1555.0,0.005144694533762058
DNge133,IN03B034,10,1945.0,0.005141388174807198
DNg38,IN21A001,23,4479.0,0.005135074793480687
DNg98,IN18B043,4,779.0,0.005134788189987163
DNg106,IN08B080,4,779.0,0.005134788189987163
DNb05,IN18B043,4,779.0,0.005134788189987163
DNpe016,IN08B083,17,3312.0,0.005132850241545894
DNp49,IN06B061,18,3514.0,0.005122367672168469
DNg02,IN16B099,3,586.0,0.005119453924914676
DNa05,IN03B037,3,586.0,0.005119453924914676
DNb07,IN03B037,3,586.0,0.005119453924914676
DNge109,IN03B037,3,586.0,0.005119453924914676
DNge175,IN03B037,3,586.0,0.005119453924914676
DNxn125,IN03B037,3,586.0,0.005119453924914676
DNg32,IN16B099,3,586.0,0.005119453924914676
DNp68,IN19B056,6,1173.0,0.005115089514066497
DNg03,IN18B034,6,1174.0,0.005110732538330494
DNa02,w-cHIN,141,27612.0,0.0051064754454584966
DNxn142,IN12A054,19,3726.0,0.005099302200751476
DNge140,IN01A024,3,589.0,0.0050933786078098476
DNxl096,IN01A024,3,589.0,0.0050933786078098476
DNg98,IN01A024,3,589.0,0.0050933786078098476
DNp06,IN06B028,37,7270.0,0.005089408528198074
DNp38,IN08B075,4,786.0,0.005089058524173028
DNp59,IN08B075,4,786.0,0.005089058524173028
DNxn106,IN11A031,8,1572.0,0.005089058524173028
DNp55,IN08B075,4,786.0,0.005089058524173028
DNxn168,IN08B075,4,786.0,0.005089058524173028
DNpe052,IN08B075,4,786.0,0.005089058524173028
DNpe025,IN08B075,4,786.0,0.005089058524173028
DNp59,IN02A010,16,3146.0,0.0050858232676414495
DNnt015,IN06A090,5,985.0,0.005076142131979695
DNp33,IN06A090,5,985.0,0.005076142131979695
DNbe003,IN19A006,32,6308.0,0.0050729232720355105
DNg12,IN19A006,32,6308.0,0.0050729232720355105
DNa03,IN12A057,5,986.0,0.005070993914807302
DNxl021,IN04B081,9,1776.0,0.005067567567567568
DNge140,IN17A029,9,1776.0,0.005067567567567568
DNxl130,IN17A029,9,1776.0,0.005067567567567568
DNxl131,IN06B012,8,1580.0,0.005063291139240506
DNxl129,IN17A007,9,1778.0,0.005061867266591676
DNge073,IN17A007,9,1778.0,0.005061867266591676
DNpe005,IN07B033,11,2175.0,0.005057471264367816
DNit005,IN06A004,8,1583.0,0.00505369551484523
DNa16,IN02A007,8,1584.0,0.005050505050505051
DNg05,IN02A007,8,1584.0,0.005050505050505051
DNxl113,IN19A015,38,7538.0,0.0050411249668347044
DNxn130,IN18B035,4,794.0,0.005037783375314861
DNxn112,IN11B011,6,1193.0,0.005029337803855826
DNp55,IN05B032,8,1591.0,0.00502828409805154
DNa16,IN11A018,6,1195.0,0.00502092050209205
DNd03,IN11A021,17,3387.0,0.005019191024505462
DNb06,IN12A050,11,2192.0,0.005018248175182482
DNp03,IN19B043,25,4987.0,0.005013033888109084
DNg17,IN19B043,25,4987.0,0.005013033888109084
DNg08,IN06A032,3,599.0,0.005008347245409015
DNxl080,IN17A030,8,1601.0,0.004996876951905059
DNg32,IN12A061,14,2805.0,0.004991087344028521
DNxl123,IN12A001,28,5614.0,0.004987531172069825
DNxl120,IN12A001,28,5614.0,0.004987531172069825
DNb05,IN00A054,12,2411.0,0.004977187888842804
DNg02,IN19B071,4,804.0,0.004975124378109453
DNit005,IN07B026,6,1208.0,0.004966887417218543
DNg91,IN06A044,16,3225.0,0.00496124031007752
DNp18,AN18B020,7,1411.0,0.004961020552799433
DNxn142,AN18B020,7,1411.0,0.004961020552799433
DNa05,IN03B060,25,5040.0,0.00496031746031746
DNg108,IN20A.22A001,37,7461.0,0.004959120761292052
DNge092,IN11B002,12,2421.0,0.004956629491945477
DNa14,IN06A005,14,2828.0,0.0049504950495049506
DNp54,IN12A015,12,2426.0,0.00494641384995878
DNnt020,IN06B040,11,2230.0,0.004932735426008968
DNge133,IN08B078,8,1622.0,0.004932182490752158
DNg02,IN11A001,32,6489.0,0.004931422407150563
DNut058,IN06B042,18,3652.0,0.004928806133625411
DNge084,IN07B051,3,609.0,0.0049261083743842365
DNut054,IN07B051,3,609.0,0.0049261083743842365
DNg99,IN07B051,3,609.0,0.0049261083743842365
DNg108,IN11B004,8,1626.0,0.004920049200492005
DNa08,IN07B031,6,1220.0,0.004918032786885246
