dn_group,in_group,numerator_synapses,denominator_input,input_fraction
DNp18,w-cHIN,527,27612.0,0.019085904679125017
DNge133,IN08B075,15,786.0,0.019083969465648856
DNp18,IN23B001,168,8819.0,0.019049778886495068
DNd03,IN17A055,8,420.0,0.01904761904761905
DNut042,IN11A034,10,525.0,0.01904761904761905
DNxn181,IN03A057,8,420.0,0.01904761904761905
DNpe054,IN07B026,23,1208.0,0.01903973509933775
DNg91,IN02A026,21,1106.0,0.0189873417721519
DNpe008,IN06A102,7,369.0,0.018970189701897018
DNpe054,IN06A102,7,369.0,0.018970189701897018
DNbe002,IN12A036,95,5008.0,0.01896964856230032
DNge131,IN18B017,29,1531.0,0.018941868060091443
DNp66,IN18B017,29,1531.0,0.018941868060091443
DNp08,IN10B006,43,2272.0,0.018926056338028168
DNp08,IN06B087,23,1218.0,0.018883415435139574
DNxl100,INXXX104,7,371.0,0.018867924528301886
DNg96,IN03B019,30,1593.0,0.018832391713747645
DNg12,IN16B046,8,425.0,0.018823529411764704
DNa04,IN07B098,29,1542.0,0.01880674448767834
DNg27,IN03B057,4,213.0,0.018779342723004695
DNg98,IN03B057,4,213.0,0.018779342723004695
DNbe005,IN21A063,8,426.0,0.018779342723004695
DNp37,IN03B057,4,213.0,0.018779342723004695
DNp06,IN12B015,65,3462.0,0.01877527440785673
DNut043,IN03B037,11,586.0,0.01877133105802048
DNp60,INXXX467,11,586.0,0.01877133105802048
DNut042,IN06A096,35,1871.0,0.01870657402458578
DNxl075,IN04B092,13,695.0,0.01870503597122302
DNp26,IN12A001,105,5614.0,0.018703241895261846
DNxn142,IN06B055,37,1982.0,0.01866801210898083
DNg106,IN08B087,21,1125.0,0.018666666666666668
untyped_720575941606629485,IN19B071,15,804.0,0.018656716417910446
DNa09,IN03B073,5,268.0,0.018656716417910446
DNg16,IN03B035,41,2199.0,0.018644838562983174
DNp17,IN03B022,43,2308.0,0.018630849220103985
DNg04,IN06B042,68,3652.0,0.018619934282584884
DNp33,IN19B085,4,215.0,0.018604651162790697
DNa02,IN14B007,84,4522.0,0.018575851393188854
DNxl067,IN19A017,19,1024.0,0.0185546875
DNfl021,IN19A017,19,1024.0,0.0185546875
DNp42,IN17A040,11,593.0,0.01854974704890388
DNge091,IN06A094,58,3130.0,0.01853035143769968
DNg04,IN12A060,14,756.0,0.018518518518518517
DNa08,IN06A103,6,324.0,0.018518518518518517
DNp33,IN16B062,18,972.0,0.018518518518518517
DNxn181,IN04B055,7,378.0,0.018518518518518517
DNb02,IN06A079,16,865.0,0.018497109826589597
DNa04,IN03B059,13,703.0,0.01849217638691323
DNxn179,IN10B006,42,2272.0,0.018485915492957746
DNp31,IN06A124,6,325.0,0.018461538461538463
DNp10,IN06A124,6,325.0,0.018461538461538463
DNg17,IN11B004,30,1626.0,0.01845018450184502
DNp06,IN06B064,4,217.0,0.018433179723502304
DNpe005,AN18B020,26,1411.0,0.01842664776754075
DNut037,IN11A018,22,1195.0,0.018410041841004185
DNg41,IN07B083,18,979.0,0.018386108273748723
DNg16,IN13B006,43,2340.0,0.018376068376068377
DNg08,IN06A054,6,327.0,0.01834862385321101
DNut040,IN02A007,29,1584.0,0.018308080808080808
DNpe042,IN06A039,12,656.0,0.018292682926829267
DNxl115,IN18B017,28,1531.0,0.018288700195950358
DNbe005,IN03B052,13,711.0,0.01828410689170183
DNxn124,IN03B052,13,711.0,0.01828410689170183
DNpe013,IN06A090,18,985.0,0.018274111675126905
DNp31,IN06A023,8,438.0,0.0182648401826484
DNge084,IN06A069,4,219.0,0.0182648401826484
DNit007,IN06A023,8,438.0,0.0182648401826484
DNp73,IN12A057,18,986.0,0.018255578093306288
DNp18,IN06A082,17,932.0,0.018240343347639486
DNut042,IN06A116,42,2303.0,0.0182370820668693
DNae002,IN06A076,12,660.0,0.01818181818181818
DNge091,IN06A096,34,1871.0,0.018172100481026188
DNa04,IN02A049,12,661.0,0.018154311649016642
DNg04,IN11A028,43,2369.0,0.018151118615449557
DNp63,IN00A032,4,221.0,0.01809954751131222
DNge053,IN00A032,4,221.0,0.01809954751131222
DNxn155,IN00A032,4,221.0,0.01809954751131222
DNxn179,IN00A032,4,221.0,0.01809954751131222
DNa15,IN06A045,10,553.0,0.018083182640144666
DNg74,IN14B004,59,3263.0,0.018081520073551946
DNxl130,IN08A016,6,332.0,0.018072289156626505
DNg08,IN07B051,11,609.0,0.0180623973727422
DNae003,IN12A008,52,2881.0,0.018049288441513364
DNa04,IN03B043,12,666.0,0.018018018018018018
DNg71,IN06A061,21,1166.0,0.018010291595197257
DNge091,IN17A011,28,1555.0,0.0180064308681672
DNp12,IN17A011,28,1555.0,0.0180064308681672
DNg37,IN12A002,12,667.0,0.017991004497751123
DNg06,IN00A057,45,2502.0,0.017985611510791366
DNb01,IN11A037,29,1613.0,0.017978921264724116
DNg106,IN06B054,19,1057.0,0.017975402081362345
DNxn151,IN08B080,14,779.0,0.01797175866495507
DNg09,INXXX023,44,2449.0,0.01796651694569212
DNb06,IN12A012,96,5345.0,0.017960710944808233
DNpe022,IN07B012,22,1226.0,0.01794453507340946
DNge122,IN07B012,22,1226.0,0.01794453507340946
DNp18,IN12A058,12,669.0,0.017937219730941704
DNp08,IN11A041,4,223.0,0.017937219730941704
DNxn125,IN12A058,12,669.0,0.017937219730941704
DNxn183,vMS11,4,223.0,0.017937219730941704
DNp37,vMS11,4,223.0,0.017937219730941704
DNge090,IN02A013,19,1060.0,0.017924528301886792
DNxn102,IN02A013,19,1060.0,0.017924528301886792
DNb04,IN12A063,50,2793.0,0.01790189760114572
DNp42,IN08B075,14,786.0,0.017811704834605598
DNxn171,IN12A062,10,562.0,0.017793594306049824
DNpe055,IN12A062,10,562.0,0.017793594306049824
DNxn124,IN08B087,20,1125.0,0.017777777777777778
DNae002,IN03B022,41,2308.0,0.01776429809358752
DNg06,IN11B002,43,2421.0,0.017761255679471292
DNp70,IN11A030,26,1464.0,0.017759562841530054
DNut053,IN06A059,6,338.0,0.01775147928994083
DNg11,IN06A059,6,338.0,0.01775147928994083
DNut040,IN06A059,6,338.0,0.01775147928994083
DNg71,IN06A059,6,338.0,0.01775147928994083
DNxn119,IN06A059,6,338.0,0.01775147928994083
DNxn151,IN06B077,61,3442.0,0.017722254503195815
DNpe016,IN06B012,28,1580.0,0.017721518987341773
DNp73,IN18B020,84,4749.0,0.017687934301958308
DNxn155,IN06A005,50,2828.0,0.01768033946251768
DNpe013,IN02A007,28,1584.0,0.017676767676767676
DNut042,IN06A011,22,1248.0,0.017628205128205128
DNxn154,IN05B032,28,1591.0,0.01759899434318039
DNpe005,IN00A057,44,2502.0,0.017585931254996003
DNxn179,IN19A017,18,1024.0,0.017578125
DNge175,IN11A018,21,1195.0,0.017573221757322177
DNg88,IN19A003,78,4442.0,0.017559657811796487
DNb01,IN07B066,7,400.0,0.0175
DNg74,IN17A033,17,972.0,0.01748971193415638
DNg99,IN07B033,38,2175.0,0.01747126436781609
DNa03,IN12A054,65,3726.0,0.017444981213097156
DNg62,IN19A006,110,6308.0,0.017438173747622066
DNge095,IN02A019,29,1664.0,0.017427884615384616
DNxn163,IN06B059,66,3791.0,0.017409654444737535
DNge090,IN18B039,27,1551.0,0.017408123791102514
DNp53,IN06A110,7,403.0,0.017369727047146403
DNa05,IN06A110,7,403.0,0.017369727047146403
DNa04,IN03B081,12,691.0,0.017366136034732273
DNg17,IN19B070,27,1555.0,0.017363344051446947
DNg54,IN19A032,46,2650.0,0.017358490566037735
DNpe001,IN12A051,11,634.0,0.017350157728706624
DNge094,IN06A047,6,346.0,0.017341040462427744
DNg10,IN03B022,40,2308.0,0.01733102253032929
DNp53,AN07B076,4,231.0,0.017316017316017316
DNut054,AN07B076,4,231.0,0.017316017316017316
DNut054,IN06A071,9,520.0,0.01730769230769231
DNp41,IN12A034,10,578.0,0.01730103806228374
DNxn109,IN06A090,17,985.0,0.017258883248730966
DNp33,IN16B092,13,754.0,0.017241379310344827
DNa04,IN12A057,17,986.0,0.017241379310344827
DNg37,INXXX173,15,871.0,0.01722158438576349
DNp10,IN07B086,35,2033.0,0.01721593703885883
DNg100,IN16B016,79,4590.0,0.01721132897603486
DNa04,IN12A060,13,756.0,0.017195767195767195
DNa04,IN06A002,77,4481.0,0.017183664360633788
DNxn124,IN12A044,20,1165.0,0.017167381974248927
DNxn122,IN07B076,10,583.0,0.017152658662092625
DNg106,IN11A021,58,3387.0,0.017124298789489224
DNit007,IN27X014,38,2222.0,0.017101710171017102
DNxn122,IN03B037,10,586.0,0.017064846416382253
DNg74,INXXX467,10,586.0,0.017064846416382253
DNge088,IN03B037,10,586.0,0.017064846416382253
DNg75,IN06A004,27,1583.0,0.017056222362602652
DNp42,IN17A042,14,821.0,0.01705237515225335
DNge091,IN06A127,5,294.0,0.017006802721088437
DNp15,IN06A127,5,294.0,0.017006802721088437
DNb01,IN06B050,11,647.0,0.017001545595054096
DNae002,IN03B061,59,3479.0,0.016958896234550158
DNa04,IN03B061,59,3479.0,0.016958896234550158
DNp53,IN17A060,6,354.0,0.01694915254237288
DNp47,IN12A001,95,5614.0,0.016921980762379763
DNp13,IN17A064,72,4255.0,0.01692126909518214
DNg88,IN04B081,30,1776.0,0.016891891891891893
DNb06,IN11A028,40,2369.0,0.016884761502743775
DNa05,IN03B052,12,711.0,0.016877637130801686
DNp51,IN07B098,26,1542.0,0.016861219195849545
DNb08,IN14B004,55,3263.0,0.01685565430585351
DNg32,IN17A075,3,178.0,0.016853932584269662
DNge091,IN16B111,3,178.0,0.016853932584269662
DNg15,IN13A017,9,534.0,0.016853932584269662
DNde001,IN13A017,9,534.0,0.016853932584269662
DNge118,IN02A019,28,1664.0,0.016826923076923076
DNg90,IN02A035,4,238.0,0.01680672268907563
DNg100,IN19A006,106,6308.0,0.016804058338617627
DNp57,IN07B019,31,1845.0,0.016802168021680216
DNg27,IN06A039,11,656.0,0.01676829268292683
DNbe005,IN11A018,20,1195.0,0.016736401673640166
DNxn117,IN17A011,26,1555.0,0.016720257234726688
DNd03,IN17A081,6,359.0,0.016713091922005572
DNg49,IN06A067,14,838.0,0.016706443914081145
DNa01,IN13B006,39,2340.0,0.016666666666666666
DNpe031,IN03A057,7,420.0,0.016666666666666666
DNxn122,IN12A008,48,2881.0,0.016660881638320028
DNa15,IN06B055,33,1982.0,0.016649848637739658
DNg02,IN07B047,9,541.0,0.0166358595194085
DNxn178,IN18B042,11,662.0,0.01661631419939577
DNpe020,IN18B042,11,662.0,0.01661631419939577
DNp17,IN12A043,16,963.0,0.016614745586708203
DNa15,IN17A108,5,301.0,0.016611295681063124
DNa11,IN19A017,17,1024.0,0.0166015625
DNp31,IN19B020,15,904.0,0.016592920353982302
DNut054,IN08B091,41,2471.0,0.01659247268312424
DNg17,IN03B078,3,181.0,0.016574585635359115
DNg02,IN06B077,57,3442.0,0.01656013945380593
DNp42,IN06B077,57,3442.0,0.01656013945380593
DNg74,IN16B016,76,4590.0,0.016557734204793027
DNge050,IN21A022,14,846.0,0.016548463356973995
DNp18,IN11A031,26,1572.0,0.01653944020356234
DNg74,IN03A071,4,242.0,0.01652892561983471
DNg74,IN21A001,74,4479.0,0.016521544987720474
DNg100,IN19A016,87,5271.0,0.016505406943653957
DNxl123,IN12A002,11,667.0,0.01649175412293853
DNb02,IN06A037,6,364.0,0.016483516483516484
DNxn114,IN06A021,4,243.0,0.01646090534979424
DNp67,IN17A119,5,304.0,0.01644736842105263
DNut037,IN12A058,11,669.0,0.016442451420029897
DNp11,INXXX355,6,365.0,0.01643835616438356
DNxn007,IN21A063,7,426.0,0.01643192488262911
DNa12,IN21A063,7,426.0,0.01643192488262911
DNxn125,INXXX138,8,488.0,0.01639344262295082
DNxn125,IN07B031,20,1220.0,0.01639344262295082
DNxn142,INXXX138,8,488.0,0.01639344262295082
DNge140,IN03B065,6,366.0,0.01639344262295082
DNg52,IN03B065,6,366.0,0.01639344262295082
DNp08,IN03B065,6,366.0,0.01639344262295082
DNxl115,IN04B087,3,183.0,0.01639344262295082
DNp11,IN11A030,24,1464.0,0.01639344262295082
DNg17,IN03B065,6,366.0,0.01639344262295082
DNg32,IN11B021,24,1465.0,0.016382252559726963
DNp43,IN18B035,13,794.0,0.0163727959697733
DNp11,IN06B084,21,1283.0,0.01636788776305534
DNut042,IN14B007,74,4522.0,0.016364440513047324
DNb06,IN19B037,13,795.0,0.016352201257861635
DNg08,IN06B058,19,1163.0,0.01633705932932072
DNg74,IN19A015,123,7538.0,0.01631732555054391
DNp33,IN03B076,7,430.0,0.01627906976744186
DNg94,IN06B014,35,2150.0,0.01627906976744186
DNp51,IN06A045,9,553.0,0.0162748643761302
DNp31,IN06A045,9,553.0,0.0162748643761302
DNb07,IN06A045,9,553.0,0.0162748643761302
DNp22,IN06A102,6,369.0,0.016260162601626018
DNp72,IN06A102,6,369.0,0.016260162601626018
DNge092,IN11A036,4,246.0,0.016260162601626018
DNxn102,IN07B019,30,1845.0,0.016260162601626018
DNg42,IN06A090,16,985.0,0.016243654822335026
DNg91,IN11B017,58,3574.0,0.016228315612758813
DNut054,IN02A019,27,1664.0,0.01622596153846154
DNpe008,IN12A035,25,1543.0,0.016202203499675955
DNxl125,IN10B007,15,926.0,0.016198704103671708
DNp31,IN19B056,19,1173.0,0.01619778346121057
DNge084,IN08B091,40,2471.0,0.016187778227438283
DNp10,IN12B015,56,3462.0,0.016175621028307337
DNp19,IN06B055,32,1982.0,0.016145307769929364
DNg78,IN06B040,36,2230.0,0.016143497757847534
DNg88,IN20A.22A003,30,1859.0,0.01613770844540075
DNae003,IN03B066,121,7517.0,0.016096847146468005
DNa04,IN06A082,15,932.0,0.016094420600858368
DNxn151,IN06B059,61,3791.0,0.016090741229227115
DNg07,IN12A012,86,5345.0,0.01608980355472404
DNut040,IN06B054,17,1057.0,0.01608325449385052
DNpe054,IN17A011,25,1555.0,0.01607717041800643
DNp06,IN12A015,39,2426.0,0.016075845012366034
DNp05,IN11A027,28,1742.0,0.016073478760045924
DNge076,INXXX101,3,187.0,0.016042780748663103
DNxn168,INXXX101,3,187.0,0.016042780748663103
DNp53,IN03B075,6,374.0,0.016042780748663103
DNa11,INXXX101,3,187.0,0.016042780748663103
DNge175,IN11A028,38,2369.0,0.016040523427606587
DNxn187,IN17A118,5,312.0,0.016025641025641024
DNd03,IN17A118,5,312.0,0.016025641025641024
DNb07,IN12A062,9,562.0,0.01601423487544484
DNa15,IN12A062,9,562.0,0.01601423487544484
DNg08,IN11A035,21,1312.0,0.01600609756097561
DNge140,IN12A010,6,376.0,0.015957446808510637
DNb05,IN03B034,31,1945.0,0.015938303341902313
DNp31,IN11B011,19,1193.0,0.01592623637887678
DNa05,IN06A019,96,6028.0,0.015925680159256803
DNp70,IN19B094,5,314.0,0.01592356687898089
DNut050,IN11A018,19,1195.0,0.015899581589958158
DNxn124,IN11A018,19,1195.0,0.015899581589958158
DNxn163,IN08B051,105,6605.0,0.015897047691143074
DNge131,IN04B055,6,378.0,0.015873015873015872
DNa13,IN12A003,18,1135.0,0.015859030837004406
DNfl021,IN12A003,18,1135.0,0.015859030837004406
DNb04,IN13A013,91,5743.0,0.01584537698067212
DNxl106,IN06B019,61,3852.0,0.015835929387331256
DNxn168,IN17A042,13,821.0,0.015834348355663823
DNge149,IN11A009,5,316.0,0.015822784810126583
DNxl121,IN11A009,5,316.0,0.015822784810126583
DNge131,IN11A009,5,316.0,0.015822784810126583
DNxn109,IN00A040,18,1138.0,0.015817223198594025
DNa04,IN00A040,18,1138.0,0.015817223198594025
DNxl118,IN04B089,24,1518.0,0.015810276679841896
DNxn187,IN08B039,4,253.0,0.015810276679841896
DNge116,IN06A004,25,1583.0,0.015792798483891344
DNxn142,w-cHIN,436,27612.0,0.01579023612921918
DNp59,IN12A051,10,634.0,0.015772870662460567
DNg17,IN11B013,37,2346.0,0.01577152600170503
DNxl113,IN23B001,139,8819.0,0.015761424197754847
DNg35,IN19A003,70,4442.0,0.01575866726699685
DNge053,IN12A053,21,1333.0,0.015753938484621154
DNae003,IN07B099,7,445.0,0.015730337078651686
DNp22,IN07B026,19,1208.0,0.015728476821192054
DNa16,IN07B077,12,764.0,0.015706806282722512
DNg07,IN07B077,12,764.0,0.015706806282722512
DNnt015,IN14B007,71,4522.0,0.015701017249004866
DNp42,IN08B083,52,3312.0,0.01570048309178744
DNa11,IN14B003,4,255.0,0.01568627450980392
DNa02,IN14B003,4,255.0,0.01568627450980392
DNp33,IN11B022,47,3006.0,0.015635395874916833
DNpe032,IN12A008,45,2881.0,0.015619576535925026
DNp16,AN18B020,22,1411.0,0.01559177888022679
DNut042,IN12A034,9,578.0,0.015570934256055362
DNp33,IN06A077,10,644.0,0.015527950310559006
DNa16,IN06A077,10,644.0,0.015527950310559006
DNa16,IN06A067,13,838.0,0.015513126491646777
DNxn125,IN12A050,34,2192.0,0.01551094890510949
DNp19,IN11A037,25,1613.0,0.015499070055796652
DNxl127,GFC2,107,6908.0,0.015489287782281412
DNit007,IN19B020,14,904.0,0.015486725663716814
DNp06,IN18B038,31,2002.0,0.015484515484515484
DNxl121,IN11A008,13,840.0,0.015476190476190477
DNg17,IN03B052,11,711.0,0.015471167369901548
DNg02,IN01A020,42,2718.0,0.01545253863134658
DNut037,IN03B066,116,7517.0,0.01543168817347346
DNxn124,IN08B080,12,779.0,0.01540436456996149
DNp13,IN06B052,27,1753.0,0.01540216771249287
DNxn176,IN06A124,5,325.0,0.015384615384615385
DNa10,INXXX198,3,195.0,0.015384615384615385
DNb04,INXXX467,9,586.0,0.015358361774744027
DNge014,IN03B037,9,586.0,0.015358361774744027
DNa10,INXXX467,9,586.0,0.015358361774744027
DNxn109,IN07B092,14,912.0,0.015350877192982455
DNp103,IN11A011,8,522.0,0.01532567049808429
DNg74,IN19A003,68,4442.0,0.01530841963079694
DNge049,IN09A002,109,7124.0,0.015300393037619315
DNg02,IN19B067,29,1896.0,0.01529535864978903
DNit007,IN06A054,5,327.0,0.01529051987767584
DNb02,IN06A137,7,458.0,0.015283842794759825
DNb05,IN00A046,7,458.0,0.015283842794759825
DNp57,IN11B002,37,2421.0,0.015282940933498555
DNg108,IN17A064,65,4255.0,0.01527614571092832
DNg90,IN13B005,108,7073.0,0.015269334087374523
DNg70,IN03B049,6,393.0,0.015267175572519083
DNxl130,IN04B084,17,1114.0,0.01526032315978456
DNp19,IN14B007,69,4522.0,0.01525873507297656
DNg99,w-cHIN,421,27612.0,0.015246994060553383
DNg03,IN06A039,10,656.0,0.01524390243902439
DNg79,IN06A016,5,328.0,0.01524390243902439
DNxn132,IN06A039,10,656.0,0.01524390243902439
aSP22,IN11A035,20,1312.0,0.01524390243902439
DNa07,IN11A034,8,525.0,0.015238095238095238
DNg91,IN03B061,53,3479.0,0.015234262719172175
DNp15,IN06A020,17,1117.0,0.01521933751119069
DNg108,dMS2,65,4271.0,0.015218918286115664
DNa05,IN03B069,50,3287.0,0.015211439002129602
DNxl125,INXXX063,4,263.0,0.015209125475285171
DNpe022,INXXX063,4,263.0,0.015209125475285171
DNg96,IN04B081,27,1776.0,0.015202702702702704
DNg82,IN03B074,19,1251.0,0.015187849720223821
DNxn142,IN07B019,28,1845.0,0.015176151761517615
DNa06,IN06A004,24,1583.0,0.015161086544535692
DNp42,IN17A093,6,396.0,0.015151515151515152
DNp19,IN06B054,16,1057.0,0.015137180700094607
DNxl095,IN01A038,7,463.0,0.01511879049676026
DNge053,IN17A032,23,1523.0,0.015101772816808929
DNg87,IN06B016,97,6427.0,0.015092578185778745
DNg79,IN05B032,24,1591.0,0.01508485229415462
DNxn142,IN03B019,24,1593.0,0.015065913370998116
DNp08,IN11A030,22,1464.0,0.015027322404371584
DNp51,IN06A082,14,932.0,0.015021459227467811
DNp31,IN06A082,14,932.0,0.015021459227467811
DNg92,IN00A047,15,1000.0,0.015
DNg13,IN19A016,79,5271.0,0.014987668374122557
DNxl127,IN12A003,17,1135.0,0.014977973568281937
DNg07,IN08B091,37,2471.0,0.014973694860380412
DNa15,IN11B016,20,1336.0,0.014970059880239521
DNg32,IN17B004,61,4077.0,0.014961981849399068
DNg100,IN13B006,35,2340.0,0.014957264957264958
DNge059,IN19A020,47,3147.0,0.014934858595487766
DNg03,IN19B071,12,804.0,0.014925373134328358
DNxn124,IN03B080,14,938.0,0.014925373134328358
DNg98,IN03B071,11,737.0,0.014925373134328358
DNge099,IN08B085,4,269.0,0.01486988847583643
DNg24,IN08B085,4,269.0,0.01486988847583643
DNp68,INXXX204,3,202.0,0.01485148514851485
DNpe053,INXXX204,3,202.0,0.01485148514851485
DNge053,INXXX204,3,202.0,0.01485148514851485
DNp22,w-cHIN,410,27612.0,0.014848616543531798
DNxn144,IN02A021,5,337.0,0.01483679525222552
DNxn119,IN02A021,5,337.0,0.01483679525222552
DNnt012,IN02A021,5,337.0,0.01483679525222552
DNxn142,IN18B039,23,1551.0,0.014829142488716958
DNge084,IN18B039,23,1551.0,0.014829142488716958
DNa02,IN08A006,81,5467.0,0.014816169745747211
DNg17,IN03B056,4,270.0,0.014814814814814815
DNa16,IN06B042,54,3652.0,0.014786418400876232
DNxn142,IN11A028,35,2369.0,0.014774166314900802
DNp28,IN03B066,111,7517.0,0.014766529200478915
DNxn159,IN06B008,8,542.0,0.014760147601476014
DNb03,IN06A033,9,610.0,0.014754098360655738
DNp31,IN06B013,140,9496.0,0.014743049705139006
DNg92,IN12A063,41,2793.0,0.014679556032939491
DNa15,IN06A065,36,2458.0,0.014646053702196907
DNg91,IN11B022,44,3006.0,0.014637391882900865
DNa04,IN07B019,27,1845.0,0.014634146341463415
DNg74,IN19A010,83,5680.0,0.014612676056338028
DNg108,IN17A071,8,548.0,0.014598540145985401
DNg43,IN16B016,67,4590.0,0.014596949891067539
DNp38,IN06B080,3,206.0,0.014563106796116505
DNp04,IN06B080,3,206.0,0.014563106796116505
DNa08,IN06B080,3,206.0,0.014563106796116505
DNg82,w-cHIN,402,27612.0,0.014558887440243373
DNa04,w-cHIN,402,27612.0,0.014558887440243373
DNb07,IN12A060,11,756.0,0.01455026455026455
DNg99,IN11B017,52,3574.0,0.014549524342473419
DNp63,IN12A043,14,963.0,0.014537902388369679
DNb01,IN20A.22A003,27,1859.0,0.014523937600860678
DNp23,IN06B059,55,3791.0,0.014508045370614614
DNxn102,IN11B009,15,1034.0,0.014506769825918761
DNg71,IN18B041,4,276.0,0.014492753623188406
DNg05,IN11A026,8,552.0,0.014492753623188406
DNa09,IN18B041,4,276.0,0.014492753623188406
DNa05,IN03B081,10,691.0,0.01447178002894356
DNg42,IN06A047,5,346.0,0.014450867052023121
untyped_720575941606629485,IN07B067,4,277.0,0.01444043321299639
DNg98,IN12A009,10,694.0,0.01440922190201729
DNxn179,IN12A009,10,694.0,0.01440922190201729
DNg108,IN17A033,14,972.0,0.01440329218106996
untyped_720575941606629485,IN07B077,11,764.0,0.014397905759162303
DNg37,IN04B092,10,695.0,0.014388489208633094
DNp08,IN17A056,4,278.0,0.014388489208633094
DNa16,IN06B040,32,2230.0,0.014349775784753363
DNp18,IN06A020,16,1117.0,0.01432408236347359
DNxn146,IN03B022,33,2308.0,0.014298093587521665
DNxn152,IN11A008,12,840.0,0.014285714285714285
DNd03,IN11A008,12,840.0,0.014285714285714285
DNg08,IN06A002,64,4481.0,0.014282526221825485
DNg42,IN06A019,86,6028.0,0.014266755142667552
DNp26,IN06A019,86,6028.0,0.014266755142667552
DNg41,IN07B092,13,912.0,0.01425438596491228
DNut054,IN16B079,5,351.0,0.014245014245014245
DNge090,IN07B063,4,281.0,0.014234875444839857
DNxn102,IN12A062,8,562.0,0.014234875444839857
DNg07,IN07B063,4,281.0,0.014234875444839857
DNg01,IN11A018,17,1195.0,0.014225941422594143
DNa09,IN03B059,10,703.0,0.01422475106685633
DNg15,IN17A020,71,4992.0,0.01422275641025641
DNa05,IN11B016,19,1336.0,0.014221556886227544
DNp08,IN00A041,9,634.0,0.014195583596214511
DNge148,dMS10,13,916.0,0.014192139737991267
DNg92,dMS10,13,916.0,0.014192139737991267
DNxl129,IN21A022,12,846.0,0.014184397163120567
DNg96,IN21A022,12,846.0,0.014184397163120567
DNg88,IN21A022,12,846.0,0.014184397163120567
DNxn168,IN03A032,4,282.0,0.014184397163120567
DNxn155,IN12A036,71,5008.0,0.014177316293929713
DNxn122,AN18B020,20,1411.0,0.014174344436569808
DNp42,IN06B016,91,6427.0,0.014159016648514081
DNg04,IN14B007,64,4522.0,0.014153029632905795
DNut054,IN02A013,15,1060.0,0.014150943396226415
DNp31,IN19B070,22,1555.0,0.01414790996784566
DNp05,IN06B055,28,1982.0,0.014127144298688193
DNp26,w-cHIN,390,27612.0,0.014124293785310734
DNnt008,IN16B046,6,425.0,0.01411764705882353
DNp48,IN17A111,7,496.0,0.014112903225806451
DNp13,IN03B024,17,1205.0,0.014107883817427386
DNa05,IN07B019,26,1845.0,0.014092140921409214
DNp18,IN07B019,26,1845.0,0.014092140921409214
DNa15,IN06A122,3,213.0,0.014084507042253521
DNg32,IN03B061,49,3479.0,0.014084507042253521
DNb05,IN12A001,79,5614.0,0.014071962949768436
DNa15,IN06A070,18,1280.0,0.0140625
DNg65,IN17A007,25,1778.0,0.0140607424071991
DNxn142,IN00A040,16,1138.0,0.014059753954305799
DNp33,IN06A008,18,1281.0,0.01405152224824356
DNa04,IN06A008,18,1281.0,0.01405152224824356
DNp22,IN03B072,36,2563.0,0.01404603979711276
DNb02,IN16B066,3,214.0,0.014018691588785047
DNg37,IN12A015,34,2426.0,0.014014839241549877
DNxn127,IN08B075,11,786.0,0.013994910941475827
DNa13,IN20A.22A003,26,1859.0,0.013986013986013986
DNg39,IN20A.22A003,26,1859.0,0.013986013986013986
DNp59,IN06B030,12,859.0,0.013969732246798603
DNut037,IN12A054,52,3726.0,0.013955984970477724
DNp54,IN19B085,3,215.0,0.013953488372093023
DNg42,IN06A082,13,932.0,0.013948497854077254
DNae003,IN06A019,84,6028.0,0.013934970139349702
DNxn122,IN06A019,84,6028.0,0.013934970139349702
DNge084,IN14B007,63,4522.0,0.01393188854489164
DNge140,IN06B012,22,1580.0,0.013924050632911392
DNge054,IN06B012,22,1580.0,0.013924050632911392
DNg05,IN03B005,91,6539.0,0.013916500994035786
DNa16,w-cHIN,383,27612.0,0.013870780819933362
DNg02,INFST022,4,289.0,0.01384083044982699
DNge116,IN12A034,8,578.0,0.01384083044982699
DNge095,IN12A046,7,506.0,0.01383399209486166
DNb06,IN12A046,7,506.0,0.01383399209486166
DNut054,IN12A046,7,506.0,0.01383399209486166
DNge117,IN12A046,7,506.0,0.01383399209486166
DNp22,IN06A097,10,723.0,0.013831258644536652
DNp34,IN05B032,22,1591.0,0.013827781269641735
DNpe054,IN06B064,3,217.0,0.013824884792626729
DNxn177,IN06B064,3,217.0,0.013824884792626729
DNp73,IN07B033,30,2175.0,0.013793103448275862
DNde006,IN01A017,28,2030.0,0.013793103448275862
DNp103,IN11A027,24,1742.0,0.013777267508610792
DNxn124,IN06A048,5,363.0,0.013774104683195593
DNg17,IN03B008,85,6186.0,0.013740704817329454
DNa06,IN06A037,5,364.0,0.013736263736263736
DNg07,IN07B076,8,583.0,0.0137221269296741
DNp57,IN07B076,8,583.0,0.0137221269296741
DNxn124,IN11A035,18,1312.0,0.013719512195121951
DNp68,IN06A039,9,656.0,0.013719512195121951
DNge062,IN09A006,20,1459.0,0.013708019191226868
DNb04,IN06A023,6,438.0,0.0136986301369863
DNp22,IN06A069,3,219.0,0.0136986301369863
DNp33,IN19B008,73,5329.0,0.0136986301369863
DNg68,IN19B086,6,438.0,0.0136986301369863
DNg01,IN06B042,50,3652.0,0.013691128148959474
DNxn176,IN06A126,13,950.0,0.01368421052631579
DNg98,INXXX029,5,366.0,0.01366120218579235
