dn_group,muscle,indirect_fraction
DNxl119,DVM3A,0.0003073212317800928
DNg27,b2,0.0003071670556142467
DNb02,b3,0.00030697870202984123
DNg74,DLM5,0.00030650642146954054
DNpe031,DLM1,0.000305954156057913
DNp18,DLM1,0.00030558341073491966
DNge140,b2,0.00030542279392667095
DNut062,hg2,0.0003052872583502089
DNxn113,DVM2A,0.0003052698683165031
DNnt010,hg4,0.00030474165340891094
DNg05,iii4,0.00030445559596146374
DNb03,DVM1A,0.00030436233860315677
DNp07,DVM2A,0.00030423565086139286
DNxn127,iii1,0.0003042047526551131
DNge084,i1,0.00030403009048982966
DNut048,hg4,0.0003036685455226064
DNut048,iii3,0.0003034485309199739
DNxn145,hg3,0.00030324752058690917
DNp57,iii4,0.00030197175707655303
DNxn102,hg4,0.0003017745567675359
DNp18,DVM1A,0.0003012892826946244
DNxn112,hg1,0.0003012441858363941
DNa09,ps1,0.0003011002627205719
DNxn187,iii4,0.0003010527979419785
DNge148,ps1,0.00030087444328016997
DNg51,iii4,0.00030077130879718067
DNxn140,DLM5,0.00030064104429121445
DNg18,hg1,0.000300185260341212
DNut037,hg2,0.00029970195532025
DNg44,hg4,0.0002992660618082757
DNxn132,DLM1,0.0002992144359098238
DNxl112,DVM1A,0.0002990951537662111
DNa03,iii4,0.0002983569512172225
DNg03,iii3,0.0002980062640211313
DNg82,DVM2A,0.0002977452777318096
DNut062,hg1,0.00029773091983020794
DNb05,DLM5,0.000297675346996252
DNp28,DLM1,0.00029733203309188484
DNut058,DVM2A,0.00029712586076488984
DNp10,i1,0.0002966555772773586
DNxn168,iii4,0.0002966337740516302
DNb01,hg4,0.0002962533901775045
DNd03,DVM1A,0.0002959649695954358
DNut043,DVM1A,0.00029591639636267274
DNut058,DLM1,0.0002950872129735003
DNg33,DVM1A,0.000294569460579999
DNut043,iii3,0.00029427854809714897
DNxn159,i2,0.00029414350377336663
DNut058,iii3,0.00029396368800403775
DNxn187,DVM1A,0.00029391445974216203
DNb04,DVM2A,0.00029387024037737307
DNpe020,DLM5,0.0002937807183336612
DNb02,b2,0.00029348731905401497
DNpe004,b3,0.0002932584632161758
DNp59,DVM1A,0.00029325561947186554
DNg92,iii3,0.0002931749989794647
DNxn178,DLM5,0.0002926102253125693
DNge140,DLM1,0.000291740373534391
DNxl080,hg4,0.0002912331370009863
DNp60,hg2,0.0002911517762174738
DNut037,DLM1,0.0002906301715939235
DNut042,i2,0.00029040490962090667
DNge085,i1,0.0002900497136522741
DNp51,iii4,0.00028989190898998156
DNxn152,ps1,0.0002895638143813618
DNut053,hg1,0.000289450655095249
DNxn168,hg4,0.00028907740504504167
DNp28,hg3,0.0002889669210517346
DNut058,DVM1A,0.00028895976448585936
DNg15,DLM1,0.0002889116042322938
DNp26,hg4,0.00028890414539212866
DNa16,iii1,0.00028872194221303804
DNxn179,i2,0.0002879611546814537
DNp12,hg4,0.00028779286658257364
DNbe002,iii4,0.0002876775328815865
DNpe031,iii4,0.0002868707778918649
DNxn155,hg4,0.0002859453658956906
DNxn122,DLM5,0.0002857277953344202
DNb04,iii4,0.000285724133491433
DNut062,b1,0.0002856249202509594
DNxl119,DVM2A,0.0002853861847321579
DNxn181,iii4,0.00028535813732075756
DNxn136,hg2,0.00028528256457239533
untyped_720575941434874912,DVM2A,0.00028524140097854306
DNg111,iii3,0.0002846342281870722
DNp05,hg4,0.0002846059140895221
DNut046,i1,0.0002843753620718792
DNg27,b1,0.00028425356915010464
DNge016,b3,0.00028378608399472026
DNxn114,i1,0.0002837252487065861
untyped_720575941434874912,DLM1,0.00028305372505535453
DNxn109,iii4,0.0002829847175468205
DNut042,DLM1,0.00028200925835647977
DNp10,DVM1A,0.00028154581849347885
DNut040,iii1,0.0002814758691698479
DNp11,DLM1,0.0002808594395435946
DNpe055,iii1,0.00028079767962981965
DNxn155,b2,0.0002805162073707943
DNg98,DVM3A,0.0002802577212673518
DNg08,DVM1A,0.0002800344873087481
DNxn007,iii3,0.00027972456625123846
DNut062,i1,0.0002796516017582883
DNp02,ps1,0.0002795042845084893
DNg79,i2,0.0002791189576743313
DNxn109,b3,0.00027901699822070286
DNut047,hg1,0.00027863136232619373
DNp18,iii1,0.00027855618222391473
DNp57,hg3,0.00027822741352767947
DNg37,hg4,0.0002776604618771255
DNxn152,iii4,0.0002772077061341345
DNge014,b2,0.000277202352099838
DNge053,ps1,0.0002770075534394152
DNp43,iii4,0.00027672681040576965
DNg32,DLM5,0.00027621586163312136
DNa07,hg2,0.0002761327456106535
DNxn118,i1,0.0002759214212482198
DNa08,hg4,0.0002751678859106112
untyped_720575941434874912,DVM1A,0.000274945919052694
DNxn117,b3,0.0002748674547124426
DNge092,hg4,0.00027475002670651
DNg74,ps1,0.00027459220487320276
DNxn114,b3,0.0002745054686684726
DNg111,hg1,0.000274357742625889
DNxn179,DLM1,0.0002742885492048834
DNg01,hg4,0.00027411294191305886
DNg92,DLM1,0.0002740577347149214
DNp06,b3,0.0002740090387939214
DNpe054,i1,0.0002739883036884651
DNp18,DLM5,0.0002736077353432354
DNg21,DLM5,0.0002736020816350874
DNg110,hg4,0.0002735342729871613
DNb02,iii4,0.00027345153440836036
DNg15,i1,0.00027343425094496514
DNge090,b1,0.0002734312407541433
DNxn113,DLM5,0.0002726265649015444
DNg03,iii4,0.00027260095633963445
DNxn102,b1,0.0002724693621465048
DNge133,iii1,0.00027222441690977363
DNge090,i1,0.0002717564081863865
DNxl134,iii1,0.0002715723388191915
DNxn125,DVM1A,0.0002713989347939166
DNge088,iii4,0.0002708588711700945
DNge088,hg2,0.00027073554214095293
DNxn163,iii3,0.0002704146761795041
DNut050,iii4,0.0002702718486191955
DNp66,b3,0.0002700266722283436
DNp34,hg3,0.0002699948655107532
untyped_720575941606629485,b2,0.00026980468592096787
DNp37,iii1,0.000269777061092735
DNp57,ps1,0.0002694108416406233
DNge118,b3,0.00026936556066607084
DNg03,hg3,0.0002693609534464589
DNp42,DLM1,0.00026926800614714884
DNut058,b3,0.00026917503928001606
DNg41,DVM1A,0.0002691672854465749
DNxn114,b2,0.0002688868519089244
DNp69,DLM1,0.000268631639765225
DNp11,hg4,0.0002685623778119685
DNxn154,DVM1A,0.0002685602654475865
DNge099,DVM1A,0.0002685602654475865
DNxn163,DVM2A,0.00026826511137701596
DNit003,b3,0.0002676133568176314
DNp26,hg3,0.0002672362075785975
DNxl129,iii1,0.00026700634739613993
DNg44,iii4,0.00026682858321118837
DNxn187,b2,0.0002666176707073844
DNpe055,b3,0.00026627054435586153
DNxn132,DVM1A,0.0002659202610142863
DNut037,DLM5,0.0002656761205489182
DNp53,ps1,0.00026525114529381847
DNp59,b1,0.00026476404747465123
DNg51,hg3,0.00026319555035300804
DNit007,DVM3A,0.0002629165452365099
DNg45,DVM1A,0.0002628148923242857
DNbe005,iii3,0.00026275506389263103
DNge004,iii1,0.00026216181892247683
DNxn127,i2,0.00026191649122913295
DNpe004,i1,0.00026177309900020374
DNxn136,hg4,0.00026151946733665694
DNxn151,DLM1,0.00026150781560675164
DNg33,DVM3A,0.0002614073987629828
DNp06,i1,0.00026111200461002685
DNg91,i2,0.00026060555997653207
DNge092,hg1,0.00025979339658052495
DNg37,ps1,0.00025955568011531445
DNg92,iii4,0.00025889484649760207
DNp59,iii3,0.00025833183906260227
DNa02,i1,0.0002583182645815545
DNut047,iii3,0.00025827160355708275
DNxn112,hg3,0.00025680463162862556
DNge091,iii1,0.00025664932234244203
DNg11,hg1,0.0002565246653951709
DNg41,b3,0.00025649596048822794
DNa06,hg3,0.0002563770684090677
DNge140,b1,0.0002559954997905386
DNge088,hg3,0.0002559341054065239
DNnt015,iii4,0.00025584012807036233
DNge175,iii3,0.0002553377503383072
DNge095,iii3,0.00025510469909425235
DNp70,ps1,0.0002551007586514148
DNp01,hg2,0.00025487954029718103
DNpe008,hg3,0.00025464374782790733
DNxl130,ps1,0.0002542218503674287
DNae003,ps1,0.00025407097738216957
DNit007,hg4,0.00025360757770972277
DNg42,iii4,0.0002534223686528966
DNg05,i2,0.0002530826592985502
DNxn181,b2,0.00025205196116686213
DNb06,i2,0.00025130780280852987
DNp60,hg1,0.0002512953767910096
DNp16,hg2,0.0002512906187464023
DNut043,DVM3A,0.0002512408450330092
DNnt015,hg2,0.0002511845934127262
DNxn187,hg4,0.0002507956092973955
DNa07,hg1,0.0002501635307073382
DNg01,iii1,0.00025010554400665253
DNg44,b2,0.00024986570275871016
DNg89,iii4,0.0002497003220107586
DNpe004,iii4,0.0002496161869631626
DNxn114,hg3,0.00024922703943229443
DNpe054,b1,0.0002490742098871389
DNge049,iii4,0.00024846232596678917
DNg15,iii3,0.00024787078996934707
DNg42,iii3,0.00024708044657839606
aSP22,iii3,0.00024698761768743326
DNp05,b1,0.000246639245399222
DNp103,b1,0.0002463443209860309
DNa02,b3,0.0002462090901827811
DNxn112,iii3,0.00024612979931493194
DNut043,i2,0.0002449725543184484
DNut058,DVM3A,0.0002448732580177922
DNxn132,hg2,0.00024482088641827643
DNpe053,iii1,0.00024478391889300546
DNg98,ps1,0.00024447593952770793
DNp11,DVM3A,0.00024428615257510313
DNge088,b1,0.00024409215567466105
DNg03,DVM1A,0.00024356043657237106
DNb01,DVM3A,0.0002433900930255634
DNge175,b3,0.00024305256317513018
DNp04,iii1,0.0002423522934019826
DNg01,b3,0.00024190392950503204
DNp11,ps1,0.00024183242257359313
DNp54,iii4,0.0002413020535671867
DNxn114,b1,0.00024117690682462557
DNxn118,b2,0.00024093182577237152
DNg11,b3,0.00024085544919235125
DNp28,i2,0.0002404744824175721
DNa07,DLM5,0.00024044405440467895
DNa08,hg2,0.0002403112797160145
DNge053,DLM1,0.00024013601537212692
DNg79,i1,0.0002398895098307033
DNg07,DLM1,0.00023952736451114814
DNp13,i2,0.00023942842256581215
DNa03,iii3,0.00023940890848898557
DNpe008,b3,0.00023938236920225338
DNxn144,hg4,0.00023911976068832574
DNg03,b3,0.00023910004306293314
DNit007,DVM1A,0.00023890885381200154
DNg51,i1,0.00023874133969596672
DNp47,DVM1A,0.00023805097888825215
DNp57,i1,0.000238015246452716
DNg07,DVM1A,0.00023777270348601288
DNpe054,hg3,0.00023706685896085342
DNut046,hg1,0.00023702364054153572
DNp17,i1,0.00023695351661846164
DNp37,DVM3A,0.00023674821678333738
DNut042,hg3,0.00023658844327093152
DNp12,hg1,0.0002363001649811228
DNut058,DLM5,0.00023609326332988382
DNpe042,hg2,0.00023601934734859842
DNp10,b3,0.00023573170606634968
DNg03,DVM2A,0.00023483050404217155
DNxn187,DLM1,0.00023479471987456645
DNxn109,iii3,0.0002343767229945489
DNp53,DVM3A,0.00023402385682888977
DNut053,iii3,0.00023350803657779605
DNp28,iii3,0.00023336595614159393
DNxn132,DLM5,0.00023280247573883057
DNg48,b2,0.00023277277571170699
DNge073,hg4,0.00023269112104690916
DNp08,b1,0.00023257989198020095
DNit007,DLM1,0.00023207828727851682
DNg37,hg3,0.00023192922246541487
DNp08,i1,0.00023170188567232824
DNpe045,hg4,0.00023169475656623147
DNa07,hg3,0.00023147624951061905
DNxn122,DVM1A,0.0002313598177215342
DNxn155,i1,0.00023119844518754346
DNp37,DVM1A,0.0002308510340658887
DNxl100,ps1,0.00023037903127328912
DNp23,hg2,0.00023002488799412913
DNge071,hg4,0.000229839971707636
untyped_720575941434874912,hg2,0.0002292141385085511
DNpe042,b2,0.00022918031820078847
DNa07,i2,0.00022905683217338302
DNg29,i1,0.00022897570067973474
DNut050,i2,0.00022841716004145596
DNut043,b3,0.0002282020801687738
DNp59,i1,0.000227970093946145
DNge140,DVM2A,0.000227121950529796
DNg05,i1,0.0002267162551121311
DNa12,iii3,0.00022659329816331753
DNp45,DVM1A,0.0002264674055572141
DNxn168,iii1,0.00022623918412777706
DNpe014,DLM1,0.00022614067550733713
DNb09,b1,0.00022605507633666183
DNg93,DVM2A,0.00022587713682992053
DNg105,b3,0.00022585761314200973
DNp13,iii3,0.00022579562731844655
DNxn155,DVM1A,0.0002254657483112826
DNa12,DVM3A,0.0002252702235518106
DNp69,DVM1A,0.0002252524423073792
DNge003,DVM1A,0.0002250114669252683
DNxl106,iii4,0.0002243955949221714
DNp28,DLM5,0.0002236488946504004
DNp17,b1,0.00022351004305066024
DNg17,hg1,0.000223359280756253
DNp47,DVM3A,0.00022301165765692814
DNp41,hg4,0.0002227946784516126
aSP22,DVM1A,0.00022261597436804852
untyped_720575941606629485,b3,0.00022227118925318562
DNxn118,b1,0.00022120113476811884
DNpe054,hg1,0.0002210369017975836
DNg89,hg2,0.00022059089985610142
DNge014,iii3,0.00021938016924622544
DNge131,iii3,0.0002191939391934419
DNg41,ps1,0.0002191067693384621
DNa07,DLM1,0.0002190571696914886
DNp18,DVM2A,0.0002185044184723147
DNxn007,DVM1A,0.00021824872839600948
DNge116,hg1,0.00021811065792479124
DNp45,DVM3A,0.0002178569553314926
DNg18,b2,0.00021749598661568824
DNxn119,iii4,0.00021676626590923253
DNd04,hg3,0.00021658016829081224
aSP22,hg4,0.00021638922953455872
DNp26,DVM1A,0.0002161238199978363
DNpe008,iii4,0.0002159471421863146
DNg82,i2,0.00021552115964504508
DNut053,iii4,0.00021536011427366364
DNa05,iii1,0.00021513950723238163
DNg105,DVM1A,0.0002141797430071675
DNg37,hg1,0.00021388413505958674
DNp01,DVM1A,0.0002134816021728876
DNg18,b1,0.00021289133646983227
untyped_720575941606629485,b1,0.00021268633594665067
DNg92,DLM5,0.00021265985541651542
DNp41,i2,0.00021263742516086767
DNxn119,hg4,0.0002125779099433457
DNg74,i2,0.00021217296098951778
DNb06,hg3,0.000211724988072937
DNge016,ps1,0.00021169829799282282
DNp10,DVM3A,0.00021163186848548675
DNg18,iii4,0.00021131952947107805
aSP22,hg3,0.0002113020982494662
DNg45,iii1,0.00021095193407565858
DNit007,iii4,0.0002109199989604593
DNb03,b3,0.0002107791356408862
DNp103,hg3,0.00021011459408794755
DNpe001,iii4,0.0002094762032233018
DNg92,i1,0.0002091310640292135
DNge004,iii3,0.00020878162742103917
DNp06,b1,0.00020877643388555718
DNut048,iii4,0.00020874138337665337
DNxn102,i2,0.00020866027639236662
DNge140,DLM5,0.00020815928642204976
DNge110,i1,0.00020804705282452993
DNge073,hg3,0.0002079439752713816
DNp70,i2,0.00020776657247891143
DNxn151,b3,0.0002077357124497693
DNg02,iii1,0.00020763243736647924
DNut051,hg4,0.00020749954312234635
DNp05,DLM5,0.00020737568699394154
DNg78,hg4,0.00020728164753723094
DNnt011,hg1,0.00020724618455401642
DNge016,i1,0.00020709219231871702
DNpe031,hg2,0.00020692795285107677
DNb04,DLM5,0.00020674865546945305
DNxl119,DVM1A,0.0002063639988143857
DNpe055,i2,0.00020623070672276972
DNg11,hg4,0.0002060483106712225
untyped_720575941434874912,DLM5,0.00020592643433514505
DNg17,iii4,0.00020544108112071204
DNp11,DVM2A,0.00020516635894907156
DNxn131,iii1,0.00020513006630216714
DNa07,b2,0.00020512787067465077
DNpe031,hg4,0.00020507349854031627
DNpe045,iii1,0.0002049985076170889
DNbe005,DVM2A,0.000204835886603158
DNa02,b1,0.00020413791535899744
DNpe053,ps1,0.00020376720030642915
DNpe055,hg4,0.00020366522925893926
DNg15,b3,0.0002032935308624546
DNpe012,hg1,0.00020328876979634934
DNp26,i2,0.00020304986031673779
DNpe013,hg1,0.00020292445324124518
DNp47,hg2,0.0002028947567828058
DNg59,hg4,0.00020222915737851092
DNnt017,hg3,0.00020220054794137845
DNxn144,b1,0.00020208012371657558
DNbe005,b3,0.00020204939591974332
DNg110,b1,0.000202010142517335
DNge110,b3,0.00020179088911065292
DNp26,DLM1,0.00020167400768871416
DNut050,hg1,0.00020157725139278982
DNa06,hg1,0.00020128596241085708
DNp69,DVM3A,0.00020102587589435845
DNg93,DVM1A,0.0002007415745905187
DNge053,DLM5,0.00020048717690980325
DNxn102,iii3,0.00020019856879149354
DNxn187,hg2,0.00019971711660493057
DNge049,hg3,0.00019959860472976566
DNpe055,iii4,0.00019940573632860407
DNut053,i1,0.00019915256271117588
DNp37,DVM2A,0.00019905342904248636
DNxn143,b3,0.0001987728435064
DNp60,DLM5,0.00019868695084467692
DNp60,iii1,0.00019865784639195514
pIP9,DVM2A,0.00019865672065081172
DNg21,DLM1,0.00019825003265086668
DNp57,b2,0.00019789851353086614
DNxn112,hg4,0.00019773662544063923
DNa07,b3,0.00019729725252460057
DNge145,hg4,0.0001972498642486077
DNxn132,hg3,0.00019724260645561772
DNge049,b2,0.0001967984727208626
DNg98,i2,0.00019642692348608912
DNa06,hg2,0.00019641189402810923
DNg94,iii3,0.00019581812584521627
DNxn155,DVM3A,0.0001956488420014006
DNb05,DVM1A,0.00019560393191648919
DNxn172,hg1,0.0001954019892778324
DNg105,DVM3A,0.0001950478439405747
DNxn153,hg2,0.00019484948993659512
DNxl130,hg3,0.0001944182842222742
DNge085,i2,0.000194125765501747
DNxn114,i2,0.00019407904316574658
DNp47,iii1,0.00019407837664179225
DNxn172,iii1,0.0001939168610751261
DNge140,hg3,0.00019378745928930508
DNp51,hg3,0.0001935022521167041
DNp07,DLM1,0.00019335941597332077
DNge095,b3,0.00019330196977335423
DNg79,iii1,0.00019313782016781432
DNxn122,DVM2A,0.00019255615698207898
DNge118,b1,0.0001925179267768945
DNp08,DLM5,0.00019227540167325108
DNg03,i1,0.00019197970848790297
DNp16,b1,0.0001919280777632436
DNxn112,i1,0.00019192676508247028
DNge076,hg3,0.00019159014887264162
DNxn177,DLM5,0.0001915901349414129
DNg42,hg4,0.00019129844032940966
DNg110,b2,0.00019123809728582928
DNxn142,DVM1A,0.00019121695208117374
DNg03,hg2,0.0001909151801543256
DNnt013,b3,0.0001906261997382833
DNg01,iii4,0.0001904308804481103
DNge090,hg2,0.0001900905356089736
DNg29,b3,0.000189923471621883
DNb02,i2,0.00018981250765331492
DNg29,i2,0.0001896253696932455
DNp53,DLM5,0.00018962314971266713
DNge116,hg4,0.00018928791570869873
DNp05,iii3,0.00018897848174461907
DNxn119,hg3,0.00018887685637567682
DNut043,ps1,0.0001885342429134991
DNbe005,DVM3A,0.00018818098944722677
DNd03,hg3,0.00018752258852949329
DNxn117,i2,0.00018726761251059527
DNnt011,b3,0.00018703750930454058
DNg82,b3,0.0001869605968056124
DNge053,iii4,0.000186500704883414
DNge090,hg3,0.00018647187122232856
DNut046,iii4,0.00018620406629979712
DNp57,b1,0.00018596071986527548
DNg79,b1,0.0001858740680716656
DNg100,ps1,0.00018553069752656818
DNb02,iii1,0.00018543300406377485
DNb03,hg1,0.00018538681633552246
DNge140,hg1,0.00018506550515298776
DNge175,i1,0.00018497465420421296
DNp11,iii1,0.00018487084088610685
DNpe014,ps1,0.00018476079734360692
DNp08,DLM1,0.00018473094314854042
DNa16,i1,0.00018455303579779534
DNg44,b1,0.00018424250146722665
untyped_720575941606629485,iii3,0.00018416877747649336
DNxn159,hg3,0.0001841524833944028
DNg01,b1,0.00018386409867043367
DNp11,b3,0.00018313684547563504
DNpe001,iii1,0.00018290807839202772
DNg93,DVM3A,0.00018259793337001447
DNp06,DLM5,0.00018258047731620027
DNg105,DVM2A,0.00018164791693172464
DNxl130,b2,0.00018115305344695517
DNut058,ps1,0.00018113265944488168
DNge133,i1,0.00018067827309614475
DNp48,ps1,0.00018064833423810984
DNg52,DVM2A,0.00018054452227919408
DNp08,DVM2A,0.00018054452227919408
DNa12,i2,0.00018011775552132607
DNp66,hg2,0.00018008961481631041
DNb01,iii1,0.00017944043034743526
DNg111,b3,0.00017916564411465146
DNxn136,iii3,0.00017878376879411568
DNp72,hg3,0.00017836285425078892
DNxn112,iii4,0.0001781578363250633
DNxn109,i1,0.00017802080766639723
DNpe014,i1,0.0001775401117476406
DNg45,hg2,0.00017737845266558886
DNp43,iii3,0.00017698488551935894
DNa15,DVM2A,0.00017691968071462645
DNxn172,iii4,0.0001768684230857984
DNae003,i2,0.00017682520749671483
DNpe054,i2,0.0001765729081606298
DNge110,i2,0.00017595500306432125
DNut037,hg3,0.00017593017373889402
DNa09,DVM3A,0.0001757303355780786
DNxn179,hg4,0.0001756805421297237
DNge089,i1,0.00017546096670052432
DNxn179,b1,0.00017544213544228244
DNpe042,hg1,0.00017540265599078837
DNg105,DLM1,0.00017516605380940594
DNge093,hg1,0.00017465193800995292
DNxn122,i2,0.000174502701098791
DNpe039,iii3,0.00017433896583488346
DNp37,iii4,0.00017431901873573408
DNg92,b2,0.0001742382758544241
DNge014,b3,0.0001740511988393046
DNit005,b1,0.00017366019179934457
DNge133,i2,0.00017335864748061462
DNg17,b1,0.00017334598741079312
DNp72,i2,0.00017297202601613382
DNxn159,hg2,0.00017293096468458779
DNxn102,hg3,0.0001725330274840132
DNde006,iii3,0.00017251181117798123
DNut050,b1,0.00017238337091407183
DNge053,b2,0.00017237770648288102
DNp54,iii1,0.00017235680010883284
DNge049,ps1,0.0001714455329655977
DNxn136,b2,0.00017143726786962937
DNpe020,iii3,0.00017130695038451553
DNge048,DLM1,0.0001712646501945111
DNa07,iii4,0.00017086267195770845
DNp06,DLM1,0.00017073198147966986
DNg04,ps1,0.00017050601891684095
DNg68,hg3,0.00017035342514586885
DNpe013,iii4,0.0001702060878692321
DNxn187,b1,0.00017012509992068514
DNp54,hg1,0.00016987614152245772
DNut046,b2,0.00016980178931188955
DNge004,iii4,0.0001695736817021849
DNd03,iii4,0.00016949141599381879
DNp53,iii3,0.00016901931531881632
DNp01,i2,0.00016879141401971573
DNnt012,b3,0.0001684584078269972
DNg44,hg1,0.00016842697165652567
DNge145,hg1,0.0001682171153929215
DNge140,hg4,0.00016796412864746702
DNp42,hg2,0.00016793651414232375
DNp01,iii1,0.00016784173654873103
DNg01,ps1,0.0001675675023118723
DNae001,ps1,0.00016736011594337526
DNp15,hg3,0.00016715190953048748
DNxn176,i1,0.00016687618840491368
DNxn168,DVM2A,0.00016682377940427666
DNg41,i1,0.00016659654212607843
DNp63,DLM5,0.00016652476684760796
DNpe031,i2,0.0001661815674368465
DNp28,ps1,0.00016616955333323083
DNg39,iii4,0.0001658849083279455
DNge118,iii4,0.00016571506845060592
aSP22,DVM3A,0.00016492902433391018
DNit007,DLM5,0.00016481955606392418
DNge090,b3,0.00016479344990592853
DNg98,hg1,0.00016474662888503239
DNge109,b3,0.00016469783806285303
DNge092,iii4,0.00016455989886679376
DNxn144,hg1,0.00016447912006634948
DNut046,hg4,0.000164375956089514
DNp01,b2,0.00016428541736173457
DNp12,b3,0.00016415123433255897
DNg79,DVM2A,0.00016412002386064498
DNut048,hg1,0.0001638279950893807
DNxn127,b3,0.00016366306082693803
DNxl112,DVM3A,0.000162808760231177
DNp41,hg1,0.0001626184701633529
DNp59,hg4,0.00016258405531908263
DNp103,iii3,0.00016256183350277697
DNp35,i2,0.000162536031165639
DNg92,b3,0.00016243999424890115
DNg74,hg2,0.00016157997835708154
DNp19,DVM1A,0.0001614644894863849
DNp72,hg1,0.00016122717121433612
DNp11,DLM5,0.0001611455960776333
DNp02,hg1,0.0001608890798973491
DNp103,i1,0.00016076167461827944
DNg15,DLM5,0.00016045255097387606
DNge084,DVM1A,0.000160176999882557
DNg35,hg3,0.00016015207637870498
DNa07,hg4,0.0001598677240191511
DNge175,ps1,0.0001592854790480208
DNp47,hg1,0.00015836107543169885
DNg37,b3,0.00015828264799439158
DNp67,DVM1A,0.00015820740507410604
DNg42,hg2,0.00015786716928691647
DNxl112,iii1,0.00015779885977083608
DNa12,hg4,0.000157695013155397
DNut048,hg3,0.0001573569861181672
DNg12,hg4,0.00015731495867443064
DNb03,DVM2A,0.000157203221124825
DNxn187,hg1,0.00015720268229809403
DNb02,b1,0.00015659234421911322
DNge015,hg2,0.00015651165559790902
DNp53,hg2,0.0001560508646141462
DNge049,b3,0.00015603966732388264
DNa02,b2,0.00015587064061331924
DNg75,hg4,0.00015578764341325952
DNa04,iii1,0.0001557215151397771
DNut062,b2,0.00015555054326636447
DNae003,DLM5,0.00015536863279169154
DNxn155,hg1,0.0001551973405143553
DNut051,hg1,0.00015513983161124777
DNp69,hg1,0.00015496253477088846
DNg52,hg2,0.0001546980430697552
DNxn176,i2,0.00015467796275878235
DNxn173,b3,0.00015439149238561859
DNht001,b1,0.0001542430478949754
DNge094,hg3,0.00015397831333015445
DNpe054,hg2,0.0001538750080507203
DNut050,ps1,0.00015341337944814345
DNpe045,iii4,0.00015329292109369814
DNut054,i2,0.00015317151517796866
DNp73,DLM1,0.0001528930530222781
DNge004,b1,0.00015253947400344794
DNp59,DVM3A,0.00015242474523112867
DNg94,ps1,0.00015202856553658478
DNg87,iii1,0.00015184228269483134
DNg37,i1,0.00015163287662263734
DNg106,DVM1A,0.00015161999484818758
DNxn132,i2,0.00015140684720199989
DNxn112,b3,0.00015128306918158548
DNa07,DVM1A,0.00015088151987228954
DNpe031,DLM5,0.00015068363876925226
DNp42,DLM5,0.00015064607742810976
DNxn154,DVM2A,0.00015045376856599504
DNge099,DVM2A,0.00015045376856599504
DNg42,hg3,0.00015018923604011932
DNge014,hg4,0.00015013795976260154
untyped_720575941436586784,iii3,0.0001501307277675661
DNge048,DLM5,0.0001497178657299597
DNg108,hg2,0.00014954129433997318
DNg07,DLM5,0.00014932341957370852
DNxn113,iii3,0.0001489532311679671
DNpe055,b1,0.00014858391722320525
DNpe031,i1,0.00014836407344027806
DNg41,DLM1,0.00014822217946104717
DNge145,b1,0.0001482028865462903
untyped_720575941436586784,DLM1,0.0001480148172901768
untyped_720575941436586784,hg4,0.00014766978895753313
DNnt015,hg3,0.00014683800556178087
DNp42,hg4,0.0001467452665257986
DNut054,ps1,0.00014668868923613316
DNg94,iii1,0.00014651099817119084
DNg03,iii1,0.00014645581380693293
DNxn178,iii3,0.00014642005121696104
DNp45,DLM1,0.00014641863288888393
DNut051,iii4,0.00014630973669835936
DNg93,b1,0.00014630060661906176
DNg110,iii3,0.00014560361203086648
DNg82,DVM3A,0.00014553411163762181
DNge088,hg1,0.00014524968814123713
DNxl080,DVM1A,0.00014493349674206795
pIP9,i2,0.0001448099581402098
DNge095,b1,0.0001447990183829093
DNge118,i1,0.00014476686467893165
DNg89,hg3,0.00014468572093650654
DNge003,DVM2A,0.00014443561782335527
DNp38,iii1,0.00014409990714324677
DNg71,DLM1,0.00014407657242732316
DNg09,hg4,0.00014398531615192645
DNp10,DLM1,0.00014365098471033874
DNp22,DVM1A,0.0001428747713910971
DNp43,DVM1A,0.00014280605019843725
DNge014,hg1,0.00014268316149625753
DNge089,hg1,0.00014249389223971418
DNge118,hg4,0.00014224268388704305
DNxn154,hg2,0.00014209318625459756
DNit003,i1,0.00014169372379796804
DNxn151,DLM5,0.00014142578099828835
DNg37,i2,0.0001413012758644884
DNxn187,DLM5,0.00014047563364158488
DNa12,ps1,0.0001404133534337273
DNxl112,iii4,0.00014023907352321671
DNnt011,iii4,0.00014021597919606916
DNg105,DLM5,0.00013975783252085218
DNnt011,i1,0.00013874467471969488
DNxn142,DVM2A,0.00013866398843034617
DNit007,b2,0.0001386578253163335
DNp18,DVM3A,0.00013846541797147012
DNp41,b3,0.0001383475544864783
DNp73,ps1,0.0001381747440453584
DNpe055,i1,0.00013778652356100356
DNp15,hg2,0.00013773568107401177
DNp35,i1,0.0001377092108287344
DNp26,DVM3A,0.00013768823630314213
DNxl113,hg2,0.00013766169988305876
DNg59,DLM5,0.0001376083474999185
DNg68,hg4,0.0001374754890479894
DNpe042,iii3,0.00013746839611644227
DNxl108,b2,0.00013729648726678803
DNxl068,b2,0.00013699736004907847
DNge094,b2,0.0001369240883887626
DNa12,DVM2A,0.00013622331835609215
DNpe011,b3,0.00013598824260205826
DNg55,hg4,0.00013578396777782706
DNge099,hg2,0.00013573654333175593
DNxn113,hg2,0.0001354572398650059
DNp32,hg2,0.00013534109502500778
