dn_group,muscle,indirect_fraction
DNnt020,hg2,6.396570585404047e-05
DNut051,b3,6.391708894035087e-05
DNp35,b3,6.388102041649242e-05
DNpe045,i2,6.380151320012521e-05
DNa12,hg2,6.378656337549589e-05
DNxl113,i2,6.374248148575302e-05
DNxn154,hg3,6.369732231444595e-05
DNxl125,hg2,6.365478386171975e-05
DNa13,hg4,6.36358732805311e-05
DNxl134,DLM5,6.361877737532813e-05
DNge133,iii4,6.352204516719784e-05
DNpe001,b2,6.348393516938636e-05
DNut051,i1,6.345651413733263e-05
DNp15,hg1,6.318396766724663e-05
DNxl108,hg3,6.31796951052889e-05
DNg53,hg4,6.305900589169197e-05
DNp44,DVM2A,6.303987271949508e-05
DNge035,DVM2A,6.303987271949508e-05
DNa12,i1,6.30122032474165e-05
DNxl108,hg4,6.299085670763222e-05
DNxl125,iii4,6.288145540470828e-05
DNxn175,hg4,6.286744233247926e-05
DNxn178,b2,6.285132584146867e-05
DNg87,i2,6.25151705827812e-05
DNg72,b1,6.24762184764994e-05
DNge129,DVM1A,6.245988121038052e-05
DNg16,iii3,6.242406001627484e-05
DNxn125,iii1,6.230217138125636e-05
DNxn152,b2,6.217879960104731e-05
DNxn174,i2,6.217119187277015e-05
DNxn131,hg2,6.213776953268252e-05
DNxl129,hg1,6.212330218859332e-05
DNa13,hg3,6.20857143501732e-05
DNpe042,hg3,6.202991552567635e-05
DNxl121,iii4,6.200516020874712e-05
DNp66,hg4,6.188679324969383e-05
DNp70,iii4,6.180806806813957e-05
DNxn153,iii4,6.178545417832263e-05
DNxn110,iii3,6.174690442185832e-05
DNp49,DVM1A,6.163408889249604e-05
DNxn105,b3,6.157864240263091e-05
DNge110,DLM5,6.150801701281182e-05
DNut046,hg2,6.138877507515984e-05
DNxl108,hg2,6.13865872931385e-05
untyped_720575941606629485,DLM1,6.128635389700627e-05
aSP22,b2,6.122864717944937e-05
DNpe003,i2,6.111296771690282e-05
DNxn175,iii4,6.109372849555708e-05
DNg37,iii1,6.098064936933213e-05
DNxn148,hg4,6.089898495695596e-05
DNp70,hg1,6.0694013406165025e-05
DNg84,hg2,6.0669850774480926e-05
DNg52,DLM1,6.0627321540470824e-05
DNxn104,i1,6.0467979130151986e-05
DNp16,i2,6.0288657087805556e-05
DNge148,iii3,6.0268596810388754e-05
DNp33,iii1,6.026014535324494e-05
DNge037,hg4,6.003288721215072e-05
DNpe022,hg3,5.996503396164746e-05
MDN,ps1,5.994911025822727e-05
DNge154,b3,5.993921744586489e-05
DNa08,iii4,5.95755079700558e-05
DNge035,DVM1A,5.953375623974357e-05
DNp15,ps1,5.947066817570131e-05
DNp02,DLM5,5.9406312011360874e-05
DNge133,iii3,5.9368972318233054e-05
DNa12,b3,5.930873793395792e-05
DNxl130,hg1,5.9290516276814685e-05
DNg91,DVM1A,5.913548586751634e-05
DNxn136,DLM5,5.8987698512684566e-05
DNg41,DVM3A,5.891315060785428e-05
DNit005,hg1,5.8900051027349726e-05
DNg54,b2,5.8892249587914285e-05
DNp43,i2,5.886036514819356e-05
DNut051,iii3,5.882553465559524e-05
DNg46,hg1,5.867479450920745e-05
DNit003,b2,5.863039781288818e-05
DNnt010,hg3,5.858608137309613e-05
DNg18,hg4,5.852639342231758e-05
DNxn119,DVM3A,5.8489793531028846e-05
DNpe032,DVM3A,5.8489793531028846e-05
DNa15,DVM3A,5.83912746326565e-05
DNut048,DLM1,5.8383050091041734e-05
DNxn131,hg1,5.8347820526211994e-05
DNfl025,hg3,5.831004530906483e-05
DNp12,DVM3A,5.8214832281055044e-05
DNxl127,DLM1,5.81580733737064e-05
DNg03,b1,5.8092873428452474e-05
DNp68,hg2,5.806287290582296e-05
DNxl113,hg4,5.803912574655833e-05
DNxl129,iii4,5.8014500542249146e-05
DNp51,DVM1A,5.799585198727139e-05
DNg01,DVM1A,5.795768886379676e-05
DNxl134,iii4,5.795559243658754e-05
DNxn172,hg3,5.790154308384339e-05
DNge109,i1,5.7874338314355157e-05
DNg111,b1,5.772807834070646e-05
DNxn153,i1,5.7652519356213807e-05
DNg26,iii1,5.7618188660636656e-05
DNxn146,hg3,5.7507259375907244e-05
DNxn109,hg3,5.74104608322156e-05
DNut043,hg4,5.7199810229765976e-05
DNpe032,DLM1,5.713604384645159e-05
DNit005,hg4,5.713261218860162e-05
DNb06,ps1,5.693813476844238e-05
DNge048,b2,5.6889458695542165e-05
DNge111,i1,5.685867208466635e-05
DNxn159,DLM5,5.6746526398154085e-05
DNp19,DVM2A,5.672983282328404e-05
DNg100,hg2,5.667549667281089e-05
DNp68,b2,5.666616493619365e-05
DNpe001,i1,5.663465679506322e-05
DNd04,b2,5.659428705058441e-05
DNb06,DVM2A,5.658208010057926e-05
DNp66,b2,5.656517078352198e-05
DNa11,hg4,5.652624418271117e-05
DNge142,iii4,5.641417406123288e-05
DNxn157,i2,5.641369392564629e-05
DNge053,b3,5.6336509025387505e-05
DNxl102,b2,5.6154518409007e-05
DNut043,i1,5.613044111910379e-05
DNnt013,hg4,5.611658972017492e-05
DNge006,DVM1A,5.608708987241746e-05
DNge032,iii4,5.5991034776253966e-05
DNp32,hg3,5.584952555036655e-05
DNp09,iii1,5.581444192737183e-05
DNge110,b2,5.572555638971297e-05
DNxn176,hg3,5.565944779514207e-05
DNpe031,DVM3A,5.555330548824972e-05
DNg29,DVM3A,5.5533342218668095e-05
DNb09,DVM2A,5.545115677274268e-05
DNb03,b1,5.537023241875405e-05
DNb09,i1,5.5326830956360603e-05
DNxl117,iii4,5.530801378552244e-05
DNxl113,iii1,5.530027676392973e-05
DNbe002,DVM1A,5.522816268046614e-05
DNxn168,hg3,5.5207401709612143e-05
DNa12,b2,5.51748518911618e-05
DNpe013,hg4,5.514139257662865e-05
DNg105,ps1,5.5134314624137565e-05
DNpe004,hg3,5.509376232687519e-05
DNxn176,DVM1A,5.498698652605201e-05
DNnt018,hg4,5.496442631081633e-05
DNa11,hg1,5.492908715210298e-05
DNge148,iii1,5.491094891524336e-05
DNp01,DVM3A,5.483027367820782e-05
DNg87,b2,5.4787624151927864e-05
untyped_720575941434874912,i2,5.4685298831628316e-05
DNp34,i2,5.467688963137732e-05
DNxl096,hg4,5.464094409294615e-05
DNnt008,i1,5.463394435717619e-05
DNp35,iii1,5.462974243230592e-05
DNa11,hg2,5.4559169198348505e-05
DNg41,iii1,5.4556282509922164e-05
DNnt007,iii4,5.449816122588225e-05
DNxn109,DVM1A,5.4487903308386616e-05
DNxn007,DLM1,5.441211699426979e-05
DNge110,DVM1A,5.436467648984261e-05
DNxl134,DVM1A,5.428572924448995e-05
DNp02,b3,5.4236376400238764e-05
DNpe039,i2,5.422090408621748e-05
DNge154,DLM1,5.416877446033299e-05
DNxn136,DLM1,5.406103458232932e-05
DNp06,DVM1A,5.4001054560196774e-05
DNxl073,i1,5.391244730583397e-05
DNpe022,hg2,5.3896409726849305e-05
DNge084,i2,5.3887401536963694e-05
DNxl120,hg2,5.3880453016458465e-05
DNpe011,iii4,5.383547730978148e-05
DNge088,b3,5.3767721123334104e-05
DNg89,b3,5.374514571612967e-05
DNge115,hg1,5.36669317147296e-05
DNp43,DLM1,5.3644154237692974e-05
DNg111,hg4,5.3608536986386515e-05
DNp63,b1,5.351244685904255e-05
DNa12,hg1,5.349943122501339e-05
DNge090,DVM1A,5.346488473837777e-05
DNge118,DVM1A,5.340824943984298e-05
DNxl082,hg2,5.3406819827856064e-05
untyped_720575941606629485,hg3,5.3386870069833164e-05
DNp68,iii1,5.3326215772238534e-05
DNg75,iii4,5.332262030266563e-05
DNxn154,i2,5.3269525653223715e-05
DNpe010,DVM1A,5.326367371136647e-05
DNpe053,iii3,5.3243654987985824e-05
DNxn176,iii3,5.319397288252764e-05
DNge133,hg2,5.317907282992635e-05
DNxn119,b3,5.3003841123266903e-05
DNge015,hg1,5.297982214110938e-05
untyped_720575941606629485,DLM5,5.291088599443286e-05
DNp48,i2,5.28839704600335e-05
DNut042,ps1,5.286674995201993e-05
DNxl106,i1,5.285280259749903e-05
DNp54,b3,5.2700370473134145e-05
DNg11,iii4,5.26869412556399e-05
DNpe042,ps1,5.2655400254482806e-05
DNxn165,i2,5.2615636625522654e-05
DNpe039,hg1,5.261507430197767e-05
DNxn144,hg3,5.2564852240603006e-05
DNa07,DVM3A,5.248226529819957e-05
DNge063,hg3,5.2397490080183995e-05
DNxn152,hg3,5.235377410976242e-05
DNg49,hg3,5.2260453705434656e-05
DNxn173,DLM1,5.2229833969726127e-05
DNp44,DLM1,5.2229833969726127e-05
DNxn171,b2,5.213637008480942e-05
DNp09,iii4,5.2055639856907613e-05
DNxl101,hg2,5.205426731731068e-05
DNp16,DVM1A,5.205042908786772e-05
DNge006,hg1,5.203748715501055e-05
DNp43,hg3,5.2016569466458836e-05
DNxn173,DLM5,5.190069051963226e-05
DNxl022,b1,5.1880611493913534e-05
DNg10,DVM1A,5.186580224170073e-05
DNa15,iii1,5.186313139407505e-05
DNpe014,iii3,5.176024583354361e-05
DNxn181,DVM2A,5.175212728481102e-05
DNp70,DLM1,5.157576952830137e-05
DNpe014,DVM2A,5.154714300726953e-05
DNp103,ps1,5.151535134910991e-05
DNxn173,hg1,5.143616295203628e-05
DNxl113,hg3,5.14051221822101e-05
DNge099,DLM1,5.127292852226275e-05
DNg105,iii1,5.115638584367155e-05
DNp12,hg2,5.11506667735309e-05
pIP9,ps1,5.1076153626063134e-05
DNxn136,ps1,5.106210989652046e-05
DNge032,hg3,5.098538125368979e-05
DNge115,hg4,5.078398361554183e-05
DNge004,i2,5.075845744000773e-05
DNg68,iii4,5.074370543838549e-05
DNae002,iii1,5.073804636812946e-05
DNxn178,i2,5.069158597696727e-05
DNa01,hg2,5.066885272235838e-05
DNg09,iii4,5.063719993693909e-05
DNa09,iii1,5.059104687711923e-05
DNxn110,i1,5.054287664835598e-05
DNxn165,i1,5.05327498546039e-05
DNxn154,DLM1,5.0522767950392346e-05
DNxn116,hg4,5.047674318576203e-05
DNge092,b1,5.037584088988903e-05
DNut053,b1,5.0270830560285835e-05
DNg49,b3,5.02382205074243e-05
DNge089,iii3,5.0232513712426116e-05
DNg39,hg4,5.00883086340869e-05
DNxl108,iii3,5.00725681635482e-05
DNxn114,DLM5,5.004243513621708e-05
DNxn168,DLM1,4.984853676014744e-05
DNp55,b3,4.9749062349936325e-05
DNa16,ps1,4.974788591785083e-05
DNxl115,b2,4.967279398862444e-05
DNut053,i2,4.9561138324539074e-05
DNb03,i1,4.9440194265441e-05
DNge129,DVM3A,4.9422211892798455e-05
DNa08,iii1,4.941343100868509e-05
DNg97,iii3,4.939752353748666e-05
DNg41,DVM2A,4.9318657607788235e-05
DNg26,hg4,4.9300135879695495e-05
DNge050,DVM3A,4.922672050017983e-05
DNp32,hg1,4.898717392067015e-05
DNxn116,hg1,4.888373757682792e-05
DNnt017,hg2,4.888181493483701e-05
DNnt007,hg4,4.88545868583831e-05
DNp57,DVM1A,4.876873965981652e-05
DNg42,DLM5,4.8723149624000914e-05
DNit005,iii4,4.8600656583967814e-05
DNut050,i1,4.856259885602838e-05
DNpe039,b2,4.8532223793615464e-05
DNxl125,hg3,4.846703265353185e-05
DNge114,i1,4.8457824664543833e-05
DNpe054,DVM1A,4.82853169661394e-05
DNpe055,iii3,4.827368304679066e-05
DNg36,DLM5,4.8225969495738796e-05
aSP22,hg2,4.817530560193664e-05
DNg88,hg4,4.8073638132522097e-05
DNxn131,iii3,4.800483673907508e-05
DNxl130,iii3,4.79583328210866e-05
DNut046,DVM1A,4.789655165340538e-05
DNxn131,i2,4.7813069151863216e-05
DNxn183,b3,4.780730202372583e-05
DNp44,i2,4.765973878315713e-05
DNge114,b2,4.754078816775608e-05
DNp04,i1,4.74780982494514e-05
DNp22,iii1,4.744257042471414e-05
DNa14,hg2,4.74413413072857e-05
DNg37,DVM2A,4.739864643819833e-05
DNa01,DVM2A,4.7279904539621304e-05
DNp45,DVM2A,4.7279904539621304e-05
DNxl102,hg3,4.725729085031016e-05
DNg09,hg2,4.7251976476331446e-05
DNge010,iii4,4.719153698016204e-05
DNg72,hg3,4.7101432418577306e-05
DNge063,DVM1A,4.706616303085176e-05
DNb09,DLM1,4.7035823214881516e-05
DNp37,i2,4.7009645836628944e-05
DNxn152,i1,4.6972919920718875e-05
DNpe032,hg2,4.692314590763954e-05
DNae003,DVM3A,4.680283873040212e-05
DNxl100,DLM5,4.6762720244168116e-05
DNxn159,DVM1A,4.673056396023674e-05
DNxn127,ps1,4.660688498154275e-05
DNnt012,hg2,4.65747863075283e-05
DNge035,b2,4.648900895554472e-05
untyped_720575941434874912,hg3,4.646610239267084e-05
DNge115,b1,4.6452977039592706e-05
DNpe003,hg2,4.64489251322169e-05
DNge004,hg1,4.643795936847008e-05
DNge010,hg4,4.6346806757144426e-05
DNa06,b3,4.630476761165963e-05
DNp54,iii3,4.6231227090321765e-05
DNp44,DLM5,4.614444340854878e-05
DNge046,b2,4.608958663401988e-05
DNpe014,hg2,4.604871357718529e-05
DNpe045,i1,4.59030702762448e-05
DNpe003,i1,4.59030702762448e-05
DNpe022,iii4,4.588964530374997e-05
DNfl027,hg3,4.5815035599979515e-05
DNp32,iii4,4.579576379684159e-05
DNp53,DLM1,4.5655357433328604e-05
DNxl129,hg4,4.559323304985887e-05
DNxl080,i1,4.558304025854799e-05
DNbe005,b1,4.5566603391166754e-05
DNb09,hg1,4.5377969177843024e-05
DNg12,hg3,4.533499757846345e-05
DNge110,iii4,4.530119787736759e-05
DNg37,DVM3A,4.529906360695242e-05
DNxn168,i1,4.529309283607065e-05
DNge015,i2,4.524615037650535e-05
DNut048,i2,4.5184071861660373e-05
DNge050,hg3,4.502265958188581e-05
DNxl120,iii4,4.5018460051327825e-05
DNxn119,DLM1,4.501541009823711e-05
DNge032,b2,4.493336861414226e-05
DNpe016,iii1,4.48880439374736e-05
DNge116,b2,4.4717270450806524e-05
DNd04,DVM1A,4.4688479671218445e-05
DNxn136,DVM1A,4.467938464568717e-05
DNg45,iii4,4.464944087002587e-05
DNg96,hg4,4.45895186854063e-05
DNg29,iii4,4.447293655082584e-05
DNit003,i2,4.437560602293739e-05
DNxn171,DVM1A,4.436454276537164e-05
DNp64,i2,4.431754022065531e-05
DNg108,b3,4.429367338219156e-05
DNge154,DLM5,4.428721384166275e-05
DNg26,iii3,4.4238601284083605e-05
aSP22,ps1,4.394463446840339e-05
DNpe012,b3,4.390813056887261e-05
DNxn111,b2,4.388555193986805e-05
DNxn116,b3,4.388277068010291e-05
DNa01,i1,4.382235408747136e-05
DNg18,i2,4.377872784925829e-05
DNp48,hg3,4.375452210421623e-05
DNg10,b2,4.363286679232089e-05
DNae003,DVM1A,4.3535564192984224e-05
DNxn131,iii4,4.3495834250615776e-05
DNg94,hg2,4.340831971703589e-05
DNp70,b2,4.3398656288271456e-05
DNge095,hg4,4.331865920809499e-05
DNpe032,hg1,4.318451795826414e-05
DNfl042,iii4,4.317481262570531e-05
DNde006,i1,4.315398334179864e-05
DNge133,DLM1,4.314954005301348e-05
DNnt008,hg4,4.313447519691354e-05
DNpe039,iii4,4.30614833919025e-05
DNg20,iii4,4.3032845328849485e-05
DNge073,hg2,4.298773981756517e-05
DNg10,hg3,4.295953420025627e-05
DNp70,hg4,4.295536570761709e-05
DNae002,DLM1,4.295023082823036e-05
DNge118,ps1,4.292125097522749e-05
DNxn113,i1,4.286386522503677e-05
DNp68,DVM1A,4.24750818298788e-05
DNge110,hg2,4.240948800099902e-05
DNxl121,i1,4.209360637312838e-05
DNxn131,b2,4.2070752487996686e-05
DNge148,hg2,4.206222886480093e-05
DNxn132,hg4,4.203182296896802e-05
DNxn157,ps1,4.1993670154606886e-05
DNg22,iii1,4.197847795726268e-05
DNxn172,ps1,4.18900247971561e-05
DNge092,i1,4.185171655843618e-05
DNge007,hg1,4.180450812037988e-05
DNg72,hg4,4.179686857972831e-05
DNp23,hg3,4.1780660461477084e-05
DNp43,i1,4.1592863256655366e-05
DNxl114,iii4,4.1592572170291016e-05
DNg75,DVM1A,4.156401349141986e-05
DNxn126,iii1,4.1561476548639984e-05
DNbe002,i2,4.145020847866181e-05
DNg68,DLM1,4.137974774596392e-05
DNge133,b2,4.1371134758598344e-05
DNg88,hg2,4.1368804210392834e-05
DNnt011,hg2,4.136426888772077e-05
DNge053,hg1,4.1364032331080507e-05
DNxn151,DVM2A,4.131125032435992e-05
DNge038,iii4,4.1301274182595895e-05
DNb03,DLM5,4.12800466334144e-05
DNxn118,hg2,4.1237968615011697e-05
DNg68,iii1,4.1213087748369775e-05
DNxl120,DVM1A,4.108478210252482e-05
DNg90,hg4,4.10781681228021e-05
DNge089,DVM1A,4.1046285864531095e-05
DNge032,b1,4.094682481188728e-05
DNge053,hg3,4.0931906761797e-05
DNp09,i2,4.085996397733727e-05
DNxn172,hg2,4.0693086278345855e-05
DNpe032,i2,4.0678852642530954e-05
DNbe007,iii4,4.0670425117190936e-05
DNge102,i2,4.064649895969686e-05
DNg75,hg3,4.0609171826258534e-05
DNge053,hg4,4.0609033218098476e-05
DNxl102,hg1,4.056844229212487e-05
DNb09,iii4,4.053769838327164e-05
DNp32,hg4,4.047980138850464e-05
DNxn136,i2,4.043043225452546e-05
DNp23,hg4,4.0409016336418436e-05
DNa14,hg4,4.03258479575914e-05
DNp57,DVM2A,4.029463495918302e-05
DNp01,i1,4.02740087132118e-05
DNp53,DVM2A,4.007140930632794e-05
DNge131,DVM1A,4.0053867835166235e-05
DNg111,DLM5,4.001988328239445e-05
DNxn155,iii3,3.9932741240989375e-05
DNxn183,iii3,3.9932741240989375e-05
DNxn113,hg4,3.99180300966275e-05
DNge090,ps1,3.9904592502330276e-05
DNit013,hg2,3.9895158275442364e-05
DNpe042,i1,3.985959703413149e-05
DNxl111,hg2,3.985034088153284e-05
DNge060,hg3,3.982040186099429e-05
DNut048,i1,3.9812678241256226e-05
DNg42,i2,3.978259029009414e-05
DNxn132,iii4,3.9668740299502174e-05
DNp32,b2,3.963266067723165e-05
DNge085,iii4,3.958522021299992e-05
DNge006,b1,3.95636269848667e-05
DNpe012,iii3,3.941984490712381e-05
DNge133,hg1,3.939583860971215e-05
DNb03,DLM1,3.937938912664118e-05
DNg11,hg2,3.931691979422459e-05
DNut043,b1,3.9227559771982655e-05
DNg53,hg1,3.920166199033361e-05
DNge089,b3,3.9179435323260064e-05
DNa01,DLM1,3.917237547729459e-05
DNxn154,iii1,3.914903939220855e-05
DNxl115,iii3,3.9110897553194315e-05
DNxl106,DVM1A,3.902877524357956e-05
DNp48,iii1,3.902421819234238e-05
DNg105,hg3,3.901108934279526e-05
DNg93,iii4,3.897800965546147e-05
DNbe005,DLM5,3.891281183626811e-05
DNxn111,hg2,3.888764681148501e-05
DNp55,i1,3.8880440472492255e-05
DNge010,hg1,3.8821798719478055e-05
DNp64,iii1,3.879890701095017e-05
DNht001,hg1,3.874513111812143e-05
DNp17,DVM3A,3.874262569340495e-05
DNa01,b1,3.8710814199660594e-05
DNg04,DVM2A,3.866035725545215e-05
DNg31,hg3,3.858148569484247e-05
DNg98,DVM2A,3.855331565522314e-05
DNge083,iii4,3.8527266503004674e-05
DNge117,b2,3.85222818000546e-05
DNg93,hg3,3.8502468481096396e-05
DNg35,hg1,3.8502203873699185e-05
DNut054,DLM1,3.848740168119517e-05
DNpe006,i2,3.845758691566402e-05
DNut062,iii1,3.841212577375777e-05
DNge010,iii1,3.841212577375777e-05
DNut046,hg3,3.8388502638722215e-05
DNge094,hg2,3.832257952547659e-05
DNde005,hg1,3.826555310321342e-05
DNxl014,hg4,3.8265311799132615e-05
DNxn173,iii1,3.821209335216525e-05
DNp70,b1,3.8185260318403336e-05
DNpe008,hg1,3.81574608162312e-05
DNxn111,hg4,3.8140515796882816e-05
DNpe022,ps1,3.8123882956750636e-05
DNg15,DVM2A,3.8080812393590606e-05
DNa01,DLM5,3.8062080823061665e-05
DNg56,i1,3.7966803715298784e-05
DNxn168,b1,3.795805229586441e-05
DNge076,hg2,3.793675147417279e-05
DNxn007,DLM5,3.786613315622951e-05
DNit003,iii1,3.78317091587223e-05
DNxn127,b2,3.781971321883664e-05
DNp44,hg4,3.7815103481245535e-05
DNp08,iii3,3.770092549402072e-05
DNxn176,ps1,3.76985865170935e-05
DNg72,iii4,3.766263998214601e-05
DNge006,b3,3.756298699059331e-05
DNnt013,hg1,3.740755728693525e-05
DNge081,b2,3.7379569822317914e-05
DNp22,DVM2A,3.730807264514409e-05
DNp03,iii1,3.725939320368679e-05
DNnt007,hg1,3.725609933711451e-05
DNa08,b2,3.719292573977875e-05
DNb02,ps1,3.715151696533509e-05
DNg109,iii3,3.704814265311499e-05
DNxn175,iii3,3.704814265311499e-05
DNbe002,DVM3A,3.7013948414244525e-05
DNp15,DVM2A,3.698899320584118e-05
DNp54,i1,3.692819745472798e-05
DNnt011,DVM1A,3.6922395278856396e-05
DNge145,hg3,3.690807970964422e-05
DNge048,ps1,3.6844896671512466e-05
DNg93,hg1,3.681056704161865e-05
DNg38,hg2,3.671917484456882e-05
DNa14,b2,3.6673325480994925e-05
DNa01,hg4,3.665349185483562e-05
pIP9,hg2,3.656597744128196e-05
DNxl082,hg4,3.648618896684246e-05
DNg51,ps1,3.643881480550549e-05
DNxl114,iii1,3.6434637195093466e-05
DNge089,b2,3.6384201410582896e-05
DNxn189,iii4,3.63444392644844e-05
DNxn111,b1,3.6319669026784814e-05
DNge116,hg3,3.628287411878997e-05
DNg70,iii3,3.621049887204296e-05
DNge109,iii3,3.620632625913231e-05
DNit007,i1,3.617192252828681e-05
DNge038,b1,3.61561474699946e-05
DNp60,i1,3.6151293405785765e-05
DNb03,i2,3.6109395709404876e-05
DNd03,iii3,3.6062234678344785e-05
DNpe039,DLM5,3.596520850136129e-05
DNg93,i1,3.5941631537222644e-05
DNut048,DLM5,3.578611460807624e-05
DNxl130,hg2,3.572344829459539e-05
DNa11,iii3,3.567089143787134e-05
DNxl080,DLM1,3.564064974620788e-05
DNge088,DVM3A,3.559427250865332e-05
DNxl100,DLM1,3.5546655321572535e-05
DNg36,i2,3.553560576864451e-05
DNge020,hg4,3.548627033384413e-05
DNp38,hg3,3.5419383666396634e-05
DNxn131,i1,3.541276166974352e-05
DNpe010,DVM3A,3.534041926588311e-05
DNut043,hg1,3.5314234359901014e-05
DNp55,hg4,3.5297194266376576e-05
DNge071,i2,3.52043712920748e-05
DNge089,hg4,3.5140469082011473e-05
DNxl117,hg3,3.5113135790353355e-05
DNxn181,i1,3.509068326494024e-05
DNxl087,hg2,3.496503065715502e-05
DNge091,DLM1,3.4960414262331365e-05
DNge020,hg1,3.4954873642247356e-05
MDN,hg3,3.484252074023382e-05
DNp15,DLM1,3.482744090581969e-05
DNxl049,ps1,3.481553291232873e-05
pIP9,DLM1,3.480034823207435e-05
DNht001,hg2,3.475122984602425e-05
DNxn172,i2,3.4749680265131025e-05
DNut043,iii4,3.473513231960995e-05
DNxn119,i1,3.4705415593859376e-05
DNg56,i2,3.4689211763545324e-05
DNge093,DLM1,3.466965141468199e-05
DNxn152,DVM3A,3.464334015096502e-05
DNge050,hg2,3.4632157232780354e-05
DNa06,b2,3.4596585991040026e-05
DNxn153,i2,3.458166040323054e-05
DNxn178,hg1,3.4540751129463096e-05
DNut054,DLM5,3.4520302407402696e-05
DNxn146,b3,3.4509640668274174e-05
DNut062,i2,3.446990496727363e-05
DNge014,i1,3.439082233657842e-05
DNge102,i1,3.436483474898568e-05
DNge038,b2,3.434421337071324e-05
DNg51,hg2,3.4326229269340366e-05
DNxn127,iii4,3.429774056839238e-05
DNp16,DLM1,3.426230433208261e-05
DNg18,iii3,3.426017821716456e-05
DNg10,i2,3.4214591452372546e-05
DNa08,b3,3.420387118756334e-05
DNge110,hg4,3.4202045958847475e-05
DNxn131,b1,3.4186440414588283e-05
DNpe020,i2,3.408812878335021e-05
DNp42,DVM2A,3.4051914138360335e-05
DNxl123,DVM1A,3.395806609291883e-05
DNxn110,i2,3.395546731723135e-05
DNg87,DVM1A,3.3928687553543706e-05
DNde005,hg4,3.391553021706137e-05
DNg110,b3,3.387352462890147e-05
untyped_720575941434874912,hg4,3.375164526268844e-05
untyped_720575941434874912,b2,3.37480199528466e-05
DNg24,i1,3.3726128749099905e-05
DNpe016,iii4,3.372281125159779e-05
DNp41,hg3,3.360725968275249e-05
DNg59,DVM3A,3.360254969648146e-05
DNge035,hg1,3.360213017174837e-05
DNxl115,hg2,3.359264014290083e-05
DNnt012,b2,3.35157795184768e-05
DNbe007,i1,3.349400181890373e-05
DNge091,ps1,3.344736135510218e-05
DNpe012,ps1,3.3445567858265946e-05
DNge095,hg2,3.340211023453273e-05
DNpe039,i1,3.3374890956705436e-05
DNxn153,hg1,3.336609579685263e-05
DNpe011,hg2,3.3313735244021676e-05
DNxl118,iii4,3.329669811525551e-05
DNxl096,iii4,3.3287395716238215e-05
DNpe011,hg4,3.314926358135973e-05
DNfl021,DVM1A,3.30314626496944e-05
DNxl080,DLM5,3.3004658472024435e-05
DNge133,hg3,3.2962859902227705e-05
DNxl120,DVM3A,3.295482081510125e-05
DNxl068,hg3,3.288252755446035e-05
DNxl134,hg4,3.2866459357459385e-05
DNge089,b1,3.284138500640713e-05
DNit005,hg2,3.2792983316814794e-05
DNg74,iii3,3.272989027774075e-05
DNp48,hg2,3.272688610665221e-05
DNxn136,hg3,3.261508409470278e-05
DNxn152,b1,3.258921297050676e-05
DNpe053,i2,3.257361867012624e-05
DNg04,DVM3A,3.255569162700033e-05
DNp41,ps1,3.253479337110434e-05
DNxl106,hg1,3.252155520687523e-05
DNp02,DVM3A,3.2476331727042786e-05
DNg35,b3,3.241818394396437e-05
DNge111,hg4,3.23829035669714e-05
DNg53,iii4,3.230735163368967e-05
DNge032,hg2,3.228799055376441e-05
DNge035,DVM3A,3.22234293827614e-05
DNpe020,b1,3.217885624084842e-05
DNge091,DLM5,3.2173807631945376e-05
DNp34,b2,3.212534691247212e-05
DNpe014,b2,3.2012378065009506e-05
DNxn106,hg4,3.197845477698645e-05
DNpe032,DLM5,3.19385003371482e-05
DNge109,hg2,3.193274501543458e-05
DNnt011,b1,3.1905088270744216e-05
DNnt020,hg1,3.179866578855239e-05
untyped_720575941436586784,b2,3.179098818357545e-05
DNge094,hg1,3.1722089767219264e-05
DNxn175,iii1,3.168567807351078e-05
untyped_720575941436586784,ps1,3.1667626145454164e-05
DNxn178,hg2,3.162756087152379e-05
DNge092,iii3,3.162477989276729e-05
untyped_720575941606629485,DVM1A,3.1600533053108465e-05
DNxl127,hg3,3.159937183439924e-05
DNge133,b1,3.1587856859155265e-05
DNbe002,i1,3.158101676263718e-05
DNxl102,hg4,3.1535317902100114e-05
DNxn118,i2,3.151955266152346e-05
DNg70,i2,3.148057285956109e-05
DNg98,iii3,3.1437873950333635e-05
DNg54,iii4,3.141808247246649e-05
DNa08,hg1,3.1357072042339106e-05
DNg38,hg3,3.132693706436519e-05
DNp04,hg1,3.1257892499862984e-05
DNpe031,DVM2A,3.1238538326081216e-05
DNxl087,b2,3.1224354986335565e-05
DNxn165,iii4,3.1188585729155316e-05
DNpe039,b1,3.116977989862428e-05
DNg110,iii1,3.1079517275582745e-05
DNxl129,i1,3.106483780252021e-05
DNxl082,hg1,3.103833413498059e-05
DNxl105,i1,3.102830897565331e-05
DNg35,iii4,3.100635214940169e-05
DNg78,hg3,3.099409882197826e-05
DNg12,iii4,3.0988810878100345e-05
DNge128,DLM5,3.097382056246272e-05
DNp41,hg2,3.093397401030617e-05
DNpe003,iii1,3.0869228261026825e-05
DNp66,hg1,3.08367768193765e-05
DNxl084,iii1,3.079729457612262e-05
DNge129,DVM2A,3.076010414492403e-05
DNxl067,DVM1A,3.075024417486638e-05
DNxn178,b1,3.069332540875242e-05
