Root ID,Top in/out region,Community labels,Predicted NT type,Predicted NT confidence,Verified NT type,Verified Neuropeptide,Body Part,Function,Flow,Super Class,Class,Sub Class,Hemilineage,Nerve,Soma side,Primary Cell Type,Alternative Cell Type(s),Cable length (nm),Surface area (nm^2),Volume (nm^3),neuron_type
720575941350890544,SAD.INTTCT,"CNS neuron,soma in brain",ACH,0.93,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNge110,DNge110,,,,DN
720575941352057904,IPS.NTCT,soma in brain,ACH,0.71,,,,,intrinsic,descending,descending_neuron,,PSp2,,left,DNpe054,DNpe054,,,,DN
720575941352918576,FLA.ANM,"CNS neuron,DNxn180,soma in brain",GABA,0.83,,Lk,,,intrinsic,descending,descending_neuron,,MX3,,left,DNg70,DNg70,,,,DN
720575941353080624,GNG.T1_PRONM,"CNS neuron,DNfl042,soma in brain",ACH,0.79,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNfl042,"DNfl042,DNge036",,,,DN
720575941390285462,GNG.UNASSIGNED,"CNS neuron,DNg05,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg05,"DNg05,DNg05_b",,,,DN
720575941390308246,IPS.NTCT,"CNS neuron,DNut054,soma in brain",ACH,0.98,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNut054,"DNge118,DNut054",,,,DN
720575941390619140,NTCT.GNG,"CNS neuron,soma in brain",GABA,0.99,,,,,intrinsic,descending,descending_neuron,,,,right,DNg10,DNg10,,,,DN
720575941390623382,IPS.UNASSIGNED,"CNS neuron,soma in brain",GABA,0.65,acetylcholine,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp20,"DNOVS1,DNp20",,,,DN
720575941390722710,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,MX12,,right,DNge025,"DNge025,MX12_R_10",,,,DN
720575941391756548,GNG.T1_PRONM,,ACH,0.92,,,,,intrinsic,descending,descending_neuron,,,,left,DNfl028,"DNfl028,MX12_L_38",,,,DN
720575941392812548,PLP.INTTCT,"CNS neuron,soma in brain",ACH,0.83,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp26,DNp26,,,,DN
720575941393196950,IPS.HTCT,"CNS neuron,soma in brain",ACH,0.83,,,,,intrinsic,descending,descending_neuron,,PSp2,,right,DNpe054,DNpe054,,,,DN
720575941393242628,AVLP.WED,"CNS neuron,soma in brain",SER,0.48,,Dsk,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp30,DNp30,,,,DN
720575941394119830,ICL.LTCT,"CNS neuron,soma in brain",ACH,0.91,,,,,intrinsic,descending,descending_neuron,,PSp3,,right,DNp42,DNp42,,,,DN
720575941394131094,FLA.WTCT,"CNS neuron,HuginVNC,soma in brain",SER,1.0,serotonin,"AstC,Hug",,,intrinsic,descending,descending_neuron,,MX0__prim,,left,DNg26,"DNg26,Hugin-VNC",,,,DN
720575941399042851,GNG.T1_PRONM,"CNS neuron,DNfl025,soma in brain",ACH,0.83,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNfl025,"DNfl025,DNge077",,,,DN
720575941399099427,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.88,,,,,intrinsic,descending,descending_neuron,,,,right,DNfl033,DNfl033,,,,DN
720575941399380515,GNG.T1_PRONM,"CNS neuron,DNg12,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,MX12,,right,DNg12,"DNg12,DNg12_e,MX12_R_40",,,,DN
720575941400285475,GNG.NTCT,"CNS neuron,DNnt020,soma in brain",ACH,0.85,,,,,intrinsic,descending,descending_neuron,,LB7__prim,,right,DNnt020,"DNge125,DNnt020",,,,DN
720575941400290851,SPS.NTCT,"CNS neuron,soma in brain",GABA,0.96,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNg49,DNg49,,,,DN
720575941401753635,SAD.HTCT,"CNS neuron,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,LB12,,left,DNg06,DNg06,,,,DN
720575941401766435,VES,CNS neuron,ACH,0.9,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNbe007,DNbe007,,,,DN
720575941401786403,SPS.HTCT,"CNS neuron,DNut042,soma in brain",ACH,0.91,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNut042,"DNpe004,DNut042",,,,DN
720575941401814307,GNG.T1_PRONM,"CNS neuron,DNxl049,soma in brain",ACH,0.88,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNxl049,"DNge050,DNxl049",,,,DN
720575941401962787,AVLP,"CNS neuron,DNxl101,soma in brain",OCT,0.73,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNg104,DNg104,,,,DN
720575941402468899,IPS.HTCT,"CNS neuron,soma in brain",ACH,0.83,,,,,intrinsic,descending,descending_neuron,,PSp2,,right,DNp17,DNp17,,,,DN
720575941404711792,SPS.INTTCT,"CNS neuron,PS211,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,PSp2,,right,DNpe016,DNpe016,,,,DN
720575941404748144,GNG.T2_MESONM,"CNS neuron,DNxl097,soma in brain",ACH,0.85,,,,,intrinsic,descending,descending_neuron,,MX12,,left,DNxl097,"DNge106,DNxl097",,,,DN
720575941404813680,IPS.NTCT,"CNS neuron,DNut042,soma in brain",ACH,0.63,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNut042,"DNg36_b,DNut042",,,,DN
720575941404874352,GNG,"CNS neuron,DNfl021,soma in brain",ACH,0.72,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,right,DNfl021,"DNfl021,DNge173",,,,DN
720575941404981360,IPS.HTCT,soma in brain,ACH,0.93,,,,,intrinsic,descending,descending_neuron,,PSp2,,left,DNp17,DNp17,,,,DN
720575941405473327,SAD.WTCT,"CNS neuron,soma in brain",ACH,0.89,,,,,intrinsic,descending,descending_neuron,,,,left,DNge015,DNge015,,,,DN
720575941407788206,GNG,soma in brain,GLUT,0.81,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,left,DNge029,DNge029,,,,DN
720575941407841071,SPS.INTTCT,"CNS neuron,soma in brain",ACH,0.94,acetylcholine,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNp07,DNp07,,,,DN
720575941408170799,T2_MESONM,"CNS neuron,DNxn165,soma in brain",GLUT,0.62,,,,,intrinsic,descending,descending_neuron,,,,left,DNxn165,"DNge102,DNxn165",,,,DN
720575941408508078,SPS.LTCT,"CNS neuron,soma in brain",GLUT,0.96,,,,,intrinsic,descending,descending_neuron,,PSp3,,right,DNp08,DNp08,,,,DN
720575941408535343,VES.T1_PRONM,"CNS neuron,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNb08,DNb08,,,,DN
720575941408568238,VES.GNG,"CNS neuron,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNb08,DNb08,,,,DN
720575941408577327,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.8,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,left,DNg62,"DNg62,aDN1",,,,DN
720575941408639535,GNG,"CNS neuron,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNge148,DNge148,,,,DN
720575941408661934,ICL.INTTCT,"CNS neuron,DNxn155,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxn155,"DNpe026,DNxn155",,,,DN
720575941409214894,FLA.PRW,"CNS neuron,soma in brain",GABA,0.9,"acetylcholine,gaba",,,,intrinsic,descending,descending_neuron,,DM2_central,,left,DNp25,DNp25,,,,DN
720575941409225902,GNG.ANM,"CNS neuron,DNxn181,soma in brain",GABA,0.88,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxn181,"DNg102,DNxn181",,,,DN
720575941411212715,IPS.WTCT,"CNS neuron,soma in brain",ACH,0.9,,,,,intrinsic,descending,descending_neuron,,MX3,,right,DNg32,DNg32,,,,DN
720575941411441323,SPS.INTTCT,"CNS neuron,DNxn124,soma in brain",ACH,0.93,,,,,intrinsic,descending,descending_neuron,,WEDd1,,right,DNxn124,"DNae009,DNxn124",,,,DN
720575941411472555,SPS.INTTCT,"CNS neuron,soma in brain",GLUT,0.98,glutamate,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNb09,DNb09,,,,DN
720575941411620207,GNG.UNASSIGNED,"CNS neuron,soma in brain",GABA,0.47,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,left,DNg33,DNg33,,,,DN
720575941412619631,IB.INTTCT,"CNS neuron,soma in brain",ACH,0.9,,,,,intrinsic,descending,descending_neuron,,,,right,DNxn153,DNxn153,,,,DN
720575941412623215,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.79,,,,,intrinsic,descending,descending_neuron,,,,left,DNg12,"DNg12,DNg12_e,MX12_L_26",,,,DN
720575941413189999,SAD.INTTCT,"CNS neuron,soma in brain",ACH,0.93,,,,,intrinsic,descending,descending_neuron,,PSp2,,right,DNp38,DNp38,,,,DN
720575941413642268,GNG.NTCT,"CNS neuron,soma in brain",ACH,0.91,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNg78,DNg78,,,,DN
720575941414262161,PLP.LTCT,"CNS neuron,DNxn163,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,SMPpv2_ventral,,right,DNxn163,"DNpe021,DNxn163",,,,DN
720575941414341521,SPS.INTTCT,"CNS neuron,DNxn102,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxn102,"DNpe055,DNxn102",,,,DN
720575941414353436,GNG.NTCT,"CNS neuron,soma in brain",GABA,0.98,,,,,intrinsic,descending,descending_neuron,,LB6,,left,DNg10,DNg10,,,,DN
720575941414424977,SPS.INTTCT,"CNS neuron,PS195,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp57,DNp57,,,,DN
720575941414491028,T2_MESONM,"CNS neuron,soma in brain",GLUT,0.64,,,,,intrinsic,descending,descending_neuron,,,,right,DNge102,DNge102,,,,DN
720575941414899345,SMP.AL,CNS neuron,SER,0.36,,SIFa,,,intrinsic,descending,descending_neuron,,putative_primary,,midline,DNc02,DNc02,,,,DN
720575941414947220,AVLP.AMNP,"CNS neuron,DNxn187,soma in brain",GLUT,0.94,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNxn187,"DNpe031,DNxn187",,,,DN
720575941415224348,GNG.IPS,"CNS neuron,DNg36,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNg36,"DNg36,DNge116",,,,DN
720575941415707420,SAD,CNS neuron,GABA,0.97,,,,,intrinsic,descending,descending_neuron,,MD3,,left,DNg24,DNg24,,,,DN
720575941417243164,SLP.ANM,"CNS neuron,oviDN,soma in brain",GABA,0.68,,,,,intrinsic,descending,descending_neuron,,SMPpv1,,right,oviDN,"DNpe046,oviDN,oviDNv",,,,DN
720575941425381716,GNG.INTTCT,"CNS neuron,DNxn109,soma in brain",GABA,0.52,,,,,intrinsic,descending,descending_neuron,,LB6,,right,DNxn109,"DNge085,DNxn109",,,,DN
720575941426612564,IPS.WTCT,"CNS neuron,DNg92,soma in brain",ACH,0.9,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg92,"DNg02_a,DNg92",,,,DN
720575941427901012,GNG,"DNfl020,soma in brain",ACH,0.87,,,,,intrinsic,descending,descending_neuron,,,,right,DNfl020,"DNfl020,DNge100",,,,DN
720575941427934548,GNG,"CNS neuron,soma in brain",ACH,0.86,,,,,intrinsic,descending,descending_neuron,,putative_primary,,midline,DNpe020,DNpe020,,,,DN
720575941428164233,GNG,"CNS neuron,DNfl021,soma in brain",ACH,0.84,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,right,DNfl021,"DNfl021,DNge174",,,,DN
720575941428365193,GNG.UNASSIGNED,"CNS neuron,soma in brain",ACH,0.86,,,,,intrinsic,descending,descending_neuron,,,,right,DNg12,"DNg12,DNg12_b,MX12_R_21",,,,DN
720575941429113775,GNG,soma in brain,GABA,0.98,,,,,intrinsic,descending,descending_neuron,,LB6,,right,DNg10,DNg10,,,,DN
720575941429383521,GNG.UNASSIGNED,"CNS neuron,soma in brain",ACH,0.71,,,,,intrinsic,descending,descending_neuron,,,,left,DNg12,"DNg12,DNg12_a,MX12_L_4",,,,DN
720575941429866593,GNG.NTCT,"CNS neuron,DNut054,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNut054,"DNge095,DNut054",,,,DN
720575941430069641,IPS.HTCT,"CNS neuron,DNp17,soma in brain",GLUT,0.89,,,,,intrinsic,descending,descending_neuron,,MX3,,left,DNp17,"DNge088,DNp17",,,,DN
720575941430120289,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNge023,DNge023,,,,DN
720575941430250377,SPS.GNG,"CNS neuron,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,,,left,DNg91,DNg91,,,,DN
720575941430513289,IPS.NTCT,soma in brain,ACH,0.75,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNg36,"DNg36,DNg36_b",,,,DN
720575941430607753,VES.GNG,"CNS neuron,soma in brain",GLUT,0.97,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,right,DNg111,DNg111,,,,DN
720575941430610095,IPS.HTCT,soma in brain,ACH,0.83,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNge109,DNge109,,,,DN
720575941430630392,AMMC.INTTCT,"CNS neuron,DNxn117,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNxn117,"DNge091,DNxn117",,,,DN
720575941430975329,IPS.HTCT,"DNut046,soma in brain",ACH,0.82,,,,,intrinsic,descending,descending_neuron,,PSp2,,right,DNut046,"DNpe015,DNut046",,,,DN
720575941431097737,GNG.T2_MESONM,"CNS neuron,DNxl130,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNxl130,"DNge049,DNxl130",,,,DN
720575941431184559,GNG.ANM,"CNS neuron,DNxn179,soma in brain",GABA,0.91,,,,,intrinsic,descending,descending_neuron,,MX3,,right,DNxn179,"DNge136,DNxn179",,,,DN
720575941431211951,SAD,CNS neuron,ACH,0.89,acetylcholine,,,,intrinsic,descending,descending_neuron,,MX7__prim,,right,DNg29,DNg29,,,,DN
720575941431469304,ICL.FLA,"CNS neuron,soma in brain",ACH,0.9,,,,,intrinsic,descending,descending_neuron,,SMPpm1,,left,DNp46,DNp46,,,,DN
720575941431577007,GNG.WTCT,"CNS neuron,soma in brain",ACH,0.64,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg02,"DNg02,DNg02_a",,,,DN
720575941431747086,GNG.UNASSIGNED,"CNS neuron,soma in brain",ACH,0.8,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNg73,DNg73,,,,DN
720575941431875832,GNG,"CNS neuron,DNxl083,soma in brain",GABA,0.68,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxl083,"DNpe007,DNxl083",,,,DN
720575941432046945,GNG,"CNS neuron,DNxl125,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,,,right,DNxl125,"DNge121,DNxl125",,,,DN
720575941432255959,GNG,"CNS neuron,DNxl070,soma in brain",GABA,0.96,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxl070,"DNge052,DNxl070",,,,DN
720575941432269271,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNg10,"DNg10,DNg101",,,,DN
720575941432295639,IPS.ANM,"CNS neuron,DNg02,soma in brain",ACH,0.97,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg02,"DNg02,DNg02_b",,,,DN
720575941432481633,GNG,"DNxn126,soma in brain",ACH,0.82,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxn126,"DNge137,DNxn126",,,,DN
720575941432905943,SAD.WTCT,"CNS neuron,soma in brain",ACH,0.89,,,,,intrinsic,descending,descending_neuron,,LB12,,left,DNg110,DNg110,,,,DN
720575941433030414,GNG.T1_PRONM,"CNS neuron,DNfl024,soma in brain",ACH,0.9,,,,,intrinsic,descending,descending_neuron,,MX12,,right,DNfl024,"DNfl024,DNge025,MX12_R_23",,,,DN
720575941433031182,T2_MESONM,"CNS neuron,DNxn165,soma in brain",GLUT,0.68,,,,,intrinsic,descending,descending_neuron,,,,right,DNxn165,"DNge102,DNxn165",,,,DN
720575941433116046,SPS.WTCT,"CNS neuron,DNg03,soma in brain",ACH,0.54,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg03,"DNg02_b,DNg03",,,,DN
720575941433139598,SAD.INTTCT,"DNxn100,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg06,DNg06,,,,DN
720575941433235744,GNG.UNASSIGNED,"CNS neuron,soma in brain",ACH,0.75,,,,,intrinsic,descending,descending_neuron,,,,right,DNg12,"DNg12,DNg12_e,MX12_R_11",,,,DN
720575941433415200,ICL.WTCT,"CNS neuron,soma in brain",ACH,0.92,,,,,intrinsic,descending,descending_neuron,,SMPpv2_dorsal,,left,DNp60,DNp60,,,,DN
720575941433654048,SAD.INTTCT,"CNS neuron,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNge175,DNge175,,,,DN
720575941434224526,IPS.NTCT,"CNS neuron,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,,,right,DNge110,DNge110,,,,DN
720575941434874912,SAD.NTCT,"CNS neuron,soma in brain",ACH,0.87,,,,,intrinsic,descending,descending_neuron,,,,left,,,,,,DN
720575941435430542,GNG.INTTCT,"CNS neuron,soma in brain",GLUT,0.99,,,,,intrinsic,descending,descending_neuron,,MX3,,right,DNg42,DNg42,,,,DN
720575941435949198,T3_METANM.T1_PRONM,"CNS neuron,DNxl118,soma in brain",GABA,0.94,,,,,intrinsic,descending,descending_neuron,,,,right,DNxl118,"DNge153,DNxl118",,,,DN
720575941435997984,GNG,soma in brain,GLUT,0.93,,,,,intrinsic,descending,descending_neuron,,MX12__prim,,left,DNge034,DNge034,,,,DN
720575941436052768,IPS.INTTCT,"CNS neuron,DNut043,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNut043,"DNg05_b,DNut043",,,,DN
720575941436095788,SAD.HTCT,"DNut058,soma in brain",ACH,0.87,,,,,intrinsic,descending,descending_neuron,,LB12,,left,DNut058,"DNge016,DNut058",,,,DN
720575941436259602,SPS.INTTCT,"CNS neuron,DNut047,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,LB12,,left,DNut047,"DNge017,DNut047",,,,DN
720575941436313888,GNG.T1_PRONM,"CNS neuron,DNfl035,soma in brain",ACH,0.81,,,,,intrinsic,descending,descending_neuron,,MX12,,left,DNfl035,"DNfl035,DNge105",,,,DN
720575941436586784,UNASSIGNED,"CNS neuron,soma in brain",ACH,0.5,,,,,intrinsic,descending,descending_neuron,,,,right,,,,,,DN
720575941437329708,NO_CONS,soma in brain,,,,,,,intrinsic,descending,descending_neuron,,MX3,,right,DNg08_b,"DNg08_b,MX12_R_34",,,,DN
720575941437971541,SPS.INTTCT,"CNS neuron,DNlt010,soma in brain",ACH,0.98,,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg01,DNg01,,,,DN
720575941438049621,GNG,"CNS neuron,DNnt008,soma in brain",ACH,0.83,,,,,intrinsic,descending,descending_neuron,,MX12,,left,DNnt008,"DNge019,DNnt008,MX12_L_7",,,,DN
720575941438213951,GNG.NTCT,soma in brain,ACH,0.96,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNge118,DNge118,,,,DN
720575941438410514,SPS.HTCT,"CNS neuron,soma in brain",GLUT,0.95,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNb07,DNb07,,,,DN
720575941438445330,SPS.INTTCT,"CNS neuron,soma in brain",ACH,0.9,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNpe032,DNpe032,,,,DN
720575941438465298,SPS,"CNS neuron,soma in brain",GLUT,0.93,glutamate,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNb04,DNb04,,,,DN
720575941438469676,GNG.T1_PRONM,"CNS neuron,DNxl125,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,,,left,DNxl125,"DNge121,DNxl125",,,,DN
720575941438500370,GNG.UNASSIGNED,"CNS neuron,DNxn145,soma in brain",ACH,0.86,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNxn145,"DNg58,DNxn145",,,,DN
720575941438646290,GNG.T1_PRONM,"CNS neuron,soma in brain",GABA,0.96,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNg38,DNg38,,,,DN
720575941438655506,GNG,"CNS neuron,DNfl042,soma in brain",ACH,0.77,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNfl042,"DNfl042,DNge036",,,,DN
720575941438690834,IPS.INTTCT,"CNS neuron,DNp51,soma in brain",ACH,0.92,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp51,"DNp51,DNpe019",,,,DN
720575941438719967,SPS.INTTCT,CNS neuron,GABA,0.99,,,,,intrinsic,descending,descending_neuron,,LB6,,left,DNg11,DNg11,,,,DN
720575941438773548,SPS.HTCT,"CNS neuron,soma in brain",ACH,0.95,,,,,intrinsic,descending,descending_neuron,,WEDd1,,left,DNae003,DNae003,,,,DN
720575941438848479,IPS.HTCT,"CNS neuron,soma in brain",ACH,0.96,,,,,intrinsic,descending,descending_neuron,,PSp2,,right,DNpe054,DNpe054,,,,DN
720575941439029951,SPS.HTCT,soma in brain,ACH,0.92,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,left,DNg02,"DNg02,DNg02_b",,,,DN
720575941439143954,SAD.HTCT,"CNS neuron,DNg08,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,LB7,,right,DNg08,"DNg08,DNge090",,,,DN
720575941439285036,SAD.HTCT,"CNS neuron,soma in brain",GABA,0.99,,,,,intrinsic,descending,descending_neuron,,MX3,,right,DNg08,"DNg08,DNg08_b",,,,DN
720575941439454783,SAD.INTTCT,"CNS neuron,DNit003,soma in brain",GABA,0.95,,,,,intrinsic,descending,descending_neuron,,MX3,,left,DNit003,"DNg08_a,DNit003",,,,DN
720575941439563583,VES.INTTCT,"CNS neuron,soma in brain",ACH,0.91,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNge053,DNge053,,,,DN
720575941439567327,GNG.T1_PRONM,"CNS neuron,DNfl024,soma in brain",ACH,0.87,,,,,intrinsic,descending,descending_neuron,,MX12,,right,DNfl024,"DNfl024,DNge025,MX12_R_18",,,,DN
720575941439577055,T1_PRONM,"CNS neuron,DNxl114,soma in brain",GABA,0.93,,,,,intrinsic,descending,descending_neuron,,,,right,DNxl114,"DNge153,DNxl114,XD,synapseless_descending",,,,DN
720575941439620415,GNG,"CNS neuron,DNxl088,soma in brain",ACH,0.53,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNxl088,"DNpe049,DNxl088",,,,DN
720575941439622111,SAD.HTCT,"CNS neuron,soma in brain",GABA,0.98,,,,,intrinsic,descending,descending_neuron,,,,right,DNit007,DNit007,,,,DN
720575941439633983,PRW,"CNS neuron,soma in brain",GABA,0.93,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp65,DNp65,,,,DN
720575941439740895,SPS.INTTCT,"CNS neuron,soma in brain",GABA,0.92,,,,,intrinsic,descending,descending_neuron,,LB6,,left,DNg11,DNg11,,,,DN
720575941439786719,T2_MESONM,"CNS neuron,DNxl101,soma in brain",ACH,0.82,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNxl101,"DNge075,DNxl101",,,,DN
720575941439919295,GNG.INTTCT,"CNS neuron,soma in brain",ACH,0.89,,,,,intrinsic,descending,descending_neuron,,MX12,,right,DNg12,"DNg12,DNg12_e,MX12_R_25",,,,DN
720575941440280767,IPS.INTTCT,"CNS neuron,soma in brain",ACH,0.9,,,,,intrinsic,descending,descending_neuron,,WEDd1,,right,DNa15,DNa15,,,,DN
720575941440350293,ICL.GNG,"CNS neuron,soma in brain",ACH,0.87,,,,,intrinsic,descending,descending_neuron,,SMPpv2_ventral,,right,DNp71,DNp71,,,,DN
720575941440379733,AVLP.LTCT,"CNS neuron,soma in brain",ACH,0.94,,,,,intrinsic,descending,descending_neuron,,VLPl&p2_posterior,,left,DNp66,DNp66,,,,DN
720575941440714959,FLA.WTCT,"CNS neuron,soma in brain",ACH,0.5,,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg03,DNg03,,,,DN
720575941440899023,SAD.INTTCT,"CNS neuron,DNut058,soma in brain",ACH,0.98,,,,,intrinsic,descending,descending_neuron,,,,left,DNg06,DNg06,,,,DN
720575941441162191,IPS.HTCT,"CNS neuron,soma in brain",ACH,0.73,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNg36,"DNg36,DNg36_a",,,,DN
720575941441226943,SPS.HTCT,"CNS neuron,soma in brain",ACH,0.88,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp53,DNp53,,,,DN
720575941441243839,GNG.ANM,"CNS neuron,DNxn179,soma in brain",GABA,0.95,,,,,intrinsic,descending,descending_neuron,,MX3,,right,DNxn179,"DNge136,DNxn179",,,,DN
720575941441615963,GNG,"CNS neuron,soma in brain",GABA,0.71,,,,,intrinsic,descending,descending_neuron,,putative_primary,,left,DNpe007,DNpe007,,,,DN
720575941441623899,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.92,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNg75,"DNg75,cDN1",,,,DN
720575941441633883,GNG.T1_PRONM,"CNS neuron,soma in brain",ACH,0.97,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNge049,DNge049,,,,DN
720575941441643867,SPS.WTCT,"CNS neuron,soma in brain",ACH,0.94,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,right,DNg02,"DNg02,DNg02_g",,,,DN
720575941441974479,SPS.HTCT,"CNS neuron,DNg02,soma in brain",ACH,0.87,acetylcholine,,,,intrinsic,descending,descending_neuron,,LB12,,left,DNg02,"DNg02,DNg02_h",,,,DN
720575941442418639,SPS.INTTCT,"CNS neuron,DNxn142",ACH,0.89,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNxn142,"DNpe017,DNxn142",,,,DN
720575941442861482,SAD.GNG,"CNS neuron,DNg09,soma in brain",ACH,0.89,,,,,intrinsic,descending,descending_neuron,,LB7,,left,DNg09,"DNg09,DNge113",,,,DN
720575941444536746,IPS.HTCT,"CNS neuron,DNut042,soma in brain",ACH,0.84,,,,,intrinsic,descending,descending_neuron,,PSp2,,left,DNut042,"DNpe054,DNut042",,,,DN
720575941445677332,GNG.UNASSIGNED,"CNS neuron,soma in brain",ACH,0.88,,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNge060,DNge060,,,,DN
720575941445707284,INTTCT,"CNS neuron,dendrites &amp; soma are cut off but see DNp28 in FAFB",ACH,0.85,acetylcholine,,,,intrinsic,descending,descending_neuron,,putative_primary,,right,DNp28,DNp28,,,,DN
