source,target,weight,neuropil,nt_type,target_total_input,shrec_score
720575941484663558,720575941640465439,25,VNC_WTct_L,,4273,0.5850690381465012
720575941484663558,720575941645403000,29,VNC_WTct_L,,5129,0.565412361084032
720575941485135426,720575941463144336,38,VNC_WTct_R,,4549,0.8353484282259837
720575941485135426,720575941479034563,33,VNC_WTct_R,,5233,0.6306134148671889
720575941485135426,720575941533190337,28,VNC_WTct_R,,4534,0.6175562417291575
720575941485135426,720575941583644382,37,VNC_WTct_R,,3889,0.9514013885317563
720575941485135426,720575941596050112,37,VNC_WTct_R,,5583,0.6627261329034569
720575941485260240,720575941630940642,31,VNC_WTct_L,,5684,0.5453905700211119
720575941485378626,720575941468288375,29,VNC_WTct_R,,3743,0.7747795885653219
720575941485378626,720575941472734048,11,VNC_WTct_R,,1616,0.6806930693069307
720575941485378626,720575941597489344,12,VNC_WTct_R,,1757,0.6829823562891292
720575941485422221,720575941458961604,9,VNC_WTct_R,,1340,0.6716417910447761
720575941485422221,720575941468897856,32,VNC_WTct_R,,5313,0.6022962544701675
720575941485422221,720575941547315060,27,VNC_WTct_L,,5135,0.5258033106134372
720575941485422221,720575941565378919,10,VNC_WTct_L,,2178,0.4591368227731864
720575941485775110,720575941643100754,44,VNC_WTct_R,,8670,0.5074971164936563
720575941486089538,720575941472734048,42,VNC_WTct_R,,1616,2.599009900990099
720575941486089538,720575941487139138,35,VNC_WTct_R,,905,3.867403314917127
720575941486089538,720575941499558369,50,VNC_WTct_R,,929,5.382131324004305
720575941486089538,720575941530190027,48,VNC_WTct_R,,680,7.0588235294117645
720575941486089538,720575941542328837,3,VNC_WTct_R,,481,0.6237006237006237
720575941486089538,720575941590220684,3,VNC_WTct_L,,648,0.4629629629629629
720575941486089538,720575941597489344,84,VNC_WTct_R,,1757,4.780876494023905
720575941486089538,720575941603635190,86,VNC_WTct_R,,2413,3.5640281806879406
720575941486089538,720575941614289683,11,VNC_WTct_R,,593,1.854974704890388
720575941486089538,720575941624985226,52,VNC_WTct_R,,738,7.046070460704606
720575941486968326,720575941499558369,4,VNC_WTct_L,,929,0.4305705059203444
720575941486968326,720575941590220684,3,VNC_WTct_L,,648,0.4629629629629629
720575941487910608,720575941459347411,50,VNC_WTct_L,,6237,0.801667468334135
720575941487910608,720575941483845954,40,VNC_WTct_L,,3549,1.127078050154973
720575941487910608,720575941630940642,77,VNC_WTct_L,,5684,1.354679802955665
720575941487942608,720575941459347411,29,VNC_WTct_L,,6237,0.46496713163379827
720575941487942608,720575941483845954,53,VNC_WTct_L,,3549,1.4933784164553396
720575941487942608,720575941630940642,51,VNC_WTct_L,,5684,0.8972554539057003
720575941488015312,720575941489673420,26,VNC_WTct_L,,3793,0.6854732401792776
720575941488015312,720575941565378919,9,VNC_WTct_L,,2178,0.4132231404958678
720575941488475598,720575941565378919,16,VNC_HTct_L,,2178,0.7346189164370982
720575941488675276,720575941521196211,12,VNC_WTct_L,,2190,0.547945205479452
720575941488732876,720575941549822781,53,VNC_WTct_R,,4270,1.2412177985948478
720575941488732876,720575941655597785,31,VNC_WTct_R,,7277,0.42599972516146767
720575941488811468,720575941489673420,18,VNC_HTct_L,,3793,0.47455839704719216
720575941489006823,720575941489673420,24,VNC_HTct_L,,3793,0.6327445293962563
720575941489006823,720575941489673420,20,VNC_WTct_L,,3793,0.5272871078302136
720575941489006823,720575941629172716,22,VNC_HTct_R,,4097,0.5369782767878936
720575941489037031,720575941645041313,30,VNC_WTct_L,,6617,0.4533776635937736
720575941489038311,720575941560383347,6,VNC_WTct_L,,1027,0.5842259006815969
720575941489038311,720575941565105206,13,VNC_WTct_L,,1775,0.7323943661971831
720575941489089255,720575941542328837,5,VNC_WTct_L,,481,1.0395010395010396
720575941489089255,720575941542412805,23,VNC_HTct_L,,4250,0.5411764705882353
720575941489089255,720575941542412805,49,VNC_WTct_L,,4250,1.1529411764705881
720575941489089255,720575941547315060,33,VNC_HTct_L,,5135,0.6426484907497565
720575941489089255,720575941547315060,67,VNC_WTct_L,,5135,1.3047711781888995
720575941489089255,720575941560383347,6,VNC_WTct_L,,1027,0.5842259006815969
720575941489388236,720575941533190337,19,VNC_WTct_R,,4534,0.41905602117335683
720575941489388236,720575941583644382,22,VNC_WTct_R,,3889,0.565698122910774
720575941489677001,720575941472734048,41,VNC_WTct_R,,1616,2.5371287128712874
720575941489677001,720575941487139138,31,VNC_WTct_R,,905,3.4254143646408837
720575941489677001,720575941499558369,22,VNC_WTct_R,,929,2.3681377825618943
720575941489677001,720575941499558369,4,VNC_unassigned_R,,929,0.4305705059203444
720575941489677001,720575941530190027,4,VNC_WTct_R,,680,0.5882352941176471
720575941489677001,720575941597489344,28,VNC_WTct_R,,1757,1.593625498007968
720575941489677001,720575941603635190,64,VNC_WTct_R,,2413,2.6523000414421882
720575941489677001,720575941624985226,7,VNC_WTct_R,,738,0.9485094850948509
720575941489819081,720575941472734048,8,VNC_HTct_R,,1616,0.49504950495049505
720575941489819081,720575941472734048,77,VNC_WTct_R,,1616,4.764851485148515
720575941489819081,720575941487139138,63,VNC_WTct_R,,905,6.961325966850829
720575941489819081,720575941499558369,61,VNC_WTct_R,,929,6.566200215285253
720575941489819081,720575941530190027,30,VNC_WTct_R,,680,4.411764705882353
720575941489819081,720575941542328837,2,VNC_WTct_L,,481,0.4158004158004158
720575941489819081,720575941597489344,58,VNC_WTct_R,,1757,3.3010813887307915
720575941489819081,720575941603635190,94,VNC_WTct_R,,2413,3.8955656858682137
720575941489819081,720575941624985226,32,VNC_WTct_R,,738,4.336043360433604
720575941489819081,720575941624985226,3,VNC_unassigned_R,,738,0.40650406504065045
720575941490160590,720575941645041313,30,VNC_HTct_L,,6617,0.4533776635937736
720575941490220750,720575941472734048,11,VNC_WTct_R,,1616,0.6806930693069307
720575941490220750,720575941530190027,5,VNC_WTct_R,,680,0.7352941176470588
720575941490220750,720575941597489344,16,VNC_WTct_R,,1757,0.910643141718839
720575941490693577,720575941487139138,4,VNC_WTct_R,,905,0.44198895027624313
720575941490785712,720575941573368719,3,VNC_WTct_L,,371,0.8086253369272237
720575941490804656,720575941521196211,9,VNC_WTct_L,,2190,0.410958904109589
720575941490833072,720575941458961604,12,VNC_HTct_R,,1340,0.8955223880597015
720575941491289033,720575941549822781,22,VNC_HTct_R,,4270,0.5152224824355972
720575941491338441,720575941487139138,4,VNC_WTct_R,,905,0.44198895027624313
720575941491338441,720575941499558369,4,VNC_WTct_R,,929,0.4305705059203444
720575941491338441,720575941530190027,3,VNC_WTct_R,,680,0.4411764705882353
720575941491338441,720575941603635190,18,VNC_WTct_R,,2413,0.7459593866556155
720575941491651559,720575941474574132,35,VNC_NTct_R,,4303,0.8133860097606322
720575941491903152,720575941542328837,3,VNC_WTct_L,,481,0.6237006237006237
720575941491903152,720575941573368719,3,VNC_WTct_L,,371,0.8086253369272237
720575941492284286,720575941468897856,24,VNC_WTct_R,,5313,0.4517221908526256
720575941492308606,720575941549822781,33,VNC_WTct_R,,4270,0.7728337236533959
720575941492350590,720575941456201887,25,VNC_WTct_L,,5339,0.4682524817381532
720575941492350590,720575941459347411,99,VNC_WTct_L,,6237,1.5873015873015872
720575941492350590,720575941483845954,35,VNC_WTct_L,,3549,0.9861932938856016
720575941492354174,720575941479658831,7,VNC_WTct_R,,1708,0.4098360655737705
720575941492413054,720575941468897856,26,VNC_WTct_R,,5313,0.4893657067570111
720575941492446078,720575941499558369,10,VNC_WTct_R,,929,1.0764262648008611
720575941493701246,720575941519783640,15,VNC_WTct_L,,3546,0.4230118443316413
720575941493701246,720575941560383347,6,VNC_WTct_L,,1027,0.5842259006815969
720575941494052992,720575941521196211,12,VNC_WTct_L,,2190,0.547945205479452
720575941494733767,720575941472734048,10,VNC_WTct_R,,1616,0.6188118811881188
720575941494733767,720575941530190027,4,VNC_WTct_R,,680,0.5882352941176471
720575941494733767,720575941530190027,3,VNC_unassigned_R,,680,0.4411764705882353
720575941494733767,720575941573368719,3,VNC_WTct_L,,371,0.8086253369272237
720575941494733767,720575941573368719,2,VNC_WTct_R,,371,0.5390835579514826
720575941494733767,720575941573368719,2,VNC_unassigned_R,,371,0.5390835579514826
720575941494733767,720575941597489344,12,VNC_WTct_R,,1757,0.6829823562891292
720575941494733767,720575941624985226,10,VNC_WTct_R,,738,1.3550135501355014
720575941494969726,720575941547394081,31,VNC_IntTct_L,,6992,0.44336384439359267
720575941494969726,720575941547394081,30,VNC_WTct_L,,6992,0.4290617848970252
720575941495591291,720575941542412805,19,VNC_HTct_L,,4250,0.4470588235294118
720575941495591291,720575941542412805,22,VNC_IntTct_L,,4250,0.5176470588235295
720575941495591291,720575941542412805,25,VNC_WTct_L,,4250,0.5882352941176471
720575941495662971,720575941549822781,38,VNC_WTct_R,,4270,0.8899297423887589
720575941495662971,720575941655597785,41,VNC_WTct_R,,7277,0.5634189913425862
720575941496047433,720575941629172716,21,VNC_IntTct_R,,4097,0.5125701732975347
720575941496142921,720575941573368719,3,VNC_WTct_L,,371,0.8086253369272237
720575941496146657,720575941521196211,17,VNC_WTct_L,,2190,0.776255707762557
720575941496146657,720575941521196211,17,VNC_unassigned_L,,2190,0.776255707762557
720575941496222945,720575941513173763,27,VNC_HTct_R,,5531,0.48815765684324713
720575941496222945,720575941580669817,38,VNC_HTct_R,,6173,0.6155839948161348
720575941496227041,720575941549822781,24,VNC_WTct_R,,4270,0.5620608899297423
720575941496227041,720575941655597785,31,VNC_WTct_R,,7277,0.42599972516146767
720575941496284489,720575941458961604,12,VNC_WTct_R,,1340,0.8955223880597015
720575941496830370,720575941565378919,58,VNC_HTct_L,,2178,2.6629935720844813
720575941496830370,720575941565378919,15,VNC_WTct_L,,2178,0.6887052341597797
720575941496878498,720575941468288375,16,VNC_WTct_R,,3743,0.42746460058776387
720575941496878498,720575941479658831,23,VNC_IntTct_R,,1708,1.3466042154566744
720575941496915618,720575941513173763,33,VNC_HTct_R,,5531,0.5966371361417465
720575941496949410,720575941468288375,42,VNC_WTct_R,,3743,1.12209457654288
720575941496949410,720575941516770670,50,VNC_WTct_R,,5918,0.8448800270361609
720575941498287522,720575941483845954,37,VNC_WTct_L,,3549,1.0425471963933504
720575941498287522,720575941547394081,29,VNC_WTct_L,,6992,0.41475972540045764
720575941498482043,720575941472734048,9,VNC_WTct_R,,1616,0.5569306930693069
720575941498696354,720575941468897856,47,VNC_IntTct_R,,5313,0.8846226237530586
720575941498696354,720575941468897856,32,VNC_WTct_R,,5313,0.6022962544701675
720575941498696354,720575941475745898,38,VNC_IntTct_R,,7388,0.5143475906876015
720575941498696354,720575941624985226,4,VNC_unassigned_R,,738,0.5420054200542005
720575941498803874,720575941489673420,117,VNC_WTct_L,,3793,3.0846295808067494
720575941498803874,720575941565378919,15,VNC_WTct_L,,2178,0.6887052341597797
720575941498935777,720575941732789547,12,VNC_WTct_R,,1895,0.6332453825857519
720575941498948425,720575941487139138,9,VNC_WTct_R,,905,0.9944751381215469
720575941498948425,720575941566847847,10,VNC_WTct_L,,1840,0.5434782608695652
720575941498948425,720575941590220684,3,VNC_WTct_L,,648,0.4629629629629629
720575941499420555,720575941489673420,64,VNC_WTct_L,,3793,1.6873187450566836
720575941499426699,720575941565378919,23,VNC_HTct_L,,2178,1.0560146923783287
720575941499447691,720575941468897856,28,VNC_WTct_R,,5313,0.5270092226613966
720575941499447691,720575941547315060,24,VNC_WTct_L,,5135,0.46738072054527746
720575941499544715,720575941468288375,166,VNC_WTct_R,,3743,4.43494523109805
720575941499544715,720575941513173763,32,VNC_HTct_R,,5531,0.57855722292533
720575941499544715,720575941513173763,166,VNC_WTct_R,,5531,3.001265593925149
720575941499544715,720575941516770670,167,VNC_WTct_R,,5918,2.8218992903007774
720575941499544715,720575941580669817,117,VNC_WTct_R,,6173,1.895350720881257
720575941499761058,720575941565105206,9,VNC_WTct_L,,1775,0.5070422535211268
720575941500845035,720575941547394081,34,VNC_WTct_L,,6992,0.4862700228832952
720575941500983019,720575941547394081,28,VNC_WTct_L,,6992,0.40045766590389015
720575941500995051,720575941487139138,5,VNC_WTct_R,,905,0.5524861878453038
720575941501026283,720575941507955269,36,VNC_WTct_L,,4269,0.8432888264230498
720575941501026283,720575941519783640,27,VNC_WTct_L,,3546,0.7614213197969544
720575941501026283,720575941534583786,50,VNC_WTct_L,,5271,0.948586605957124
720575941501026283,720575941640465439,22,VNC_WTct_L,,4273,0.5148607535689211
720575941501026283,720575941645403000,27,VNC_WTct_L,,5129,0.5264184051472022
720575941501721138,720575941565378919,51,VNC_HTct_L,,2178,2.3415977961432506
720575941501721138,720575941565378919,20,VNC_WTct_L,,2178,0.9182736455463728
720575941501786930,720575941456201887,26,VNC_HTct_L,,5339,0.4869825810076793
720575941501786930,720575941547315060,23,VNC_HTct_L,,5135,0.44790652385589097
720575941501842626,720575941534583786,27,VNC_WTct_L,,5271,0.512236767216847
720575941501842626,720575941614289683,3,VNC_WTct_L,,593,0.5059021922428331
720575941501848626,720575941547394081,32,VNC_WTct_L,,6992,0.4576659038901602
720575941501884610,720575941549822781,20,VNC_WTct_R,,4270,0.468384074941452
720575941501903154,720575941472734048,8,VNC_WTct_R,,1616,0.49504950495049505
720575941501903154,720575941603635190,17,VNC_WTct_R,,2413,0.7045171985080813
720575941501903154,720575941624985226,5,VNC_WTct_R,,738,0.6775067750677507
720575941503451301,720575941624155644,44,VNC_WTct_L,,5692,0.7730147575544624
720575941503499755,720575941630940642,27,VNC_HTct_L,,5684,0.4750175932441942
720575941503638578,720575941489673420,18,VNC_HTct_L,,3793,0.47455839704719216
720575941503638578,720575941565378919,17,VNC_HTct_L,,2178,0.7805325987144168
720575941503667109,720575941463144336,42,VNC_WTct_R,,4549,0.9232798417234557
720575941503667109,720575941479034563,33,VNC_WTct_R,,5233,0.6306134148671889
720575941503667109,720575941530190027,3,VNC_WTct_R,,680,0.4411764705882353
720575941503667109,720575941533190337,34,VNC_WTct_R,,4534,0.7498897220996913
720575941503667109,720575941583644382,24,VNC_WTct_R,,3889,0.6171252249935717
720575941503667109,720575941596050112,44,VNC_WTct_R,,5583,0.7881067526419488
720575941503667109,720575941624985226,4,VNC_WTct_R,,738,0.5420054200542005
720575941504235031,720575941547315060,25,VNC_WTct_L,,5135,0.4868549172346641
720575941504424517,720575941463144336,19,VNC_WTct_L,,4549,0.4176742141129918
720575941504424517,720575941507955269,26,VNC_WTct_L,,4269,0.6090419301944249
720575941504424517,720575941519783640,27,VNC_WTct_L,,3546,0.7614213197969544
720575941504424517,720575941534583786,46,VNC_WTct_L,,5271,0.872699677480554
720575941504424517,720575941640465439,31,VNC_WTct_L,,4273,0.7254856073016616
720575941504424517,720575941645403000,34,VNC_WTct_L,,5129,0.6628972509261064
720575941504456386,720575941507955269,29,VNC_WTct_L,,4269,0.6793159990630124
720575941504456386,720575941519783640,20,VNC_WTct_L,,3546,0.5640157924421884
720575941504456386,720575941534583786,29,VNC_WTct_L,,5271,0.5501802314551318
720575941504456386,720575941565105206,9,VNC_WTct_L,,1775,0.5070422535211268
720575941504456386,720575941590220684,7,VNC_WTct_L,,648,1.0802469135802468
720575941504456386,720575941640465439,27,VNC_WTct_L,,4273,0.6318745611982214
720575941504456386,720575941645403000,37,VNC_WTct_L,,5129,0.7213881848313511
720575941504505157,720575941580669817,31,VNC_WTct_R,,6173,0.5021869431394783
720575941505225266,720575941614289683,3,VNC_WTct_L,,593,0.5059021922428331
720575941505457954,720575941643100754,44,VNC_WTct_R,,8670,0.5074971164936563
720575941505493026,720575941534583786,26,VNC_WTct_L,,5271,0.4932650350977045
720575941505493026,720575941590220684,3,VNC_WTct_L,,648,0.4629629629629629
720575941505493026,720575941645403000,27,VNC_WTct_L,,5129,0.5264184051472022
720575941505610263,720575941483845954,22,VNC_WTct_L,,3549,0.6198929275852353
720575941505610263,720575941566847847,8,VNC_WTct_L,,1840,0.43478260869565216
720575941505725790,720575941468897856,27,VNC_IntTct_R,,5313,0.5081874647092038
720575941505725790,720575941468897856,25,VNC_WTct_R,,5313,0.4705439488048184
720575941505725790,720575941475745898,31,VNC_IntTct_R,,7388,0.4195993502977802
720575941505725790,720575941542412805,42,VNC_WTct_L,,4250,0.9882352941176471
720575941505725790,720575941547315060,35,VNC_IntTct_L,,5135,0.6815968841285297
720575941505835137,720575941472734048,45,VNC_WTct_R,,1616,2.7846534653465347
720575941505835137,720575941487139138,41,VNC_WTct_R,,905,4.530386740331491
720575941505835137,720575941499558369,44,VNC_WTct_R,,929,4.736275565123789
720575941505835137,720575941530190027,41,VNC_WTct_R,,680,6.029411764705882
720575941505835137,720575941542328837,3,VNC_WTct_R,,481,0.6237006237006237
720575941505835137,720575941566847847,11,VNC_WTct_L,,1840,0.5978260869565217
720575941505835137,720575941573368719,5,VNC_HTct_L,,371,1.3477088948787064
720575941505835137,720575941573368719,6,VNC_WTct_L,,371,1.6172506738544474
720575941505835137,720575941573368719,2,VNC_WTct_R,,371,0.5390835579514826
720575941505835137,720575941590220684,5,VNC_WTct_R,,648,0.7716049382716049
720575941505835137,720575941597489344,72,VNC_WTct_R,,1757,4.097894137734776
720575941505835137,720575941603635190,72,VNC_WTct_R,,2413,2.983837546622462
720575941505835137,720575941614289683,4,VNC_WTct_L,,593,0.6745362563237773
720575941505835137,720575941614289683,7,VNC_WTct_R,,593,1.1804384485666104
720575941505835137,720575941624985226,45,VNC_WTct_R,,738,6.097560975609756
720575941505887361,720575941507955269,21,VNC_WTct_L,,4269,0.4919184820801124
720575941505887361,720575941534583786,42,VNC_WTct_L,,5271,0.796812749003984
720575941505887361,720575941640465439,21,VNC_WTct_L,,4273,0.49145799204306106
720575941505889409,720575941507955269,26,VNC_WTct_L,,4269,0.6090419301944249
720575941505889409,720575941519783640,16,VNC_WTct_L,,3546,0.4512126339537508
720575941505889409,720575941534583786,39,VNC_WTct_L,,5271,0.7398975526465565
720575941507228545,720575941459347411,72,VNC_WTct_L,,6237,1.1544011544011543
720575941507787024,720575941474574132,20,VNC_WTct_R,,4303,0.46479200557750405
720575941507787024,720575941542412805,24,VNC_WTct_L,,4250,0.5647058823529412
720575941507787024,720575941547315060,41,VNC_IntTct_L,,5135,0.7984420642648491
720575941507787024,720575941547315060,36,VNC_WTct_L,,5135,0.7010710808179162
720575941507787024,720575941547394081,28,VNC_WTct_L,,6992,0.40045766590389015
720575941507848208,720575941629172716,73,VNC_WTct_R,,4097,1.7817915547961922
720575941508278562,720575941542412805,25,VNC_HTct_L,,4250,0.5882352941176471
720575941508278562,720575941542412805,19,VNC_WTct_L,,4250,0.4470588235294118
720575941508354770,720575941468288375,33,VNC_WTct_R,,3743,0.8816457387122629
720575941508354770,720575941516770670,85,VNC_WTct_R,,5918,1.4362960459614735
720575941508542674,720575941521196211,12,VNC_HTct_L,,2190,0.547945205479452
720575941511275986,720575941456201887,39,VNC_WTct_L,,5339,0.730473871511519
720575941511275986,720575941468288375,29,VNC_HTct_R,,3743,0.7747795885653219
720575941511275986,720575941468288375,48,VNC_WTct_R,,3743,1.2823938017632914
720575941511275986,720575941483845954,31,VNC_HTct_R,,3549,0.8734854888701041
720575941511275986,720575941513173763,60,VNC_HTct_R,,5531,1.0847947929849937
720575941511275986,720575941513173763,57,VNC_WTct_R,,5531,1.030555053335744
720575941511275986,720575941516770670,32,VNC_HTct_R,,5918,0.5407232173031429
720575941511275986,720575941516770670,126,VNC_WTct_R,,5918,2.1290976681311253
720575941511275986,720575941580669817,64,VNC_HTct_R,,6173,1.0367730439008584
720575941511275986,720575941580669817,37,VNC_IntTct_R,,6173,0.5993844160051839
720575941511275986,720575941580669817,145,VNC_WTct_R,,6173,2.3489389275878825
720575941511275986,720575941655597785,103,VNC_WTct_R,,7277,1.4154184416655216
720575941511393233,720575941459347411,61,VNC_WTct_L,,6237,0.9780343113676447
720575941511393233,720575941516770670,36,VNC_WTct_R,,5918,0.6083136194660358
720575941511393233,720575941521196211,17,VNC_WTct_L,,2190,0.776255707762557
720575941511393233,720575941549822781,27,VNC_WTct_R,,4270,0.6323185011709602
720575941511393233,720575941624155644,54,VNC_WTct_L,,5692,0.9486999297259312
720575941511393233,720575941624985226,3,VNC_WTct_L,,738,0.40650406504065045
720575941511393233,720575941643100754,59,VNC_WTct_R,,8670,0.6805074971164936
720575941511393233,720575941645041313,71,VNC_WTct_L,,6617,1.0729938038385975
720575941511393233,720575941655597785,63,VNC_WTct_R,,7277,0.8657413769410472
720575941512798796,720575941565378919,41,VNC_HTct_L,,2178,1.8824609733700643
720575941512798796,720575941565378919,11,VNC_WTct_L,,2178,0.5050505050505051
720575941512798929,720575941624985226,3,VNC_T2_MesoNm_R,,738,0.40650406504065045
720575941512808780,720575941479034563,26,VNC_WTct_R,,5233,0.49684693292566406
720575941512808780,720575941507955269,20,VNC_WTct_L,,4269,0.4684937924572499
720575941512808780,720575941534583786,30,VNC_WTct_L,,5271,0.5691519635742743
720575941512808780,720575941583644382,17,VNC_WTct_R,,3889,0.4371303677037799
720575941512808780,720575941645403000,36,VNC_WTct_L,,5129,0.7018912068629363
720575941512896099,720575941463144336,24,VNC_WTct_L,,4549,0.5275884809848318
720575941512896099,720575941463144336,39,VNC_WTct_R,,4549,0.8573312816003518
720575941512896099,720575941472734048,10,VNC_WTct_R,,1616,0.6188118811881188
720575941512896099,720575941479034563,56,VNC_WTct_R,,5233,1.0701318555321995
720575941512896099,720575941499558369,5,VNC_WTct_R,,929,0.5382131324004306
720575941512896099,720575941507955269,28,VNC_WTct_L,,4269,0.65589130944015
720575941512896099,720575941507955269,43,VNC_WTct_R,,4269,1.0072616537830874
720575941512896099,720575941519783640,15,VNC_WTct_R,,3546,0.4230118443316413
720575941512896099,720575941533190337,68,VNC_WTct_R,,4534,1.4997794441993826
720575941512896099,720575941583644382,54,VNC_WTct_R,,3889,1.3885317562355362
720575941512896099,720575941596050112,63,VNC_WTct_R,,5583,1.1284255776464267
720575941512896099,720575941603635190,26,VNC_WTct_R,,2413,1.077496891835889
720575941512896099,720575941640465439,21,VNC_WTct_L,,4273,0.49145799204306106
720575941512896099,720575941640465439,23,VNC_WTct_R,,4273,0.5382635150947812
720575941512896099,720575941645403000,22,VNC_WTct_L,,5129,0.42893351530512774
720575941512896099,720575941645403000,23,VNC_WTct_R,,5129,0.4484304932735426
720575941512899427,720575941463144336,20,VNC_WTct_R,,4549,0.4396570674873599
720575941512899427,720575941479034563,21,VNC_WTct_R,,5233,0.40129944582457483
720575941512987129,720575941468897856,37,VNC_IntTct_R,,5313,0.6964050442311311
720575941512987129,720575941474574132,35,VNC_WTct_R,,4303,0.8133860097606322
720575941512987129,720575941547315060,40,VNC_IntTct_L,,5135,0.7789678675754625
720575941512987129,720575941547315060,26,VNC_WTct_L,,5135,0.5063291139240507
720575941513033219,720575941468288375,18,VNC_HTct_R,,3743,0.48089767566123426
720575941513033219,720575941468288375,65,VNC_WTct_R,,3743,1.7365749398877905
720575941513033219,720575941483845954,19,VNC_HTct_R,,3549,0.5353620738236123
720575941513033219,720575941513173763,92,VNC_WTct_R,,5531,1.6633520159103237
720575941513033219,720575941516770670,50,VNC_HTct_R,,5918,0.8448800270361609
720575941513033219,720575941516770670,101,VNC_WTct_R,,5918,1.706657654613045
720575941513167609,720575941643100754,35,VNC_WTct_R,,8670,0.40369088811995385
720575941513177337,720575941507955269,19,VNC_WTct_L,,4269,0.44506910283438744
720575941513177337,720575941519783640,22,VNC_WTct_L,,3546,0.6204173716864072
720575941513220601,720575941519783640,15,VNC_WTct_L,,3546,0.4230118443316413
720575941513242202,720575941521196211,12,VNC_HTct_L,,2190,0.547945205479452
720575941513242202,720575941521196211,10,VNC_WTct_L,,2190,0.45662100456621
720575941513254905,720575941458961604,7,VNC_HTct_R,,1340,0.5223880597014926
720575941513791820,720575941468288375,37,VNC_WTct_R,,3743,0.9885118888592038
720575941513791820,720575941655597785,30,VNC_WTct_R,,7277,0.4122577985433558
720575941514046355,720575941549822781,56,VNC_WTct_R,,4270,1.3114754098360655
720575941514046355,720575941655597785,55,VNC_WTct_R,,7277,0.7558059639961523
720575941514065043,720575941542412805,30,VNC_WTct_L,,4250,0.7058823529411765
720575941514065043,720575941547315060,30,VNC_WTct_L,,5135,0.5842259006815969
720575941514097043,720575941521196211,10,VNC_WTct_L,,2190,0.45662100456621
720575941514097043,720575941521196211,20,VNC_unassigned_L,,2190,0.91324200913242
720575941514103107,720575941483845954,30,VNC_WTct_L,,3549,0.84530853761623
720575941514103107,720575941547394081,35,VNC_WTct_L,,6992,0.5005720823798627
720575941515619939,720575941463144336,28,VNC_WTct_R,,4549,0.6155198944823038
720575941515619939,720575941472734048,11,VNC_WTct_R,,1616,0.6806930693069307
720575941515619939,720575941479034563,25,VNC_WTct_L,,5233,0.47773743550544623
720575941515619939,720575941487139138,4,VNC_WTct_R,,905,0.44198895027624313
720575941515619939,720575941507955269,40,VNC_WTct_L,,4269,0.9369875849144998
720575941515619939,720575941519783640,30,VNC_WTct_L,,3546,0.8460236886632826
720575941515619939,720575941530190027,5,VNC_WTct_R,,680,0.7352941176470588
720575941515619939,720575941533190337,23,VNC_WTct_R,,4534,0.5072783414203794
720575941515619939,720575941534583786,36,VNC_WTct_L,,5271,0.6829823562891292
720575941515619939,720575941542328837,7,VNC_WTct_L,,481,1.4553014553014554
720575941515619939,720575941560383347,11,VNC_WTct_L,,1027,1.071080817916261
720575941515619939,720575941565105206,21,VNC_WTct_L,,1775,1.1830985915492958
720575941515619939,720575941566847847,33,VNC_WTct_L,,1840,1.7934782608695652
720575941515619939,720575941573368719,5,VNC_WTct_L,,371,1.3477088948787064
720575941515619939,720575941583644382,16,VNC_WTct_R,,3889,0.41141681666238106
720575941515619939,720575941590220684,16,VNC_WTct_L,,648,2.4691358024691357
720575941515619939,720575941597489344,10,VNC_WTct_R,,1757,0.5691519635742743
720575941515619939,720575941603635190,11,VNC_WTct_R,,2413,0.45586406962287607
720575941515619939,720575941614289683,10,VNC_WTct_L,,593,1.6863406408094435
720575941515619939,720575941624985226,3,VNC_WTct_R,,738,0.40650406504065045
720575941515619939,720575941640465439,27,VNC_WTct_L,,4273,0.6318745611982214
720575941515619939,720575941645403000,48,VNC_WTct_L,,5129,0.9358549424839151
720575941515693315,720575941590220684,4,VNC_unassigned_L,,648,0.6172839506172839
720575941515936505,720575941472734048,9,VNC_WTct_R,,1616,0.5569306930693069
720575941515936505,720575941530190027,4,VNC_T2_MesoNm_R,,680,0.5882352941176471
720575941516099500,720575941463144336,42,VNC_WTct_L,,4549,0.9232798417234557
720575941516099500,720575941463144336,22,VNC_WTct_R,,4549,0.48362277423609584
720575941516099500,720575941479034563,26,VNC_WTct_L,,5233,0.49684693292566406
720575941516099500,720575941479034563,23,VNC_WTct_R,,5233,0.4395184406650105
720575941516099500,720575941487139138,4,VNC_WTct_R,,905,0.44198895027624313
720575941516099500,720575941499558369,5,VNC_WTct_L,,929,0.5382131324004306
720575941516099500,720575941507955269,40,VNC_WTct_L,,4269,0.9369875849144998
720575941516099500,720575941519783640,53,VNC_WTct_L,,3546,1.4946418499717993
720575941516099500,720575941530190027,6,VNC_WTct_R,,680,0.8823529411764706
720575941516099500,720575941533190337,24,VNC_WTct_R,,4534,0.529333921482135
720575941516099500,720575941534583786,56,VNC_WTct_L,,5271,1.0624169986719787
720575941516099500,720575941542328837,9,VNC_WTct_L,,481,1.8711018711018712
720575941516099500,720575941542328837,2,VNC_unassigned_L,,481,0.4158004158004158
720575941516099500,720575941560383347,16,VNC_WTct_L,,1027,1.557935735150925
720575941516099500,720575941565105206,40,VNC_WTct_L,,1775,2.2535211267605635
720575941516099500,720575941566847847,33,VNC_WTct_L,,1840,1.7934782608695652
720575941516099500,720575941573368719,9,VNC_WTct_L,,371,2.4258760107816713
