interneuron_id,cluster,hub_score,target_score,n_mn_targets,integration_score_norm,n_muscle_types,cluster_score,dn_score,n_dn_inputs,composite_score,neuron_name,rank,priority_tier
720575941543397737,4,48.27586206896534,48.275862068965516,14,5.2631578947368425,2.0,100.0,1.9047619047619047,4,41.011580675827446,720575941543397737,105,Tier 2: Medium Priority
720575941649244437,2,34.48275862068953,34.48275862068966,10,0.0,1.0,100.0,22.38095238095238,47,40.940065681444956,720575941649244437,106,Tier 2: Medium Priority
720575941536708323,4,41.37931034482744,41.37931034482759,12,15.789473684210526,2.0,100.0,0.9523809523809523,2,40.80978307838557,720575941536708323,107,Tier 2: Medium Priority
720575941485135426,4,44.827586206896015,44.827586206896555,13,10.526315789473685,2.0,100.0,0.9523809523809523,2,40.791634258058785,720575941485135426,108,Tier 2: Medium Priority
720575941583637214,4,41.37931034482744,41.37931034482759,12,15.789473684210526,2.0,100.0,0.0,0,40.57168784029033,720575941583637214,109,Tier 2: Medium Priority
720575941663099516,2,37.931034482758115,37.93103448275862,11,0.0,1.0,100.0,16.666666666666668,35,40.545977011494095,720575941663099516,110,Tier 2: Medium Priority
720575941503499755,2,34.48275862068953,34.48275862068966,10,21.05263157894737,2.0,100.0,3.8095238095238093,8,40.50773485437728,720575941503499755,111,Tier 2: Medium Priority
720575941610354153,4,41.37931034482744,41.37931034482759,12,10.526315789473685,2.0,100.0,3.8095238095238093,8,40.47143721372392,720575941610354153,112,Tier 2: Medium Priority
720575941595757724,4,48.27586206896534,48.275862068965516,14,0.0,1.0,100.0,3.8095238095238093,8,40.43513957307055,720575941595757724,113,Tier 2: Medium Priority
720575941501026283,4,41.37931034482744,41.37931034482759,12,10.526315789473685,2.0,100.0,3.3333333333333335,7,40.3523895946763,720575941501026283,114,Tier 2: Medium Priority
720575941477166622,3,17.2413793103444,17.24137931034483,5,5.2631578947368425,2.0,92.67161410018554,43.80952380952381,92,40.34532984947803,720575941477166622,115,Tier 2: Medium Priority
720575941655827480,4,48.27586206896534,48.275862068965516,14,0.0,1.0,100.0,2.857142857142857,6,40.19704433497532,720575941655827480,116,Tier 2: Medium Priority
720575941489089255,3,37.931034482758115,37.93103448275862,11,26.31578947368421,2.0,92.67161410018554,1.4285714285714286,3,40.16751462175351,720575941489089255,117,Tier 2: Medium Priority
