source,target,weight,neuropil,nt_type,dn_name,in_name,in_rank,in_score,in_cluster,dn_specialization
720575941540246364,720575941553338778,25,VNC_HTct_L,,DNxn125,720575941553338778,50,36.05417732310315,5,steering_control
720575941540246364,720575941553338778,47,VNC_IntTct_L,,DNxn125,720575941553338778,50,36.05417732310315,5,steering_control
720575941540246364,720575941553338778,37,VNC_WTct_L,,DNxn125,720575941553338778,50,36.05417732310315,5,steering_control
720575941545312005,720575941608991050,14,VNC_HTct_R,,DNp22,720575941608991050,22,42.72906772882216,1,steering_control
720575941547452084,720575941524114276,10,VNC_LTct_L,,DNp49,720575941524114276,4,49.65708655982445,3,steering_control
720575941547718461,720575941608991050,12,VNC_IntTct_R,,DNxn106,720575941608991050,22,42.72906772882216,1,steering_control
720575941548169608,720575941557612915,20,VNC_IntTct_R,,DNp51,720575941557612915,11,45.47062630877588,1,steering_control
720575941548169608,720575941608991050,15,VNC_IntTct_R,,DNp51,720575941608991050,22,42.72906772882216,1,steering_control
720575941551414170,720575941553338778,24,VNC_IntTct_L,,DNg07,720575941553338778,50,36.05417732310315,5,steering_control
720575941551948543,720575941623108298,18,VNC_IntTct_R,,DNp63,720575941623108298,1,61.48917156774057,3,steering_control
720575941551948543,720575941623108298,15,VNC_WTct_R,,DNp63,720575941623108298,1,61.48917156774057,3,steering_control
720575941551948543,720575941671138727,10,VNC_WTct_L,,DNp63,720575941671138727,19,43.07185790314436,3,steering_control
720575941552603966,720575941457147206,30,VNC_IntTct_L,,DNp19,720575941457147206,38,37.02653434949327,4,steering_control
720575941552603966,720575941474741819,11,VNC_IntTct_L,,DNp19,720575941474741819,14,45.09030416514421,2,steering_control
720575941552603966,720575941557612915,16,VNC_HTct_R,,DNp19,720575941557612915,11,45.47062630877588,1,steering_control
720575941552603966,720575941608991050,19,VNC_IntTct_R,,DNp19,720575941608991050,22,42.72906772882216,1,steering_control
720575941552726407,720575941557612915,56,VNC_HTct_R,,DNg99,720575941557612915,11,45.47062630877588,1,steering_control
720575941552726407,720575941557612915,53,VNC_IntTct_R,,DNg99,720575941557612915,11,45.47062630877588,1,steering_control
720575941552726407,720575941608991050,20,VNC_HTct_R,,DNg99,720575941608991050,22,42.72906772882216,1,steering_control
720575941552726407,720575941608991050,37,VNC_IntTct_R,,DNg99,720575941608991050,22,42.72906772882216,1,steering_control
720575941552726407,720575941623108298,40,VNC_IntTct_R,,DNg99,720575941623108298,1,61.48917156774057,3,steering_control
720575941552726407,720575941623108298,37,VNC_WTct_R,,DNg99,720575941623108298,1,61.48917156774057,3,steering_control
720575941553786503,720575941477166622,17,VNC_IntTct_L,,aSP22,720575941477166622,28,39.98144562172689,5,steering_control
720575941553786503,720575941579868917,18,VNC_IntTct_L,,aSP22,720575941579868917,37,37.05389094430501,4,steering_control
720575941558607396,720575941572251144,18,VNC_HTct_L,,DNp03,720575941572251144,13,45.201551287463005,1,steering_control
720575941560503155,720575941457147206,27,VNC_IntTct_L,,DNp73,720575941457147206,38,37.02653434949327,4,steering_control
720575941560503155,720575941572251144,22,VNC_HTct_L,,DNp73,720575941572251144,13,45.201551287463005,1,steering_control
720575941560503155,720575941572251144,26,VNC_IntTct_L,,DNp73,720575941572251144,13,45.201551287463005,1,steering_control
720575941562059176,720575941557612915,16,VNC_HTct_R,,DNg82,720575941557612915,11,45.47062630877588,1,steering_control
720575941562059176,720575941557612915,19,VNC_IntTct_R,,DNg82,720575941557612915,11,45.47062630877588,1,steering_control
720575941562059176,720575941608991050,10,VNC_HTct_R,,DNg82,720575941608991050,22,42.72906772882216,1,steering_control
720575941562404008,720575941572251144,12,VNC_HTct_L,,DNge088,720575941572251144,13,45.201551287463005,1,steering_control
720575941562404008,720575941572251144,16,VNC_IntTct_L,,DNge088,720575941572251144,13,45.201551287463005,1,steering_control
720575941562981522,720575941611080010,18,VNC_HTct_L,,DNxn114,720575941611080010,45,36.5042123371087,5,steering_control
720575941563218944,720575941532246762,16,VNC_HTct_R,,DNxn122,720575941532246762,36,37.60221501644136,5,steering_control
720575941563218944,720575941532246762,34,VNC_IntTct_R,,DNxn122,720575941532246762,36,37.60221501644136,5,steering_control
720575941563218944,720575941557612915,18,VNC_HTct_R,,DNxn122,720575941557612915,11,45.47062630877588,1,steering_control
720575941563218944,720575941557612915,37,VNC_IntTct_R,,DNxn122,720575941557612915,11,45.47062630877588,1,steering_control
720575941563218944,720575941608991050,22,VNC_HTct_R,,DNxn122,720575941608991050,22,42.72906772882216,1,steering_control
720575941563218944,720575941608991050,32,VNC_IntTct_R,,DNxn122,720575941608991050,22,42.72906772882216,1,steering_control
720575941563391383,720575941572251144,11,VNC_HTct_L,,DNg82,720575941572251144,13,45.201551287463005,1,steering_control
720575941564410112,720575941572251144,10,VNC_IntTct_L,,DNg05,720575941572251144,13,45.201551287463005,1,steering_control
720575941566309174,720575941557612915,34,VNC_HTct_R,,DNp26,720575941557612915,11,45.47062630877588,1,steering_control
720575941566309174,720575941557612915,13,VNC_IntTct_R,,DNp26,720575941557612915,11,45.47062630877588,1,steering_control
720575941566309174,720575941608991050,33,VNC_HTct_R,,DNp26,720575941608991050,22,42.72906772882216,1,steering_control
720575941566309174,720575941608991050,15,VNC_IntTct_R,,DNp26,720575941608991050,22,42.72906772882216,1,steering_control
720575941568870770,720575941623108298,16,VNC_HTct_R,,DNa10,720575941623108298,1,61.48917156774057,3,steering_control
720575941568870770,720575941623108298,26,VNC_WTct_R,,DNa10,720575941623108298,1,61.48917156774057,3,steering_control
720575941568870770,720575941671138727,20,VNC_HTct_L,,DNa10,720575941671138727,19,43.07185790314436,3,steering_control
720575941568870770,720575941671138727,14,VNC_WTct_L,,DNa10,720575941671138727,19,43.07185790314436,3,steering_control
720575941572669342,720575941553338778,17,VNC_IntTct_L,,DNb06,720575941553338778,50,36.05417732310315,5,steering_control
720575941572669342,720575941553338778,23,VNC_T2_MesoNm_L,,DNb06,720575941553338778,50,36.05417732310315,5,steering_control
720575941572671995,720575941408509867,10,VNC_IntTct_R,,DNp59,720575941408509867,33,38.82719827061262,2,steering_control
720575941572671995,720575941457802480,14,VNC_LTct_R,,DNp59,720575941457802480,6,48.06843106807939,2,steering_control
720575941572671995,720575941474741819,21,VNC_LTct_R,,DNp59,720575941474741819,14,45.09030416514421,2,steering_control
720575941573616891,720575941457802480,13,VNC_LTct_L,,DNp59,720575941457802480,6,48.06843106807939,2,steering_control
720575941573616891,720575941474741819,15,VNC_IntTct_L,,DNp59,720575941474741819,14,45.09030416514421,2,steering_control
720575941573616891,720575941474741819,43,VNC_LTct_L,,DNp59,720575941474741819,14,45.09030416514421,2,steering_control
720575941574375272,720575941608991050,14,VNC_IntTct_R,,DNg07,720575941608991050,22,42.72906772882216,1,steering_control
720575941574671517,720575941557612915,10,VNC_IntTct_R,,DNpe011,720575941557612915,11,45.47062630877588,1,steering_control
720575941574675869,720575941623108298,22,VNC_HTct_R,,DNb07,720575941623108298,1,61.48917156774057,3,steering_control
720575941574675869,720575941623108298,27,VNC_IntTct_R,,DNb07,720575941623108298,1,61.48917156774057,3,steering_control
720575941574675869,720575941623108298,23,VNC_WTct_R,,DNb07,720575941623108298,1,61.48917156774057,3,steering_control
720575941574675869,720575941671138727,22,VNC_HTct_L,,DNb07,720575941671138727,19,43.07185790314436,3,steering_control
720575941574675869,720575941671138727,11,VNC_IntTct_L,,DNb07,720575941671138727,19,43.07185790314436,3,steering_control
720575941574675869,720575941671138727,10,VNC_NTct_L,,DNb07,720575941671138727,19,43.07185790314436,3,steering_control
720575941574675869,720575941671138727,16,VNC_WTct_L,,DNb07,720575941671138727,19,43.07185790314436,3,steering_control
720575941580369489,720575941611080010,15,VNC_HTct_L,,DNg08,720575941611080010,45,36.5042123371087,5,steering_control
720575941593505387,720575941579868917,46,VNC_NTct_L,,DNnt017,720575941579868917,37,37.05389094430501,4,steering_control
720575941594823537,720575941457802480,35,VNC_LTct_L,,DNp05,720575941457802480,6,48.06843106807939,2,power_control
720575941594823537,720575941457802480,14,VNC_LTct_R,,DNp05,720575941457802480,6,48.06843106807939,2,power_control
720575941594823537,720575941474741819,36,VNC_IntTct_L,,DNp05,720575941474741819,14,45.09030416514421,2,power_control
720575941594823537,720575941474741819,22,VNC_LTct_L,,DNp05,720575941474741819,14,45.09030416514421,2,power_control
720575941595189029,720575941473850720,38,VNC_IntTct_L,,DNp18,720575941473850720,49,36.094129825843325,5,steering_control
720575941595189029,720575941474741819,25,VNC_IntTct_L,,DNp18,720575941474741819,14,45.09030416514421,2,steering_control
720575941595189029,720575941572251144,28,VNC_HTct_L,,DNp18,720575941572251144,13,45.201551287463005,1,steering_control
720575941595189029,720575941572251144,51,VNC_IntTct_L,,DNp18,720575941572251144,13,45.201551287463005,1,steering_control
720575941595542823,720575941457802480,32,VNC_IntTct_R,,DNp05,720575941457802480,6,48.06843106807939,2,power_control
720575941595542823,720575941457802480,52,VNC_LTct_R,,DNp05,720575941457802480,6,48.06843106807939,2,power_control
720575941595542823,720575941474741819,12,VNC_IntTct_R,,DNp05,720575941474741819,14,45.09030416514421,2,power_control
720575941595542823,720575941474741819,42,VNC_LTct_R,,DNp05,720575941474741819,14,45.09030416514421,2,power_control
720575941596602048,720575941557612915,44,VNC_IntTct_R,,DNxn118,720575941557612915,11,45.47062630877588,1,steering_control
720575941596602048,720575941608991050,29,VNC_IntTct_R,,DNxn118,720575941608991050,22,42.72906772882216,1,steering_control
720575941598325148,720575941477166622,11,VNC_IntTct_L,,DNge094,720575941477166622,28,39.98144562172689,5,steering_control
720575941598693824,720575941579868917,22,VNC_NTct_L,,DNp17,720575941579868917,37,37.05389094430501,4,steering_control
720575941598950556,720575941562464866,13,VNC_WTct_L,,DNg27,720575941562464866,48,36.17126263548896,5,steering_control
720575941598950556,720575941669049587,10,VNC_WTct_R,,DNg27,720575941669049587,3,52.94214772865673,2,steering_control
720575941600878377,720575941572251144,11,VNC_HTct_L,,DNa05,720575941572251144,13,45.201551287463005,1,steering_control
720575941600878377,720575941579868917,14,VNC_IntTct_L,,DNa05,720575941579868917,37,37.05389094430501,4,steering_control
720575941600878377,720575941579868917,12,VNC_NTct_L,,DNa05,720575941579868917,37,37.05389094430501,4,steering_control
720575941600878377,720575941611080010,17,VNC_HTct_L,,DNa05,720575941611080010,45,36.5042123371087,5,steering_control
720575941601731769,720575941572251144,23,VNC_IntTct_L,,DNxn118,720575941572251144,13,45.201551287463005,1,steering_control
720575941602323897,720575941532246762,33,VNC_IntTct_R,,DNa04,720575941532246762,36,37.60221501644136,5,steering_control
720575941602323897,720575941557612915,45,VNC_HTct_R,,DNa04,720575941557612915,11,45.47062630877588,1,steering_control
720575941602323897,720575941557612915,10,VNC_IntTct_R,,DNa04,720575941557612915,11,45.47062630877588,1,steering_control
720575941602323897,720575941608991050,16,VNC_HTct_R,,DNa04,720575941608991050,22,42.72906772882216,1,steering_control
720575941602323897,720575941608991050,13,VNC_IntTct_R,,DNa04,720575941608991050,22,42.72906772882216,1,steering_control
720575941609235302,720575941608991050,24,VNC_HTct_R,,DNge090,720575941608991050,22,42.72906772882216,1,steering_control
720575941609235302,720575941608991050,13,VNC_IntTct_R,,DNge090,720575941608991050,22,42.72906772882216,1,steering_control
720575941609747430,720575941557612915,21,VNC_HTct_R,,DNge014,720575941557612915,11,45.47062630877588,1,steering_control
720575941609747430,720575941557612915,14,VNC_IntTct_R,,DNge014,720575941557612915,11,45.47062630877588,1,steering_control
720575941611791590,720575941457802480,13,VNC_LTct_L,,DNp06,720575941457802480,6,48.06843106807939,2,steering_control
720575941611791590,720575941474741819,19,VNC_LTct_L,,DNp06,720575941474741819,14,45.09030416514421,2,steering_control
720575941612044518,720575941473850720,10,VNC_HTct_L,,DNa04,720575941473850720,49,36.094129825843325,5,steering_control
720575941612044518,720575941473850720,15,VNC_IntTct_L,,DNa04,720575941473850720,49,36.094129825843325,5,steering_control
720575941612044518,720575941572251144,25,VNC_HTct_L,,DNa04,720575941572251144,13,45.201551287463005,1,steering_control
720575941612044518,720575941579868917,19,VNC_IntTct_L,,DNa04,720575941579868917,37,37.05389094430501,4,steering_control
720575941612044518,720575941579868917,18,VNC_NTct_L,,DNa04,720575941579868917,37,37.05389094430501,4,steering_control
720575941612044518,720575941611080010,38,VNC_HTct_L,,DNa04,720575941611080010,45,36.5042123371087,5,steering_control
720575941612286428,720575941608991050,23,VNC_HTct_R,,DNut048,720575941608991050,22,42.72906772882216,1,steering_control
720575941612286428,720575941608991050,11,VNC_IntTct_R,,DNut048,720575941608991050,22,42.72906772882216,1,steering_control
720575941618366079,720575941415476252,12,VNC_WTct_R,,DNp31,720575941415476252,31,38.961557666544806,2,steering_control
720575941618366079,720575941473850720,11,VNC_NTct_L,,DNp31,720575941473850720,49,36.094129825843325,5,steering_control
720575941618895231,720575941473850720,27,VNC_IntTct_L,,DNb01,720575941473850720,49,36.094129825843325,5,steering_control
720575941618895231,720575941572251144,13,VNC_HTct_L,,DNb01,720575941572251144,13,45.201551287463005,1,steering_control
720575941618895231,720575941572251144,16,VNC_IntTct_L,,DNb01,720575941572251144,13,45.201551287463005,1,steering_control
720575941624816124,720575941611080010,10,VNC_HTct_L,,DNg08,720575941611080010,45,36.5042123371087,5,steering_control
720575941624831228,720575941460235152,16,VNC_WTct_R,,DNg17,720575941460235152,25,41.000377542321296,2,steering_control
720575941626967865,720575941553338778,16,VNC_IntTct_L,,DNge091,720575941553338778,50,36.05417732310315,5,steering_control
720575941629726246,720575941671138727,17,VNC_IntTct_L,,DNp07,720575941671138727,19,43.07185790314436,3,steering_control
720575941629872422,720575941557612915,41,VNC_HTct_R,,DNut037,720575941557612915,11,45.47062630877588,1,steering_control
720575941629872422,720575941608991050,10,VNC_HTct_R,,DNut037,720575941608991050,22,42.72906772882216,1,steering_control
720575941631642860,720575941572251144,26,VNC_HTct_L,,DNut037,720575941572251144,13,45.201551287463005,1,steering_control
720575941632059372,720575941579868917,20,VNC_NTct_L,,DNge006,720575941579868917,37,37.05389094430501,4,steering_control
720575941638407199,720575941473850720,25,VNC_IntTct_L,,DNa15,720575941473850720,49,36.094129825843325,5,steering_control
720575941638407199,720575941477166622,28,VNC_IntTct_L,,DNa15,720575941477166622,28,39.98144562172689,5,steering_control
720575941638407199,720575941477166622,19,VNC_NTct_L,,DNa15,720575941477166622,28,39.98144562172689,5,steering_control
720575941638407199,720575941572251144,70,VNC_HTct_L,,DNa15,720575941572251144,13,45.201551287463005,1,steering_control
720575941638407199,720575941572251144,32,VNC_IntTct_L,,DNa15,720575941572251144,13,45.201551287463005,1,steering_control
720575941638407199,720575941579868917,18,VNC_IntTct_L,,DNa15,720575941579868917,37,37.05389094430501,4,steering_control
720575941638407199,720575941579868917,18,VNC_NTct_L,,DNa15,720575941579868917,37,37.05389094430501,4,steering_control
720575941638407199,720575941611080010,19,VNC_HTct_L,,DNa15,720575941611080010,45,36.5042123371087,5,steering_control
720575941645444808,720575941557612915,30,VNC_HTct_R,,DNp22,720575941557612915,11,45.47062630877588,1,steering_control
720575941645444808,720575941557612915,19,VNC_IntTct_R,,DNp22,720575941557612915,11,45.47062630877588,1,steering_control
720575941645444808,720575941608991050,39,VNC_HTct_R,,DNp22,720575941608991050,22,42.72906772882216,1,steering_control
720575941645444808,720575941608991050,31,VNC_IntTct_R,,DNp22,720575941608991050,22,42.72906772882216,1,steering_control
720575941651815445,720575941457147206,66,VNC_IntTct_L,,DNge084,720575941457147206,38,37.02653434949327,4,steering_control
720575941651815445,720575941457147206,14,VNC_NTct_L,,DNge084,720575941457147206,38,37.02653434949327,4,steering_control
720575941652085745,720575941477166622,26,VNC_IntTct_L,,DNxn143,720575941477166622,28,39.98144562172689,5,steering_control
720575941652085745,720575941477166622,13,VNC_T1_ProNm_L,,DNxn143,720575941477166622,28,39.98144562172689,5,steering_control
720575941652614129,720575941477166622,11,VNC_HTct_L,,DNae002,720575941477166622,28,39.98144562172689,5,steering_control
720575941652614129,720575941477166622,32,VNC_IntTct_L,,DNae002,720575941477166622,28,39.98144562172689,5,steering_control
720575941652614129,720575941572251144,19,VNC_HTct_L,,DNae002,720575941572251144,13,45.201551287463005,1,steering_control
720575941652614129,720575941579868917,14,VNC_IntTct_L,,DNae002,720575941579868917,37,37.05389094430501,4,steering_control
720575941652614129,720575941579868917,19,VNC_NTct_L,,DNae002,720575941579868917,37,37.05389094430501,4,steering_control
720575941652614129,720575941611080010,41,VNC_HTct_L,,DNae002,720575941611080010,45,36.5042123371087,5,steering_control
720575941652633585,720575941557612915,47,VNC_HTct_R,,DNae002,720575941557612915,11,45.47062630877588,1,steering_control
720575941652633585,720575941557612915,13,VNC_IntTct_R,,DNae002,720575941557612915,11,45.47062630877588,1,steering_control
720575941652633585,720575941608991050,29,VNC_HTct_R,,DNae002,720575941608991050,22,42.72906772882216,1,steering_control
720575941652633585,720575941608991050,10,VNC_IntTct_R,,DNae002,720575941608991050,22,42.72906772882216,1,steering_control
720575941656710736,720575941457147206,12,VNC_IntTct_L,,DNge091,720575941457147206,38,37.02653434949327,4,steering_control
720575941656710736,720575941572251144,11,VNC_HTct_L,,DNge091,720575941572251144,13,45.201551287463005,1,steering_control
720575941656710736,720575941572251144,28,VNC_IntTct_L,,DNge091,720575941572251144,13,45.201551287463005,1,steering_control
720575941657879576,720575941457802480,10,VNC_LTct_R,,DNp06,720575941457802480,6,48.06843106807939,2,steering_control
720575941657879576,720575941474741819,19,VNC_LTct_R,,DNp06,720575941474741819,14,45.09030416514421,2,steering_control
720575941662506040,720575941402032240,16,VNC_WTct_R,,DNg27,720575941402032240,5,48.20037754232128,2,steering_control
720575941662506040,720575941537594573,13,VNC_WTct_R,,DNg27,720575941537594573,47,36.17126263548896,2,steering_control
720575941668513011,720575941474741819,33,VNC_LTct_L,,DNp11,720575941474741819,14,45.09030416514421,2,power_control
720575941681678525,720575941572251144,37,VNC_HTct_L,,DNge093,720575941572251144,13,45.201551287463005,1,steering_control
720575941688189935,720575941532246762,21,VNC_IntTct_R,,DNb01,720575941532246762,36,37.60221501644136,5,steering_control
720575941688189935,720575941557612915,19,VNC_HTct_R,,DNb01,720575941557612915,11,45.47062630877588,1,steering_control
720575941688189935,720575941557612915,29,VNC_IntTct_R,,DNb01,720575941557612915,11,45.47062630877588,1,steering_control
720575941688189935,720575941608991050,19,VNC_HTct_R,,DNb01,720575941608991050,22,42.72906772882216,1,steering_control
720575941691021720,720575941579868917,39,VNC_NTct_L,,DNg89,720575941579868917,37,37.05389094430501,4,steering_control
720575941701235930,720575941473850720,20,VNC_IntTct_L,,DNxn142,720575941473850720,49,36.094129825843325,5,steering_control
720575941701235930,720575941572251144,14,VNC_HTct_L,,DNxn142,720575941572251144,13,45.201551287463005,1,steering_control
720575941701235930,720575941572251144,77,VNC_IntTct_L,,DNxn142,720575941572251144,13,45.201551287463005,1,steering_control
720575941732586539,720575941473850720,11,VNC_IntTct_L,,DNg05,720575941473850720,49,36.094129825843325,5,steering_control
720575941733034283,720575941457147206,19,VNC_IntTct_L,,DNp19,720575941457147206,38,37.02653434949327,4,steering_control
720575941733034283,720575941557612915,15,VNC_HTct_R,,DNp19,720575941557612915,11,45.47062630877588,1,steering_control
720575941733034283,720575941572251144,13,VNC_HTct_L,,DNp19,720575941572251144,13,45.201551287463005,1,steering_control
720575941733034283,720575941572251144,13,VNC_IntTct_L,,DNp19,720575941572251144,13,45.201551287463005,1,steering_control
