dn_id,dn_name,strategy,direct_mn_targets,direct_synapses,indirect_in_targets,indirect_synapses,total_targets,total_synapses,direct_fraction
720575941505673566,DNg82,both,18,164,23,168,41,332,0.4939759036144578
720575941657879576,DNp06,indirect_only,0,0,40,332,40,332,0.0
720575941629726246,DNp07,both,1,7,58,323,59,330,0.021212121212121213
720575941470003677,DNa12,both,1,4,30,326,31,330,0.012121212121212121
720575941510475536,DNa02,both,4,21,19,308,23,329,0.06382978723404255
720575941515619427,DNpe055,both,6,24,46,303,52,327,0.07339449541284404
720575941564432786,DNxl080,indirect_only,0,0,22,322,22,322,0.0
720575941612195501,DNg17,both,4,60,33,258,37,318,0.18867924528301888
720575941688189935,DNb01,both,10,41,42,277,52,318,0.1289308176100629
720575941456897005,DNa02,both,6,33,28,282,34,315,0.10476190476190476
720575941668513011,DNp11,both,2,7,40,306,42,313,0.022364217252396165
720575941624831228,DNg17,both,8,89,33,221,41,310,0.2870967741935484
720575941414341521,DNxn102,both,7,38,37,267,44,305,0.12459016393442623
720575941407841071,DNp07,both,2,6,51,295,53,301,0.019933554817275746
720575941546446697,DNg91,both,6,29,48,270,54,299,0.09698996655518395
720575941545312005,DNp22,both,4,29,49,268,53,297,0.09764309764309764
720575941470254400,DNa08,both,26,164,33,132,59,296,0.5540540540540541
720575941572669342,DNb06,both,7,35,35,261,42,296,0.11824324324324324
720575941514461772,DNp11,indirect_only,0,0,40,294,40,294,0.0
720575941594823537,DNp05,both,3,30,33,262,36,292,0.10273972602739725
720575941591050494,DNg32,both,3,20,43,271,46,291,0.06872852233676977
720575941411212715,DNg32,both,2,8,42,281,44,289,0.02768166089965398
720575941539226866,DNp63,both,13,85,42,203,55,288,0.2951388888888889
720575941732586539,DNg05,both,19,102,35,185,54,287,0.3554006968641115
720575941550687805,DNge050,indirect_only,0,0,21,287,21,287,0.0
720575941595542823,DNp05,both,3,12,24,274,27,286,0.04195804195804196
720575941471127104,DNp53,indirect_only,0,0,30,286,30,286,0.0
720575941535258802,DNxn155,indirect_only,0,0,31,283,31,283,0.0
720575941435430542,DNg42,both,1,8,39,274,40,282,0.028368794326241134
720575941433654048,DNge175,both,8,44,41,237,49,281,0.15658362989323843
720575941551948543,DNp63,both,19,86,36,189,55,275,0.31272727272727274
720575941472044352,DNg82,both,21,129,21,145,42,274,0.4708029197080292
720575941591448972,DNa08,both,24,153,29,120,53,273,0.5604395604395604
720575941562059176,DNg82,both,16,87,26,184,42,271,0.3210332103321033
720575941463843597,DNp45,indirect_only,0,0,33,271,33,271,0.0
720575941626500746,DNg100,indirect_only,0,0,13,270,13,270,0.0
720575941478195265,DNg42,both,2,18,31,250,33,268,0.06716417910447761
720575941470584695,DNp53,indirect_only,0,0,39,268,39,268,0.0
720575941408661934,DNxn155,indirect_only,0,0,32,267,32,267,0.0
720575941611791590,DNp06,indirect_only,0,0,38,264,38,264,0.0
720575941511336402,DNg04,both,10,119,27,141,37,260,0.4576923076923077
720575941548169608,DNp51,both,4,33,41,224,45,257,0.12840466926070038
720575941553786503,aSP22,both,1,5,22,249,23,254,0.01968503937007874
720575941504526386,DNg55,indirect_only,0,0,13,249,13,249,0.0
720575941658936144,DNp69,indirect_only,0,0,38,246,38,246,0.0
720575941542664284,DNxn176,indirect_only,0,0,41,246,41,246,0.0
720575941503528171,DNg02,both,21,125,29,120,50,245,0.5102040816326531
720575941438690834,DNp51,both,2,13,35,229,37,242,0.05371900826446281
720575941461674436,DNb06,both,3,15,28,226,31,241,0.06224066390041494
720575941481985475,DNp69,indirect_only,0,0,44,241,44,241,0.0
720575941733143339,DNg94,indirect_only,0,0,22,238,22,238,0.0
720575941633206944,DNp103,indirect_only,0,0,35,237,35,237,0.0
720575941563391383,DNg82,both,11,63,24,174,35,237,0.26582278481012656
720575941521340087,DNp51,both,3,12,32,223,35,235,0.05106382978723404
720575941477419828,DNxn152,indirect_only,0,0,24,235,24,235,0.0
720575941552907838,DNp45,indirect_only,0,0,29,233,29,233,0.0
720575941486437954,DNg108,both,1,4,21,229,22,233,0.017167381974248927
720575941574230523,DNg02,both,21,154,17,77,38,231,0.6666666666666666
720575941681032125,DNg02,both,21,157,13,70,34,227,0.6916299559471366
720575941477013825,DNg04,both,8,66,22,159,30,225,0.29333333333333333
720575941559176942,DNb04,indirect_only,0,0,31,225,31,225,0.0
720575941496426695,DNg02,both,26,194,8,29,34,223,0.8699551569506726
720575941503507435,DNp02,both,1,7,21,215,22,222,0.03153153153153153
720575941628867042,DNg04,both,6,66,22,155,28,221,0.2986425339366516
720575941496919168,DNp57,both,3,26,21,193,24,219,0.1187214611872146
720575941414424977,DNp57,both,4,14,22,204,26,218,0.06422018348623854
720575941480799395,DNg105,indirect_only,0,0,16,217,16,217,0.0
720575941483554189,DNut050,both,1,3,32,214,33,217,0.013824884792626729
720575941593683051,DNp10,indirect_only,0,0,33,216,33,216,0.0
720575941535975873,DNg105,indirect_only,0,0,16,216,16,216,0.0
720575941555674340,DNg41,indirect_only,0,0,24,216,24,216,0.0
720575941489083596,DNg02,both,24,157,12,58,36,215,0.7302325581395349
720575941459103391,DNg79,both,1,3,39,211,40,214,0.014018691588785047
720575941504921906,DNp47,indirect_only,0,0,42,214,42,214,0.0
720575941632059372,DNge006,indirect_only,0,0,19,213,19,213,0.0
720575941513768780,DNge037,indirect_only,0,0,9,212,9,212,0.0
720575941557413284,DNut051,both,12,73,17,136,29,209,0.3492822966507177
720575941688517388,DNg93,both,9,110,10,98,19,208,0.5288461538461539
720575941536778389,DNg01,both,4,24,22,184,26,208,0.11538461538461539
720575941394119830,DNp42,indirect_only,0,0,30,207,30,207,0.0
720575941504810290,DNg90,indirect_only,0,0,13,204,13,204,0.0
720575941450378333,DNp103,indirect_only,0,0,31,202,31,202,0.0
720575941481103523,DNxn136,both,2,12,27,189,29,201,0.05970149253731343
720575941546602345,DNpe031,indirect_only,0,0,34,201,34,201,0.0
720575941510621968,DNxl127,indirect_only,0,0,17,200,17,200,0.0
720575941596602048,DNxn118,both,3,17,17,182,20,199,0.08542713567839195
720575941537703144,DNg04,both,8,81,21,116,29,197,0.41116751269035534
720575941531996645,DNpe042,indirect_only,0,0,21,196,21,196,0.0
720575941609235302,DNge090,both,1,5,27,188,28,193,0.025906735751295335
720575941467350237,DNg79,indirect_only,0,0,38,191,38,191,0.0
720575941441623899,DNg75,indirect_only,0,0,11,190,11,190,0.0
720575941596431749,DNut042,indirect_only,0,0,35,190,35,190,0.0
720575941496676295,DNa06,indirect_only,0,0,23,189,23,189,0.0
720575941480554370,DNg79,indirect_only,0,0,35,186,35,186,0.0
720575941401814307,DNxl049,indirect_only,0,0,19,186,19,186,0.0
720575941543684357,DNg94,indirect_only,0,0,18,185,18,185,0.0
720575941515922778,DNxn183,indirect_only,0,0,31,185,31,185,0.0
720575941681678525,DNge093,indirect_only,0,0,21,183,21,183,0.0
720575941430069641,DNp17,indirect_only,0,0,19,183,19,183,0.0
720575941554952858,DNge053,indirect_only,0,0,32,181,32,181,0.0
720575941558381860,DNxn183,indirect_only,0,0,29,181,29,181,0.0
720575941478705770,DNxn168,both,1,3,26,177,27,180,0.016666666666666666
720575941439143954,DNg08,both,2,14,26,165,28,179,0.0782122905027933
720575941497322880,DNp10,indirect_only,0,0,31,179,31,179,0.0
720575941633911227,DNpe004,indirect_only,0,0,30,177,30,177,0.0
720575941562404008,DNge088,indirect_only,0,0,24,175,24,175,0.0
720575941562981522,DNxn114,both,1,4,30,171,31,175,0.022857142857142857
720575941574984201,DNge148,both,12,100,15,72,27,172,0.5813953488372093
720575941536301288,DNb02,indirect_only,0,0,24,169,24,169,0.0
720575941495998843,DNg41,both,1,3,29,165,30,168,0.017857142857142856
720575941487149378,DNp42,indirect_only,0,0,32,166,32,166,0.0
720575941455714541,DNb02,indirect_only,0,0,19,166,19,166,0.0
720575941569801586,DNpe042,indirect_only,0,0,21,165,21,165,0.0
720575941513772179,DNxn117,indirect_only,0,0,21,165,21,165,0.0
720575941436259602,DNut047,both,2,15,32,149,34,164,0.09146341463414634
720575941519453550,DNxn168,indirect_only,0,0,18,164,18,164,0.0
720575941562192429,DNge090,both,2,15,20,149,22,164,0.09146341463414634
720575941536972018,DNg32,both,1,3,24,160,25,163,0.018404907975460124
720575941558704164,DNp12,indirect_only,0,0,29,161,29,161,0.0
720575941487659984,DNut058,both,4,13,34,144,38,157,0.08280254777070063
720575941541726493,DNge091,indirect_only,0,0,24,157,24,157,0.0
720575941494960254,DNg79,both,2,6,26,151,28,157,0.03821656050955414
720575941534222770,DNp15,both,2,6,14,149,16,155,0.03870967741935484
720575941593505387,DNnt017,indirect_only,0,0,9,155,9,155,0.0
720575941441974479,DNg02,both,13,67,20,88,33,155,0.432258064516129
720575941626967865,DNge091,indirect_only,0,0,20,154,20,154,0.0
720575941543962629,DNg05,both,10,49,21,104,31,153,0.3202614379084967
720575941511473996,DNut054,both,2,17,18,135,20,152,0.1118421052631579
720575941609747430,DNge014,both,3,12,22,140,25,152,0.07894736842105263
720575941652815857,DNb03,indirect_only,0,0,13,151,13,151,0.0
720575941414947220,DNxn187,indirect_only,0,0,28,149,28,149,0.0
720575941526955266,DNge006,indirect_only,0,0,18,148,18,148,0.0
720575941631028962,DNge063,indirect_only,0,0,13,148,13,148,0.0
720575941552142727,DNa03,indirect_only,0,0,18,147,18,147,0.0
720575941528320952,DNg88,both,1,13,10,134,11,147,0.08843537414965986
720575941438465298,DNb04,indirect_only,0,0,30,146,30,146,0.0
720575941599049152,DNut042,indirect_only,0,0,26,145,26,145,0.0
720575941537710824,DNg98,indirect_only,0,0,22,142,22,142,0.0
720575941562215469,DNg98,indirect_only,0,0,25,141,25,141,0.0
720575941480954019,DNxn187,indirect_only,0,0,27,141,27,141,0.0
720575941612286428,DNut048,both,1,3,20,138,21,141,0.02127659574468085
720575941557473572,DNde006,indirect_only,0,0,6,141,6,141,0.0
720575941490416181,DNg93,both,9,64,8,77,17,141,0.45390070921985815
720575941656710736,DNge091,indirect_only,0,0,19,140,19,140,0.0
720575941476250164,DNut062,indirect_only,0,0,20,140,20,140,0.0
720575941551414170,DNg07,indirect_only,0,0,21,139,21,139,0.0
720575941447973140,DNb02,indirect_only,0,0,25,138,25,138,0.0
720575941570128498,DNa01,indirect_only,0,0,12,137,12,137,0.0
720575941514358675,DNg51,both,1,3,25,133,26,136,0.022058823529411766
720575941561743872,DNg37,both,1,3,17,133,18,136,0.022058823529411766
720575941537583336,DNp54,both,2,13,22,122,24,135,0.0962962962962963
720575941624816124,DNg08,both,1,4,23,131,24,135,0.02962962962962963
720575941514949881,DNnt017,both,1,4,8,131,9,135,0.02962962962962963
720575941477443358,DNp47,indirect_only,0,0,26,133,26,133,0.0
720575941476214833,DNge140,indirect_only,0,0,23,133,23,133,0.0
720575941601731769,DNxn118,both,3,14,13,119,16,133,0.10526315789473684
720575941438646290,DNg38,indirect_only,0,0,12,133,12,133,0.0
720575941515630947,DNp12,indirect_only,0,0,20,132,20,132,0.0
720575941480784258,DNp43,indirect_only,0,0,17,130,17,130,0.0
720575941560434035,DNxn152,indirect_only,0,0,18,129,18,129,0.0
720575941401786403,DNut042,indirect_only,0,0,27,129,27,129,0.0
720575941494986951,DNg02,both,13,102,8,27,21,129,0.7906976744186046
720575941598492457,DNg05,both,4,19,13,109,17,128,0.1484375
720575941532746981,DNp43,indirect_only,0,0,16,127,16,127,0.0
720575941639763999,DNg51,indirect_only,0,0,20,127,20,127,0.0
720575941642966629,DNg07,both,1,10,27,117,28,127,0.07874015748031496
720575941701672666,DNp72,both,1,3,19,124,20,127,0.023622047244094488
720575941441643867,DNg02,both,16,65,13,61,29,126,0.5158730158730159
720575941530466488,DNg08,both,1,6,26,120,27,126,0.047619047619047616
720575941564410112,DNg05,indirect_only,0,0,23,125,23,125,0.0
720575941436052768,DNut043,indirect_only,0,0,24,125,24,125,0.0
720575941606629485,720575941606629485,indirect_only,0,0,19,125,19,125,0.0
720575941558189171,DNg07,indirect_only,0,0,18,124,18,124,0.0
720575941535862506,DNa01,indirect_only,0,0,15,123,15,123,0.0
720575941626175643,DNg16,indirect_only,0,0,9,123,9,123,0.0
720575941572620446,DNb03,indirect_only,0,0,17,122,17,122,0.0
720575941562036743,DNut042,indirect_only,0,0,19,121,19,121,0.0
720575941607693421,DNg111,indirect_only,0,0,18,121,18,121,0.0
720575941610917037,DNxl113,indirect_only,0,0,10,121,10,121,0.0
720575941580369489,DNg08,both,1,4,18,116,19,120,0.03333333333333333
720575941502628695,DNp15,both,1,3,17,117,18,120,0.025
720575941554109668,DNg51,indirect_only,0,0,18,119,18,119,0.0
720575941436095788,DNut058,both,3,12,27,106,30,118,0.1016949152542373
720575941526676301,DNut047,both,1,3,27,115,28,118,0.025423728813559324
720575941440379733,DNp66,indirect_only,0,0,22,118,22,118,0.0
720575941475448123,DNxn159,indirect_only,0,0,10,118,10,118,0.0
720575941581684601,DNa06,both,1,5,17,110,18,115,0.043478260869565216
720575941468862583,DNxn117,indirect_only,0,0,20,114,20,114,0.0
720575941504703938,DNb02,indirect_only,0,0,16,113,16,113,0.0
720575941628153913,DNge140,indirect_only,0,0,21,112,21,112,0.0
720575941557388708,DNb03,both,1,6,12,106,13,112,0.05357142857142857
720575941521274551,DNg35,both,2,10,7,100,9,110,0.09090909090909091
720575941691311512,DNg31,indirect_only,0,0,4,108,4,108,0.0
720575941492328167,DNxl014,indirect_only,0,0,5,107,5,107,0.0
720575941566556775,DNxn159,indirect_only,0,0,11,107,11,107,0.0
720575941603744697,DNxl108,indirect_only,0,0,20,107,20,107,0.0
720575941456625567,DNg90,indirect_only,0,0,10,106,10,106,0.0
720575941602114494,DNnt015,indirect_only,0,0,10,105,10,105,0.0
720575941553985875,DNg02,both,15,68,11,37,26,105,0.6476190476190476
720575941612321382,DNa07,both,9,50,12,55,21,105,0.47619047619047616
720575941550794751,DNg36,indirect_only,0,0,10,105,10,105,0.0
720575941582282873,DNg08,indirect_only,0,0,17,103,17,103,0.0
720575941486612034,DNa03,both,1,6,17,96,18,102,0.058823529411764705
720575941535086424,DNg13,indirect_only,0,0,5,101,5,101,0.0
720575941619883135,DNpe031,indirect_only,0,0,19,101,19,101,0.0
720575941536580634,DNge129,indirect_only,0,0,14,100,14,100,0.0
720575941523074295,DNp16,both,2,9,11,91,13,100,0.09
720575941408639535,DNge148,both,12,72,8,28,20,100,0.72
720575941557943155,DNg37,indirect_only,0,0,15,99,15,99,0.0
720575941432905943,DNg110,both,11,59,10,40,21,99,0.5959595959595959
720575941700316378,DNg02,both,14,84,5,15,19,99,0.8484848484848485
720575941439563583,DNge053,indirect_only,0,0,20,99,20,99,0.0
720575941439285036,DNg08,both,1,14,18,84,19,98,0.14285714285714285
720575941471454583,DNg38,indirect_only,0,0,10,98,10,98,0.0
720575941546513001,DNp70,indirect_only,0,0,10,98,10,98,0.0
720575941572713886,DNg97,indirect_only,0,0,6,97,6,97,0.0
720575941496684672,DNxl106,indirect_only,0,0,19,97,19,97,0.0
720575941515944803,DNge048,both,1,8,12,88,13,96,0.08333333333333333
720575941433415200,DNp60,both,3,35,13,61,16,96,0.3645833333333333
720575941526954498,DNut051,both,10,59,7,37,17,96,0.6145833333333334
720575941470533131,DNg96,both,1,4,11,92,12,96,0.041666666666666664
720575941538255587,DNg110,both,13,55,11,40,24,95,0.5789473684210527
720575941504331607,DNg110,both,8,30,16,64,24,94,0.3191489361702128
720575941508298786,DNg43,indirect_only,0,0,8,94,8,94,0.0
720575941439622111,DNit007,indirect_only,0,0,20,94,20,94,0.0
720575941569348858,DNxl112,indirect_only,0,0,15,93,15,93,0.0
720575941412619631,DNxn153,indirect_only,0,0,14,92,14,92,0.0
720575941485358733,DNxn114,both,1,3,14,88,15,91,0.03296703296703297
720575941542514268,DNg43,indirect_only,0,0,7,91,7,91,0.0
720575941472178752,DNp70,indirect_only,0,0,10,91,10,91,0.0
720575941501552983,DNg02,both,9,47,12,43,21,90,0.5222222222222223
720575941556379108,DNxl129,indirect_only,0,0,14,90,14,90,0.0
720575941650178289,DNg45,both,1,4,14,86,15,90,0.044444444444444446
720575941549506932,DNb03,indirect_only,0,0,12,90,12,90,0.0
720575941632167611,DNg73,indirect_only,0,0,4,90,4,90,0.0
720575941390285462,DNg05,both,9,51,10,38,19,89,0.5730337078651685
720575941439029951,DNg02,both,10,50,11,38,21,88,0.5681818181818182
720575941440899023,DNg06,indirect_only,0,0,22,88,22,88,0.0
720575941607119725,DNge059,indirect_only,0,0,6,88,6,88,0.0
720575941604343737,DNg110,both,10,39,12,47,22,86,0.45348837209302323
720575941447838996,DNp72,both,1,5,15,81,16,86,0.05813953488372093
720575941508500609,DNxl087,indirect_only,0,0,8,86,8,86,0.0
720575941555637331,DNxn131,indirect_only,0,0,11,86,11,86,0.0
720575941546668988,DNpe053,both,8,49,11,35,19,84,0.5833333333333334
720575941561376813,DNde006,indirect_only,0,0,8,84,8,84,0.0
720575941471805963,DNg51,both,1,8,16,76,17,84,0.09523809523809523
720575941595517735,DNg75,indirect_only,0,0,11,84,11,84,0.0
720575941433139598,DNg06,indirect_only,0,0,22,83,22,83,0.0
720575941411472555,DNb09,indirect_only,0,0,11,83,11,83,0.0
720575941578384629,DNxl121,indirect_only,0,0,11,83,11,83,0.0
720575941512837452,DNge091,indirect_only,0,0,15,83,15,83,0.0
720575941596182129,DNp66,indirect_only,0,0,15,83,15,83,0.0
720575941518404974,DNpe039,indirect_only,0,0,13,82,13,82,0.0
720575941514064716,DNd05,indirect_only,0,0,3,82,3,82,0.0
720575941554694372,DNg36,indirect_only,0,0,10,81,10,81,0.0
720575941546667452,DNp60,both,1,5,17,76,18,81,0.06172839506172839
720575941530606467,DNg06,indirect_only,0,0,22,81,22,81,0.0
720575941474126944,DNp34,indirect_only,0,0,12,81,12,81,0.0
720575941559205933,DNg05,both,10,47,8,34,18,81,0.5802469135802469
720575941578499673,DNge118,both,1,4,13,77,14,81,0.04938271604938271
720575941502273419,DNxl105,indirect_only,0,0,12,80,12,80,0.0
720575941467453462,DNfl038,indirect_only,0,0,2,79,2,79,0.0
720575941498444155,DNg06,both,1,5,11,74,12,79,0.06329113924050633
720575941516229475,DNp34,indirect_only,0,0,10,79,10,79,0.0
720575941469775069,DNxn181,indirect_only,0,0,16,78,16,78,0.0
720575941586221958,DNp41,indirect_only,0,0,12,78,12,78,0.0
720575941721638714,DNb09,indirect_only,0,0,10,77,10,77,0.0
720575941482535366,DNg01,both,1,3,11,74,12,77,0.03896103896103896
720575941700293082,DNg06,both,2,8,13,68,15,76,0.10526315789473684
720575941460902157,DNg07,indirect_only,0,0,13,76,13,76,0.0
720575941590576424,DNge091,indirect_only,0,0,13,76,13,76,0.0
720575941479543776,DNxl124,indirect_only,0,0,5,76,5,76,0.0
720575941513798097,DNg88,indirect_only,0,0,5,75,5,75,0.0
720575941596748933,DNbe002,indirect_only,0,0,14,75,14,75,0.0
720575941401753635,DNg06,indirect_only,0,0,19,74,19,74,0.0
720575941460757715,DNxn112,indirect_only,0,0,16,74,16,74,0.0
720575941550196797,DNxl082,both,2,23,9,51,11,74,0.3108108108108108
720575941481122690,DNg08,both,1,6,13,68,14,74,0.08108108108108109
720575941452165801,DNxn146,indirect_only,0,0,8,74,8,74,0.0
720575941552017663,DNxl100,indirect_only,0,0,15,73,15,73,0.0
720575941413189999,DNp38,indirect_only,0,0,12,73,12,73,0.0
720575941632594592,DNa07,both,4,37,9,36,13,73,0.5068493150684932
720575941643577445,DNxn113,both,1,3,14,69,15,72,0.041666666666666664
720575941537850600,DNp54,indirect_only,0,0,13,72,13,72,0.0
720575941350890544,DNge110,both,3,15,15,57,18,72,0.20833333333333334
720575941733215019,DNpe013,both,1,4,9,68,10,72,0.05555555555555555
720575941438445330,DNpe032,indirect_only,0,0,11,72,11,72,0.0
720575941477145393,DNxl113,indirect_only,0,0,11,72,11,72,0.0
720575941470933824,DNxn127,indirect_only,0,0,18,72,18,72,0.0
720575941483701178,DNp67,both,1,6,10,66,11,72,0.08333333333333333
720575941620273535,DNd03,indirect_only,0,0,17,71,17,71,0.0
720575941467587606,DNxn175,indirect_only,0,0,11,71,11,71,0.0
720575941471627639,DNg92,both,1,3,14,68,15,71,0.04225352112676056
720575941486574598,DNg02,both,7,46,7,25,14,71,0.647887323943662
720575941591761704,DNg02,indirect_only,0,0,12,70,12,70,0.0
720575941575525992,DNfl041,indirect_only,0,0,5,70,5,70,0.0
720575941579616081,DNp16,indirect_only,0,0,12,70,12,70,0.0
720575941477915700,DNp48,both,4,14,9,56,13,70,0.2
720575941573266171,DNge054,indirect_only,0,0,5,69,5,69,0.0
720575941475456827,DNp72,indirect_only,0,0,14,69,14,69,0.0
720575941571871241,DNge091,indirect_only,0,0,11,69,11,69,0.0
