dn_id,dn_name
720575941532746981,DNp43
720575941555674340,DNg41
720575941611791590,DNp06
720575941537850600,DNp54
720575941536972018,DNg32
720575941668513011,DNp11
720575941536003314,DNg10
720575941523074295,DNp16
720575941514949881,DNnt017
720575941569348858,DNxl112
720575941573616891,DNp59
720575941481381117,DNg45
720575941590435070,DNpe010
720575941526955266,DNge006
720575941559874831,DNp04
720575941447838996,DNp72
720575941507073303,DNp02
720575941436052768,DNut043
720575941558381860,DNxn183
720575941595542823,DNp05
720575941590576424,DNge091
720575941504810290,DNg90
720575941475448123,DNxn159
720575941518404974,DNpe039
720575941412619631,DNxn153
720575941569801586,DNpe042
720575941560434035,DNxn152
720575941645372792,DNut046
720575941497322880,DNp10
720575941495377280,DNut042
720575941596431749,DNut042
720575941483554189,DNut050
720575941563391383,DNg82
720575941574675869,DNb07
720575941572713886,DNg97
720575941557388708,DNb03
720575941563866536,DNg08
720575941411212715,DNg32
720575941492684208,DNpe054
720575941546667452,DNp60
720575941599049152,DNut042
720575941504703938,DNb02
720575941481985475,DNp69
720575941611136476,DNg89
720575941500700139,DNg01
720575941542610437,DNp23
720575941559950863,DNg10
720575941653831185,DNxl092
720575941438690834,DNp51
720575941445707284,DNp28
720575941507241495,DNfl026
720575941629726246,DNp07
720575941550687805,DNge050
720575941552907838,DNp45
720575941471127104,DNp53
720575941513811532,DNxn173
720575941656710736,DNge091
720575941580369489,DNg08
720575941534881368,DNb08
720575941578499673,DNge118
720575941441633883,DNge049
720575941449983581,DNg15
720575941474063968,DNxn163
720575941593505387,DNnt017
720575941596182129,DNp66
720575941498998395,DNg02
720575941553786503,aSP22
720575941588874892,DNht001
720575941485358733,DNxn114
720575941435430542,DNg42
720575941459103391,DNg79
720575941521340087,DNp51
720575941632167611,DNg73
720575941596602048,DNxn118
720575941536231105,DNxn144
720575941540466381,DNp08
720575941701672666,DNp72
720575941631028962,DNge063
720575941535862506,DNa01
720575941559176942,DNb04
720575941539264242,DNd04
720575941579876085,DNg74
720575941438410514,DNb07
720575941438445330,DNpe032
720575941477443358,DNp47
720575941477099313,DNge076
720575941626967865,DNge091
720575941628237625,DNxl111
720575941547718461,DNxn106
720575941439563583,DNge053
720575941486587714,DNp17
720575941513768780,DNge037
720575941658941264,DNxl080
720575941579616081,DNp16
720575941441623899,DNg75
720575941515548515,DNge046
720575941574375272,DNg07
720575941546446697,DNg91
720575941470584695,DNp53
720575941581684601,DNa06
720575941480554370,DNg79
720575941586653062,DNp37
720575941430607753,DNg111
720575941514358675,DNg51
720575941572669342,DNb06
720575941456625567,DNg90
720575941459216287,DNfl027
720575941496676295,DNa06
720575941442418639,DNxn142
720575941440899023,DNg06
720575941655820244,DNg21
720575941469757405,DNg106
720575941556195300,DNde001
720575941632059372,DNge006
720575941652815857,DNb03
720575941537820658,DNge095
720575941430630392,DNxn117
720575941550794751,DNg36
