dn_id,dn_name
720575941439143954,DNg08
720575941543045149,DNa09
720575941639763999,DNg51
720575941640505375,DNge035
720575941558704164,DNp12
720575941561376813,DNde006
720575941504526386,DNg55
720575941477326900,DNg19
720575941495918665,DNg106
720575941514530892,DNp48
720575941515972698,DNg99
720575941542664284,DNxn176
720575941606629485,DN_720575941606
720575941560549491,DNg07
720575941471238263,DNxn102
720575941468862583,DNxn117
720575941582282873,DNg08
720575941494960254,DNg79
720575941536778389,DNg01
720575941625993371,DNg06
720575941572620446,DNb03
720575941481103523,DNxn136
720575941480954019,DNxn187
720575941408508078,DNp08
720575941535258802,DNxn155
720575941449527477,DNge131
720575941634269371,DNg59
720575941681678525,DNge093
720575941604585662,DNg106
720575941441226943,DNp53
720575941613418716,DNnt020
720575941537638627,DNa14
720575941554694372,DNg36
720575941491972327,DNge084
720575941491992807,DNg100
720575941536301288,DNb02
720575941537583336,DNp54
720575941538218216,DNg08
720575941455714541,DNb02
720575941650178289,DNg45
720575941652728049,DNg74
720575941552017663,DNxl100
720575941564410112,DNg05
720575941526946050,DNxn173
720575941543684357,DNg94
720575941574140169,DNxl103
720575941472160011,DNp73
720575941460902157,DNg07
720575941447973140,DNb02
720575941541726493,DNge091
720575941400285475,DNnt020
720575941595590951,DNae005
720575941733034283,DNp19
720575941438773548,DNae003
720575941504921906,DNp47
720575941487149378,DNp42
720575941512837452,DNge091
720575941565245794,DNxn151
720575941515630947,DNp12
720575941515917667,DNg07
720575941595955569,DNp13
720575941549506932,DNb03
720575941637800309,DNut046
720575941581721977,DNg21
720575941495998843,DNg41
720575941498444155,DNg06
720575941618655615,DNxl075
720575941480784258,DNp43
720575941596600709,DNge116
720575941552142727,DNa03
720575941430069641,DNp17
720575941414424977,DNp57
720575941564432786,DNxl080
720575941691021720,DNg89
720575941598325148,DNge094
720575941562059176,DNg82
720575941408661934,DNxn155
720575941493021104,DNut046
720575941534222770,DNp15
720575941633911227,DNpe004
720575941598693824,DNp17
720575941535975873,DNg105
720575941461674436,DNb06
720575941482535366,DNg01
720575941654376916,DNg106
720575941592644054,DNge091
720575941700293082,DNg06
720575941612286428,DNut048
720575941470003677,DNa12
720575941531996645,DNpe042
720575941503549931,DNg71
720575941572671995,DNp59
720575941624816124,DNg08
720575941561743872,DNg37
720575941545273861,DNut042
720575941562036743,DNut042
720575941571871241,DNge091
720575941535140362,DNg15
720575941466194454,DNp04
720575941542898205,DNd04
720575941476852254,DNg62
720575941401766435,DNbe007
720575941562192429,DNge090
720575941454969395,DNg56
720575941476250164,DNut062
720575941662695992,DNg65
720575941514461772,DNp11
720575941566556775,DNxn159
720575941554952858,DNge053
720575941633206944,DNp103
720575941506310821,DNge016
720575941452165801,DNxn146
720575941518951091,DNg36
720575941540215501,DNp01
720575941490717390,DNa09
720575941530295013,DNg49
720575941491761895,DNp10
720575941537710824,DNg98
720575941535245034,DNb07
720575941515922169,DNpe003
720575941568946938,DNg18
720575941564504832,DNfl025
720575941463843597,DNp45
720575941510621968,DNxl127
720575941433654048,DNge175
720575941436586784,DN_720575941436
720575941595517735,DNg75
720575941733143339,DNg94
720575941407841071,DNp07
720575941408535343,DNb08
720575941477419828,DNxn152
720575941552603966,DNp19
720575941515152195,DNpe006
720575941513096012,DNnt015
720575941658936144,DNp69
720575941502628695,DNp15
720575941508375390,DNpe005
720575941430975329,DNut046
720575941609235302,DNge090
720575941566180199,DNg89
720575941519463278,DNg108
720575941560503155,DNp73
720575941557943155,DNg37
720575941493998464,DNnt010
720575941481122690,DNg08
720575941584708486,DNnt011
720575941430250377,DNg91
720575941626256266,DNxl115
720575941551414170,DNg07
720575941528320952,DNg88
720575941602974649,DNpe054
720575941602114494,DNnt015
720575941533578177,DNge085
720575941461320644,DNpe054
720575941441162191,DNg36
720575941487659984,DNut058
720575941439622111,DNit007
720575941609747430,DNge014
720575941503507435,DNp02
720575941688189935,DNb01
720575941652085745,DNxn143
720575941651815445,DNge084
720575941467587606,DNxn175
720575941657879576,DNp06
720575941526723609,DNnt012
720575941415224348,DNg36
720575941595376677,DNxn143
720575941562215469,DNg98
720575941561392173,DNg39
720575941477915700,DNp48
720575941474677825,DNg89
720575941555637331,DNxn131
720575941513942106,DNxn117
720575941513116762,DNg07
720575941450378333,DNp103
720575941515619427,DNpe055
720575941524513892,DNxn109
720575941477201002,DNg07
720575941593683051,DNp10
720575941607693421,DNg111
720575941558189171,DNg07
720575941619883135,DNpe031
720575941508492417,DNg71
720575941596748933,DNbe002
720575941502262411,DNge007
720575941562981522,DNxn114
720575941513772179,DNxn117
720575941394119830,DNp42
720575941574671517,DNpe011
720575941631020192,DNnt010
720575941480799395,DNg105
720575941562404008,DNge088
720575941411472555,DNb09
720575941610917037,DNxl113
720575941409225902,DNxn181
720575941431184559,DNxn179
720575941601731769,DNxn118
720575941546634428,DNp23
720575941504679106,DNxl117
720575941461875908,DNpe045
720575941489036494,DNxn139
720575941701235930,DNxn142
720575941470033117,DNbe003
720575941470084317,DNpe054
720575941467350237,DNg79
720575941469775069,DNxn181
720575941554109668,DNg51
