dn_id,dn_name,in_id,mn_id,muscle,muscle_type,dn_in_synapses,in_mn_synapses,pathway_strength
720575941612044518,DNa04,720575941473850720,720575941479658831,hg2,steering,10,10,100
720575941612044518,DNa04,720575941473850720,720575941542412805,b3,steering,10,10,100
720575941612044518,DNa04,720575941473850720,720575941542412805,b3,steering,10,11,110
720575941612044518,DNa04,720575941473850720,720575941479658831,hg2,steering,15,10,150
720575941612044518,DNa04,720575941473850720,720575941542412805,b3,steering,15,10,150
720575941612044518,DNa04,720575941473850720,720575941542412805,b3,steering,15,11,165
720575941612044518,DNa04,720575941504563781,720575941643100754,ps1,steering,11,21,231
720575941612044518,DNa04,720575941504563781,720575941643100754,ps1,steering,11,13,143
720575941612044518,DNa04,720575941517764824,720575941468897856,i1,steering,20,15,300
720575941612044518,DNa04,720575941517764824,720575941468897856,i1,steering,20,16,320
720575941612044518,DNa04,720575941517764824,720575941468897856,i1,steering,20,23,460
720575941612044518,DNa04,720575941517764824,720575941474574132,b3,steering,20,15,300
720575941612044518,DNa04,720575941517764824,720575941474574132,b3,steering,20,23,460
720575941612044518,DNa04,720575941517764824,720575941580669817,hg1,steering,20,10,200
720575941612044518,DNa04,720575941517764824,720575941580669817,hg1,steering,20,10,200
720575941612044518,DNa04,720575941517764824,720575941580669817,hg1,steering,20,13,260
720575941612044518,DNa04,720575941520333047,720575941468897856,i1,steering,18,12,216
720575941612044518,DNa04,720575941520333047,720575941468897856,i1,steering,18,11,198
720575941612044518,DNa04,720575941520333047,720575941468897856,i1,steering,18,12,216
720575941612044518,DNa04,720575941520333047,720575941474574132,b3,steering,18,21,378
720575941612044518,DNa04,720575941520333047,720575941474574132,b3,steering,18,20,360
720575941612044518,DNa04,720575941520333047,720575941474574132,b3,steering,18,19,342
720575941612044518,DNa04,720575941520333047,720575941468897856,i1,steering,12,12,144
720575941612044518,DNa04,720575941520333047,720575941468897856,i1,steering,12,11,132
720575941612044518,DNa04,720575941520333047,720575941468897856,i1,steering,12,12,144
720575941612044518,DNa04,720575941520333047,720575941474574132,b3,steering,12,21,252
720575941612044518,DNa04,720575941520333047,720575941474574132,b3,steering,12,20,240
720575941612044518,DNa04,720575941520333047,720575941474574132,b3,steering,12,19,228
720575941612044518,DNa04,720575941523112439,720575941513173763,hg4,steering,18,27,486
720575941612044518,DNa04,720575941523112439,720575941513173763,hg4,steering,18,11,198
720575941612044518,DNa04,720575941523112439,720575941516770670,iii4,steering,18,14,252
720575941612044518,DNa04,720575941523112439,720575941580669817,hg1,steering,18,29,522
720575941612044518,DNa04,720575941523112439,720575941580669817,hg1,steering,18,17,306
720575941612044518,DNa04,720575941523112439,720575941513173763,hg4,steering,22,27,594
720575941612044518,DNa04,720575941523112439,720575941513173763,hg4,steering,22,11,242
720575941612044518,DNa04,720575941523112439,720575941516770670,iii4,steering,22,14,308
720575941612044518,DNa04,720575941523112439,720575941580669817,hg1,steering,22,29,638
720575941612044518,DNa04,720575941523112439,720575941580669817,hg1,steering,22,17,374
720575941612044518,DNa04,720575941550878087,720575941458961604,iii3,steering,32,55,1760
720575941612044518,DNa04,720575941550878087,720575941458961604,iii3,steering,32,11,352
720575941612044518,DNa04,720575941572251144,720575941549822781,b1,steering,25,25,625
720575941612044518,DNa04,720575941572251144,720575941655597785,b2,steering,25,16,400
720575941612044518,DNa04,720575941579868917,720575941630940642,hg4,steering,19,46,874
720575941612044518,DNa04,720575941579868917,720575941630940642,hg4,steering,19,33,627
720575941612044518,DNa04,720575941579868917,720575941630940642,hg4,steering,18,46,828
720575941612044518,DNa04,720575941579868917,720575941630940642,hg4,steering,18,33,594
720575941612044518,DNa04,720575941601088441,720575941468897856,i1,steering,35,16,560
720575941612044518,DNa04,720575941601088441,720575941468897856,i1,steering,35,13,455
720575941612044518,DNa04,720575941601088441,720575941468897856,i1,steering,35,14,490
720575941612044518,DNa04,720575941601088441,720575941474574132,b3,steering,35,27,945
720575941612044518,DNa04,720575941601088441,720575941474574132,b3,steering,35,15,525
720575941612044518,DNa04,720575941601088441,720575941474574132,b3,steering,35,24,840
720575941612044518,DNa04,720575941601088441,720575941580669817,hg1,steering,35,10,350
720575941612044518,DNa04,720575941611080010,720575941458961604,iii3,steering,38,13,494
720575941612044518,DNa04,720575941611080010,720575941565378919,iii3,steering,38,231,8778
720575941612044518,DNa04,720575941611080010,720575941565378919,iii3,steering,38,11,418
720575941612044518,DNa04,720575941611080010,720575941565378919,iii3,steering,38,46,1748
720575941612044518,DNa04,720575941630748859,720575941655597785,b2,steering,31,10,310
