dn_id,dn_name,strategy,direct_mn_targets,direct_synapses,indirect_in_targets,indirect_synapses,total_targets,total_synapses,direct_fraction
720575941476398897,DNge092,no_wing_connection,0,0,0,0,0,0,0.0
720575941476632385,DNg01,no_wing_connection,0,0,0,0,0,0,0.0
720575941476981569,DNit007,no_wing_connection,0,0,0,0,0,0,0.0
720575941477006388,DNxn104,no_wing_connection,0,0,0,0,0,0,0.0
720575941477053233,DNg103,no_wing_connection,0,0,0,0,0,0,0.0
720575941477145393,DNxl113,no_wing_connection,0,0,0,0,0,0,0.0
720575941477298996,DNge144,no_wing_connection,0,0,0,0,0,0,0.0
720575941477392926,DNxl073,no_wing_connection,0,0,0,0,0,0,0.0
720575941471454583,DNg38,no_wing_connection,0,0,0,0,0,0,0.0
720575941471297911,DNxl109,no_wing_connection,0,0,0,0,0,0,0.0
720575941471266423,DNge062,no_wing_connection,0,0,0,0,0,0,0.0
720575941467453462,DNfl038,no_wing_connection,0,0,0,0,0,0,0.0
720575941459097503,DNp01,no_wing_connection,0,0,0,0,0,0,0.0
720575941459415878,pIP9,no_wing_connection,0,0,0,0,0,0,0.0
720575941460757715,DNxn112,no_wing_connection,0,0,0,0,0,0,0.0
720575941461347027,DNg68,no_wing_connection,0,0,0,0,0,0,0.0
720575941461352659,DNxn144,no_wing_connection,0,0,0,0,0,0,0.0
720575941461407955,DNxn157,no_wing_connection,0,0,0,0,0,0,0.0
720575941461494483,DNp64,no_wing_connection,0,0,0,0,0,0,0.0
720575941462261188,DNg35,no_wing_connection,0,0,0,0,0,0,0.0
720575941462378692,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941463078800,DNg18_b,no_wing_connection,0,0,0,0,0,0,0.0
720575941465737814,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941466964566,DNg64,no_wing_connection,0,0,0,0,0,0,0.0
720575941466965725,DNge024,no_wing_connection,0,0,0,0,0,0,0.0
720575941467559702,DNg06,no_wing_connection,0,0,0,0,0,0,0.0
720575941471147127,DNxl066,no_wing_connection,0,0,0,0,0,0,0.0
720575941468787520,DNge061,no_wing_connection,0,0,0,0,0,0,0.0
720575941468982795,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941469370688,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941469521216,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941469678557,DNg09,no_wing_connection,0,0,0,0,0,0,0.0
720575941469716445,DNg48,no_wing_connection,0,0,0,0,0,0,0.0
720575941470004445,DNge027,no_wing_connection,0,0,0,0,0,0,0.0
720575941470195723,DNxl056,no_wing_connection,0,0,0,0,0,0,0.0
720575941470236023,DNpe041,no_wing_connection,0,0,0,0,0,0,0.0
720575941470533131,DNg96,no_wing_connection,0,0,0,0,0,0,0.0
720575941470575479,DNut046,no_wing_connection,0,0,0,0,0,0,0.0
720575941470933824,DNxn127,no_wing_connection,0,0,0,0,0,0,0.0
720575941471139191,DNpe028,no_wing_connection,0,0,0,0,0,0,0.0
720575941477713770,DNxn162,no_wing_connection,0,0,0,0,0,0,0.0
720575941477812131,DNxl113,no_wing_connection,0,0,0,0,0,0,0.0
720575941456679149,DNpe020,no_wing_connection,0,0,0,0,0,0,0.0
720575941478074592,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941486575426,DNxl068,no_wing_connection,0,0,0,0,0,0,0.0
720575941486612034,DNa03,no_wing_connection,0,0,0,0,0,0,0.0
720575941486680717,DNp32,no_wing_connection,0,0,0,0,0,0,0.0
720575941486684226,DNa14,no_wing_connection,0,0,0,0,0,0,0.0
720575941486692493,DNp68,no_wing_connection,0,0,0,0,0,0,0.0
720575941486815238,DNfl022,no_wing_connection,0,0,0,0,0,0,0.0
720575941487186896,DNge112,no_wing_connection,0,0,0,0,0,0,0.0
720575941488845287,DNg44,no_wing_connection,0,0,0,0,0,0,0.0
720575941489195724,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941489207605,DNnt012,no_wing_connection,0,0,0,0,0,0,0.0
720575941489274057,DNge046,no_wing_connection,0,0,0,0,0,0,0.0
720575941489377737,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941489812277,DNp52,no_wing_connection,0,0,0,0,0,0,0.0
720575941490071605,DNut046,no_wing_connection,0,0,0,0,0,0,0.0
720575941490535600,DNg53,no_wing_connection,0,0,0,0,0,0,0.0
720575941490558261,DNit013,no_wing_connection,0,0,0,0,0,0,0.0
720575941490590924,DNxn154,no_wing_connection,0,0,0,0,0,0,0.0
720575941490679497,DNge145,no_wing_connection,0,0,0,0,0,0,0.0
720575941490694453,DNp30,no_wing_connection,0,0,0,0,0,0,0.0
720575941490799157,DNp58,no_wing_connection,0,0,0,0,0,0,0.0
720575941491012809,MDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941491055820,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941491065653,MDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941491126222,DNg33,no_wing_connection,0,0,0,0,0,0,0.0
720575941491287497,DNpe048,no_wing_connection,0,0,0,0,0,0,0.0
720575941491649255,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941491807463,DNp56,no_wing_connection,0,0,0,0,0,0,0.0
720575941492328167,DNxl014,no_wing_connection,0,0,0,0,0,0,0.0
720575941492588976,DNxl123,no_wing_connection,0,0,0,0,0,0,0.0
720575941486437954,DNg108,no_wing_connection,0,0,0,0,0,0,0.0
720575941486413709,DNg40,no_wing_connection,0,0,0,0,0,0,0.0
720575941485430992,DNg37,no_wing_connection,0,0,0,0,0,0,0.0
720575941480797859,DNad004,no_wing_connection,0,0,0,0,0,0,0.0
720575941478429802,DNg70,no_wing_connection,0,0,0,0,0,0,0.0
720575941478705770,DNxn168,no_wing_connection,0,0,0,0,0,0,0.0
720575941479434720,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941479543776,DNxl124,no_wing_connection,0,0,0,0,0,0,0.0
720575941479563650,DNxl084,no_wing_connection,0,0,0,0,0,0,0.0
720575941480105039,DNnt013,no_wing_connection,0,0,0,0,0,0,0.0
720575941480480963,DNxn172,no_wing_connection,0,0,0,0,0,0,0.0
720575941480490882,DNfl035,no_wing_connection,0,0,0,0,0,0,0.0
720575941480513154,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941480587394,DNxn071,no_wing_connection,0,0,0,0,0,0,0.0
720575941480673154,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941480704954,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941480759971,DNxn179,no_wing_connection,0,0,0,0,0,0,0.0
720575941480901827,DNge085,no_wing_connection,0,0,0,0,0,0,0.0
720575941484195514,DNp24,no_wing_connection,0,0,0,0,0,0,0.0
720575941480917187,DNge069,no_wing_connection,0,0,0,0,0,0,0.0
720575941480942499,DNnt013,no_wing_connection,0,0,0,0,0,0,0.0
720575941480996226,DNpe008,no_wing_connection,0,0,0,0,0,0,0.0
720575941481045155,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941481337679,DNg77,no_wing_connection,0,0,0,0,0,0,0.0
720575941482058179,DNxn144,no_wing_connection,0,0,0,0,0,0,0.0
720575941482407677,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941482713341,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941482970310,DNge139,no_wing_connection,0,0,0,0,0,0,0.0
720575941483266246,DNpe045,no_wing_connection,0,0,0,0,0,0,0.0
720575941483358717,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941483679674,DNge076,no_wing_connection,0,0,0,0,0,0,0.0
720575941483701178,DNp67,no_wing_connection,0,0,0,0,0,0,0.0
720575941459023088,DNpe025,no_wing_connection,0,0,0,0,0,0,0.0
720575941456665581,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941493947006,DNg46,no_wing_connection,0,0,0,0,0,0,0.0
720575941433139598,DNg06,no_wing_connection,0,0,0,0,0,0,0.0
720575941414353436,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941414491028,DNge102,no_wing_connection,0,0,0,0,0,0,0.0
720575941414899345,DNc02,no_wing_connection,0,0,0,0,0,0,0.0
720575941414947220,DNxn187,no_wing_connection,0,0,0,0,0,0,0.0
720575941415707420,DNg24,no_wing_connection,0,0,0,0,0,0,0.0
720575941417243164,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941425381716,DNxn109,no_wing_connection,0,0,0,0,0,0,0.0
720575941426612564,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941427901012,DNfl020,no_wing_connection,0,0,0,0,0,0,0.0
720575941427934548,DNpe020,no_wing_connection,0,0,0,0,0,0,0.0
720575941428164233,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941428365193,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941429383521,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941429866593,DNut054,no_wing_connection,0,0,0,0,0,0,0.0
720575941430120289,DNge023,no_wing_connection,0,0,0,0,0,0,0.0
720575941430513289,DNg36,no_wing_connection,0,0,0,0,0,0,0.0
720575941430610095,DNge109,no_wing_connection,0,0,0,0,0,0,0.0
720575941431211951,DNg29,no_wing_connection,0,0,0,0,0,0,0.0
720575941431469304,DNp46,no_wing_connection,0,0,0,0,0,0,0.0
720575941431577007,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941431747086,DNg73,no_wing_connection,0,0,0,0,0,0,0.0
720575941431875832,DNxl083,no_wing_connection,0,0,0,0,0,0,0.0
720575941432046945,DNxl125,no_wing_connection,0,0,0,0,0,0,0.0
720575941432255959,DNxl070,no_wing_connection,0,0,0,0,0,0,0.0
720575941432269271,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941432295639,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941432481633,DNxn126,no_wing_connection,0,0,0,0,0,0,0.0
720575941433030414,DNfl024,no_wing_connection,0,0,0,0,0,0,0.0
720575941433031182,DNxn165,no_wing_connection,0,0,0,0,0,0,0.0
720575941413642268,DNg78,no_wing_connection,0,0,0,0,0,0,0.0
720575941413189999,DNp38,no_wing_connection,0,0,0,0,0,0,0.0
720575941412623215,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941401753635,DNg06,no_wing_connection,0,0,0,0,0,0,0.0
720575941352918576,DNg70,no_wing_connection,0,0,0,0,0,0,0.0
720575941353080624,DNfl042,no_wing_connection,0,0,0,0,0,0,0.0
720575941390308246,DNut054,no_wing_connection,0,0,0,0,0,0,0.0
720575941390619140,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941390623382,DNp20,no_wing_connection,0,0,0,0,0,0,0.0
720575941390722710,DNge025,no_wing_connection,0,0,0,0,0,0,0.0
720575941391756548,DNfl028,no_wing_connection,0,0,0,0,0,0,0.0
720575941393196950,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941393242628,DNp30,no_wing_connection,0,0,0,0,0,0,0.0
720575941399042851,DNfl025,no_wing_connection,0,0,0,0,0,0,0.0
720575941399099427,DNfl033,no_wing_connection,0,0,0,0,0,0,0.0
720575941399380515,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941400290851,DNg49,no_wing_connection,0,0,0,0,0,0,0.0
720575941401786403,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941411620207,DNg33,no_wing_connection,0,0,0,0,0,0,0.0
720575941401814307,DNxl049,no_wing_connection,0,0,0,0,0,0,0.0
720575941401962787,DNg104,no_wing_connection,0,0,0,0,0,0,0.0
720575941402468899,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941404711792,DNpe016,no_wing_connection,0,0,0,0,0,0,0.0
720575941404748144,DNxl097,no_wing_connection,0,0,0,0,0,0,0.0
720575941404813680,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941404874352,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941404981360,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941407788206,DNge029,no_wing_connection,0,0,0,0,0,0,0.0
720575941408170799,DNxn165,no_wing_connection,0,0,0,0,0,0,0.0
720575941408568238,DNb08,no_wing_connection,0,0,0,0,0,0,0.0
720575941408577327,DNg62,no_wing_connection,0,0,0,0,0,0,0.0
720575941409214894,DNp25,no_wing_connection,0,0,0,0,0,0,0.0
720575941433116046,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941433235744,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941456506015,DNg23,no_wing_connection,0,0,0,0,0,0,0.0
720575941434224526,DNge110,no_wing_connection,0,0,0,0,0,0,0.0
720575941446894612,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941447884820,DNxn071,no_wing_connection,0,0,0,0,0,0,0.0
720575941447935764,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941448018196,DNge142,no_wing_connection,0,0,0,0,0,0,0.0
720575941448124692,DNge115,no_wing_connection,0,0,0,0,0,0,0.0
720575941448922717,DNg11,no_wing_connection,0,0,0,0,0,0,0.0
720575941448968029,DNfl014,no_wing_connection,0,0,0,0,0,0,0.0
720575941449384885,DNge150,no_wing_connection,0,0,0,0,0,0,0.0
720575941449875893,DNxl106,no_wing_connection,0,0,0,0,0,0,0.0
720575941450039477,DNg83,no_wing_connection,0,0,0,0,0,0,0.0
720575941450587726,DNp55,no_wing_connection,0,0,0,0,0,0,0.0
720575941450728314,DNxl104,no_wing_connection,0,0,0,0,0,0,0.0
720575941450934350,DNp27,no_wing_connection,0,0,0,0,0,0,0.0
720575941451023482,DNfl014,no_wing_connection,0,0,0,0,0,0,0.0
720575941452016199,DNxn144,no_wing_connection,0,0,0,0,0,0,0.0
720575941452030330,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941452211834,DNxn143,no_wing_connection,0,0,0,0,0,0,0.0
720575941452264361,DNnt011,no_wing_connection,0,0,0,0,0,0,0.0
720575941453538473,DNxl113,no_wing_connection,0,0,0,0,0,0,0.0
720575941453830637,DNfl012,no_wing_connection,0,0,0,0,0,0,0.0
720575941453869619,DNg18,no_wing_connection,0,0,0,0,0,0,0.0
720575941454124781,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941454260275,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941454569523,DNg18,no_wing_connection,0,0,0,0,0,0,0.0
720575941454913075,DNge083,no_wing_connection,0,0,0,0,0,0,0.0
720575941454975539,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941455929837,DNge089,no_wing_connection,0,0,0,0,0,0,0.0
720575941456180461,DNg63,no_wing_connection,0,0,0,0,0,0,0.0
720575941456504560,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941445677332,DNge060,no_wing_connection,0,0,0,0,0,0,0.0
720575941444536746,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941442861482,DNg09,no_wing_connection,0,0,0,0,0,0,0.0
720575941438655506,DNfl042,no_wing_connection,0,0,0,0,0,0,0.0
720575941434874912,720575941434874912,no_wing_connection,0,0,0,0,0,0,0.0
720575941435949198,DNxl118,no_wing_connection,0,0,0,0,0,0,0.0
720575941435997984,DNge034,no_wing_connection,0,0,0,0,0,0,0.0
720575941436095788,DNut058,no_wing_connection,0,0,0,0,0,0,0.0
720575941436313888,DNfl035,no_wing_connection,0,0,0,0,0,0,0.0
720575941437329708,DNg08_b,no_wing_connection,0,0,0,0,0,0,0.0
720575941437971541,DNg01,no_wing_connection,0,0,0,0,0,0,0.0
720575941438049621,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941438213951,DNge118,no_wing_connection,0,0,0,0,0,0,0.0
720575941438465298,DNb04,no_wing_connection,0,0,0,0,0,0,0.0
720575941438469676,DNxl125,no_wing_connection,0,0,0,0,0,0,0.0
720575941438500370,DNxn145,no_wing_connection,0,0,0,0,0,0,0.0
720575941438646290,DNg38,no_wing_connection,0,0,0,0,0,0,0.0
720575941438719967,DNg11,no_wing_connection,0,0,0,0,0,0,0.0
720575941441615963,DNpe007,no_wing_connection,0,0,0,0,0,0,0.0
720575941438848479,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941439454783,DNit003,no_wing_connection,0,0,0,0,0,0,0.0
720575941439567327,DNfl024,no_wing_connection,0,0,0,0,0,0,0.0
720575941439577055,DNxl114,no_wing_connection,0,0,0,0,0,0,0.0
720575941439620415,DNxl088,no_wing_connection,0,0,0,0,0,0,0.0
720575941439633983,DNp65,no_wing_connection,0,0,0,0,0,0,0.0
720575941439740895,DNg11,no_wing_connection,0,0,0,0,0,0,0.0
720575941439786719,DNxl101,no_wing_connection,0,0,0,0,0,0,0.0
720575941439919295,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941440350293,DNp71,no_wing_connection,0,0,0,0,0,0,0.0
720575941440379733,DNp66,no_wing_connection,0,0,0,0,0,0,0.0
720575941440714959,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941441243839,DNxn179,no_wing_connection,0,0,0,0,0,0,0.0
720575941493928064,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941494925182,DNxl127,no_wing_connection,0,0,0,0,0,0,0.0
720575941554172807,DNp44,no_wing_connection,0,0,0,0,0,0,0.0
720575941537718653,DNxn108,no_wing_connection,0,0,0,0,0,0,0.0
720575941530577355,DNut046,no_wing_connection,0,0,0,0,0,0,0.0
720575941530606467,DNg06,no_wing_connection,0,0,0,0,0,0,0.0
720575941531334373,DNxn108,no_wing_connection,0,0,0,0,0,0,0.0
720575941531488971,DNxl095,no_wing_connection,0,0,0,0,0,0,0.0
720575941531735269,DNg72,no_wing_connection,0,0,0,0,0,0,0.0
720575941531918565,DNxn109,no_wing_connection,0,0,0,0,0,0,0.0
720575941531974629,DNg36,no_wing_connection,0,0,0,0,0,0,0.0
720575941532803160,DNxl081,no_wing_connection,0,0,0,0,0,0,0.0
720575941533398659,DNxn105,no_wing_connection,0,0,0,0,0,0,0.0
720575941533506586,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941533567754,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941533807082,DNg11,no_wing_connection,0,0,0,0,0,0,0.0
720575941534075370,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941534800618,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941352057904,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941534911832,DNge139,no_wing_connection,0,0,0,0,0,0,0.0
720575941535086424,DNg13,no_wing_connection,0,0,0,0,0,0,0.0
720575941535097578,DNge012,no_wing_connection,0,0,0,0,0,0,0.0
720575941535167320,DNxn073,no_wing_connection,0,0,0,0,0,0,0.0
720575941535231832,DNxl123,no_wing_connection,0,0,0,0,0,0,0.0
720575941535332952,DNpe008,no_wing_connection,0,0,0,0,0,0,0.0
720575941535705778,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941535724522,DNge056,no_wing_connection,0,0,0,0,0,0,0.0
720575941535811562,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941536048321,DNg62,no_wing_connection,0,0,0,0,0,0,0.0
720575941536140993,DNxn181,no_wing_connection,0,0,0,0,0,0,0.0
720575941536326805,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941536580634,DNge129,no_wing_connection,0,0,0,0,0,0,0.0
720575941536706753,DNg80,no_wing_connection,0,0,0,0,0,0,0.0
720575941530466488,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941530093496,DNxn119,no_wing_connection,0,0,0,0,0,0,0.0
720575941530080997,DNxn111,no_wing_connection,0,0,0,0,0,0,0.0
720575941526723940,DNp65,no_wing_connection,0,0,0,0,0,0,0.0
720575941522739275,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941523079671,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941523106295,DNg14,no_wing_connection,0,0,0,0,0,0,0.0
720575941523236171,DNg36,no_wing_connection,0,0,0,0,0,0,0.0
720575941523447883,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941523790925,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941524167755,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941524210763,DNg47,no_wing_connection,0,0,0,0,0,0,0.0
720575941524478795,DNit003,no_wing_connection,0,0,0,0,0,0,0.0
720575941524958118,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941525186818,DNnt016,no_wing_connection,0,0,0,0,0,0,0.0
720575941526676301,DNut047,no_wing_connection,0,0,0,0,0,0,0.0
720575941526696804,DNut054,no_wing_connection,0,0,0,0,0,0,0.0
720575941526772836,DNg37,no_wing_connection,0,0,0,0,0,0,0.0
720575941529830840,DNfl024,no_wing_connection,0,0,0,0,0,0,0.0
720575941526849357,DNg107,no_wing_connection,0,0,0,0,0,0,0.0
720575941526946562,DNa11,no_wing_connection,0,0,0,0,0,0,0.0
720575941527175524,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941527644600,DNg57,no_wing_connection,0,0,0,0,0,0,0.0
720575941527922598,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941528092344,DNg36,no_wing_connection,0,0,0,0,0,0,0.0
720575941528109222,DNg88,no_wing_connection,0,0,0,0,0,0,0.0
720575941529139844,DNxn153,no_wing_connection,0,0,0,0,0,0,0.0
720575941529212600,DNge031,no_wing_connection,0,0,0,0,0,0,0.0
720575941529494660,DNc01,no_wing_connection,0,0,0,0,0,0,0.0
720575941529711288,DNge004,no_wing_connection,0,0,0,0,0,0,0.0
720575941529744869,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941529824440,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941536772378,DNp29,no_wing_connection,0,0,0,0,0,0,0.0
720575941537766632,DNd05,no_wing_connection,0,0,0,0,0,0,0.0
720575941521369523,DNge092,no_wing_connection,0,0,0,0,0,0,0.0
720575941537912291,DNpe012,no_wing_connection,0,0,0,0,0,0,0.0
720575941546970292,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941547317940,DNge032,no_wing_connection,0,0,0,0,0,0,0.0
720575941547473268,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941547763060,DNfl037,no_wing_connection,0,0,0,0,0,0,0.0
720575941548066184,DNge073,no_wing_connection,0,0,0,0,0,0,0.0
720575941548170120,DNxl094,no_wing_connection,0,0,0,0,0,0,0.0
720575941548409377,DNxn128,no_wing_connection,0,0,0,0,0,0,0.0
720575941548641085,DNfl020,no_wing_connection,0,0,0,0,0,0,0.0
720575941548655496,DNxl132,no_wing_connection,0,0,0,0,0,0,0.0
720575941549022497,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941549156980,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941549490209,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941549788961,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941550148724,DNg31,no_wing_connection,0,0,0,0,0,0,0.0
720575941550401086,DNfl024,no_wing_connection,0,0,0,0,0,0,0.0
720575941550561341,DNxn189,no_wing_connection,0,0,0,0,0,0,0.0
720575941551093639,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941551193115,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941551774526,DNit013,no_wing_connection,0,0,0,0,0,0,0.0
720575941551991295,DNg16,no_wing_connection,0,0,0,0,0,0,0.0
720575941552002815,DNg57,no_wing_connection,0,0,0,0,0,0,0.0
720575941552009727,DNg49,no_wing_connection,0,0,0,0,0,0,0.0
720575941552163583,DNpe022,no_wing_connection,0,0,0,0,0,0,0.0
720575941552584510,DNxn144,no_wing_connection,0,0,0,0,0,0,0.0
720575941552768062,DNxn172,no_wing_connection,0,0,0,0,0,0,0.0
720575941552863489,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941553550471,DNxn109,no_wing_connection,0,0,0,0,0,0,0.0
720575941553551495,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941553670791,DNa13,no_wing_connection,0,0,0,0,0,0,0.0
720575941546602345,DNpe031,no_wing_connection,0,0,0,0,0,0,0.0
720575941546513001,DNp70,no_wing_connection,0,0,0,0,0,0,0.0
720575941546194364,DNge145,no_wing_connection,0,0,0,0,0,0,0.0
720575941540462285,DNxl067,no_wing_connection,0,0,0,0,0,0,0.0
720575941538209229,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941538221288,DNg26,no_wing_connection,0,0,0,0,0,0,0.0
720575941538255587,DNg110,no_wing_connection,0,0,0,0,0,0,0.0
720575941538336381,DNg60,no_wing_connection,0,0,0,0,0,0,0.0
720575941539028722,DNxl099,no_wing_connection,0,0,0,0,0,0,0.0
720575941539243669,DNnt016,no_wing_connection,0,0,0,0,0,0,0.0
720575941539325333,DNfl040,no_wing_connection,0,0,0,0,0,0,0.0
720575941539407090,DNpe011,no_wing_connection,0,0,0,0,0,0,0.0
720575941539552717,DNxn115,no_wing_connection,0,0,0,0,0,0,0.0
720575941539816061,DNxn153,no_wing_connection,0,0,0,0,0,0,0.0
720575941540257741,DNxn167,no_wing_connection,0,0,0,0,0,0,0.0
720575941540269693,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941540291789,DNxl110,no_wing_connection,0,0,0,0,0,0,0.0
720575941540535069,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941545432425,DNb08,no_wing_connection,0,0,0,0,0,0,0.0
720575941541271325,DNg78,no_wing_connection,0,0,0,0,0,0,0.0
720575941542514268,DNg43,no_wing_connection,0,0,0,0,0,0,0.0
720575941542584837,DNge020,no_wing_connection,0,0,0,0,0,0,0.0
720575941542617117,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941542676572,DNg85,no_wing_connection,0,0,0,0,0,0,0.0
720575941542733573,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941542885661,DNg84,no_wing_connection,0,0,0,0,0,0,0.0
720575941543092060,DNp14,no_wing_connection,0,0,0,0,0,0,0.0
720575941543093021,DNxl073,no_wing_connection,0,0,0,0,0,0,0.0
720575941543108956,DNp37,no_wing_connection,0,0,0,0,0,0,0.0
720575941545033916,DNnt011,no_wing_connection,0,0,0,0,0,0,0.0
720575941545120361,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941545418501,DNg67,no_wing_connection,0,0,0,0,0,0,0.0
720575941521454003,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941521282739,DNg49,no_wing_connection,0,0,0,0,0,0,0.0
720575941495055486,DNpe001,no_wing_connection,0,0,0,0,0,0,0.0
720575941508261922,DNnt007,no_wing_connection,0,0,0,0,0,0,0.0
720575941504331607,DNg110,no_wing_connection,0,0,0,0,0,0,0.0
720575941504459458,DNxl063,no_wing_connection,0,0,0,0,0,0,0.0
720575941504602418,DNxn129,no_wing_connection,0,0,0,0,0,0,0.0
720575941504687810,DNxn113,no_wing_connection,0,0,0,0,0,0,0.0
720575941505033010,DNp52,no_wing_connection,0,0,0,0,0,0,0.0
720575941505242789,DNg52,no_wing_connection,0,0,0,0,0,0,0.0
720575941505410876,DNfl020,no_wing_connection,0,0,0,0,0,0,0.0
720575941505415484,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941505767970,DNg20,no_wing_connection,0,0,0,0,0,0,0.0
720575941505929506,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941505983813,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941505988165,DNge151,no_wing_connection,0,0,0,0,0,0,0.0
720575941506164037,DNg46,no_wing_connection,0,0,0,0,0,0,0.0
720575941506196247,DNp20,no_wing_connection,0,0,0,0,0,0,0.0
