dn_id,dn_name,strategy,direct_mn_targets,direct_synapses,indirect_in_targets,indirect_synapses,total_targets,total_synapses,direct_fraction
720575941595517735,DNg75,indirect_only,0,0,1,10,1,10,0.0
720575941481407427,DNg10,direct_only,1,10,0,0,1,10,1.0
720575941550165054,DNg10,direct_only,1,10,0,0,1,10,1.0
720575941481122690,DNg08,indirect_only,0,0,1,10,1,10,0.0
720575941477201002,DNg07,indirect_only,0,0,1,10,1,10,0.0
720575941405473327,DNge015,direct_only,1,10,0,0,1,10,1.0
720575941487659984,DNut058,indirect_only,0,0,1,10,1,10,0.0
720575941552017663,DNxl100,indirect_only,0,0,1,10,1,10,0.0
720575941495918665,DNg106,indirect_only,0,0,1,10,1,10,0.0
720575941486574598,DNg02,direct_only,1,10,0,0,1,10,1.0
720575941545273861,DNut042,indirect_only,0,0,1,10,1,10,0.0
720575941474677825,DNg89,indirect_only,0,0,1,10,1,10,0.0
720575941602974649,DNpe054,indirect_only,0,0,1,10,1,10,0.0
720575941571453342,DNge094,no_wing_connection,0,0,0,0,0,0,0.0
720575941554701722,DNfl040,no_wing_connection,0,0,0,0,0,0,0.0
720575941566170422,DNp14,no_wing_connection,0,0,0,0,0,0,0.0
720575941660948348,DNg40,no_wing_connection,0,0,0,0,0,0,0.0
720575941566232886,DNfl024,no_wing_connection,0,0,0,0,0,0,0.0
720575941659595320,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941653841681,DNge001,no_wing_connection,0,0,0,0,0,0,0.0
720575941722108218,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941655117012,DNg11,no_wing_connection,0,0,0,0,0,0,0.0
720575941555742035,DNxn132,no_wing_connection,0,0,0,0,0,0,0.0
720575941566364982,DNge122,no_wing_connection,0,0,0,0,0,0,0.0
720575941566487655,DNge074,no_wing_connection,0,0,0,0,0,0,0.0
720575941659400984,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941566565174,CB0191,no_wing_connection,0,0,0,0,0,0,0.0
720575941658910488,DNxn148,no_wing_connection,0,0,0,0,0,0,0.0
720575941567187962,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941661233976,DNpe011,no_wing_connection,0,0,0,0,0,0,0.0
720575941661415224,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941568199726,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941556199652,DNxn109,no_wing_connection,0,0,0,0,0,0,0.0
720575941565477174,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941556283876,DNge004,no_wing_connection,0,0,0,0,0,0,0.0
720575941662407992,DNg29,no_wing_connection,0,0,0,0,0,0,0.0
720575941703384026,DNpe001,no_wing_connection,0,0,0,0,0,0,0.0
720575941720258362,DNg36,no_wing_connection,0,0,0,0,0,0,0.0
720575941565508759,DNxl128,no_wing_connection,0,0,0,0,0,0,0.0
720575941565694262,DNfl036,no_wing_connection,0,0,0,0,0,0,0.0
720575941721640506,DNg46,no_wing_connection,0,0,0,0,0,0,0.0
720575941662395704,DNd02,no_wing_connection,0,0,0,0,0,0,0.0
720575941721638714,DNb09,no_wing_connection,0,0,0,0,0,0,0.0
720575941565716578,DNfl030,no_wing_connection,0,0,0,0,0,0,0.0
720575941565876375,DNge152,no_wing_connection,0,0,0,0,0,0,0.0
720575941566132119,DNg22,no_wing_connection,0,0,0,0,0,0,0.0
720575941566165302,DNg87,no_wing_connection,0,0,0,0,0,0,0.0
720575941567199790,DNg64,no_wing_connection,0,0,0,0,0,0,0.0
720575941555710547,DNp56,no_wing_connection,0,0,0,0,0,0,0.0
720575941554888676,DNxn144,no_wing_connection,0,0,0,0,0,0,0.0
720575941569808754,DNnt008,no_wing_connection,0,0,0,0,0,0,0.0
720575941572407710,DNad004,no_wing_connection,0,0,0,0,0,0,0.0
720575941572392201,DNnt013,no_wing_connection,0,0,0,0,0,0,0.0
720575941730244651,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941554856019,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941555393537,DNa13,no_wing_connection,0,0,0,0,0,0,0.0
720575941555196929,DNfl012,no_wing_connection,0,0,0,0,0,0,0.0
720575941730332715,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941555461377,DNfl024,no_wing_connection,0,0,0,0,0,0,0.0
720575941569836914,DNxn137,no_wing_connection,0,0,0,0,0,0,0.0
720575941569909106,DNg84,no_wing_connection,0,0,0,0,0,0,0.0
720575941731655979,DNge094,no_wing_connection,0,0,0,0,0,0,0.0
720575941657989712,DNge003,no_wing_connection,0,0,0,0,0,0,0.0
720575941570031092,DNge099,no_wing_connection,0,0,0,0,0,0,0.0
720575941570128498,DNa01,no_wing_connection,0,0,0,0,0,0,0.0
720575941723220282,DNxl063,no_wing_connection,0,0,0,0,0,0,0.0
720575941658066456,DNge138,no_wing_connection,0,0,0,0,0,0,0.0
720575941568499502,DNp55,no_wing_connection,0,0,0,0,0,0,0.0
720575941569306874,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941658841112,DNxl102,no_wing_connection,0,0,0,0,0,0,0.0
720575941568894202,DNxn134,no_wing_connection,0,0,0,0,0,0,0.0
720575941732549163,DNg59,no_wing_connection,0,0,0,0,0,0,0.0
720575941565293063,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941572464798,DNad006,no_wing_connection,0,0,0,0,0,0,0.0
720575941569105658,DNge039,no_wing_connection,0,0,0,0,0,0,0.0
720575941658621976,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941569571186,DNp71,no_wing_connection,0,0,0,0,0,0,0.0
720575941658613784,DNad006,no_wing_connection,0,0,0,0,0,0,0.0
720575941569320050,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941722210362,DNg06,no_wing_connection,0,0,0,0,0,0,0.0
720575941555504467,DNge127,no_wing_connection,0,0,0,0,0,0,0.0
720575941569424372,DNht001,no_wing_connection,0,0,0,0,0,0,0.0
720575941569505394,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941565392482,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941688582518,DNge092,no_wing_connection,0,0,0,0,0,0,0.0
720575941662495356,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941561776173,DNxl120,no_wing_connection,0,0,0,0,0,0,0.0
720575941559394931,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941686310895,DNge024,no_wing_connection,0,0,0,0,0,0,0.0
720575941681384637,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941690766555,DNxl084,no_wing_connection,0,0,0,0,0,0,0.0
720575941559205933,DNg05,no_wing_connection,0,0,0,0,0,0,0.0
720575941559104813,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941653816081,pIP9,no_wing_connection,0,0,0,0,0,0,0.0
720575941671947687,DNge116,no_wing_connection,0,0,0,0,0,0,0.0
720575941562217517,DNp24,no_wing_connection,0,0,0,0,0,0,0.0
720575941671658407,DNxn134,no_wing_connection,0,0,0,0,0,0,0.0
720575941562771624,DNnt012,no_wing_connection,0,0,0,0,0,0,0.0
720575941690788827,DNxl091,no_wing_connection,0,0,0,0,0,0,0.0
720575941671438247,DNxn140,no_wing_connection,0,0,0,0,0,0,0.0
720575941559022381,DNge095,no_wing_connection,0,0,0,0,0,0,0.0
720575941563064071,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941687006988,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941689709019,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941558807411,DNfl015,no_wing_connection,0,0,0,0,0,0,0.0
720575941559946478,DNpe008,no_wing_connection,0,0,0,0,0,0,0.0
720575941560435059,DNge133,no_wing_connection,0,0,0,0,0,0,0.0
720575941688674200,DNge115,no_wing_connection,0,0,0,0,0,0,0.0
720575941560564239,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941688574360,DNge109,no_wing_connection,0,0,0,0,0,0,0.0
720575941560597775,DNg110,no_wing_connection,0,0,0,0,0,0,0.0
720575941688560367,DNpe034,no_wing_connection,0,0,0,0,0,0,0.0
720575941560655731,DNge051,no_wing_connection,0,0,0,0,0,0,0.0
720575941688250998,DNg47,no_wing_connection,0,0,0,0,0,0,0.0
720575941688806412,DNxn145,no_wing_connection,0,0,0,0,0,0,0.0
720575941688242328,DNge024,no_wing_connection,0,0,0,0,0,0,0.0
720575941561430829,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941561655341,DNae001,no_wing_connection,0,0,0,0,0,0,0.0
720575941560162798,DNp35,no_wing_connection,0,0,0,0,0,0,0.0
720575941688133871,DNge046,no_wing_connection,0,0,0,0,0,0,0.0
720575941687421302,DNg09,no_wing_connection,0,0,0,0,0,0,0.0
720575941563169704,DNg13,no_wing_connection,0,0,0,0,0,0,0.0
720575941563201687,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941556379108,DNxl129,no_wing_connection,0,0,0,0,0,0,0.0
720575941557838756,DNg86,no_wing_connection,0,0,0,0,0,0,0.0
720575941557473572,DNde006,no_wing_connection,0,0,0,0,0,0,0.0
720575941663480188,DNge101,no_wing_connection,0,0,0,0,0,0,0.0
720575941564275602,DNp32,no_wing_connection,0,0,0,0,0,0,0.0
720575941564402023,DNg09,no_wing_connection,0,0,0,0,0,0,0.0
720575941691311512,DNg31,no_wing_connection,0,0,0,0,0,0,0.0
720575941557316004,DNg14,no_wing_connection,0,0,0,0,0,0,0.0
720575941663102520,DNg34,no_wing_connection,0,0,0,0,0,0,0.0
720575941662983224,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941703187674,DNg87,no_wing_connection,0,0,0,0,0,0,0.0
720575941564649216,DNit012,no_wing_connection,0,0,0,0,0,0,0.0
720575941662645304,DNd03,no_wing_connection,0,0,0,0,0,0,0.0
720575941565091847,DNfl026,no_wing_connection,0,0,0,0,0,0,0.0
720575941556990735,DNfl032,no_wing_connection,0,0,0,0,0,0,0.0
720575941556870884,DNg110,no_wing_connection,0,0,0,0,0,0,0.0
720575941688644315,DNge085,no_wing_connection,0,0,0,0,0,0,0.0
720575941557512307,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941663497084,DNa11,no_wing_connection,0,0,0,0,0,0,0.0
720575941690874331,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941564186007,DNg52,no_wing_connection,0,0,0,0,0,0,0.0
720575941669801905,DNg54,no_wing_connection,0,0,0,0,0,0,0.0
720575941669726129,DNg85,no_wing_connection,0,0,0,0,0,0,0.0
720575941668914609,DNxn116,no_wing_connection,0,0,0,0,0,0,0.0
720575941690964888,DNxn119,no_wing_connection,0,0,0,0,0,0,0.0
720575941558599972,DNxn177,no_wing_connection,0,0,0,0,0,0,0.0
720575941668465319,DNge111,no_wing_connection,0,0,0,0,0,0,0.0
720575941666925745,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941666660595,DNpe014,no_wing_connection,0,0,0,0,0,0,0.0
720575941665097203,DNxn073,no_wing_connection,0,0,0,0,0,0,0.0
720575941563334912,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941663701884,DNg61,no_wing_connection,0,0,0,0,0,0,0.0
720575941663518844,DNxn146,no_wing_connection,0,0,0,0,0,0,0.0
720575941691031704,DNg48,no_wing_connection,0,0,0,0,0,0,0.0
720575941691308952,DNg34,no_wing_connection,0,0,0,0,0,0,0.0
720575941564155904,DNnt012,no_wing_connection,0,0,0,0,0,0,0.0
720575941680648893,DNge019,no_wing_connection,0,0,0,0,0,0,0.0
720575941574878351,DNnt019,no_wing_connection,0,0,0,0,0,0,0.0
720575941653640465,DNxl086,no_wing_connection,0,0,0,0,0,0,0.0
720575941596218225,DNg09,no_wing_connection,0,0,0,0,0,0,0.0
720575941596424581,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941628231138,DNg52,no_wing_connection,0,0,0,0,0,0,0.0
720575941596596357,DNit004,no_wing_connection,0,0,0,0,0,0,0.0
720575941628167225,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941597345692,DNfl017,no_wing_connection,0,0,0,0,0,0,0.0
720575941598469276,DNg68,no_wing_connection,0,0,0,0,0,0,0.0
720575941598492457,DNg05,no_wing_connection,0,0,0,0,0,0,0.0
720575941628153913,DNge140,no_wing_connection,0,0,0,0,0,0,0.0
720575941598907072,DNa13,no_wing_connection,0,0,0,0,0,0,0.0
720575941627576377,DNge085,no_wing_connection,0,0,0,0,0,0,0.0
720575941627484454,DNge145,no_wing_connection,0,0,0,0,0,0,0.0
720575941626745452,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941599034560,DNde005,no_wing_connection,0,0,0,0,0,0,0.0
720575941626530442,DNxn134,no_wing_connection,0,0,0,0,0,0,0.0
720575941626500746,DNg100,no_wing_connection,0,0,0,0,0,0,0.0
720575941601297705,DNxl096,no_wing_connection,0,0,0,0,0,0,0.0
720575941626337162,DNg103,no_wing_connection,0,0,0,0,0,0,0.0
720575941626302858,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941626282634,DNxl072,no_wing_connection,0,0,0,0,0,0,0.0
720575941626222218,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941626193563,DNxn110,no_wing_connection,0,0,0,0,0,0,0.0
720575941628262969,DNge096,no_wing_connection,0,0,0,0,0,0,0.0
720575941596205425,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941602854841,DNge081,no_wing_connection,0,0,0,0,0,0,0.0
720575941628349990,DNxn139,no_wing_connection,0,0,0,0,0,0,0.0
720575941593409064,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941632978629,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941632799392,DNnt011,no_wing_connection,0,0,0,0,0,0,0.0
720575941632652987,DNxl107,no_wing_connection,0,0,0,0,0,0,0.0
720575941594497575,DNut046,no_wing_connection,0,0,0,0,0,0,0.0
720575941632002720,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941594858198,DNg109,no_wing_connection,0,0,0,0,0,0,0.0
720575941631315616,DNxl093,no_wing_connection,0,0,0,0,0,0,0.0
720575941631060972,DNg65,no_wing_connection,0,0,0,0,0,0,0.0
720575941595193558,DNp35,no_wing_connection,0,0,0,0,0,0,0.0
720575941631013090,DNxl134,no_wing_connection,0,0,0,0,0,0,0.0
720575941630646432,DNfl003_CvC,no_wing_connection,0,0,0,0,0,0,0.0
720575941595520039,DNpe041,no_wing_connection,0,0,0,0,0,0,0.0
720575941595534981,DNfl019,no_wing_connection,0,0,0,0,0,0,0.0
720575941630522850,DNg64,no_wing_connection,0,0,0,0,0,0,0.0
720575941630081574,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941630049762,DNut054,no_wing_connection,0,0,0,0,0,0,0.0
720575941595605029,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941629386732,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941595615783,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941628710694,DNge116,no_wing_connection,0,0,0,0,0,0,0.0
720575941602726078,DNge109,no_wing_connection,0,0,0,0,0,0,0.0
720575941626175643,DNg16,no_wing_connection,0,0,0,0,0,0,0.0
720575941633124549,DNxn157,no_wing_connection,0,0,0,0,0,0,0.0
720575941610213478,DNg01,no_wing_connection,0,0,0,0,0,0,0.0
720575941623407050,DNg09,no_wing_connection,0,0,0,0,0,0,0.0
720575941611082826,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941620273535,DNd03,no_wing_connection,0,0,0,0,0,0,0.0
720575941611304937,DNc01,no_wing_connection,0,0,0,0,0,0,0.0
720575941611457098,DNg53,no_wing_connection,0,0,0,0,0,0,0.0
720575941616284629,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941611833577,DNge051,no_wing_connection,0,0,0,0,0,0,0.0
720575941615534489,DNp68,no_wing_connection,0,0,0,0,0,0,0.0
720575941615336601,DNge060,no_wing_connection,0,0,0,0,0,0,0.0
720575941615259289,DNfl019,no_wing_connection,0,0,0,0,0,0,0.0
720575941614906387,MDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941612058982,DNxn179,no_wing_connection,0,0,0,0,0,0,0.0
720575941614893013,DNnt013,no_wing_connection,0,0,0,0,0,0,0.0
720575941614483475,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941614432409,DNxn162,no_wing_connection,0,0,0,0,0,0,0.0
720575941612340909,DNnt011,no_wing_connection,0,0,0,0,0,0,0.0
720575941612374425,DNfl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941612401510,CB0191,no_wing_connection,0,0,0,0,0,0,0.0
720575941612982169,DNge094,no_wing_connection,0,0,0,0,0,0,0.0
720575941614190099,DNpe008,no_wing_connection,0,0,0,0,0,0,0.0
720575941613532892,DNxn178,no_wing_connection,0,0,0,0,0,0,0.0
720575941623634122,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941624257532,DNp41,no_wing_connection,0,0,0,0,0,0,0.0
720575941626056556,DNge122,no_wing_connection,0,0,0,0,0,0,0.0
720575941624437756,DNxn174,no_wing_connection,0,0,0,0,0,0,0.0
720575941554354259,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941603720377,DNp52,no_wing_connection,0,0,0,0,0,0,0.0
720575941626032074,DNg95,no_wing_connection,0,0,0,0,0,0,0.0
720575941603720633,DNg20,no_wing_connection,0,0,0,0,0,0,0.0
720575941603744697,DNxl108,no_wing_connection,0,0,0,0,0,0,0.0
720575941626007195,DNxn109,no_wing_connection,0,0,0,0,0,0,0.0
720575941603785913,DNxn148,no_wing_connection,0,0,0,0,0,0,0.0
720575941603791350,DNg76,no_wing_connection,0,0,0,0,0,0,0.0
720575941604343225,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941604343737,DNg110,no_wing_connection,0,0,0,0,0,0,0.0
720575941604982462,DNit003,no_wing_connection,0,0,0,0,0,0,0.0
720575941605091518,DNnt011,no_wing_connection,0,0,0,0,0,0,0.0
720575941605523902,DNp44,no_wing_connection,0,0,0,0,0,0,0.0
720575941625794186,DNae008,no_wing_connection,0,0,0,0,0,0,0.0
720575941606542701,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941607119725,DNge059,no_wing_connection,0,0,0,0,0,0,0.0
720575941607564909,DNge100,no_wing_connection,0,0,0,0,0,0,0.0
720575941607634285,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941624572042,DNg61,no_wing_connection,0,0,0,0,0,0,0.0
720575941624536828,SA_DMT_DMetaN_6,no_wing_connection,0,0,0,0,0,0,0.0
720575941608733673,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941592925992,DNg69,no_wing_connection,0,0,0,0,0,0,0.0
720575941592628950,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941572719006,DNp67,no_wing_connection,0,0,0,0,0,0,0.0
720575941574933661,DNde005,no_wing_connection,0,0,0,0,0,0,0.0
720575941652036373,DNp62,no_wing_connection,0,0,0,0,0,0,0.0
720575941575419401,DNxl088,no_wing_connection,0,0,0,0,0,0,0.0
720575941575484598,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941575525992,DNfl041,no_wing_connection,0,0,0,0,0,0,0.0
720575941575725928,DNxn129,no_wing_connection,0,0,0,0,0,0,0.0
720575941651866901,DNut054,no_wing_connection,0,0,0,0,0,0,0.0
720575941575744655,DNxn140,no_wing_connection,0,0,0,0,0,0,0.0
720575941576254134,DNxl078,no_wing_connection,0,0,0,0,0,0,0.0
720575941576562792,DNxl101,no_wing_connection,0,0,0,0,0,0,0.0
720575941651139349,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941577482585,DNxn108,no_wing_connection,0,0,0,0,0,0,0.0
720575941577519961,DNit003,no_wing_connection,0,0,0,0,0,0,0.0
720575941578384629,DNxl121,no_wing_connection,0,0,0,0,0,0,0.0
720575941649976049,DNge019,no_wing_connection,0,0,0,0,0,0,0.0
720575941645918152,DNpe048,no_wing_connection,0,0,0,0,0,0,0.0
720575941645731272,DNge071,no_wing_connection,0,0,0,0,0,0,0.0
720575941578679897,DNxn130,no_wing_connection,0,0,0,0,0,0,0.0
720575941578803025,DNa13,no_wing_connection,0,0,0,0,0,0,0.0
720575941645239752,DNge085,no_wing_connection,0,0,0,0,0,0,0.0
720575941579149401,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941579208281,DNc02,no_wing_connection,0,0,0,0,0,0,0.0
720575941574979229,DNge142,no_wing_connection,0,0,0,0,0,0,0.0
720575941614012892,DNg64,no_wing_connection,0,0,0,0,0,0,0.0
720575941579450745,DNge020,no_wing_connection,0,0,0,0,0,0,0.0
720575941574790664,DNg62,no_wing_connection,0,0,0,0,0,0,0.0
720575941572941051,DNge094,no_wing_connection,0,0,0,0,0,0,0.0
720575941573266171,DNge054,no_wing_connection,0,0,0,0,0,0,0.0
720575941652579093,DNge149,no_wing_connection,0,0,0,0,0,0,0.0
720575941573370696,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941573385224,DNge114,no_wing_connection,0,0,0,0,0,0,0.0
720575941573417117,DNg10,no_wing_connection,0,0,0,0,0,0,0.0
720575941652493524,DNfl028,no_wing_connection,0,0,0,0,0,0,0.0
720575941573657416,DNp62,no_wing_connection,0,0,0,0,0,0,0.0
720575941573658184,DNg30,no_wing_connection,0,0,0,0,0,0,0.0
720575941573846941,DNge094,no_wing_connection,0,0,0,0,0,0,0.0
720575941574040329,DNit012,no_wing_connection,0,0,0,0,0,0,0.0
720575941652433393,DNpe011,no_wing_connection,0,0,0,0,0,0,0.0
720575941574158075,DNg66,no_wing_connection,0,0,0,0,0,0,0.0
720575941574226024,DNge020,no_wing_connection,0,0,0,0,0,0,0.0
720575941652319705,DNge019,no_wing_connection,0,0,0,0,0,0,0.0
720575941574467997,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941652156657,DNp41,no_wing_connection,0,0,0,0,0,0,0.0
720575941574724361,DNg23,no_wing_connection,0,0,0,0,0,0,0.0
720575941574731272,DNp46,no_wing_connection,0,0,0,0,0,0,0.0
720575941652078869,DNg44,no_wing_connection,0,0,0,0,0,0,0.0
720575941574744329,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941645213048,DNit012,no_wing_connection,0,0,0,0,0,0,0.0
720575941645117304,DNxl070,no_wing_connection,0,0,0,0,0,0,0.0
720575941591804712,DNxn109,no_wing_connection,0,0,0,0,0,0,0.0
720575941640075551,DNge062,no_wing_connection,0,0,0,0,0,0,0.0
720575941587856951,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941639802655,DNg08,no_wing_connection,0,0,0,0,0,0,0.0
720575941588123902,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941588369662,DNg01,no_wing_connection,0,0,0,0,0,0,0.0
720575941588409924,DNp17,no_wing_connection,0,0,0,0,0,0,0.0
720575941588955703,DNge117,no_wing_connection,0,0,0,0,0,0,0.0
720575941589304644,DNxl119,no_wing_connection,0,0,0,0,0,0,0.0
720575941637734175,DNg06,no_wing_connection,0,0,0,0,0,0,0.0
720575941589353284,DNge085,no_wing_connection,0,0,0,0,0,0,0.0
720575941589678078,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941589853950,DNg26,no_wing_connection,0,0,0,0,0,0,0.0
720575941589986359,DNge128,no_wing_connection,0,0,0,0,0,0,0.0
720575941590551592,DNg107,no_wing_connection,0,0,0,0,0,0,0.0
720575941634017723,DNpe018,no_wing_connection,0,0,0,0,0,0,0.0
720575941633833403,DNge091,no_wing_connection,0,0,0,0,0,0,0.0
720575941591064716,DNpe054,no_wing_connection,0,0,0,0,0,0,0.0
720575941591151500,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941591285132,DNxl118,no_wing_connection,0,0,0,0,0,0,0.0
720575941633779387,DNp09,no_wing_connection,0,0,0,0,0,0,0.0
720575941633602501,DNp25,no_wing_connection,0,0,0,0,0,0,0.0
720575941591761704,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941586901316,DNge089,no_wing_connection,0,0,0,0,0,0,0.0
720575941586609886,DNg63,no_wing_connection,0,0,0,0,0,0,0.0
720575941645080481,DNxn126,no_wing_connection,0,0,0,0,0,0,0.0
720575941640775455,DNxn133,no_wing_connection,0,0,0,0,0,0,0.0
720575941579793909,DNge010,no_wing_connection,0,0,0,0,0,0,0.0
720575941579841013,DNp16,no_wing_connection,0,0,0,0,0,0,0.0
720575941644756168,DNg30,no_wing_connection,0,0,0,0,0,0,0.0
720575941644554184,DNfl038,no_wing_connection,0,0,0,0,0,0,0.0
720575941644268626,DNg67,no_wing_connection,0,0,0,0,0,0,0.0
720575941581648761,DNg54,no_wing_connection,0,0,0,0,0,0,0.0
720575941644058706,oviDN,no_wing_connection,0,0,0,0,0,0,0.0
720575941643577445,DNxn113,no_wing_connection,0,0,0,0,0,0,0.0
720575941581870457,DNxn130,no_wing_connection,0,0,0,0,0,0,0.0
720575941643043272,DNg72,no_wing_connection,0,0,0,0,0,0,0.0
720575941643030945,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941583462110,DNge154,no_wing_connection,0,0,0,0,0,0,0.0
720575941583758726,DNg01,no_wing_connection,0,0,0,0,0,0,0.0
720575941585365214,DNut042,no_wing_connection,0,0,0,0,0,0,0.0
720575941586099334,DNfl030,no_wing_connection,0,0,0,0,0,0,0.0
720575941642906529,DNxl021,no_wing_connection,0,0,0,0,0,0,0.0
720575941642868385,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941586221958,DNp41,no_wing_connection,0,0,0,0,0,0,0.0
720575941586273926,DNnt012,no_wing_connection,0,0,0,0,0,0,0.0
720575941586425412,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941640840991,DNg80,no_wing_connection,0,0,0,0,0,0,0.0
720575941603438777,DNg07,no_wing_connection,0,0,0,0,0,0,0.0
720575941350890544,DNge110,no_wing_connection,0,0,0,0,0,0,0.0
720575941554228481,DNnt013,no_wing_connection,0,0,0,0,0,0,0.0
720575941477736066,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941471627639,DNg92,no_wing_connection,0,0,0,0,0,0,0.0
720575941471768843,DNxn171,no_wing_connection,0,0,0,0,0,0,0.0
720575941471805963,DNg51,no_wing_connection,0,0,0,0,0,0,0.0
720575941472005952,DNxl068,no_wing_connection,0,0,0,0,0,0,0.0
720575941472178752,DNp70,no_wing_connection,0,0,0,0,0,0,0.0
720575941472597051,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
720575941473793322,DNg02,no_wing_connection,0,0,0,0,0,0,0.0
720575941473825888,DNge020,no_wing_connection,0,0,0,0,0,0,0.0
720575941473933664,DNge104,no_wing_connection,0,0,0,0,0,0,0.0
720575941473970747,DNge116,no_wing_connection,0,0,0,0,0,0,0.0
720575941474126944,DNp34,no_wing_connection,0,0,0,0,0,0,0.0
720575941474256224,DNpe008,no_wing_connection,0,0,0,0,0,0,0.0
720575941474312800,DNge094,no_wing_connection,0,0,0,0,0,0,0.0
720575941474608170,DNpe029,no_wing_connection,0,0,0,0,0,0,0.0
720575941474665514,DNg106,no_wing_connection,0,0,0,0,0,0,0.0
720575941475341610,DNpe012,no_wing_connection,0,0,0,0,0,0,0.0
720575941475456827,DNp72,no_wing_connection,0,0,0,0,0,0,0.0
720575941475557681,DNg03,no_wing_connection,0,0,0,0,0,0,0.0
720575941475572539,DNit004,no_wing_connection,0,0,0,0,0,0,0.0
720575941476214833,DNge140,no_wing_connection,0,0,0,0,0,0,0.0
720575941476367937,DNg12,no_wing_connection,0,0,0,0,0,0,0.0
